first,second,condition,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength,type
irpréquor,impréquor,ppr,quor,im_pré,,impréquor,target,p,0.0,1,m,r,irpréquor,3,9,pseudo
lour,lour,r,nour,,,nour,target,r,,0,n,l,lour,2,4,pseudo
insalelité,insalilité,prss,sal,in,el_ité,insalelité,target,s,0.0,0,e,i,insalilité,1,10,pseudo
certof,certof,rs,cert,,if,certif,target,s,0.0,0,i,o,certof,2,6,pseudo
incrusoble,incrusoble,prs,crus,in,able,incrusable,target,s,0.0,0,a,o,incrusoble,2,10,pseudo
octrop,octrop,pr,troc,oc,,octroc,control,r,,3,c,p,octrop,2,6,pseudo
désinfilen,désinfiler,pprs,fil,dés_in,er,désinfiler,target,s,0.0,1,r,n,désinfilen,3,10,pseudo
ridlatié,nidlatié,rss,rid,,la_tié,ridlatié,control,r,,0,r,n,nidlatié,1,8,pseudo
inlémelité,inlémalité,prss,lém,in,el_ité,inlémelité,target,s,0.0,0,e,a,inlémalité,1,10,pseudo
hocrus,cocrus,pr,crus,co,,cocrus,target,p,0.0,0,c,h,hocrus,3,6,pseudo
prétilment,prétilment,prs,fil,pré,ment,préfilment,target,r,,0,f,t,prétilment,2,10,pseudo
surencoit,surercoit,ppr,coit,sur_en,,surencoit,target,p,1.0,1,n,r,surercoit,1,9,pseudo
macinjole,macinjole,rss,mac,,inno_le,macinnole,control,s,0.0,2,n,j,macinjole,2,9,pseudo
poidni,toidni,rs,toid,,ni,toidni,control,r,,0,t,p,poidni,3,6,pseudo
lans,lars,r,lans,,,lans,control,r,,2,n,r,lars,1,4,pseudo
redédirage,redédirage,pprs,dir,re_dé,age,redédirage,target,r,,2,r,m,redédimage,0,10,pseudo
védnemélre,sédnemélre,pprs,mél,séd_ne,re,sédnemélre,control,p,0.0,0,s,v,védnemélre,3,10,pseudo
imprécam,imprécan,ppr,cam,im_pré,,imprécam,target,r,,2,m,n,imprécan,1,8,pseudo
requmanemt,requmanemt,rss,roqu,,ma_nemt,roqumanemt,control,r,,1,o,e,requmanemt,2,10,pseudo
tanineig,tanireig,pr,reig,tani,,tanireig,control,r,,0,r,n,tanineig,3,8,pseudo
ijdicelité,ijdicelité,prss,dic,in,el_ité,indicelité,target,p,0.0,1,n,j,ijdicelité,2,10,pseudo
toid,toif,r,toid,,,toid,control,r,,3,d,f,toif,1,4,pseudo
roipét,roifét,rs,roif,,ét,roifét,control,r,,3,f,p,roipét,3,6,pseudo
insnalment,insnalment,prs,snal,in,ment,insnalment,target,s,0.0,1,e,i,insnalmint,0,10,pseudo
érpertreg,érpertrec,ppr,trec,érp_er,,érpertrec,control,r,,3,c,g,érpertreg,3,9,pseudo
comtalisme,cortalisme,rss,cort,,al_isme,cortalisme,target,r,,2,r,m,comtalisme,3,10,pseudo
diotàire,diotàire,rs,diot,,aire,diotaire,target,s,0.0,0,a,à,diotàire,2,8,pseudo
lém,lèm,r,lém,,,lém,target,r,,1,é,è,lèm,1,3,pseudo
présanior,présanion,prs,san,pré,ion,présanion,target,s,0.0,2,n,r,présanior,3,9,pseudo
édluf,édluf,pr,lub,éd,,édlub,control,r,,2,b,f,édluf,2,5,pseudo
sédniridre,sédmiridre,pprs,rid,séd_ni,re,sédniridre,control,p,1.0,0,n,m,sédmiridre,1,10,pseudo
irdirivité,irdirivité,prss,dir,in,iv_ité,indirivité,target,p,0.0,1,n,r,irdirivité,2,10,pseudo
sydvélt,sydvélt,pr,vért,syd,,sydvért,control,r,,2,r,l,sydvélt,2,7,pseudo
cidtoé,cidtié,rs,cid,,tié,cidtié,control,s,0.0,1,i,o,cidtoé,3,6,pseudo
fed,fed,r,fod,,,fod,control,r,,1,o,e,fed,2,3,pseudo
luudlaisem,luudlaisem,rss,loud,,la_isem,loudlaisem,control,r,,1,o,u,luudlaisem,2,10,pseudo
