first,second,condition,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength,type
latinnole,lasinnole,rss,las,,inno_le,lasinnole,control,r,,2,s,t,latinnole,3,9,pseudo
ermidtaoin,erridtaoin,prss,rid,er,ta_oin,erridtaoin,control,r,,0,r,m,ermidtaoin,3,10,pseudo
tooc,tioc,r,tioc,,,tioc,control,r,,1,i,o,tooc,3,4,pseudo
erridtan,erridtan,prs,rid,er,tan,erridtan,control,r,,1,i,e,erredtan,0,8,pseudo
méptrec,méptrec,pr,trec,rép,,réptrec,control,p,0.0,0,r,m,méptrec,2,7,pseudo
lasta,lasta,rs,las,,ta,lasta,control,r,,0,l,m,masta,0,5,pseudo
désinlémer,désinlémer,pprs,lém,dés_in,er,désinlémer,target,p,1.0,0,i,o,désonlémer,0,10,pseudo
prérejain,prérejain,ppr,jaun,pré_re,,prérejaun,target,r,,2,u,i,prérejain,2,9,pseudo
sédnacidre,sédnacidre,pprs,cid,séd_ne,re,sédnecidre,control,p,1.0,1,e,a,sédnacidre,2,10,pseudo
miérpmeig,miérpmeig,ppr,reig,mi_érp,,miérpreig,control,r,,0,r,m,miérpmeig,2,9,pseudo
léucta,léutta,rs,léut,,ta,léutta,control,r,,3,t,c,léucta,3,6,pseudo
mirélvitié,mimélvitié,prss,mél,mi,vi_tié,mimélvitié,control,r,,0,m,r,mirélvitié,3,10,pseudo
rub,lub,r,lub,,,lub,control,r,,0,l,r,rub,3,3,pseudo
xréplem,xréplem,pr,plem,pré,,préplem,target,p,0.0,0,p,x,xréplem,2,7,pseudo
rounvitié,rounvitié,rss,roun,,vi_tié,rounvitié,control,r,,3,n,r,rourvitié,0,9,pseudo
erraunta,errounta,prs,roun,er,ta,errounta,control,r,,1,o,a,erraunta,3,8,pseudo
refilation,refilation,prss,fil,re,at_ion,refilation,target,r,,0,f,s,resilation,0,10,pseudo
trév,trév,r,trév,,,trév,target,r,,3,v,t,trét,0,4,pseudo
resrus,resrus,pr,crus,re,,recrus,target,r,,0,c,s,resrus,2,6,pseudo
sédnemacre,sédnemacre,pprs,mac,séd_ne,re,sédnemacre,control,s,0.0,1,e,u,sédnemacru,0,10,pseudo
nifinnole,lifinnole,rss,lif,,inno_le,lifinnole,control,r,,0,l,n,nifinnole,3,9,pseudo
miérpnauj,miérpnauj,ppr,nauj,mi_érp,,miérpnauj,control,p,0.0,0,m,l,liérpnauj,0,9,pseudo
désnalion,désmalion,prs,snal,dé,ion,désnalion,target,r,,1,n,m,désmalion,1,9,pseudo
cercat,cercat,rs,cert,,at,certat,target,r,,3,t,c,cercat,2,6,pseudo
der,der,r,dir,,,dir,target,r,,1,i,e,der,2,3,pseudo
innémivité,innémivité,prss,lém,in,iv_ité,inlémivité,target,r,,0,l,n,innémivité,2,10,pseudo
bulivel,bulival,rss,bul,,iv_al,bulival,target,s,1.0,0,a,e,bulivel,3,7,pseudo
roptoad,roptoid,pr,toid,rop,,roptoid,control,r,,2,i,a,roptoad,3,7,pseudo
sédnilubre,sédnilubre,pprs,lub,séd_ni,re,sédnilubre,control,s,0.0,0,r,n,sédnilubne,0,10,pseudo
préreplem,préneplem,ppr,plem,pré_re,,préreplem,target,p,1.0,0,r,n,préneplem,1,9,pseudo
rounle,rounre,rs,roun,,le,rounle,control,s,0.0,0,l,r,rounre,1,6,pseudo
édnortisem,édnorsisem,prs,nort,éd,isem,édnortisem,control,r,,3,t,s,édnorsisem,1,10,pseudo
recanation,recamation,prss,cam,re,at_ion,recamation,target,r,,2,m,n,recanation,3,10,pseudo
désendofer,désendofer,pprs,dof,dés_en,er,désendofer,target,p,1.0,1,n,r,déserdofer,0,10,pseudo
noun,roun,r,roun,,,roun,control,r,,0,r,n,noun,3,4,pseudo
surclaeisc,surclaeisc,rss,surc,,la_eist,surclaeist,control,s,1.0,3,t,c,surclaeisc,2,10,pseudo
prérecert,prérecert,ppr,cert,pré_re,,prérecert,target,p,1.0,0,r,l,prélecert,0,9,pseudo
minif,milif,pr,lif,mi,,milif,control,r,,0,l,n,minif,3,5,pseudo
relémat,relémet,prs,lém,re,at,relémat,target,s,0.0,0,a,e,relémet,1,7,pseudo
doulité,doulité,rs,doul,,ité,doulité,target,s,0.0,0,i,e,douleté,0,7,pseudo
surentert,surentert,ppr,tert,sur_en,,surentert,target,p,1.0,1,n,r,surertert,0,9,pseudo
urlubtaoin,erlubtaoin,prss,lub,er,ta_oin,erlubtaoin,control,p,0.0,0,e,u,urlubtaoin,3,10,pseudo
erédmaceag,erédmaceag,pprs,mac,er_éd,eag,erédmaceag,control,r,,0,m,l,erédlaceag,0,10,pseudo
tretmet,tretnet,rs,tret,,net,tretnet,control,s,0.0,0,n,m,tretmet,3,7,pseudo
pic,pic,r,dic,,,dic,target,r,,0,d,p,pic,2,3,pseudo
surtert,surterv,pr,tert,sur,,surtert,target,r,,3,t,v,surterv,1,7,pseudo
regierat,regierut,prs,gier,re,at,regierat,target,s,0.0,0,a,u,regierut,1,8,pseudo
roquinnole,roquinnoli,rss,roqu,,inno_le,roquinnole,control,s,1.0,1,e,i,roquinnoli,1,10,pseudo
redoulion,redoulior,prs,doul,re,ion,redoulion,target,s,0.0,2,n,r,redoulior,1,9,pseudo
redésnel,redésnel,ppr,snal,re_dé,,redésnal,target,r,,2,a,e,redésnel,2,8,pseudo
loud,loud,r,loud,,,loud,control,r,,0,l,n,noud,0,4,pseudo
tôlctia,tôlctié,rs,tôlc,,tié,tôlctié,control,s,0.0,2,é,a,tôlctia,3,7,pseudo
tioslatié,tioclatié,rss,tioc,,la_tié,tioclatié,control,r,,3,c,s,tioslatié,3,9,pseudo
ermactaoin,irmactaoin,prss,mac,er,ta_oin,ermactaoin,control,p,0.0,0,e,i,irmactaoin,1,10,pseudo
redédurage,redédurage,pprs,dir,re_dé,age,redédirage,target,r,,1,i,u,redédurage,2,10,pseudo
rentisurc,renticurc,pr,surc,renti,,rentisurc,control,r,,0,s,c,renticurc,1,9,pseudo
erpelmoin,erpelmoin,prs,pelm,er,oin,erpelmoin,control,p,0.0,0,e,i,irpelmoin,0,9,pseudo
jaisionnel,jaisionnel,rss,jais,,ionn_el,jaisionnel,target,s,0.0,2,n,m,jaisiomnel,0,10,pseudo
pelmarie,pelmarie,rs,pelm,,arie,pelmarie,control,s,0.0,1,r,n,pelmanie,0,8,pseudo
milubvitié,milubvitié,prss,lub,mi,vi_tié,milubvitié,control,p,0.0,0,m,n,nilubvitié,0,10,pseudo
erédnujeag,erédrujeag,pprs,ruj,er_éd,eag,erédrujeag,control,r,,0,r,n,erédnujeag,3,10,pseudo
