first,second,condition,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength,type
tuél,cuél,r,tuél,,,tuél,target,r,,0,t,c,cuél,1,4,pseudo
rébul,rébul,pr,bul,re,,rebul,target,p,0.0,1,e,é,rébul,2,5,pseudo
rinaslatié,rinaslatié,prss,nas,ni,la_tié,ninaslatié,control,p,0.0,0,n,r,rinaslatié,2,10,pseudo
nilansnemt,nilansnemt,prs,lans,ni,nemt,nilansnemt,control,s,0.0,1,e,a,nilansnamt,0,10,pseudo
préredos,préredof,ppr,dof,pré_re,,préredof,target,r,,2,f,s,préredos,3,8,pseudo
rujsila,rujvila,rss,ruj,,vi_la,rujvila,control,s,0.0,0,v,s,rujsila,3,7,pseudo
riigtié,reigtié,rs,reig,,tié,reigtié,control,r,,1,e,i,riigtié,3,7,pseudo
redédofage,redédefage,pprs,dof,re_dé,age,redédofage,target,r,,1,o,e,redédefage,1,10,pseudo
rusnepelm,rusnepelm,ppr,pelm,rus_ne,,rusnepelm,control,p,0.0,2,s,t,rutnepelm,0,9,pseudo
dic,dic,r,dic,,,dic,target,r,,0,d,h,hic,0,3,pseudo
édnasnemt,édrasnemt,prs,nas,éd,nemt,édnasnemt,control,r,,0,n,r,édrasnemt,1,9,pseudo
tôlceist,tôlceist,rs,tôlc,,eist,tôlceist,control,r,,0,t,p,pôlceist,0,8,pseudo
qertaliste,tertaliste,rss,tert,,al_iste,tertaliste,target,r,,0,t,q,qertaliste,3,10,pseudo
désincamer,désincamer,pprs,cam,dés_in,er,désincamer,target,p,1.0,0,i,a,désancamer,0,10,pseudo
préjèr,préjur,pr,jur,pré,,préjur,target,r,,1,u,è,préjèr,3,6,pseudo
redacation,redacation,prss,dic,re,at_ion,redication,target,r,,1,i,a,redacation,2,10,pseudo
imprétert,imprétert,ppr,tert,im_pré,,imprétert,target,r,,2,r,n,imprétent,0,9,pseudo
nilifletié,milifletié,prss,lif,mi,le_tié,milifletié,control,p,0.0,0,m,n,nilifletié,3,10,pseudo
rounti,rounta,rs,roun,,ta,rounta,control,s,0.0,1,a,i,rounti,3,6,pseudo
lér,lér,r,lém,,,lém,target,r,,2,m,r,lér,2,3,pseudo
reiglaeist,reiglaeist,rss,reig,,la_eist,reiglaeist,control,s,1.0,1,i,o,reiglaeost,0,10,pseudo
ropsurc,ropsurc,pr,surc,rop,,ropsurc,control,r,,3,c,q,ropsurq,0,7,pseudo
nitôlctan,nitôlctan,prs,tôlc,ni,tan,nitôlctan,control,p,0.0,1,i,e,netôlctan,0,9,pseudo
redécamage,redécamage,pprs,cam,re_dé,age,redécamage,target,p,0.0,1,e,a,radécamage,0,10,pseudo
resalation,resalation,prss,sal,re,at_ion,resalation,target,p,0.0,1,e,o,rosalation,0,10,pseudo
désinsaner,désinsaner,pprs,san,dés_in,er,désinsaner,target,s,0.0,0,e,a,désinsanar,0,10,pseudo
bulal,bular,rs,bul,,al,bulal,target,s,0.0,1,l,r,bular,1,5,pseudo
tletmanemt,tretmanemt,rss,tret,,ma_nemt,tretmanemt,control,r,,1,r,l,tletmanemt,3,10,pseudo
nos,nos,r,nas,,,nas,control,r,,1,a,o,nos,2,3,pseudo
surennior,surennièr,ppr,nièr,sur_en,,surennièr,target,r,,2,è,o,surennior,3,9,pseudo
édcideag,édcidoag,prs,cid,éd,eag,édcideag,control,s,0.0,0,e,o,édcidoag,1,8,pseudo
intertert,intertert,pr,tert,inter,,intertert,target,p,0.0,3,e,i,intirtert,0,9,pseudo
répédnert,répédnort,ppr,nort,rép_éd,,répédnort,control,r,,1,o,e,répédnert,3,9,pseudo
tronamment,tronanment,rss,tron,,am_ment,tronamment,target,s,0.0,1,m,n,tronanment,1,10,pseudo
édroef,édroef,pr,roif,éd,,édroif,control,r,,2,i,e,édroef,2,6,pseudo
dénièrment,dénièrment,prs,nièr,dé,ment,dénièrment,target,r,,2,è,a,déniarment,0,10,pseudo
bulable,bulable,rs,bul,,able,bulable,target,r,,2,l,n,bunable,0,7,pseudo
lit,lit,r,lif,,,lif,control,r,,2,f,t,lit,2,3,pseudo
erédrujeag,erédrujeag,pprs,ruj,er_éd,eag,erédrujeag,control,s,0.0,2,g,d,erédrujead,0,10,pseudo
mihodletié,mihodletié,prss,fod,mi,le_tié,mifodletié,control,r,,0,f,h,mihodletié,2,10,pseudo
tôlc,tôlc,r,tôlc,,,tôlc,control,r,,0,t,p,pôlc,0,4,pseudo
tydlif,sydlif,pr,lif,syd,,sydlif,control,p,0.0,0,s,t,tydlif,3,6,pseudo
vérpeist,vérteist,rs,vért,,eist,vérteist,control,r,,3,t,p,vérpeist,3,8,pseudo
jaunivité,jaunivité,rss,jaun,,iv_ité,jaunivité,target,r,,0,j,l,launivité,0,9,pseudo
imprégier,imtrégier,ppr,gier,im_pré,,imprégier,target,p,1.0,0,p,t,imtrégier,1,9,pseudo
redélémage,redélérage,pprs,lém,re_dé,age,redélémage,target,r,,2,m,r,redélérage,1,10,pseudo
arlanstan,erlanstan,prs,lans,er,tan,erlanstan,control,p,0.0,0,e,a,arlanstan,3,9,pseudo
micidletié,jicidletié,prss,cid,mi,le_tié,micidletié,control,p,0.0,0,m,j,jicidletié,1,10,pseudo
tmet,tmet,r,tret,,,tret,control,r,,1,r,m,tmet,2,4,pseudo
érperpioc,érpertioc,ppr,tioc,érp_er,,érpertioc,control,r,,0,t,p,érperpioc,3,9,pseudo
coitistu,coitiste,rs,coit,,iste,coitiste,target,s,0.0,3,e,u,coitistu,3,8,pseudo
nilastan,nilascan,prs,las,ni,tan,nilastan,control,s,0.0,0,t,c,nilascan,1,8,pseudo
erpodtaoin,erfodtaoin,prss,fod,er,ta_oin,erfodtaoin,control,r,,0,f,p,erpodtaoin,3,10,pseudo
cydroun,cydroun,pr,roun,syd,,sydroun,control,p,0.0,0,s,c,cydroun,2,7,pseudo
recébulage,redébulage,pprs,bul,re_dé,age,redébulage,target,p,1.0,0,d,c,recébulage,3,10,pseudo
nortlatié,nortlitié,rss,nort,,la_tié,nortlatié,control,s,0.0,1,a,i,nortlitié,1,9,pseudo
miérpcid,miérpcid,ppr,cid,mi_érp,,miérpcid,control,r,,0,c,t,miérptid,0,8,pseudo
anticlit,anticlôt,pr,clôt,anti,,anticlôt,target,r,,2,ô,i,anticlit,3,8,pseudo
ricidlatié,ricidlatié,prss,cid,ni,la_tié,nicidlatié,control,p,0.0,0,n,r,ricidlatié,2,10,pseudo
méllatié,méllatué,rss,mél,,la_tié,méllatié,control,s,1.0,1,i,u,méllatué,1,8,pseudo
incamif,indamif,prs,cam,in,if,incamif,target,r,,0,c,d,indamif,1,7,pseudo
desensaner,desensaner,pprs,san,dés_en,er,désensaner,target,p,0.0,1,é,e,desensaner,2,10,pseudo
souleuse,souleuse,rs,doul,,euse,douleuse,target,r,,0,d,s,souleuse,2,8,pseudo
tul,tul,r,bul,,,bul,target,r,,0,b,t,tul,2,3,pseudo
mimècvitié,mimacvitié,prss,mac,mi,vi_tié,mimacvitié,control,r,,1,a,è,mimècvitié,3,10,pseudo
foin,foir,r,foir,,,foir,target,r,,3,r,n,foin,3,4,pseudo
tiacalbe,tiacalbe,rs,tioc,,albe,tiocalbe,control,r,,2,o,a,tiacalbe,2,8,pseudo
surnièrant,curnièrant,prs,nièr,sur,ant,surnièrant,target,p,0.0,0,s,c,curnièrant,1,10,pseudo
mirois,mirois,pr,roif,mi,,miroif,control,r,,3,f,s,mirois,2,6,pseudo
répédlif,répédlif,ppr,lif,rép_éd,,répédlif,control,p,0.0,1,é,e,repédlif,0,8,pseudo
sédnirujne,sédnirujne,pprs,ruj,séd_ni,re,sédnirujre,control,s,0.0,0,r,n,sédnirujne,2,10,pseudo
plemalité,plemalité,rss,plem,,al_ité,plemalité,target,r,,2,e,a,plamalité,0,9,pseudo
xod,xod,r,fod,,,fod,control,r,,0,f,x,xod,2,3,pseudo
lipvitié,lifvitié,rss,lif,,vi_tié,lifvitié,control,r,,2,f,p,lipvitié,3,8,pseudo
snalut,snalut,rs,snal,,at,snalat,target,s,0.0,0,a,u,snalut,2,6,pseudo
otroun,otroun,pr,roun,oc,,ocroun,control,p,0.0,1,c,t,otroun,2,6,pseudo
sédnimacre,sédnimacme,pprs,mac,séd_ni,re,sédnimacre,control,s,0.0,0,r,m,sédnimacme,1,10,pseudo
répédtoid,répédtoid,ppr,toid,rép_éd,,répédtoid,control,r,,2,i,e,répédtoed,0,9,pseudo
infilivaté,infilivité,prss,fil,in,iv_ité,infilivité,target,s,1.0,0,i,a,infilivaté,3,10,pseudo
dédicage,dédicage,prs,dic,dé,age,dédicage,target,p,0.0,1,é,u,dudicage,0,8,pseudo
prédéjum,prédéjum,ppr,jur,pré_dé,,prédéjur,target,r,,2,r,m,prédéjum,2,8,pseudo
encoitade,encoitabe,prs,coit,en,ade,encoitade,target,s,0.0,1,d,b,encoitabe,1,9,pseudo
nièramment,nièramment,rss,nièr,,am_ment,nièramment,target,r,,3,r,n,niènamment,0,10,pseudo
soucord,soucort,pr,cort,sou,,soucort,target,r,,3,t,d,soucord,3,7,pseudo
insanelité,insenelité,prss,san,in,el_ité,insanelité,target,r,,1,a,e,insenelité,1,10,pseudo
séxnelubre,sédnelubre,pprs,lub,séd_ne,re,sédnelubre,control,p,0.0,2,d,x,séxnelubre,3,10,pseudo
prus,prus,r,crus,,,crus,target,r,,0,c,p,prus,2,4,pseudo
deotion,diotion,rs,diot,,ion,diotion,target,r,,1,i,e,deotion,3,7,pseudo
san,son,r,san,,,san,target,r,,1,a,o,son,1,3,pseudo
erédcedeag,erédcedeag,pprs,cid,er_éd,eag,erédcideag,control,r,,1,i,e,erédcedeag,2,10,pseudo
inditelité,indicelité,prss,dic,in,el_ité,indicelité,target,r,,2,c,t,inditelité,3,10,pseudo
mélvitié,mélvitié,rss,mél,,vi_tié,mélvitié,control,r,,0,m,r,rélvitié,0,8,pseudo
sarennour,sarennour,ppr,nour,sur_en,,surennour,target,p,0.0,1,u,a,sarennour,2,9,pseudo
ejtoid,ejtoid,pr,toid,er,,ertoid,control,p,0.0,1,r,j,ejtoid,2,6,pseudo
enplemeur,enplemeul,prs,plem,en,eur,enplemeur,target,s,0.0,2,r,l,enplemeul,1,9,pseudo
vértla,vértla,rs,vért,,la,vértla,control,s,0.0,0,l,r,vértra,0,6,pseudo
jaunamment,jaunammert,rss,jaun,,am_ment,jaunamment,target,s,1.0,2,n,r,jaunammert,1,10,pseudo
cid,cid,r,cid,,,cid,control,r,,1,i,o,cod,0,3,pseudo
nelasfi,nelasfi,prs,las,ni,fi,nilasfi,control,p,0.0,1,i,e,nelasfi,2,7,pseudo
occit,occid,pr,cid,oc,,occid,control,r,,2,d,t,occit,3,5,pseudo
erednaseag,erédnaseag,pprs,nas,er_éd,eag,erédnaseag,control,p,1.0,0,é,e,erednaseag,3,10,pseudo
rejunation,rejunation,prss,jur,re,at_ion,rejuration,target,r,,2,r,n,rejunation,2,10,pseudo
cortent,cortent,rs,cort,,ent,cortent,target,r,,1,o,e,certent,0,7,pseudo
redécron,redécron,ppr,tron,re_dé,,redétron,target,r,,0,t,c,redécron,2,8,pseudo
nirujlatié,nirujlatéé,prss,ruj,ni,la_tié,nirujlatié,control,s,1.0,1,i,é,nirujlatéé,1,10,pseudo
doit,doit,r,coit,,,coit,target,r,,0,c,d,doit,2,4,pseudo
niloquarie,niloquarie,prs,roqu,ni,arie,niroquarie,control,r,,0,r,l,niloquarie,2,10,pseudo
sanal,sanal,rs,san,,el,sanel,target,s,0.0,0,e,a,sanal,2,5,pseudo
drstuél,drstuél,pr,tuél,dys,,dystuél,target,p,0.0,1,y,r,drstuél,2,7,pseudo
rusnelas,rusnelas,ppr,las,rus_ne,,rusnelas,control,r,,2,s,d,rusnelad,0,8,pseudo
macmanemt,masmanemt,rss,mac,,ma_nemt,macmanemt,control,r,,2,c,s,masmanemt,1,9,pseudo
