first,second,condition,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength,type
nilasdan,nilastan,prs,las,ni,tan,nilastan,control,s,0.0,0,t,d,nilasdan,3,8,pseudo
répléut,répréut,pr,léut,rép,,répléut,control,r,,0,l,r,répréut,1,7,pseudo
redétron,redétron,ppr,tron,re_dé,,redétron,target,r,,3,n,l,redétrol,0,8,pseudo
insalelité,insalelité,prss,sal,in,al_ité,insalalité,target,s,0.0,0,a,e,insalelité,2,10,pseudo
nesnet,nasnet,rs,nas,,net,nasnet,control,r,,1,a,e,nesnet,3,6,pseudo
sid,sid,r,cid,,,cid,control,r,,0,c,s,sid,2,3,pseudo
camel,camel,rs,cam,,el,camel,target,s,0.0,0,e,a,camal,0,5,pseudo
surdiotel,surdiotel,prs,diot,sur,el,surdiotel,target,p,0.0,1,u,o,sordiotel,0,9,pseudo
porutrec,porutrec,pr,trec,poru,,porutrec,control,r,,1,r,n,porutnec,0,8,pseudo
erédsain,erédsain,ppr,saij,er_éd,,erédsaij,control,r,,3,j,n,erédsain,2,8,pseudo
nouroonnel,nourionnel,rss,nour,,ionn_el,nourionnel,target,s,0.0,0,i,o,nouroonnel,3,10,pseudo
insanelité,insanelité,prss,san,in,el_ité,insanelité,target,r,,1,a,u,insunelité,0,10,pseudo
désensarer,désensaner,pprs,san,dés_en,er,désensaner,target,r,,2,n,r,désensarer,3,10,pseudo
roqunemt,roqunemt,rs,roqu,,nemt,roqunemt,control,s,0.0,2,m,n,roqunent,0,8,pseudo
édlifivem,édlifivem,prs,lif,éd,isem,édlifisem,control,s,0.0,1,s,v,édlifivem,2,9,pseudo
enrujtaoin,errujtaoin,prss,ruj,er,ta_oin,errujtaoin,control,p,0.0,1,r,n,enrujtaoin,3,10,pseudo
nerod,nerod,pr,rid,ne,,nerid,control,r,,1,i,o,nerod,2,5,pseudo
tért,tért,r,vért,,,vért,control,r,,0,v,t,tért,2,4,pseudo
medésalage,medésalage,pprs,sal,re_dé,age,redésalage,target,p,0.0,0,r,m,medésalage,2,10,pseudo
tiéclaeist,tioclaeist,rss,tioc,,la_eist,tioclaeist,control,r,,2,o,é,tiéclaeist,3,10,pseudo
imprépler,imprépler,ppr,plem,im_pré,,impréplem,target,r,,3,m,r,imprépler,2,9,pseudo
lublanemt,lubmanemt,rss,lub,,ma_nemt,lubmanemt,control,s,0.0,0,m,l,lublanemt,3,9,pseudo
mimélvitié,mimélvitié,prss,mél,mi,vi_tié,mimélvitié,control,s,0.0,1,i,a,mimélvatié,0,10,pseudo
miérproun,miérproun,ppr,roun,mi_érp,,miérproun,control,p,1.0,2,p,s,miérsroun,0,9,pseudo
redélémage,redélémage,pprs,lém,re_dé,age,redélémage,target,r,,2,m,n,redélénage,0,10,pseudo
trac,trac,r,troc,,,troc,control,r,,2,o,a,trac,2,4,pseudo
dirent,dirent,rs,dir,,ent,dirent,target,s,0.0,2,t,p,direnp,0,6,pseudo
ervérturo,ervérturo,prs,vért,er,ure,ervérture,control,s,0.0,2,e,o,ervérturo,2,9,pseudo
ropvart,ropvért,pr,vért,rop,,ropvért,control,r,,1,é,a,ropvart,3,7,pseudo
plemaira,plemaire,rs,plem,,aire,plemaire,target,s,0.0,3,e,a,plemaira,3,8,pseudo
troclaisem,trocliisem,rss,troc,,la_isem,troclaisem,control,s,0.0,1,a,i,trocliisem,1,10,pseudo
arédrujeag,arédrujeag,pprs,ruj,er_éd,eag,erédrujeag,control,p,0.0,0,e,a,arédrujeag,2,10,pseudo
anquor,enquor,pr,quor,en,,enquor,target,p,0.0,0,e,a,anquor,3,6,pseudo
minasletié,munasletié,prss,nas,mi,le_tié,minasletié,control,p,0.0,1,i,u,munasletié,1,10,pseudo
tert,tert,r,tert,,,tert,target,r,,2,r,l,telt,0,4,pseudo
prédébert,prédébert,ppr,cert,pré_dé,,prédécert,target,r,,0,c,b,prédébert,2,9,pseudo
incamude,incamode,prs,cam,in,ude,incamude,target,s,0.0,0,u,o,incamode,1,8,pseudo
réproquoen,réproquoen,prs,roqu,rép,oin,réproquoin,control,s,0.0,1,i,e,réproquoen,2,10,pseudo
imjaun,imjaur,pr,jaun,im,,imjaun,target,r,,3,n,r,imjaur,1,6,pseudo
nifodlatié,nifodlatué,prss,fod,ni,la_tié,nifodlatié,control,s,1.0,1,i,u,nifodlatué,1,10,pseudo
buler,buler,rs,bul,,el,bulel,target,s,0.0,1,l,r,buler,2,5,pseudo
tioc,tioc,r,tioc,,,tioc,control,r,,3,c,s,tios,0,4,pseudo
maclaeist,maclaeist,rss,mac,,la_eist,maclaeist,control,s,0.0,0,l,n,macnaeist,0,9,pseudo
rusnefod,rusnefad,ppr,fod,rus_ne,,rusnefod,control,r,,1,o,a,rusnefad,1,8,pseudo
sédnefodre,sédnefodre,pprs,fod,séd_ne,re,sédnefodre,control,p,0.0,2,d,g,ségnefodre,0,10,pseudo
désensaler,désensalen,pprs,sal,dés_en,er,désensaler,target,s,0.0,1,r,n,désensalen,1,10,pseudo
cnôtent,cnôtent,rs,clôt,,ent,clôtent,target,r,,1,l,n,cnôtent,2,7,pseudo
rustiocle,rustiocle,prs,tioc,rus,le,rustiocle,control,p,0.0,1,u,o,rostiocle,0,9,pseudo
incrus,incrus,pr,crus,in,,incrus,target,p,0.0,1,n,l,ilcrus,0,6,pseudo
redétert,redétert,ppr,tert,re_dé,,redétert,target,p,1.0,1,é,a,redatert,0,8,pseudo
roduinnole,roquinnole,rss,roqu,,inno_le,roquinnole,control,r,,2,q,d,roduinnole,3,10,pseudo
redofation,redotation,prss,dof,re,at_ion,redofation,target,r,,2,f,t,redotation,1,10,pseudo
dif,dof,r,dof,,,dof,target,r,,1,o,i,dif,3,3,pseudo
infoirité,irfoirité,prs,foir,in,ité,infoirité,target,p,0.0,1,n,r,irfoirité,1,9,pseudo
saijlaeist,saijleeist,rss,saij,,la_eist,saijlaeist,control,s,0.0,1,a,e,saijleeist,1,10,pseudo
sumenjais,sumenjais,ppr,jais,sur_en,,surenjais,target,p,0.0,2,r,m,sumenjais,2,9,pseudo
surgarie,surgarie,rs,surc,,arie,surcarie,control,r,,3,c,g,surgarie,2,8,pseudo
dypcert,dyscert,pr,cert,dys,,dyscert,target,p,0.0,2,s,p,dypcert,3,7,pseudo
désenbulor,désenbulor,pprs,bul,dés_en,er,désenbuler,target,s,0.0,0,e,o,désenbulor,2,10,pseudo
cert,cert,r,cert,,,cert,target,r,,1,e,i,cirt,0,4,pseudo
ercedtaoin,ercedtaoin,prss,cid,er,ta_oin,ercidtaoin,control,r,,1,i,e,ercedtaoin,2,10,pseudo
foêramment,foêramment,rss,foir,,am_ment,foiramment,target,r,,2,i,ê,foêramment,2,10,pseudo
intilivité,intilivité,prss,fil,in,iv_ité,infilivité,target,r,,0,f,t,intilivité,2,10,pseudo
noléuttan,niléuttan,prs,léut,ni,tan,niléuttan,control,p,0.0,1,i,o,noléuttan,3,9,pseudo
désindirer,désindirer,pprs,dir,dés_in,er,désindirer,target,r,,0,d,t,désintirer,0,10,pseudo
roqale,roqule,rs,roqu,,le,roqule,control,r,,3,u,a,roqale,3,6,pseudo
nelas,nelas,pr,las,ne,,nelas,control,p,0.0,1,e,u,nulas,0,5,pseudo
trés,trés,r,trév,,,trév,target,r,,3,v,s,trés,2,4,pseudo
miérptooc,miérptooc,ppr,tioc,mi_érp,,miérptioc,control,r,,1,i,o,miérptooc,2,9,pseudo
redédic,redédic,ppr,dic,re_dé,,redédic,target,r,,1,i,a,redédac,0,7,pseudo
camaligte,camaliste,rss,cam,,al_iste,camaliste,target,s,1.0,1,s,g,camaligte,3,9,pseudo
foin,foin,r,foir,,,foir,target,r,,3,r,n,foin,2,4,pseudo
désnal,désnar,pr,snal,dé,,désnal,target,r,,3,l,r,désnar,1,6,pseudo
erméltaoin,erméltaoin,prss,mél,er,ta_oin,erméltaoin,control,s,1.0,2,n,l,erméltaoil,0,10,pseudo
neèrer,neèrer,rs,nièr,,er,nièrer,target,r,,1,i,e,neèrer,2,6,pseudo
nipelmnemt,nipelmnemt,prs,pelm,ni,nemt,nipelmnemt,control,s,0.0,2,m,r,nipelmnert,0,10,pseudo
sédnemélre,sédnamélre,pprs,mél,séd_ne,re,sédnemélre,control,p,1.0,1,e,a,sédnamélre,1,10,pseudo
sédnenasre,sédnenadre,pprs,nas,séd_ne,re,sédnenasre,control,r,,2,s,d,sédnenadre,1,10,pseudo
fodarie,fodaria,rs,fod,,arie,fodarie,control,s,0.0,3,e,a,fodaria,1,7,pseudo
édrounisem,adrounisem,prs,roun,éd,isem,édrounisem,control,p,0.0,0,é,a,adrounisem,1,10,pseudo
neig,neig,r,reig,,,reig,control,r,,0,r,n,neig,2,4,pseudo
prérejais,prélejais,ppr,jais,pré_re,,prérejais,target,p,1.0,0,r,l,prélejais,1,9,pseudo
refil,rifil,pr,fil,re,,refil,target,p,0.0,1,e,i,rifil,1,5,pseudo
plemalité,slemalité,rss,plem,,al_ité,plemalité,target,r,,0,p,s,slemalité,1,9,pseudo
resalation,resalatiol,prss,sal,re,at_ion,resalation,target,s,1.0,2,n,l,resalatiol,1,10,pseudo
nirièneti,nirièneti,prs,rièn,ni,éti,niriènéti,control,s,0.0,0,é,e,nirièneti,2,9,pseudo
redésan,redésan,ppr,san,re_dé,,redésan,target,r,,1,a,ê,redésên,0,7,pseudo
snaramment,snaramment,rss,snal,,am_ment,snalamment,target,r,,3,l,r,snaramment,2,10,pseudo
erléut,erléut,pr,léut,er,,erléut,control,r,,0,l,m,erméut,0,6,pseudo
insalelité,insalelité,prss,sal,in,el_ité,insalelité,target,r,,2,l,n,insanelité,0,10,pseudo
méloin,méloin,rs,mél,,oin,méloin,control,r,,2,l,n,ménoin,0,6,pseudo
sésninasre,sédninasre,pprs,nas,séd_ni,re,sédninasre,control,p,0.0,2,d,s,sésninasre,3,10,pseudo
gier,gier,r,gier,,,gier,target,r,,1,i,e,geer,0,4,pseudo
redécort,redécojt,ppr,cort,re_dé,,redécort,target,r,,2,r,j,redécojt,1,8,pseudo
mujlatié,mujlatié,rss,ruj,,la_tié,rujlatié,control,r,,0,r,m,mujlatié,2,8,pseudo
jais,jeis,r,jais,,,jais,target,r,,1,a,e,jeis,1,4,pseudo
jauleuse,jauneuse,rs,jaun,,euse,jauneuse,target,r,,3,n,l,jauleuse,3,8,pseudo
ildofent,ildofent,prs,dof,in,ent,indofent,target,p,0.0,1,n,l,ildofent,2,8,pseudo
édruj,édruj,pr,ruj,éd,,édruj,control,p,0.0,0,é,e,edruj,0,5,pseudo
injuralité,injuralihé,prss,jur,in,al_ité,injuralité,target,s,1.0,1,t,h,injuralihé,1,10,pseudo
sédniridre,sédniridle,pprs,rid,séd_ni,re,sédniridre,control,s,0.0,0,r,l,sédniridle,1,10,pseudo
