first,second,condition,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength,type
filique,firique,rs,fil,,ique,filique,target,r,,2,l,r,firique,1,7,pseudo
ruprid,ruprid,pr,rid,rop,,roprid,control,p,0.0,1,o,u,ruprid,2,6,pseudo
impretert,impretert,ppr,tert,im_pré,,imprétert,target,p,1.0,2,é,e,impretert,2,9,pseudo
erfodtaoin,erqodtaoin,prss,fod,er,ta_oin,erfodtaoin,control,r,,0,f,q,erqodtaoin,1,10,pseudo
fop,fod,r,fod,,,fod,control,r,,2,d,p,fop,3,3,pseudo
sédnerajre,sédnerajre,pprs,ruj,séd_ne,re,sédnerujre,control,r,,1,u,a,sédnerajre,2,10,pseudo
imnièrion,imnièrion,prs,nièr,in,ion,innièrion,target,p,0.0,1,n,m,imnièrion,2,9,pseudo
jaunival,jiunival,rss,jaun,,iv_al,jaunival,target,r,,1,a,i,jiunival,1,8,pseudo
predécam,prédécam,ppr,cam,pré_dé,,prédécam,target,p,0.0,2,é,e,predécam,3,8,pseudo
tronalisme,tronalisme,rss,tron,,al_isme,tronalisme,target,s,0.0,1,l,r,tronarisme,0,10,pseudo
erédrideag,erédrideag,pprs,rid,er_éd,eag,erédrideag,control,s,0.0,1,a,i,erédrideig,0,10,pseudo
désalion,désalion,prs,sal,dé,ion,désalion,target,r,,2,l,n,désanion,0,8,pseudo
troc,troc,r,troc,,,troc,control,r,,3,c,b,trob,0,4,pseudo
naujalbe,naujalbe,rs,nauj,,albe,naujalbe,control,s,0.0,3,e,a,naujalba,0,8,pseudo
insaralité,insalalité,prss,sal,in,al_ité,insalalité,target,r,,2,l,r,insaralité,3,10,pseudo
reltitôlc,rentitôlc,pr,tôlc,renti,,rentitôlc,control,p,0.0,2,n,l,reltitôlc,3,9,pseudo
erliftaoin,arliftaoin,prss,lif,er,ta_oin,erliftaoin,control,p,0.0,0,e,a,arliftaoin,1,10,pseudo
prédénoun,prédénoun,ppr,nour,pré_dé,,prédénour,target,r,,3,r,n,prédénoun,2,9,pseudo
cort,cors,r,cort,,,cort,target,r,,3,t,s,cors,1,4,pseudo
