first,second,condition,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength,type
ellas,ellas,pr,las,er,,erlas,control,p,0.0,1,r,l,ellas,2,5,pseudo
sésindicer,sésindicer,pprs,dic,dés_in,er,désindicer,target,p,0.0,0,d,s,sésindicer,2,10,pseudo
roiftié,roifdié,rs,roif,,tié,roiftié,control,s,0.0,0,t,d,roifdié,1,7,pseudo
muérpsaij,muérpsaij,ppr,saij,mi_érp,,miérpsaij,control,p,0.0,1,i,u,muérpsaij,2,9,pseudo
ijsalalité,insalalité,prss,sal,in,al_ité,insalalité,target,p,0.0,1,n,j,ijsalalité,3,10,pseudo
certival,cersival,rss,cert,,iv_al,certival,target,r,,3,t,s,cersival,1,8,pseudo
trec,trec,r,trec,,,trec,control,r,,3,c,s,tres,0,4,pseudo
qurfilment,surfilment,prs,fil,sur,ment,surfilment,target,p,0.0,0,s,q,qurfilment,3,10,pseudo
runtié,runtié,rs,ruj,,tié,rujtié,control,r,,2,j,n,runtié,2,6,pseudo
lifoinarie,lisoinarie,rss,lif,,oin_arie,lifoinarie,control,r,,2,f,s,lisoinarie,1,10,pseudo
désencamer,désencamer,pprs,cam,dés_en,er,désencamer,target,p,1.0,0,e,é,déséncamer,0,10,pseudo
gier,gier,r,gier,,,gier,target,r,,1,i,a,gaer,0,4,pseudo
dégiereble,dégiereble,prs,gier,dé,able,dégierable,target,s,0.0,0,a,e,dégiereble,2,10,pseudo
miridvitii,miridvitii,prss,rid,mi,vi_tié,miridvitié,control,s,1.0,2,é,i,miridvitii,2,10,pseudo
émperloud,érperloud,ppr,loud,érp_er,,érperloud,control,p,0.0,1,r,m,émperloud,3,9,pseudo
entam,entam,pr,cam,en,,encam,target,r,,0,c,t,entam,2,5,pseudo
larsle,lansle,rs,lans,,le,lansle,control,r,,2,n,r,larsle,3,6,pseudo
mimélvitié,mimélvitié,prss,mél,mi,vi_tié,mimélvitié,control,p,0.0,0,m,n,nimélvitié,0,10,pseudo
préclôt,pméclôt,pr,clôt,pré,,préclôt,target,p,0.0,1,r,m,pméclôt,1,7,pseudo
sédnimacre,sédnimacre,pprs,mac,séd_ni,re,sédnimacre,control,p,1.0,1,i,e,sédnemacre,0,10,pseudo
miérptoid,miérptoid,ppr,toid,mi_érp,,miérptoid,control,r,,1,o,u,miérptuid,0,9,pseudo
tioclèisem,tioclèisem,rss,tioc,,la_isem,tioclaisem,control,s,0.0,1,a,è,tioclèisem,2,10,pseudo
incertable,incértable,prs,cert,in,able,incertable,target,r,,1,e,é,incértable,1,10,pseudo
coit,coih,r,coit,,,coit,target,r,,3,t,h,coih,1,4,pseudo
redédic,ledédic,ppr,dic,re_dé,,redédic,target,p,0.0,0,r,l,ledédic,1,7,pseudo
nivértarie,rivértarie,prs,vért,ni,arie,nivértarie,control,p,0.0,0,n,r,rivértarie,1,10,pseudo
sednicidre,sednicidre,pprs,cid,séd_ni,re,sédnicidre,control,p,0.0,1,é,e,sednicidre,2,10,pseudo
incerfil,interfil,pr,fil,inter,,interfil,target,p,0.0,2,t,c,incerfil,3,8,pseudo
