first,second,condition,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength,type
roquinnole,roquilnole,rss,roqu,,inno_le,roquinnole,control,s,0.0,1,n,l,roquilnole,1,10,pseudo
suruncam,suruncam,ppr,cam,sur_en,,surencam,target,p,1.0,0,e,u,suruncam,2,8,pseudo
erédméleag,erédméleag,pprs,mél,er_éd,eag,erédméleag,control,r,,2,l,r,erédméreag,0,10,pseudo
crasent,crusent,rs,crus,,ent,crusent,target,r,,2,u,a,crasent,3,7,pseudo
porunort,dorunort,pr,nort,poru,,porunort,control,p,0.0,0,p,d,dorunort,1,8,pseudo
injaisment,injaisment,prs,jais,in,ment,injaisment,target,r,,2,i,e,injaesment,0,10,pseudo
riliflatié,riliflatié,prss,lif,ni,la_tié,niliflatié,control,p,0.0,0,n,r,riliflatié,2,10,pseudo
bul,cul,r,bul,,,bul,target,r,,0,b,c,cul,1,3,pseudo
pemm,pemm,r,pelm,,,pelm,control,r,,2,l,m,pemm,2,4,pseudo
niriènecne,niriènecne,prs,rièn,ni,acne,niriènacne,control,s,0.0,0,a,e,niriènecne,2,10,pseudo
rounlatié,rounlatié,rss,roun,,la_tié,rounlatié,control,s,1.0,1,i,u,rounlatué,0,9,pseudo
erédlans,erédlang,ppr,lans,er_éd,,erédlans,control,r,,3,s,g,erédlang,1,8,pseudo
adtuél,adtuér,pr,tuél,ad,,adtuél,target,r,,3,l,r,adtuér,1,6,pseudo
erédriduag,erédriduag,pprs,rid,er_éd,eag,erédrideag,control,s,0.0,0,e,u,erédriduag,2,10,pseudo
tréver,tréver,rs,trév,,er,tréver,target,r,,1,r,l,tléver,0,6,pseudo
imfilivité,imfilivité,prss,fil,in,iv_ité,infilivité,target,p,0.0,1,n,m,imfilivité,2,10,pseudo
sir,dir,r,dir,,,dir,target,r,,0,d,s,sir,3,3,pseudo
