first,second,condition,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength,type
sédninasre,sédninasre,pprs,nas,séd_ni,re,sédninasre,control,p,1.0,1,i,u,sédnunasre,0,10,pseudo
incamevité,incamivité,prss,cam,in,iv_ité,incamivité,target,s,0.0,0,i,e,incamevité,3,10,pseudo
roqusila,roquvila,rss,roqu,,vi_la,roquvila,control,s,0.0,0,v,s,roqusila,3,8,pseudo
érperpelm,érperpelm,ppr,pelm,érp_er,,érperpelm,control,p,0.0,2,p,s,érserpelm,0,9,pseudo
ermacta,ermacpa,prs,mac,er,ta,ermacta,control,s,0.0,0,t,p,ermacpa,1,7,pseudo
douléste,douléste,rs,doul,,iste,douliste,target,s,0.0,0,i,é,douléste,2,8,pseudo
cart,cert,r,cert,,,cert,target,r,,1,e,a,cart,3,4,pseudo
conuur,conuur,pr,nour,co,,conour,target,r,,1,o,u,conuur,2,6,pseudo
clôtival,clôtisal,rss,clôt,,iv_al,clôtival,target,s,0.0,1,v,s,clôtisal,1,8,pseudo
riméllatié,niméllatié,prss,mél,ni,la_tié,niméllatié,control,p,0.0,0,n,r,riméllatié,3,10,pseudo
lélité,lémité,rs,lém,,ité,lémité,target,r,,2,m,l,lélité,3,6,pseudo
préredic,préredic,ppr,dic,pré_re,,préredic,target,r,,2,c,s,préredis,0,8,pseudo
gaij,gaij,r,saij,,,saij,control,r,,0,s,g,gaij,2,4,pseudo
erloudnemt,erloudnemt,prs,loud,er,nemt,erloudnemt,control,s,0.0,2,m,l,erloudnelt,0,10,pseudo
trejcofod,trencofod,pr,fod,trenco,,trencofod,control,p,0.0,3,n,j,trejcofod,3,9,pseudo
sédnilubre,sédnilubre,pprs,lub,séd_ni,re,sédnilubre,control,r,,1,u,i,sédnilibre,0,10,pseudo
adfoir,adfoir,pr,foir,ad,,adfoir,target,p,0.0,1,d,s,asfoir,0,6,pseudo
salalité,salalito,rss,sal,,al_ité,salalité,target,s,1.0,2,é,o,salalito,1,8,pseudo
nourté,noulté,rs,nour,,té,nourté,target,r,,3,r,l,noulté,1,6,pseudo
refélém,refélém,ppr,lém,re_dé,,redélém,target,p,1.0,0,d,f,refélém,2,7,pseudo
mimélmetié,mimélletié,prss,mél,mi,le_tié,mimélletié,control,s,0.0,0,l,m,mimélmetié,3,10,pseudo
