first,second,condition,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength,type
sédneridre,sédneridre,pprs,rid,séd_ne,re,sédneridre,control,r,,0,r,l,sédnelidre,0,10,pseudo
naèr,nièr,r,nièr,,,nièr,target,r,,1,i,a,naèr,3,4,pseudo
enjur,enjer,pr,jur,en,,enjur,target,r,,1,u,e,enjer,1,5,pseudo
erédcret,erédcret,ppr,tret,er_éd,,erédtret,control,r,,0,t,c,erédcret,2,8,pseudo
regierage,megierage,prs,gier,re,age,regierage,target,p,0.0,0,r,m,megierage,1,9,pseudo
pelmuro,pelmuro,rs,pelm,,ure,pelmure,control,s,0.0,2,e,o,pelmuro,2,7,pseudo
resanation,resanation,prss,san,re,at_ion,resanation,target,s,0.0,0,a,u,resanution,0,10,pseudo
loadlaeist,loadlaeist,rss,loud,,la_eist,loudlaeist,control,r,,2,u,a,loadlaeist,2,10,pseudo
codic,codit,pr,dic,co,,codic,target,r,,2,c,t,codit,1,5,pseudo
toid,toed,r,toid,,,toid,control,r,,2,i,e,toed,1,4,pseudo
téoclaeist,téoclaeist,rss,tioc,,la_eist,tioclaeist,control,r,,1,i,é,téoclaeist,2,10,pseudo
incamivité,incamivité,prss,cam,in,iv_ité,incamivité,target,s,0.0,1,v,p,incamipité,0,10,pseudo
erlasure,ejlasure,prs,las,er,ure,erlasure,control,p,0.0,1,r,j,ejlasure,1,8,pseudo
prérosal,prérosal,ppr,sal,pré_re,,préresal,target,p,1.0,1,e,o,prérosal,2,8,pseudo
désinsaner,désinsanur,pprs,san,dés_in,er,désinsaner,target,s,0.0,0,e,u,désinsanur,1,10,pseudo
camir,camer,rs,cam,,er,camer,target,s,0.0,0,e,i,camir,3,5,pseudo
mas,mas,r,mac,,,mac,control,r,,2,c,s,mas,2,3,pseudo
lubvilê,lubvila,rss,lub,,vi_la,lubvila,control,s,1.0,1,a,ê,lubvilê,3,7,pseudo
nilaslatié,nilaslatié,prss,las,ni,la_tié,nilaslatié,control,r,,2,s,d,niladlatié,0,10,pseudo
lénin,lémin,rs,lém,,in,lémin,target,r,,2,m,n,lénin,3,5,pseudo
désinfiler,désinfiler,pprs,fil,dés_in,er,désinfiler,target,p,0.0,2,s,t,détinfiler,0,10,pseudo
érpermél,érpermul,ppr,mél,érp_er,,érpermél,control,r,,1,é,u,érpermul,1,8,pseudo
errounta,orrounta,prs,roun,er,ta,errounta,control,p,0.0,0,e,o,orrounta,1,8,pseudo
retert,retart,pr,tert,re,,retert,target,r,,1,e,a,retart,1,6,pseudo
recamure,recamure,prs,cam,re,ure,recamure,target,r,,1,a,i,recimure,0,8,pseudo
sanivemant,sanivemant,rss,san,,ive_ment,sanivement,target,s,1.0,1,e,a,sanivemant,2,10,pseudo
snaneuse,snaneuse,rs,snal,,euse,snaleuse,target,r,,3,l,n,snaneuse,2,8,pseudo
desenfiler,desenfiler,pprs,fil,dés_en,er,désenfiler,target,p,0.0,1,é,e,desenfiler,2,10,pseudo
rusnetioc,rusnetioc,ppr,tioc,rus_ne,,rusnetioc,control,r,,1,i,e,rusneteoc,0,9,pseudo
insalivité,insalivité,prss,sal,in,iv_ité,insalivité,target,p,0.0,1,n,r,irsalivité,0,10,pseudo
déquon,déquor,pr,quor,dé,,déquor,target,r,,3,r,n,déquon,3,6,pseudo
fel,fel,r,fil,,,fil,target,r,,1,i,e,fel,2,3,pseudo
adson,adsan,pr,san,ad,,adsan,target,r,,1,a,o,adson,3,5,pseudo
miérptrec,miérptrec,ppr,trec,mi_érp,,miérptrec,control,p,1.0,2,p,v,miérvtrec,0,9,pseudo
édmacnems,édmacnems,prs,mac,éd,nemt,édmacnemt,control,s,0.0,3,t,s,édmacnems,2,9,pseudo
milosvitié,milasvitié,prss,las,mi,vi_tié,milasvitié,control,r,,1,a,o,milosvitié,3,10,pseudo
tuélent,tuélent,rs,tuél,,ent,tuélent,target,r,,1,u,i,tiélent,0,7,pseudo
cert,cert,r,cert,,,cert,target,r,,2,r,l,celt,0,4,pseudo
redédicuge,redédicage,pprs,dic,re_dé,age,redédicage,target,s,0.0,0,a,u,redédicuge,3,10,pseudo
tortaliste,tortaliste,rss,tert,,al_iste,tertaliste,target,r,,1,e,o,tortaliste,2,10,pseudo
désenbuler,désenbuler,pprs,bul,dés_en,er,désenbuler,target,s,0.0,0,e,è,désenbulèr,0,10,pseudo
pàlm,pàlm,r,pelm,,,pelm,control,r,,1,e,à,pàlm,2,4,pseudo
tertalité,tertalité,rss,tert,,al_ité,tertalité,target,s,1.0,0,i,e,tertaleté,0,9,pseudo
édnort,écnort,pr,nort,éd,,édnort,control,p,0.0,1,d,c,écnort,1,6,pseudo
mifodletié,mifosletié,prss,fod,mi,le_tié,mifodletié,control,r,,2,d,s,mifosletié,1,10,pseudo
crusaire,crusaere,rs,crus,,aire,crusaire,target,s,0.0,1,i,e,crusaere,1,8,pseudo
répédlub,répédlob,ppr,lub,rép_éd,,répédlub,control,r,,1,u,o,répédlob,1,8,pseudo
ennièrment,ennièrmemt,prs,nièr,en,ment,ennièrment,target,s,0.0,2,n,m,ennièrmemt,1,10,pseudo
ercidtaoin,ercudtaoin,prss,cid,er,ta_oin,ercidtaoin,control,r,,1,i,u,ercudtaoin,1,10,pseudo
tretlaisem,trotlaisem,rss,tret,,la_isem,tretlaisem,control,r,,2,e,o,trotlaisem,1,10,pseudo
redéfilage,redéfilabe,pprs,fil,re_dé,age,redéfilage,target,s,0.0,1,g,b,redéfilabe,1,10,pseudo
lasnemt,lasnumt,rs,las,,nemt,lasnemt,control,s,0.0,1,e,u,lasnumt,1,7,pseudo
tert,tert,r,tert,,,tert,target,r,,1,e,o,tort,0,4,pseudo
retuélut,retuélat,prs,tuél,re,at,retuélat,target,s,0.0,0,a,u,retuélut,3,8,pseudo
netoid,netoad,pr,toid,ne,,netoid,control,r,,2,i,a,netoad,1,6,pseudo
prérequor,préroquor,ppr,quor,pré_re,,prérequor,target,p,1.0,1,e,o,préroquor,1,9,pseudo
redéjaun,nedéjaun,ppr,jaun,re_dé,,redéjaun,target,p,0.0,0,r,n,nedéjaun,1,8,pseudo
medication,medication,prss,dic,re,at_ion,redication,target,p,0.0,0,r,m,medication,2,10,pseudo
innièrif,innièrif,prs,nièr,in,if,innièrif,target,s,0.0,1,f,p,innièrip,0,8,pseudo
sétnenasre,sédnenasre,pprs,nas,séd_ne,re,sédnenasre,control,p,0.0,2,d,t,sétnenasre,3,10,pseudo
lasinnola,lasinnole,rss,las,,inno_le,lasinnole,control,s,1.0,1,e,a,lasinnola,3,9,pseudo
mélna,mélni,rs,mél,,ni,mélni,control,s,0.0,1,i,a,mélna,3,5,pseudo
ocroqo,ocroqo,pr,roqu,oc,,ocroqu,control,r,,3,u,o,ocroqo,2,6,pseudo
plem,pnem,r,plem,,,plem,target,r,,1,l,n,pnem,1,4,pseudo
certalité,certalité,rss,cert,,al_ité,certalité,target,s,0.0,0,a,è,certèlité,0,9,pseudo
édvérteist,édvérteist,prs,vért,éd,eist,édvérteist,control,p,0.0,1,d,z,ézvérteist,0,10,pseudo
mirurvitié,mirujvitié,prss,ruj,mi,vi_tié,mirujvitié,control,r,,2,j,r,mirurvitié,3,10,pseudo
désenjurem,désenjurer,pprs,jur,dés_en,er,désenjurer,target,s,0.0,1,r,m,désenjurem,3,10,pseudo
imprétrév,impréhrév,ppr,trév,im_pré,,imprétrév,target,r,,0,t,h,impréhrév,1,9,pseudo
nauj,naej,r,nauj,,,nauj,control,r,,2,u,e,naej,1,4,pseudo
pourtort,pourtort,pr,cort,pour,,pourcort,target,r,,0,c,t,pourtort,2,8,pseudo
loudarie,loudirie,rs,loud,,arie,loudarie,control,s,0.0,0,a,i,loudirie,1,8,pseudo
jaunat,jaunat,rs,jaun,,at,jaunat,target,s,0.0,0,a,é,jaunét,0,6,pseudo
errujtaoin,errujtaoin,prss,ruj,er,ta_oin,errujtaoin,control,s,1.0,0,o,u,errujtauin,0,10,pseudo
