first,second,condition,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength,type
erlasnemt,ernasnemt,prs,nas,er,nemt,ernasnemt,control,r,,0,n,l,erlasnemt,3,9,pseudo
trencolans,trenpolans,pr,lans,trenco,,trencolans,control,p,0.0,4,c,p,trenpolans,1,10,pseudo
fotvitié,fotvitié,rss,fod,,vi_tié,fodvitié,control,r,,2,d,t,fotvitié,2,8,pseudo
nif,nif,r,lif,,,lif,control,r,,0,l,n,nif,2,3,pseudo
loudume,loudume,rs,loud,,ure,loudure,control,s,0.0,1,r,m,loudume,2,7,pseudo
inbulivité,inbulivita,prss,bul,in,iv_ité,inbulivité,target,s,1.0,2,é,a,inbulivita,1,10,pseudo
erédnab,erédnab,ppr,nas,er_éd,,erédnas,control,r,,2,s,b,erédnab,2,7,pseudo
erévlifeag,erévlifeag,pprs,lif,er_éd,eag,erédlifeag,control,p,1.0,1,d,v,erévlifeag,2,10,pseudo
nort,nort,r,nort,,,nort,control,r,,2,r,l,nolt,0,4,pseudo
nasta,nasto,rs,nas,,ta,nasta,control,s,0.0,1,a,o,nasto,1,5,pseudo
sédnelufre,sédnelifre,pprs,lif,séd_ne,re,sédnelifre,control,r,,1,i,u,sédnelufre,3,10,pseudo
cojur,cojur,pr,jur,co,,cojur,target,r,,2,r,n,cojun,0,5,pseudo
nimélacne,nimélacne,prs,mél,ni,acne,nimélacne,control,r,,0,m,n,ninélacne,0,9,pseudo
nilubnatié,nilublatié,prss,lub,ni,la_tié,nilublatié,control,s,0.0,0,l,n,nilubnatié,3,10,pseudo
prérecrus,prérecrus,ppr,crus,pré_re,,prérecrus,target,r,,0,c,d,préredrus,0,9,pseudo
troclatié,troclatié,rss,troc,,la_tié,troclatié,control,s,0.0,1,a,i,troclitié,0,9,pseudo
surcvila,sumcvila,rss,surc,,vi_la,surcvila,control,r,,2,r,m,sumcvila,1,8,pseudo
incertité,incertité,prs,cert,in,ité,incertité,target,r,,2,r,n,incentité,0,9,pseudo
sédnamacre,sédnemacre,pprs,mac,séd_ne,re,sédnemacre,control,p,1.0,1,e,a,sédnamacre,3,10,pseudo
cootif,coitif,rs,coit,,if,coitif,target,r,,2,i,o,cootif,3,6,pseudo
niridlatié,niridratié,prss,rid,ni,la_tié,niridlatié,control,s,0.0,0,l,r,niridratié,1,10,pseudo
répédleud,répédleud,ppr,loud,rép_éd,,répédloud,control,r,,1,o,e,répédleud,2,9,pseudo
cert,cert,r,cert,,,cert,target,r,,2,r,l,celt,0,4,pseudo
pourdur,pourdir,pr,dir,pour,,pourdir,target,r,,1,i,u,pourdur,3,7,pseudo
proclôt,pnoclôt,pr,clôt,pro,,proclôt,target,p,0.0,1,r,n,pnoclôt,1,7,pseudo
terdeur,terteur,rs,tert,,eur,terteur,target,r,,3,t,d,terdeur,3,7,pseudo
erliftaoin,erleftaoin,prss,lif,er,ta_oin,erliftaoin,control,r,,1,i,e,erleftaoin,1,10,pseudo
prédétron,prédétron,ppr,tron,pré_dé,,prédétron,target,r,,3,n,l,prédétrol,0,9,pseudo
sédmifodre,sédmifodre,pprs,fod,séd_ni,re,sédnifodre,control,p,1.0,0,n,m,sédmifodre,2,10,pseudo
sam,sam,r,cam,,,cam,target,r,,0,c,s,sam,2,3,pseudo
sanivité,sanivité,rss,san,,iv_ité,sanivité,target,r,,1,a,o,sonivité,0,8,pseudo
intrévance,intrévance,prs,trév,in,ance,intrévance,target,p,0.0,1,n,l,iltrévance,0,10,pseudo
roqelaisem,roqulaisem,rss,roqu,,la_isem,roqulaisem,control,r,,3,u,e,roqelaisem,3,10,pseudo
niridétu,niridéti,prs,rid,ni,éti,niridéti,control,s,0.0,2,i,u,niridétu,3,8,pseudo
las,las,r,las,,,las,control,r,,1,a,o,los,0,3,pseudo
ocreig,ocreig,pr,reig,oc,,ocreig,control,p,0.0,1,c,p,opreig,0,6,pseudo
refilation,refimation,prss,fil,re,at_ion,refilation,target,r,,2,l,m,refimation,1,10,pseudo
manstié,lanstié,rs,lans,,tié,lanstié,control,r,,0,l,m,manstié,3,7,pseudo
sédnemélre,sédnemélra,pprs,mél,séd_ne,re,sédnemélre,control,s,0.0,1,e,a,sédnemélra,1,10,pseudo
érperloéd,érperloéd,ppr,loud,érp_er,,érperloud,control,r,,2,u,é,érperloéd,2,9,pseudo
cortival,cortihal,rss,cort,,iv_al,cortival,target,s,0.0,1,v,h,cortihal,1,8,pseudo
surcfi,sircfi,rs,surc,,fi,surcfi,control,r,,1,u,i,sircfi,1,6,pseudo
mifodletoé,mifodletoé,prss,fod,mi,le_tié,mifodletié,control,s,1.0,1,i,o,mifodletoé,2,10,pseudo
sursirment,surdirment,prs,dir,sur,ment,surdirment,target,r,,0,d,s,sursirment,3,10,pseudo
surentron,sunentron,ppr,tron,sur_en,,surentron,target,p,0.0,2,r,n,sunentron,1,9,pseudo
surtnal,surtnal,pr,snal,sur,,sursnal,target,r,,0,s,t,surtnal,2,7,pseudo
désencamer,désencimer,pprs,cam,dés_en,er,désencamer,target,r,,1,a,i,désencimer,1,10,pseudo
sol,sol,r,sal,,,sal,target,r,,1,a,o,sol,2,3,pseudo
ropmac,lopmac,pr,mac,rop,,ropmac,control,p,0.0,0,r,l,lopmac,1,6,pseudo
milasletié,milasletié,prss,las,mi,le_tié,milasletié,control,r,,2,s,b,milabletié,0,10,pseudo
nièr,lièr,r,nièr,,,nièr,target,r,,0,n,l,lièr,1,4,pseudo
sédninasre,sédninasre,pprs,nas,séd_ni,re,sédninasre,control,s,0.0,0,r,l,sédninasle,0,10,pseudo
loudta,loudtu,rs,loud,,ta,loudta,control,s,0.0,1,a,u,loudtu,1,6,pseudo
prédécort,prédécort,ppr,cort,pré_dé,,prédécort,target,r,,2,r,n,prédécont,0,9,pseudo
foimivité,foirivité,rss,foir,,iv_ité,foirivité,target,r,,3,r,m,foimivité,3,9,pseudo
nireigesem,nireigesem,prs,reig,ni,isem,nireigisem,control,s,0.0,0,i,e,nireigesem,2,10,pseudo
doul,douj,r,doul,,,doul,target,r,,3,l,j,douj,1,4,pseudo
indicavité,indicivité,prss,dic,in,iv_ité,indicivité,target,s,0.0,0,i,a,indicavité,3,10,pseudo
redédic,redédic,ppr,dic,re_dé,,redédic,target,r,,0,d,s,redésic,0,7,pseudo
rucortment,recortment,prs,cort,re,ment,recortment,target,p,0.0,1,e,u,rucortment,3,10,pseudo
désensaner,désunsaner,pprs,san,dés_en,er,désensaner,target,p,1.0,0,e,u,désunsaner,1,10,pseudo
terteonnel,terteonnel,rss,tert,,ionn_el,tertionnel,target,s,0.0,0,i,e,terteonnel,2,10,pseudo
filat,filat,rs,fil,,at,filat,target,s,0.0,0,a,o,filot,0,5,pseudo
porusarc,porusarc,pr,surc,poru,,porusurc,control,r,,1,u,a,porusarc,2,8,pseudo
dofion,qofion,rs,dof,,ion,dofion,target,r,,0,d,q,qofion,1,6,pseudo
emloudoin,erloudoin,prs,loud,er,oin,erloudoin,control,p,0.0,1,r,m,emloudoin,3,9,pseudo
lifevenemt,lifevinemt,rss,lif,,evi_nemt,lifevinemt,control,s,0.0,2,i,e,lifevenemt,3,10,pseudo
nedénièr,redénièr,ppr,nièr,re_dé,,redénièr,target,p,0.0,0,r,n,nedénièr,3,8,pseudo
sétnerujre,sétnerujre,pprs,ruj,séd_ne,re,sédnerujre,control,p,0.0,2,d,t,sétnerujre,2,10,pseudo
trenconaul,trenconauj,pr,nauj,trenco,,trenconauj,control,r,,3,j,l,trenconaul,3,10,pseudo
léuf,léuf,r,léut,,,léut,control,r,,3,t,f,léuf,2,4,pseudo
relémation,relémation,prss,lém,re,at_ion,relémation,target,r,,0,l,r,rerémation,0,10,pseudo
dof,dof,r,dof,,,dof,target,r,,1,o,u,duf,0,3,pseudo
clôteonnel,clôtionnel,rss,clôt,,ionn_el,clôtionnel,target,s,0.0,0,i,e,clôteonnel,3,10,pseudo
miérplub,miérplub,ppr,lub,mi_érp,,miérplub,control,r,,2,b,s,miérplus,0,8,pseudo
éstreceist,édtreceist,prs,trec,éd,eist,édtreceist,control,p,0.0,1,d,s,éstreceist,3,10,pseudo
doulat,doulat,rs,doul,,at,doulat,target,r,,0,d,s,soulat,0,6,pseudo
sydroig,sydroig,pr,roif,syd,,sydroif,control,r,,3,f,g,sydroig,2,7,pseudo
désendofer,désendofer,pprs,dof,dés_en,er,désendofer,target,r,,2,f,d,désendoder,0,10,pseudo
anlémelité,inlémelité,prss,lém,in,el_ité,inlémelité,target,p,0.0,0,i,a,anlémelité,3,10,pseudo
contrinièr,contrinièr,pr,nièr,contre,,contrenièr,target,p,0.0,5,e,i,contrinièr,2,10,pseudo
nefodlatié,nifodlatié,prss,fod,ni,la_tié,nifodlatié,control,p,0.0,1,i,e,nefodlatié,3,10,pseudo
eradfod,erédfod,ppr,fod,er_éd,,erédfod,control,p,1.0,0,é,a,eradfod,3,7,pseudo
répsurcoin,repsurcoin,prs,surc,rép,oin,répsurcoin,control,p,0.0,1,é,e,repsurcoin,1,10,pseudo
loutoin,loutoin,rs,loud,,oin,loudoin,control,r,,3,d,t,loutoin,2,7,pseudo
nounlaeist,nounlaeist,rss,roun,,la_eist,rounlaeist,control,r,,0,r,n,nounlaeist,2,10,pseudo
désenfiler,désenfiler,pprs,fil,dés_en,er,désenfiler,target,p,0.0,2,s,p,dépenfiler,0,10,pseudo
rac,mac,r,mac,,,mac,control,r,,0,m,r,rac,3,3,pseudo
sédneridme,sédneridre,pprs,rid,séd_ne,re,sédneridre,control,s,0.0,0,r,m,sédneridme,3,10,pseudo
ermacta,ermacta,prs,mac,er,ta,ermacta,control,p,0.0,1,r,l,elmacta,0,7,pseudo
nimaclatié,nemaclatié,prss,mac,ni,la_tié,nimaclatié,control,p,0.0,1,i,e,nemaclatié,1,10,pseudo
truncotret,trencotret,pr,tret,trenco,,trencotret,control,p,0.0,2,e,u,truncotret,3,10,pseudo
tronalisme,tronajisme,rss,tron,,al_isme,tronalisme,target,s,0.0,1,l,j,tronajisme,1,10,pseudo
préretuul,préretuél,ppr,tuél,pré_re,,préretuél,target,r,,2,é,u,préretuul,3,9,pseudo
dicment,dicmert,rs,dic,,ment,dicment,target,s,0.0,2,n,r,dicmert,1,7,pseudo
gier,giar,r,gier,,,gier,target,r,,2,e,a,giar,1,4,pseudo
vurc,surc,r,surc,,,surc,control,r,,0,s,v,vurc,3,4,pseudo
cronièr,cronièr,pr,nièr,pro,,pronièr,target,p,0.0,0,p,c,cronièr,2,7,pseudo
ernaujure,erraujure,prs,nauj,er,ure,ernaujure,control,r,,0,n,r,erraujure,1,9,pseudo
répédmél,répédmél,ppr,mél,rép_éd,,répédmél,control,p,0.0,0,r,n,népédmél,0,8,pseudo
erméltaoin,ôrméltaoin,prss,mél,er,ta_oin,erméltaoin,control,p,0.0,0,e,ô,ôrméltaoin,1,10,pseudo
nasnatié,naslatié,rss,nas,,la_tié,naslatié,control,s,0.0,0,l,n,nasnatié,3,8,pseudo
sédniridle,sédniridle,pprs,rid,séd_ni,re,sédniridre,control,s,0.0,0,r,l,sédniridle,2,10,pseudo
lanseseu,lanseseu,rs,lans,,eseu,lanseseu,control,r,,3,s,d,landeseu,0,8,pseudo
diriviment,diriviment,rss,dir,,ive_ment,dirivement,target,s,0.0,2,e,i,diriviment,2,10,pseudo
impréplem,impréplel,ppr,plem,im_pré,,impréplem,target,r,,3,m,l,impréplel,1,9,pseudo
muj,muj,r,ruj,,,ruj,control,r,,0,r,m,muj,2,3,pseudo
désinsaler,désinsaler,pprs,sal,dés_in,er,désinsaler,target,s,0.0,0,e,i,désinsalir,0,10,pseudo
ercidume,ercidure,prs,cid,er,ure,ercidure,control,s,0.0,1,r,m,ercidume,3,8,pseudo
unsalalité,insalalité,prss,sal,in,al_ité,insalalité,target,p,0.0,0,i,u,unsalalité,3,10,pseudo
giereur,giareur,rs,gier,,eur,giereur,target,r,,2,e,a,giareur,1,7,pseudo
contrefoir,contrefoir,pr,foir,contre,,contrefoir,target,r,,1,o,a,contrefair,0,10,pseudo
roifure,roipure,rs,roif,,ure,roifure,control,r,,3,f,p,roipure,1,7,pseudo
lenièrion,lenièrion,prs,nièr,re,ion,renièrion,target,p,0.0,0,r,l,lenièrion,2,9,pseudo
rid,red,r,rid,,,rid,control,r,,1,i,e,red,1,3,pseudo
dlemivité,dlemivité,rss,plem,,iv_ité,plemivité,target,r,,0,p,d,dlemivité,2,9,pseudo
prérefeir,prérefeir,ppr,foir,pré_re,,prérefoir,target,r,,1,o,e,prérefeir,2,9,pseudo
indiramité,indiralité,prss,dir,in,al_ité,indiralité,target,s,0.0,1,l,m,indiramité,3,10,pseudo
contnesnal,contresnal,pr,snal,contre,,contresnal,target,p,0.0,4,r,n,contnesnal,3,10,pseudo
sédnirujre,sédnarujre,pprs,ruj,séd_ni,re,sédnirujre,control,p,1.0,1,i,a,sédnarujre,1,10,pseudo
érperrièn,érpemrièn,ppr,rièn,érp_er,,érperrièn,control,p,1.0,1,r,m,érpemrièn,1,9,pseudo
mur,jur,r,jur,,,jur,target,r,,0,j,m,mur,3,3,pseudo
réptéidoin,réptéidoin,prs,toid,rép,oin,réptoidoin,control,r,,1,o,é,réptéidoin,2,10,pseudo
micidvitié,micidqitié,prss,cid,mi,vi_tié,micidvitié,control,s,0.0,0,v,q,micidqitié,1,10,pseudo
vértinnoli,vértinnoli,rss,vért,,inno_le,vértinnole,control,s,1.0,1,e,i,vértinnoli,2,10,pseudo
redédirage,redédilage,pprs,dir,re_dé,age,redédirage,target,r,,2,r,l,redédilage,1,10,pseudo
diceuse,diceuse,rs,dic,,euse,diceuse,target,s,0.0,0,e,o,dicouse,0,7,pseudo
édroun,édroun,pr,roun,éd,,édroun,control,r,,2,u,a,édroan,0,6,pseudo
erédrideag,erédrideag,pprs,rid,er_éd,eag,erédrideag,control,s,0.0,0,e,a,erédridaag,0,10,pseudo
trocinnole,trocinnole,rss,troc,,inno_le,trocinnole,control,r,,1,r,n,tnocinnole,0,10,pseudo
prédéfil,prédéfil,ppr,fil,pré_dé,,prédéfil,target,p,0.0,1,r,n,pnédéfil,0,8,pseudo
intmonence,intmonence,prs,tron,in,ence,intronence,target,r,,1,r,m,intmonence,2,10,pseudo
melifvitié,melifvitié,prss,lif,mi,vi_tié,milifvitié,control,p,0.0,1,i,e,melifvitié,2,10,pseudo
nopsaij,nopsaij,pr,saij,rop,,ropsaij,control,p,0.0,0,r,n,nopsaij,2,7,pseudo
cid,did,r,cid,,,cid,control,r,,0,c,d,did,1,3,pseudo
taijta,saijta,rs,saij,,ta,saijta,control,r,,0,s,t,taijta,3,6,pseudo
