first,second,condition,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength,type
douleur,douleur,rs,doul,,eur,douleur,target,s,0.0,1,u,é,douleér,0,7,pseudo
adsuél,adsuél,pr,tuél,ad,,adtuél,target,r,,0,t,s,adsuél,2,6,pseudo
urrujta,urrujta,prs,ruj,er,ta,errujta,control,p,0.0,0,e,u,urrujta,2,7,pseudo
érperfod,érperfod,ppr,fod,érp_er,,érperfod,control,r,,1,o,u,érperfud,0,8,pseudo
erédlaseag,erédlaseac,pprs,las,er_éd,eag,erédlaseag,control,s,0.0,2,g,c,erédlaseac,1,10,pseudo
foirival,foirival,rss,foir,,iv_al,foirival,target,s,1.0,0,a,u,foirivul,0,8,pseudo
jais,jaes,r,jais,,,jais,target,r,,2,i,e,jaes,1,4,pseudo
ercidtaoin,ercidtaoin,prss,cid,er,ta_oin,ercidtaoin,control,p,0.0,0,e,a,arcidtaoin,0,10,pseudo
sédneredre,sédneridre,pprs,rid,séd_ne,re,sédneridre,control,r,,1,i,e,sédneredre,3,10,pseudo
surctié,surctié,rs,surc,,tié,surctié,control,s,0.0,0,t,s,surcsié,0,7,pseudo
nièrionnel,niirionnel,rss,nièr,,ionn_el,nièrionnel,target,r,,2,è,i,niirionnel,1,10,pseudo
injaunude,inlaunude,prs,jaun,in,ude,injaunude,target,r,,0,j,l,inlaunude,1,9,pseudo
redégier,redégier,ppr,gier,re_dé,,redégier,target,r,,3,r,m,redégiem,0,8,pseudo
télc,télc,r,tôlc,,,tôlc,control,r,,1,ô,é,télc,2,4,pseudo
niridlatié,niridlatié,prss,rid,ni,la_tié,niridlatié,control,s,1.0,0,t,g,niridlagié,0,10,pseudo
nelub,nelub,pr,lub,ne,,nelub,control,r,,2,b,t,nelut,0,5,pseudo
redétirage,redétirage,pprs,dir,re_dé,age,redédirage,target,r,,0,d,t,redétirage,2,10,pseudo
nisurc,nisurc,pr,surc,ni,,nisurc,control,r,,2,r,n,nisunc,0,6,pseudo
dioteur,dioteur,rs,diot,,eur,dioteur,target,s,0.0,0,e,a,diotaur,0,7,pseudo
decrusiste,decrusiste,prs,crus,dé,iste,décrusiste,target,p,0.0,1,é,e,decrusiste,2,10,pseudo
rafilation,rafilation,prss,fil,re,at_ion,refilation,target,p,0.0,1,e,a,rafilation,2,10,pseudo
raj,raj,r,ruj,,,ruj,control,r,,1,u,a,raj,2,3,pseudo
cidevinemc,cidevinemt,rss,cid,,evi_nemt,cidevinemt,control,s,1.0,3,t,c,cidevinemc,3,10,pseudo
imprésal,implésal,ppr,sal,im_pré,,imprésal,target,p,1.0,1,r,l,implésal,1,8,pseudo
ninostan,ninastan,prs,nas,ni,tan,ninastan,control,r,,1,a,o,ninostan,3,8,pseudo
dysclôt,dygclôt,pr,clôt,dys,,dysclôt,target,p,0.0,2,s,g,dygclôt,1,7,pseudo
surensan,surentan,ppr,san,sur_en,,surensan,target,r,,0,s,t,surentan,1,8,pseudo
léutta,léutta,rs,léut,,ta,léutta,control,s,0.0,0,t,s,léutsa,0,6,pseudo
can,cam,r,cam,,,cam,target,r,,2,m,n,can,3,3,pseudo
miliftitié,milifvitié,prss,lif,mi,vi_tié,milifvitié,control,s,0.0,0,v,t,miliftitié,3,10,pseudo
julalisme,julalisme,rss,jur,,al_isme,juralisme,target,r,,2,r,l,julalisme,2,9,pseudo
désincamer,désingamer,pprs,cam,dés_in,er,désincamer,target,r,,0,c,g,désingamer,1,10,pseudo
mirujvitié,mirujditié,prss,ruj,mi,vi_tié,mirujvitié,control,s,0.0,0,v,d,mirujditié,1,10,pseudo
sédninasme,sédninasre,pprs,nas,séd_ni,re,sédninasre,control,s,0.0,0,r,m,sédninasme,3,10,pseudo
préreterc,préreterc,ppr,tert,pré_re,,préretert,target,r,,3,t,c,préreterc,2,9,pseudo
pourtuél,pourtuél,pr,tuél,pour,,pourtuél,target,p,0.0,2,u,a,poartuél,0,8,pseudo
cortivité,certivité,rss,cort,,iv_ité,cortivité,target,r,,1,o,e,certivité,1,9,pseudo
neradtan,neradtan,prs,rid,ne,tan,neridtan,control,r,,1,i,a,neradtan,2,8,pseudo
baliste,buliste,rs,bul,,iste,buliste,target,r,,1,u,a,baliste,3,7,pseudo
coit,coet,r,coit,,,coit,target,r,,2,i,e,coet,1,4,pseudo
tretisem,tretisem,rs,tret,,isem,tretisem,control,s,0.0,0,i,e,tretesem,0,8,pseudo
relémat,relémat,prs,lém,re,at,relémat,target,p,0.0,0,r,l,lelémat,0,7,pseudo
duél,duél,r,tuél,,,tuél,target,r,,0,t,d,duél,2,4,pseudo
umcam,umcam,pr,cam,im,,imcam,target,p,0.0,0,i,u,umcam,2,5,pseudo
lifevinemt,lefevinemt,rss,lif,,evi_nemt,lifevinemt,control,r,,1,i,e,lefevinemt,1,10,pseudo
désindofar,désindofer,pprs,dof,dés_in,er,désindofer,target,s,0.0,0,e,a,désindofar,3,10,pseudo
érparlans,érparlans,ppr,lans,érp_er,,érperlans,control,p,1.0,0,e,a,érparlans,2,9,pseudo
mimacletié,mimacletié,prss,mac,mi,le_tié,mimacletié,control,s,1.0,0,t,d,mimacledié,0,10,pseudo
surceist,surcaist,rs,surc,,eist,surceist,control,s,0.0,0,e,a,surcaist,1,8,pseudo
erésméleag,erédméleag,pprs,mél,er_éd,eag,erédméleag,control,p,1.0,1,d,s,erésméleag,3,10,pseudo
poruvart,poruvart,pr,vért,poru,,poruvért,control,r,,1,é,a,poruvart,2,8,pseudo
dilival,dilival,rss,dir,,iv_al,dirival,target,r,,2,r,l,dilival,2,7,pseudo
redicour,rediceur,prs,dic,re,eur,rediceur,target,s,0.0,0,e,o,redicour,3,8,pseudo
miridvitié,miridvitié,prss,rid,mi,vi_tié,miridvitié,control,r,,2,d,c,miricvitié,0,10,pseudo
miérproif,miérpmoif,ppr,roif,mi_érp,,miérproif,control,r,,0,r,m,miérpmoif,1,9,pseudo
lanc,lans,r,lans,,,lans,control,r,,3,s,c,lanc,3,4,pseudo
encam,incam,pr,cam,en,,encam,target,p,0.0,0,e,i,incam,1,5,pseudo
trérecert,trérecert,ppr,cert,pré_re,,prérecert,target,p,0.0,0,p,t,trérecert,2,9,pseudo
édsurceist,étsurceist,prs,surc,éd,eist,édsurceist,control,p,0.0,1,d,t,étsurceist,1,10,pseudo
rièninnole,lièninnole,rss,rièn,,inno_le,rièninnole,control,r,,0,r,l,lièninnole,1,10,pseudo
erédnasiag,erédnasiag,pprs,nas,er_éd,eag,erédnaseag,control,s,0.0,0,e,i,erédnasiag,2,10,pseudo
tuéler,tuéler,rs,tuél,,er,tuéler,target,r,,3,l,n,tuéner,0,6,pseudo
mas,mas,r,mac,,,mac,control,r,,2,c,s,mas,2,3,pseudo
nifodlasié,nifodlasié,prss,fod,ni,la_tié,nifodlatié,control,s,1.0,0,t,s,nifodlasié,2,10,pseudo
incoit,ilcoit,pr,coit,in,,incoit,target,p,0.0,1,n,l,ilcoit,1,6,pseudo
désendirer,désendirer,pprs,dir,dés_en,er,désendirer,target,s,0.0,1,r,l,désendirel,0,10,pseudo
noqu,roqu,r,roqu,,,roqu,control,r,,0,r,n,noqu,3,4,pseudo
enplemment,enplemment,prs,plem,en,ment,enplemment,target,s,0.0,3,t,k,enplemmenk,0,10,pseudo
lansliisem,lansliisem,rss,lans,,la_isem,lanslaisem,control,s,0.0,1,a,i,lansliisem,2,10,pseudo
ridnemt,rédnemt,rs,rid,,nemt,ridnemt,control,r,,1,i,é,rédnemt,1,7,pseudo
insanelité,insanelité,prss,san,in,el_ité,insanelité,target,r,,2,n,r,insarelité,0,10,pseudo
ridébul,ridébul,ppr,bul,re_dé,,redébul,target,p,0.0,1,e,i,ridébul,2,7,pseudo
tioclaisem,cioclaisem,rss,tioc,,la_isem,tioclaisem,control,r,,0,t,c,cioclaisem,1,10,pseudo
injulivité,injulivité,prss,jur,in,iv_ité,injurivité,target,r,,2,r,l,injulivité,2,10,pseudo
édloud,idloud,pr,loud,éd,,édloud,control,p,0.0,0,é,i,idloud,1,6,pseudo
erédtrec,erédsrec,ppr,trec,er_éd,,erédtrec,control,r,,0,t,s,erédsrec,1,8,pseudo
tuor,tuor,r,quor,,,quor,target,r,,0,q,t,tuor,2,4,pseudo
nivértede,nivértede,prs,vért,ni,edu,nivértedu,control,s,0.0,2,u,e,nivértede,2,9,pseudo
juneuse,juneuse,rs,jur,,euse,jureuse,target,r,,2,r,n,juneuse,2,7,pseudo
sédnilasne,sédnilasre,pprs,las,séd_ni,re,sédnilasre,control,s,0.0,0,r,n,sédnilasne,3,10,pseudo
prégiereon,prégierion,prs,gier,pré,ion,prégierion,target,s,0.0,0,i,e,prégiereon,3,10,pseudo
troceseu,trocepeu,rs,troc,,eseu,troceseu,control,s,0.0,1,s,p,trocepeu,1,8,pseudo
sédnamacre,sédnemacre,pprs,mac,séd_ne,re,sédnemacre,control,p,1.0,1,e,a,sédnamacre,3,10,pseudo
rounsila,rounvila,rss,roun,,vi_la,rounvila,control,s,0.0,0,v,s,rounsila,3,8,pseudo
ernastaoin,ennastaoin,prss,nas,er,ta_oin,ernastaoin,control,p,0.0,1,r,n,ennastaoin,1,10,pseudo
tert,hert,r,tert,,,tert,target,r,,0,t,h,hert,1,4,pseudo
soudit,soudit,pr,dic,sou,,soudic,target,r,,2,c,t,soudit,2,6,pseudo
rudétuél,redétuél,ppr,tuél,re_dé,,redétuél,target,p,0.0,1,e,u,rudétuél,3,8,pseudo
troc,tros,r,troc,,,troc,control,r,,3,c,s,tros,1,4,pseudo
ninaslatio,ninaslatié,prss,nas,ni,la_tié,ninaslatié,control,s,1.0,2,é,o,ninaslatio,3,10,pseudo
erédmac,erédmac,ppr,mac,er_éd,,erédmac,control,p,1.0,0,é,u,erudmac,0,7,pseudo
gierivel,gierival,rss,gier,,iv_al,gierival,target,s,1.0,0,a,e,gierivel,3,8,pseudo
juunin,jaunin,rs,jaun,,in,jaunin,target,r,,1,a,u,juunin,3,6,pseudo
dusensaner,dusensaner,pprs,san,dés_en,er,désensaner,target,p,0.0,1,é,u,dusensaner,2,10,pseudo
incoitaire,incoitaire,prs,coit,in,aire,incoitaire,target,r,,2,i,e,incoetaire,0,10,pseudo
odutioc,odutioc,pr,tioc,osu,,osutioc,control,p,0.0,1,s,d,odutioc,2,7,pseudo
terxable,terxable,rs,tert,,able,tertable,target,r,,3,t,x,terxable,2,8,pseudo
osunas,osunas,pr,nas,osu,,osunas,control,r,,1,a,i,osunis,0,6,pseudo
jurividé,jurividé,rss,jur,,iv_ité,jurivité,target,s,1.0,1,t,d,jurividé,2,8,pseudo
