first,second,condition,prefixes,root,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength,type
minfully,manfully,rss,,man,ful_ly,manfully,target,r,,1,a,i,minfully,3,8,real
palindmome,palindmome,r,,palindrome,,palindrome,control,r,,6,r,m,palindmome,2,10,real
sinfully,sinfelly,rss,,sin,ful_ly,sinfully,target,s,0.0,1,u,e,sinfelly,1,8,real
colleague,colleagua,r,,colleague,,colleague,control,r,,8,e,a,colleagua,1,9,real
suspense,suspense,r,,suspense,,suspense,control,r,,5,n,r,susperse,0,8,real
hostile,tostile,r,,hostile,,hostile,control,r,,0,h,t,tostile,1,7,real
etiquette,utiquette,r,,etiquette,,etiquette,control,r,,0,e,u,utiquette,1,9,real
appruach,approach,r,,approach,,approach,control,r,,4,o,u,appruach,3,8,real
urdersold,undersold,pr,under,sold,,undersold,target,p,0.0,1,n,r,urdersold,3,9,real
medisagree,redisagree,ppr,re_dis,agree,,redisagree,target,p,0.0,0,r,m,medisagree,3,10,real
distinct,distilct,r,,distinct,,distinct,control,r,,5,n,l,distilct,1,8,real
caricature,caricatare,r,,caricature,,caricature,control,r,,7,u,a,caricatare,1,10,real
sprength,sprength,r,,strength,,strength,control,r,,1,t,p,sprength,2,8,real
removal,romoval,prs,re,mov,al,removal,target,p,0.0,1,e,o,romoval,1,7,real
rohtenly,rohtenly,rss,,rott,en_ly,rottenly,target,r,,2,t,h,rohtenly,2,8,real
leprechaun,leprechaun,r,,leprechaun,,leprechaun,control,r,,6,h,p,leprecpaun,0,10,real
upholder,upholder,prs,up,hold,er,upholder,target,p,0.0,0,u,i,ipholder,0,8,real
immorally,immorally,prs,im,moral,ly,immorally,target,s,0.0,1,y,m,immorallm,0,9,real
contince,convince,r,,convince,,convince,control,r,,3,v,t,contince,3,8,real
macquerade,masquerade,r,,masquerade,,masquerade,control,r,,2,s,c,macquerade,3,10,real
preme,preme,r,,prime,,prime,control,r,,2,i,e,preme,2,5,real
programme,programre,r,,programme,,programme,control,r,,7,m,r,programre,1,9,real
solidify,somidify,rs,,solid,ify,solidify,target,r,,2,l,m,somidify,1,8,real
lawfully,lawfully,rss,,law,ful_ly,lawfully,target,r,,1,a,e,lewfully,0,8,real
luttuce,lettuce,r,,lettuce,,lettuce,control,r,,1,e,u,luttuce,3,7,real
reimtose,reimpose,ppr,re_im,pose,,reimpose,target,r,,0,p,t,reimtose,3,8,real
profess,profets,r,,profess,,profess,control,r,,5,s,t,profets,1,7,real
syndrome,syndrore,r,,syndrome,,syndrome,control,r,,6,m,r,syndrore,1,8,real
unhappier,unhappier,prs,un,happ,ier,unhappier,target,p,0.0,0,u,o,onhappier,0,9,real
prograr,program,r,,program,,program,control,r,,6,m,r,prograr,3,7,real
tuccess,success,r,,success,,success,control,r,,0,s,t,tuccess,3,7,real
trede,trade,r,,trade,,trade,control,r,,2,a,e,trede,3,5,real
tamboumine,tamboumine,r,,tambourine,,tambourine,control,r,,6,r,m,tamboumine,2,10,real
reusable,reuhable,prs,re,us,able,reusable,target,r,,1,s,h,reuhable,1,8,real
witlessly,wotlessly,rss,,wit,less_ly,witlessly,target,r,,1,i,o,wotlessly,1,9,real
ttuff,stuff,r,,stuff,,stuff,control,r,,0,s,t,ttuff,3,5,real
overoxpose,overexpose,ppr,over_ex,pose,,overexpose,target,p,1.0,0,e,o,overoxpose,3,10,real
strange,stronge,r,,strange,,strange,control,r,,3,a,o,stronge,1,7,real
enouhh,enouhh,r,,enough,,enough,control,r,,4,g,h,enouhh,2,6,real
bexist,sexist,rs,,sex,ist,sexist,target,r,,0,s,b,bexist,3,6,real
disembawel,disembowel,ppr,dis_em,bowel,,disembowel,target,r,,1,o,a,disembawel,3,10,real
tomorrow,tomorrow,r,,tomorrow,,tomorrow,control,r,,0,t,p,pomorrow,0,8,real
impopsibly,impopsibly,prs,im,possib,ly,impossibly,target,r,,2,s,p,impopsibly,2,10,real
agree,agmee,r,,agree,,agree,control,r,,2,r,m,agmee,1,5,real
towerance,tolerance,rs,,toler,ance,tolerance,target,r,,2,l,w,towerance,3,9,real
alienute,alienate,rs,,alien,ate,alienate,target,s,0.0,0,a,u,alienute,3,8,real
reoutsell,reoutsell,ppr,re_out,sell,,reoutsell,target,p,1.0,0,o,a,reautsell,0,9,real
misreport,misreport,ppr,mis_re,port,,misreport,target,p,0.0,2,s,t,mitreport,0,9,real
chinhhilla,chinchilla,r,,chinchilla,,chinchilla,control,r,,4,c,h,chinhhilla,3,10,real
boarh,boarh,r,,board,,board,control,r,,4,d,h,boarh,2,5,real
curably,curably,rss,,cur,abl_y,curably,target,s,0.0,2,l,r,curabry,0,7,real
episide,episode,r,,episode,,episode,control,r,,4,o,i,episide,3,7,real
undisclose,undisclose,ppr,un_dis,close,,undisclose,target,r,,4,e,o,undiscloso,0,10,real
privilage,privilege,r,,privilege,,privilege,control,r,,6,e,a,privilage,3,9,real
threshold,threshold,r,,threshold,,threshold,control,r,,4,s,c,threchold,0,9,real
targoyle,targoyle,r,,gargoyle,,gargoyle,control,r,,0,g,t,targoyle,2,8,real
overstep,ovelstep,pr,over,step,,overstep,target,p,0.0,3,r,l,ovelstep,1,8,real
scramblu,scramblu,r,,scramble,,scramble,control,r,,7,e,u,scramblu,2,8,real
prostitute,prostitute,r,,prostitute,,prostitute,control,r,,6,t,h,prostihute,0,10,real
boomerang,boomerang,r,,boomerang,,boomerang,control,r,,7,n,l,boomeralg,0,9,real
exampme,exampme,r,,example,,example,control,r,,5,l,m,exampme,2,7,real
analogue,analopue,r,,analogue,,analogue,control,r,,5,g,p,analopue,1,8,real
short,hhort,r,,short,,short,control,r,,0,s,h,hhort,1,5,real
enact,enact,pr,en,act,,enact,target,p,0.0,1,n,m,emact,0,5,real
unkimdly,unkindly,prs,un,kind,ly,unkindly,target,r,,2,n,m,unkimdly,3,8,real
blaspheme,byaspheme,r,,blaspheme,,blaspheme,control,r,,1,l,y,byaspheme,1,9,real
vulentine,valentine,r,,valentine,,valentine,control,r,,1,a,u,vulentine,3,9,real
perform,perform,r,,perform,,perform,control,r,,2,r,y,peyform,0,7,real
graceful,gracefel,rs,,grace,ful,graceful,target,s,0.0,1,u,e,gracefel,1,8,real
commune,pommune,r,,commune,,commune,control,r,,0,c,p,pommune,1,7,real
compare,compire,r,,compare,,compare,control,r,,4,a,i,compire,1,7,real
problem,problem,r,,problem,,problem,control,r,,3,b,s,proslem,0,7,real
satellite,satellite,r,,satellite,,satellite,control,r,,1,a,o,sotellite,0,9,real
scepticism,sceptivism,rs,,sceptic,ism,scepticism,target,r,,6,c,v,sceptivism,1,10,real
hiemoglyph,hiemoglyph,r,,hieroglyph,,hieroglyph,control,r,,3,r,m,hiemoglyph,2,10,real
wrongfully,wrongfully,rss,,wrong,ful_ly,wrongfully,target,r,,1,r,y,wyongfully,0,10,real
unfie,unfie,pr,un,tie,,untie,target,r,,0,t,f,unfie,2,5,real
upgrade,upgrade,pr,up,grade,,upgrade,target,p,0.0,1,p,g,uggrade,0,7,real
enlistment,enlistment,prs,en,list,ment,enlistment,target,p,0.0,1,n,r,erlistment,0,10,real
hurricane,hurricane,r,,hurricane,,hurricane,control,r,,7,n,l,hurricale,0,9,real
somersault,somertault,r,,somersault,,somersault,control,r,,5,s,t,somertault,1,10,real
apparatus,apparatus,r,,apparatus,,apparatus,control,r,,1,p,h,ahparatus,0,9,real
woefully,woefully,rss,,woe,ful_ly,woefully,target,s,1.0,1,y,n,woefulln,0,8,real
understant,understand,r,,understand,,understand,control,r,,9,d,t,understant,3,10,real
standart,standart,r,,standard,,standard,control,r,,7,d,t,standart,2,8,real
start,ttart,r,,start,,start,control,r,,0,s,t,ttart,1,5,real
heroac,heroic,rs,,hero,ic,heroic,target,s,0.0,0,i,a,heroac,3,6,real
disraption,disruption,prs,dis,rupt,ion,disruption,target,r,,1,u,a,disraption,3,10,real
nonstop,yonstop,pr,non,stop,,nonstop,target,p,0.0,0,n,y,yonstop,1,7,real
place,glace,r,,place,,place,control,r,,0,p,g,glace,1,5,real
premisose,premisose,ppr,pre_mis,use,,premisuse,target,r,,0,u,o,premisose,2,9,real
ortifice,artifice,r,,artifice,,artifice,control,r,,0,a,o,ortifice,3,8,real
hhenomenon,hhenomenon,r,,phenomenon,,phenomenon,control,r,,0,p,h,hhenomenon,2,10,real
pronounce,pronounce,r,,pronounce,,pronounce,control,r,,6,n,r,pronource,0,9,real
reovorcome,reovercome,ppr,re_over,come,,reovercome,target,p,1.0,2,e,o,reovorcome,3,10,real
modally,medally,rss,,mod,al_ly,modally,target,r,,1,o,e,medally,1,7,real
salmonella,salmonella,r,,salmonella,,salmonella,control,r,,9,a,i,salmonelli,0,10,real
eator,eater,rs,,eat,er,eater,target,s,0.0,0,e,o,eator,3,5,real
deodorize,deodorize,prs,de,odor,ize,deodorize,target,r,,1,d,g,deogorize,0,9,real
unearthly,unearthly,prs,un,earth,ly,unearthly,target,s,0.0,1,y,r,unearthlr,0,9,real
premistake,premistake,ppr,pre_mis,take,,premistake,target,p,0.0,0,p,s,sremistake,0,10,real
rediscoter,rediscover,ppr,re_dis,cover,,rediscover,target,r,,2,v,t,rediscoter,3,10,real
embarrass,embarrass,r,,embarrass,,embarrass,control,r,,3,a,i,embirrass,0,9,real
sctricter,sctricter,rs,,sctrict,er,sctricter,target,s,0.0,0,e,a,sctrictar,0,9,real
molecule,molecule,r,,molecule,,molecule,control,r,,2,l,r,morecule,0,8,real
inspect,enspect,pr,in,spect,,inspect,target,p,0.0,0,i,e,enspect,1,7,real
morsgage,morsgage,r,,mortgage,,mortgage,control,r,,3,t,s,morsgage,2,8,real
discipmine,discipline,r,,discipline,,discipline,control,r,,6,l,m,discipmine,3,10,real
sportihe,sportihe,rs,,sport,ive,sportive,target,s,0.0,1,v,h,sportihe,2,8,real
because,because,r,,because,,because,control,r,,4,u,a,becaase,0,7,real
dislike,dislike,pr,dis,like,,dislike,target,p,0.0,0,d,f,fislike,0,7,real
sentance,sentance,r,,sentence,,sentence,control,r,,4,e,a,sentance,2,8,real
white,whise,r,,white,,white,control,r,,3,t,s,whise,1,5,real
palur,palur,rs,,pal,er,paler,target,s,0.0,0,e,u,palur,2,5,real
towerd,towerd,r,,toward,,toward,control,r,,3,a,e,towerd,2,6,real
machine,machine,r,,machine,,machine,control,r,,0,m,r,rachine,0,7,real
thatrical,thatrical,rs,,thatric,al,thatrical,target,r,,6,c,t,thatrital,0,9,real
hallelujah,hallelujah,r,,hallelujah,,hallelujah,control,r,,9,h,b,hallelujab,0,10,real
merun,merun,pr,re,run,,rerun,target,p,0.0,0,r,m,merun,2,5,real
remover,remover,prs,re,mov,er,remover,target,p,0.0,0,r,m,memover,0,7,real
unfriendlw,unfriendlw,prs,un,friend,ly,unfriendly,target,s,0.0,1,y,w,unfriendlw,2,10,real
disordorly,disordorly,prs,dis,order,ly,disorderly,target,r,,3,e,o,disordorly,2,10,real
eucalyptut,eucalyptut,r,,eucalyptus,,eucalyptus,control,r,,9,s,t,eucalyptut,2,10,real
stimulus,stimulus,r,,stimulus,,stimulus,control,r,,3,m,r,stirulus,0,8,real
still,still,r,,still,,still,control,r,,0,s,h,htill,0,5,real
restaarant,restaarant,r,,restaurant,,restaurant,control,r,,5,u,a,restaarant,2,10,real
college,collegi,r,,college,,college,control,r,,6,e,i,collegi,1,7,real
wakefulry,wakefully,rss,,wake,ful_ly,wakefully,target,s,1.0,0,l,r,wakefulry,3,9,real
immersiol,immersiol,prs,im,mers,ion,immersion,target,s,0.0,2,n,l,immersiol,2,9,real
disinherit,disinherit,ppr,dis_in,herit,,disinherit,target,p,0.0,1,i,e,desinherit,0,10,real
trampoline,trampoline,r,,trampoline,,trampoline,control,r,,2,a,i,trimpoline,0,10,real
depopulate,dopopulate,prs,de,popul,ate,depopulate,target,p,0.0,1,e,o,dopopulate,1,10,real
disembody,disembody,ppr,dis_em,body,,disembody,target,r,,3,y,m,disembodm,0,9,real
renewal,rinewal,prs,re,new,al,renewal,target,p,0.0,1,e,i,rinewal,1,7,real
calendar,calenday,r,,calendar,,calendar,control,r,,7,r,y,calenday,1,8,real
unarm,unarm,pr,un,arm,,unarm,target,p,0.0,1,n,l,ularm,0,5,real
expelience,experience,r,,experience,,experience,control,r,,4,r,l,expelience,3,10,real
qomplaint,qomplaint,r,,complaint,,complaint,control,r,,0,c,q,qomplaint,2,9,real
cellophane,cellophane,r,,cellophane,,cellophane,control,r,,7,a,e,cellophene,0,10,real
allusively,allusively,rss,,allus,ive_ly,allusively,target,s,0.0,0,i,u,allusuvely,0,10,real
insert,inpert,pr,in,sert,,insert,target,r,,0,s,p,inpert,1,6,real
ininform,ininform,ppr,un_in,form,,uninform,target,p,0.0,0,u,i,ininform,2,8,real
drummar,drummar,rs,,drumm,er,drummer,target,s,0.0,0,e,a,drummar,2,7,real
yecycle,yecycle,pr,re,cycle,,recycle,target,p,0.0,0,r,y,yecycle,2,7,real
catalog,catalog,r,,catalog,,catalog,control,r,,0,c,h,hatalog,0,7,real
woodenly,woodenly,rss,,wood,en_ly,woodenly,target,r,,0,w,m,moodenly,0,8,real
ckeleton,ckeleton,r,,skeleton,,skeleton,control,r,,0,s,c,ckeleton,2,8,real
north,north,r,,north,,north,control,r,,1,o,e,nerth,0,5,real
reservoir,meservoir,r,,reservoir,,reservoir,control,r,,0,r,m,meservoir,1,9,real
lamer,lamer,rs,,lam,er,lamer,target,r,,0,l,w,wamer,0,5,real
seasonal,peasonal,rs,,season,al,seasonal,target,r,,0,s,p,peasonal,1,8,real
enselope,enselope,r,,envelope,,envelope,control,r,,2,v,s,enselope,2,8,real
architect,archetect,r,,architect,,architect,control,r,,4,i,e,archetect,1,9,real
reiyforce,reinforce,ppr,re_in,force,,reinforce,target,p,1.0,1,n,y,reiyforce,3,9,real
unfairll,unfairly,prs,un,fair,ly,unfairly,target,s,0.0,1,y,l,unfairll,3,8,real
ingredient,ingredient,r,,ingredient,,ingredient,control,r,,7,e,a,ingrediant,0,10,real
westernize,westernize,rss,,west,ern_ize,westernize,target,s,0.0,0,e,a,westarnize,0,10,real
warmer,warmem,rs,,warm,er,warmer,target,s,0.0,1,r,m,warmem,1,6,real
rapay,rapay,pr,re,pay,,repay,target,p,0.0,1,e,a,rapay,2,5,real
tetermine,determine,r,,determine,,determine,control,r,,0,d,t,tetermine,3,9,real
expoyt,export,pr,ex,port,,export,target,r,,2,r,y,expoyt,3,6,real
ignowe,ignowe,r,,ignore,,ignore,control,r,,4,r,w,ignowe,2,6,real
formality,formality,rss,,form,al_ity,formality,target,s,0.0,0,a,i,formility,0,9,real
prehispose,predispose,ppr,pre_dis,pose,,predispose,target,p,1.0,0,d,h,prehispose,3,10,real
reset,reset,pr,re,set,,reset,target,r,,0,s,h,rehet,0,5,real
vengefally,vengefully,rss,,venge,ful_ly,vengefully,target,s,0.0,1,u,a,vengefally,3,10,real
confmict,conflict,r,,conflict,,conflict,control,r,,4,l,m,confmict,3,8,real
district,district,r,,district,,district,control,r,,3,t,p,disprict,0,8,real
gamer,gayer,rs,,gay,er,gayer,target,r,,2,y,m,gamer,3,5,real
receflate,redeflate,ppr,re_de,flate,,redeflate,target,p,1.0,0,d,c,receflate,3,9,real
delicious,delihious,rs,,delic,ious,delicious,target,r,,4,c,h,delihious,1,9,real
unrest,unredt,pr,un,rest,,unrest,target,r,,2,s,d,unredt,1,6,real
reoutsrart,reoutsmart,ppr,re_out,smart,,reoutsmart,target,r,,1,m,r,reoutsrart,3,10,real
purchase,purhhase,r,,purchase,,purchase,control,r,,3,c,h,purhhase,1,8,real
ceremony,ceremony,r,,ceremony,,ceremony,control,r,,6,n,m,ceremomy,0,8,real
crustacean,crustecean,r,,crustacean,,crustacean,control,r,,5,a,e,crustecean,1,10,real
livel,livel,r,,level,,level,control,r,,1,e,i,livel,2,5,real
complain,camplain,r,,complain,,complain,control,r,,1,o,a,camplain,1,8,real
ittend,ittend,r,,attend,,attend,control,r,,0,a,i,ittend,2,6,real
catalogue,catalogue,r,,catalogue,,catalogue,control,r,,6,g,c,catalocue,0,9,real
unwisely,unwiselm,prs,un,wise,ly,unwisely,target,s,0.0,1,y,m,unwiselm,1,8,real
unikormly,unikormly,prs,uni,form,ly,uniformly,target,r,,0,f,k,unikormly,2,9,real
tedestrian,pedestrian,r,,pedestrian,,pedestrian,control,r,,0,p,t,tedestrian,3,10,real
counpil,counpil,r,,council,,council,control,r,,4,c,p,counpil,2,7,real
vroperty,property,r,,property,,property,control,r,,0,p,v,vroperty,3,8,real
ouhsmart,outsmart,pr,out,smart,,outsmart,target,p,0.0,2,t,h,ouhsmart,3,8,real
troubli,troubli,r,,trouble,,trouble,control,r,,6,e,i,troubli,2,7,real
absulute,absolute,r,,absolute,,absolute,control,r,,3,o,u,absulute,3,8,real
rejuvenata,rejuvenata,prs,re,juven,ate,rejuvenate,target,s,0.0,2,e,a,rejuvenata,2,10,real
pitifulll,pitifulll,rss,,piti,ful_ly,pitifully,target,s,1.0,1,y,l,pitifulll,2,9,real
avananche,avananche,r,,avalanche,,avalanche,control,r,,3,l,n,avananche,2,9,real
mormality,mormality,rss,,norm,al_ity,normality,target,r,,0,n,m,mormality,2,9,real
cartridge,cartridge,r,,cartridge,,cartridge,control,r,,3,t,h,carhridge,0,9,real
tramsmit,transmit,r,,transmit,,transmit,control,r,,3,n,m,tramsmit,3,8,real
prapaganda,propaganda,r,,propaganda,,propaganda,control,r,,2,o,a,prapaganda,3,10,real
egoistic,egoistic,rss,,ego,ist_ic,egoistic,target,s,1.0,1,c,s,egoistis,0,8,real
unlikely,unlikely,prs,un,like,ly,unlikely,target,p,0.0,1,n,w,uwlikely,0,8,real
camoufloge,camouflage,r,,camouflage,,camouflage,control,r,,7,a,o,camoufloge,3,10,real
enjoy,erjoy,pr,en,joy,,enjoy,target,p,0.0,1,n,r,erjoy,1,5,real
weirdly,weirdly,rs,,weird,ly,weirdly,target,r,,1,e,a,wairdly,0,7,real
oxhale,oxhale,pr,ex,hale,,exhale,target,p,0.0,0,e,o,oxhale,2,6,real
neighbour,neighbour,r,,neighbour,,neighbour,control,r,,2,i,e,neeghbour,0,9,real
