first,second,condition,prefixes,root,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength,type
reoutsell,reouhsell,ppr,re_out,sell,,reoutsell,target,p,1.0,2,t,h,reouhsell,1,9,real
modamly,modally,rss,,mod,al_ly,modally,target,s,0.0,1,l,m,modamly,3,7,real
youthfulyy,youthfulyy,rss,,youth,ful_ly,youthfully,target,s,1.0,0,l,y,youthfulyy,2,10,real
college,cillege,r,,college,,college,control,r,,1,o,i,cillege,1,7,real
happan,happen,r,,happen,,happen,control,r,,4,e,a,happan,3,6,real
support,support,r,,support,,support,control,r,,2,p,t,sutport,0,7,real
rejuvenate,rejevenate,prs,re,juven,ate,rejuvenate,target,r,,1,u,e,rejevenate,1,10,real
roactor,reactor,prs,re,act,or,reactor,target,p,0.0,1,e,o,roactor,3,7,real
rarun,rerun,pr,re,run,,rerun,target,p,0.0,1,e,a,rarun,3,5,real
illegar,illegar,pr,il,legal,,illegal,target,r,,4,l,r,illegar,2,7,real
raoutsmart,reoutsmart,ppr,re_out,smart,,reoutsmart,target,p,0.0,1,e,a,raoutsmart,3,10,real
unehentful,unehentful,prs,un,event,ful,uneventful,target,r,,1,v,h,unehentful,2,10,real
puychase,puychase,r,,purchase,,purchase,control,r,,2,r,y,puychase,2,8,real
prewisuse,prewisuse,ppr,pre_mis,use,,premisuse,target,p,1.0,0,m,w,prewisuse,2,9,real
riimpose,riimpose,ppr,re_im,pose,,reimpose,target,p,0.0,1,e,i,riimpose,2,8,real
ropaint,ropaint,pr,re,paint,,repaint,target,p,0.0,1,e,o,ropaint,2,7,real
westennize,westennize,rss,,west,ern_ize,westernize,target,s,0.0,1,r,n,westennize,2,10,real
unlawfel,unlawfel,prs,un,law,ful,unlawful,target,s,0.0,1,u,e,unlawfel,2,8,real
wistfolly,wistfolly,rss,,wist,ful_ly,wistfully,target,s,0.0,1,u,o,wistfolly,2,9,real
reemact,reemact,ppr,re_en,act,,reenact,target,p,1.0,1,n,m,reemact,2,7,real
command,cormand,r,,command,,command,control,r,,2,m,r,cormand,1,7,real
enact,enact,pr,en,act,,enact,target,p,0.0,1,n,m,emact,0,5,real
redisagree,redisogree,ppr,re_dis,agree,,redisagree,target,r,,0,a,o,redisogree,1,10,real
wrestler,wrestjer,rs,,wrestl,er,wrestler,target,r,,5,l,j,wrestjer,1,8,real
cantalouce,cantaloupe,r,,cantaloupe,,cantaloupe,control,r,,8,p,c,cantalouce,3,10,real
solvable,solvable,rs,,solv,able,solvable,target,r,,1,o,a,salvable,0,8,real
allusovely,allusively,rss,,allus,ive_ly,allusively,target,s,0.0,0,i,o,allusovely,3,10,real
property,property,r,,property,,property,control,r,,5,r,m,propemty,0,8,real
attempt,atterpt,r,,attempt,,attempt,control,r,,4,m,r,atterpt,1,7,real
discuss,discuss,r,,discuss,,discuss,control,r,,3,c,d,disduss,0,7,real
apparatus,apparatus,r,,apparatus,,apparatus,control,r,,0,a,o,opparatus,0,9,real
habiteally,habiteally,rss,,habit,ual_ly,habitually,target,s,0.0,0,u,e,habiteally,2,10,real
disembowel,disembowel,ppr,dis_em,bowel,,disembowel,target,p,0.0,1,i,e,desembowel,0,10,real
predispose,predispose,ppr,pre_dis,pose,,predispose,target,p,1.0,1,i,o,predospose,0,10,real
sixhhly,sixhhly,rss,,six,th_ly,sixthly,target,s,0.0,0,t,h,sixhhly,2,7,real
repertoire,repertoile,r,,repertoire,,repertoire,control,r,,8,r,l,repertoile,1,10,real
disposul,disposul,prs,dis,pos,al,disposal,target,s,0.0,0,a,u,disposul,2,8,real
nonraciel,nonracial,prs,non,raci,al,nonracial,target,s,0.0,0,a,e,nonraciel,3,9,real
dreasure,dreasure,r,,treasure,,treasure,control,r,,0,t,d,dreasure,2,8,real
gartoyle,gargoyle,r,,gargoyle,,gargoyle,control,r,,3,g,t,gartoyle,3,8,real
medicine,medicine,r,,medicine,,medicine,control,r,,4,c,h,medihine,0,8,real
disinherit,disinterit,ppr,dis_in,herit,,disinherit,target,r,,0,h,t,disinterit,1,10,real
tancel,cancel,r,,cancel,,cancel,control,r,,0,c,t,tancel,3,6,real
reinstade,reinstate,ppr,re_in,state,,reinstate,target,r,,3,t,d,reinstade,3,9,real
somersault,somersault,r,,somersault,,somersault,control,r,,7,u,a,somersaalt,0,10,real
taarless,taarless,rs,,tear,less,tearless,target,r,,1,e,a,taarless,2,8,real
menfully,manfully,rss,,man,ful_ly,manfully,target,r,,1,a,e,menfully,3,8,real
umevently,umevently,prs,un,event,ly,unevently,target,p,0.0,1,n,m,umevently,2,9,real
hoyocaust,holocaust,r,,holocaust,,holocaust,control,r,,2,l,y,hoyocaust,3,9,real
leprechaun,luprechaun,r,,leprechaun,,leprechaun,control,r,,1,e,u,luprechaun,1,10,real
comfort,comfort,r,,comfort,,comfort,control,r,,2,m,w,cowfort,0,7,real
salmomella,salmonella,r,,salmonella,,salmonella,control,r,,5,n,m,salmomella,3,10,real
direct,direct,r,,direct,,direct,control,r,,5,t,h,direch,0,6,real
hierodlyph,hierodlyph,r,,hieroglyph,,hieroglyph,control,r,,5,g,d,hierodlyph,2,10,real
propagande,propagande,r,,propaganda,,propaganda,control,r,,9,a,e,propagande,2,10,real
lewfully,lewfully,rss,,law,ful_ly,lawfully,target,r,,1,a,e,lewfully,2,8,real
restaurant,restaurant,r,,restaurant,,restaurant,control,r,,4,a,e,resteurant,0,10,real
tartness,tartness,rs,,tart,ness,tartness,target,s,0.0,0,n,m,tartmess,0,8,real
translatur,translator,rs,,translat,or,translator,target,s,0.0,0,o,u,translatur,3,10,real
sudpense,sudpense,r,,suspense,,suspense,control,r,,2,s,d,sudpense,2,8,real
unwisely,unwisely,prs,un,wise,ly,unwisely,target,r,,1,i,u,unwusely,0,8,real
disembodn,disembodn,ppr,dis_em,body,,disembody,target,r,,3,y,n,disembodn,2,9,real
unicycle,unipycle,pr,uni,cycle,,unicycle,target,r,,0,c,p,unipycle,1,8,real
wishfulry,wishfully,rss,,wish,ful_ly,wishfully,target,s,1.0,0,l,r,wishfulry,3,9,real
unhappuer,unhappier,prs,un,happ,ier,unhappier,target,s,0.0,0,i,u,unhappuer,3,9,real
profess,profets,r,,profess,,profess,control,r,,5,s,t,profets,1,7,real
upholder,epholder,prs,up,hold,er,upholder,target,p,0.0,0,u,e,epholder,1,8,real
surfer,surfer,rs,,surf,er,surfer,target,r,,0,s,t,turfer,0,6,real
artillemy,artillery,r,,artillery,,artillery,control,r,,7,r,m,artillemy,3,9,real
chawnel,channel,r,,channel,,channel,control,r,,3,n,w,chawnel,3,7,real
nonstop,nonstap,pr,non,stop,,nonstop,target,r,,2,o,a,nonstap,1,7,real
nemistake,remistake,ppr,re_mis,take,,remistake,target,p,0.0,0,r,n,nemistake,3,9,real
guillotine,guillotine,r,,guillotine,,guillotine,control,r,,1,u,o,goillotine,0,10,real
trampoline,trampoline,r,,trampoline,,trampoline,control,r,,8,n,r,trampolire,0,10,real
catalog,catalog,r,,catalog,,catalog,control,r,,2,t,d,cadalog,0,7,real
sprinter,sprinter,rs,,sprint,er,sprinter,target,s,0.0,1,r,m,sprintem,0,8,real
upgyade,upgrade,pr,up,grade,,upgrade,target,r,,1,r,y,upgyade,3,7,real
womanizor,womanizer,rss,,woman,iz_er,womanizer,target,s,1.0,0,e,o,womanizor,3,9,real
uneformly,uneformly,prs,uni,form,ly,uniformly,target,p,0.0,2,i,e,uneformly,2,9,real
pronoumce,pronoumce,r,,pronounce,,pronounce,control,r,,6,n,m,pronoumce,2,9,real
tambourene,tambourine,r,,tambourine,,tambourine,control,r,,7,i,e,tambourene,3,10,real
furably,furably,rss,,cur,abl_y,curably,target,r,,0,c,f,furably,2,7,real
misuse,nisuse,pr,mis,use,,misuse,target,p,0.0,0,m,n,nisuse,1,6,real
howeless,homeless,rs,,home,less,homeless,target,r,,2,m,w,howeless,3,8,real
privilege,privilege,r,,privilege,,privilege,control,r,,8,e,o,privilego,0,9,real
prostitute,prostitute,r,,prostitute,,prostitute,control,r,,1,r,y,pyostitute,0,10,real
avalanche,avalancho,r,,avalanche,,avalanche,control,r,,8,e,o,avalancho,1,9,real
versatile,versatile,r,,versatile,,versatile,control,r,,1,e,a,varsatile,0,9,real
phenomenon,phemomenon,r,,phenomenon,,phenomenon,control,r,,3,n,m,phemomenon,1,10,real
naturalist,naturawist,rss,,natur,al_ist,naturalist,target,s,0.0,1,l,w,naturawist,1,10,real
champaign,chamhaign,r,,champaign,,champaign,control,r,,4,p,h,chamhaign,1,9,real
watly,watly,rs,,wet,ly,wetly,target,r,,1,e,a,watly,2,5,real
sexist,sexist,rs,,sex,ist,sexist,target,s,0.0,0,i,a,sexast,0,6,real
unminpful,unmindful,prs,un,mind,ful,unmindful,target,r,,3,d,p,unminpful,3,9,real
complete,complede,r,,complete,,complete,control,r,,6,t,d,complede,1,8,real
fafally,fafally,rss,,fat,al_ly,fatally,target,r,,2,t,f,fafally,2,7,real
concrete,concrete,r,,concrete,,concrete,control,r,,2,n,m,comcrete,0,8,real
allurement,almurement,rs,,allure,ment,allurement,target,r,,2,l,m,almurement,1,10,real
heroic,haroic,rs,,hero,ic,heroic,target,r,,1,e,a,haroic,1,6,real
crustacean,crustacean,r,,crustacean,,crustacean,control,r,,6,c,h,crustahean,0,10,real
discipline,discipline,r,,discipline,,discipline,control,r,,2,s,g,digcipline,0,10,real
upstage,upstaxe,pr,up,stage,,upstage,target,r,,3,g,x,upstaxe,1,7,real
curmency,currency,r,,currency,,currency,control,r,,3,r,m,curmency,3,8,real
nonsemse,nonsemse,pr,non,sense,,nonsense,target,r,,2,n,m,nonsemse,2,8,real
atree,agree,r,,agree,,agree,control,r,,1,g,t,atree,3,5,real
chargu,charge,r,,charge,,charge,control,r,,5,e,u,chargu,3,6,real
distinct,distinct,r,,distinct,,distinct,control,r,,7,t,d,distincd,0,8,real
reinforce,reinfirce,ppr,re_in,force,,reinforce,target,r,,1,o,i,reinfirce,1,9,real
spomtive,spomtive,rs,,sport,ive,sportive,target,r,,3,r,m,spomtive,2,8,real
shyly,phyly,rs,,shy,ly,shyly,target,r,,0,s,p,phyly,1,5,real
complaint,complaint,r,,complaint,,complaint,control,r,,2,m,l,colplaint,0,9,real
devalui,devalue,pr,de,value,,devalue,target,r,,4,e,i,devalui,3,7,real
womanize,womanize,rs,,woman,ize,womanize,target,r,,1,o,e,wemanize,0,8,real
unshaven,unshaven,prs,un,shav,en,unshaven,target,r,,2,a,o,unshoven,0,8,real
woefully,woefully,rss,,woe,ful_ly,woefully,target,r,,2,e,a,woafully,0,8,real
cubicil,cubicil,rss,,cub,ic_al,cubical,target,s,1.0,0,a,i,cubicil,2,7,real
wrice,wrice,r,,write,,write,control,r,,3,t,c,wrice,2,5,real
reovercome,reovercome,ppr,re_over,come,,reovercome,target,r,,0,c,p,reoverpome,0,10,real
nacuralism,nacuralism,rss,,natur,al_ism,naturalism,target,r,,2,t,c,nacuralism,2,10,real
disbam,disbam,pr,dis,bar,,disbar,target,r,,2,r,m,disbam,2,6,real
movably,movably,rss,,mov,abl_y,movably,target,s,0.0,2,l,y,movabyy,0,7,real
mushroom,mushroim,r,,mushroom,,mushroom,control,r,,6,o,i,mushroim,1,8,real
chimdanzee,chimdanzee,r,,chimpanzee,,chimpanzee,control,r,,4,p,d,chimdanzee,2,10,real
threshold,thresdold,r,,threshold,,threshold,control,r,,5,h,d,thresdold,1,9,real
itonic,iconic,rs,,icon,ic,iconic,target,r,,1,c,t,itonic,3,6,real
achieve,achieve,r,,achieve,,achieve,control,r,,6,e,o,achievo,0,7,real
friend,hriend,r,,friend,,friend,control,r,,0,f,h,hriend,1,6,real
leave,leave,r,,leave,,leave,control,r,,4,e,o,leavo,0,5,real
skeleton,skeleten,r,,skeleton,,skeleton,control,r,,6,o,e,skeleten,1,8,real
countel,counsel,r,,counsel,,counsel,control,r,,4,s,t,countel,3,7,real
accimplice,accomplice,r,,accomplice,,accomplice,control,r,,3,o,i,accimplice,3,10,real
woodenness,woodennets,rss,,wood,en_ness,woodenness,target,s,1.0,2,s,t,woodennets,1,10,real
prosect,protect,r,,protect,,protect,control,r,,3,t,s,prosect,3,7,real
unreal,unweal,pr,un,real,,unreal,target,r,,0,r,w,unweal,1,6,real
iccount,account,r,,account,,account,control,r,,0,a,i,iccount,3,7,real
boulevard,boulevard,r,,boulevard,,boulevard,control,r,,3,l,m,boumevard,0,9,real
problem,problem,r,,problem,,problem,control,r,,6,m,r,probler,0,7,real
imvalidate,imvalidate,prs,in,valid,ate,invalidate,target,p,0.0,1,n,m,imvalidate,2,10,real
ramain,remain,r,,remain,,remain,control,r,,1,e,a,ramain,3,6,real
architect,architect,r,,architect,,architect,control,r,,3,h,t,arctitect,0,9,real
perform,perform,r,,perform,,perform,control,r,,2,r,m,pemform,0,7,real
struggle,struggle,r,,struggle,,struggle,control,r,,6,l,r,struggre,0,8,real
enphasis,emphasis,r,,emphasis,,emphasis,control,r,,1,m,n,enphasis,3,8,real
weerdly,weirdly,rs,,weird,ly,weirdly,target,r,,2,i,e,weerdly,3,7,real
