first,second,condition,prefixes,root,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength,type
apparatus,apparatus,r,,apparatus,,apparatus,control,r,,5,a,u,apparutus,0,9,real
outperform,outperform,pr,out,perform,,outperform,target,p,0.0,0,o,e,eutperform,0,10,real
tunefully,tunefullr,rss,,tune,ful_ly,tunefully,target,s,1.0,1,y,r,tunefullr,1,9,real
camouflage,camouflage,r,,camouflage,,camouflage,control,r,,7,a,e,camouflege,0,10,real
intellect,intellect,r,,intellect,,intellect,control,r,,8,t,g,intellecg,0,9,real
oussmart,outsmart,pr,out,smart,,outsmart,target,p,0.0,2,t,s,oussmart,3,8,real
disruption,disruption,prs,dis,rupt,ion,disruption,target,p,0.0,2,s,h,dihruption,0,10,real
unlikely,unlikell,prs,un,like,ly,unlikely,target,s,0.0,1,y,l,unlikell,1,8,real
entangle,entangle,pr,en,tangle,,entangle,target,r,,3,g,h,entanhle,0,8,real
shmly,shyly,rs,,shy,ly,shyly,target,r,,2,y,m,shmly,3,5,real
unlawful,unlarful,prs,un,law,ful,unlawful,target,r,,2,w,r,unlarful,1,8,real
masquerade,masquerade,r,,masquerade,,masquerade,control,r,,6,r,n,masquenade,0,10,real
immoyally,immoyally,prs,im,moral,ly,immorally,target,r,,2,r,y,immoyally,2,9,real
reoutsell,reoutsell,ppr,re_out,sell,,reoutsell,target,p,1.0,2,t,g,reougsell,0,9,real
collect,collect,r,,collect,,collect,control,r,,1,o,i,cillect,0,7,real
restaurant,mestaurant,r,,restaurant,,restaurant,control,r,,0,r,m,mestaurant,1,10,real
champagne,champagne,r,,champagne,,champagne,control,r,,1,h,p,cpampagne,0,9,real
ingredient,ingredient,r,,ingredient,,ingredient,control,r,,9,t,g,ingredieng,0,10,real
modally,modally,rss,,mod,al_ly,modally,target,s,0.0,0,a,o,modolly,0,7,real
pletform,platform,r,,platform,,platform,control,r,,2,a,e,pletform,3,8,real
salmonella,salmonella,r,,salmonella,,salmonella,control,r,,4,o,a,salmanella,0,10,real
fixthly,fixthly,rss,,six,th_ly,sixthly,target,r,,0,s,f,fixthly,2,7,real
againsh,against,r,,against,,against,control,r,,6,t,h,againsh,3,7,real
gayer,gayer,rs,,gay,er,gayer,target,s,0.0,1,r,m,gayem,0,5,real
redefnate,redefnate,ppr,re_de,flate,,redeflate,target,r,,1,l,n,redefnate,2,9,real
presh,presh,r,,press,,press,control,r,,4,s,h,presh,2,5,real
deodorizi,deodorizi,prs,de,odor,ize,deodorize,target,s,0.0,2,e,i,deodorizi,2,9,real
plate,plate,r,,place,,place,control,r,,3,c,t,plate,2,5,real
hieroglyph,hierogmyph,r,,hieroglyph,,hieroglyph,control,r,,6,l,m,hierogmyph,1,10,real
uniformly,uniformly,prs,uni,form,ly,uniformly,target,r,,3,m,n,unifornly,0,9,real
reimpose,reimpose,ppr,re_im,pose,,reimpose,target,p,1.0,1,m,l,reilpose,0,8,real
holocaust,holocauft,r,,holocaust,,holocaust,control,r,,7,s,f,holocauft,1,9,real
sarprise,surprise,r,,surprise,,surprise,control,r,,1,u,a,sarprise,3,8,real
unearthlm,unearthly,prs,un,earth,ly,unearthly,target,s,0.0,1,y,m,unearthlm,3,9,real
dicficult,difficult,r,,difficult,,difficult,control,r,,2,f,c,dicficult,3,9,real
extracd,extracd,pr,ex,tract,,extract,target,r,,4,t,d,extracd,2,7,real
hatitually,hatitually,rss,,habit,ual_ly,habitually,target,r,,2,b,t,hatitually,2,10,real
transmit,transmit,r,,transmit,,transmit,control,r,,1,r,y,tyansmit,0,8,real
architect,architect,r,,architect,,architect,control,r,,2,c,t,arthitect,0,9,real
hallelejah,hallelejah,r,,hallelujah,,hallelujah,control,r,,6,u,e,hallelejah,2,10,real
attampt,attampt,r,,attempt,,attempt,control,r,,3,e,a,attampt,2,7,real
suspense,suspense,r,,suspense,,suspense,control,r,,0,s,c,cuspense,0,8,real
apploach,approach,r,,approach,,approach,control,r,,3,r,l,apploach,3,8,real
neoutsmart,reoutsmart,ppr,re_out,smart,,reoutsmart,target,p,0.0,0,r,n,neoutsmart,3,10,real
provonce,province,r,,province,,province,control,r,,4,i,o,provonce,3,8,real
removar,removar,prs,re,mov,al,removal,target,s,0.0,1,l,r,removar,2,7,real
reusable,reupable,prs,re,us,able,reusable,target,r,,1,s,p,reupable,1,8,real
undisguise,undisguise,ppr,un_dis,guise,,undisguise,target,p,0.0,0,u,a,andisguise,0,10,real
hupport,support,r,,support,,support,control,r,,0,s,h,hupport,3,7,real
westernize,westernize,rss,,west,ern_ize,westernize,target,r,,1,e,u,wusternize,0,10,real
horror,horrer,r,,horror,,horror,control,r,,4,o,e,horrer,1,6,real
etiquette,etiquette,r,,etiquette,,etiquette,control,r,,4,u,i,etiqiette,0,9,real
natare,nature,r,,nature,,nature,control,r,,3,u,a,natare,3,6,real
campaign,campaitn,r,,campaign,,campaign,control,r,,6,g,t,campaitn,1,8,real
cartridgi,cartridgi,r,,cartridge,,cartridge,control,r,,8,e,i,cartridgi,2,9,real
fourthly,fourthly,rss,,four,th_ly,fourthly,target,r,,2,u,e,foerthly,0,8,real
reinstahe,reinstahe,ppr,re_in,state,,reinstate,target,r,,3,t,h,reinstahe,2,9,real
absonute,absonute,r,,absolute,,absolute,control,r,,4,l,n,absonute,2,8,real
remisalign,remisaligw,ppr,re_mis,align,,remisalign,target,r,,4,n,w,remisaligw,1,10,real
soirness,sourness,rs,,sour,ness,sourness,target,r,,2,u,i,soirness,3,8,real
rhinoceros,rhinoceros,r,,rhinoceros,,rhinoceros,control,r,,7,r,w,rhinocewos,0,10,real
accomplice,accomplice,r,,accomplice,,accomplice,control,r,,2,c,h,achomplice,0,10,real
cellophane,cellophano,r,,cellophane,,cellophane,control,r,,9,e,o,cellophano,1,10,real
curablr,curably,rss,,cur,abl_y,curably,target,s,1.0,0,y,r,curablr,3,7,real
lepnechaun,leprechaun,r,,leprechaun,,leprechaun,control,r,,3,r,n,lepnechaun,3,10,real
reimporc,reimporc,ppr,re_im,port,,reimport,target,r,,3,t,c,reimporc,2,8,real
champaign,chamfaign,r,,champaign,,champaign,control,r,,4,p,f,chamfaign,1,9,real
stmaight,straight,r,,straight,,straight,control,r,,2,r,m,stmaight,3,8,real
satally,fatally,rss,,fat,al_ly,fatally,target,r,,0,f,s,satally,3,7,real
repiewer,reviewer,prs,re,view,er,reviewer,target,r,,0,v,p,repiewer,3,8,real
announce,announce,r,,announce,,announce,control,r,,2,n,m,anmounce,0,8,real
reovercome,reovercome,ppr,re_over,come,,reovercome,target,r,,3,e,i,reovercomi,0,10,real
impossible,impossible,pr,im,possible,,impossible,target,p,0.0,0,i,e,empossible,0,10,real
avalanche,avalanche,r,,avalanche,,avalanche,control,r,,3,l,r,avaranche,0,9,real
mitlessly,witlessly,rss,,wit,less_ly,witlessly,target,r,,0,w,m,mitlessly,3,9,real
boulevard,boulevard,r,,boulevard,,boulevard,control,r,,0,b,g,goulevard,0,9,real
solidify,solidify,rs,,solid,ify,solidify,target,s,0.0,0,i,o,solidofy,0,8,real
sensory,sensiry,rss,,sens,or_y,sensory,target,s,0.0,0,o,i,sensiry,1,7,real
silhouette,silhouette,r,,silhouette,,silhouette,control,r,,0,s,d,dilhouette,0,10,real
calleague,colleague,r,,colleague,,colleague,control,r,,1,o,a,calleague,3,9,real
sportive,tportive,rs,,sport,ive,sportive,target,r,,0,s,t,tportive,1,8,real
curemony,ceremony,r,,ceremony,,ceremony,control,r,,1,e,u,curemony,3,8,real
alienate,alienase,rs,,alien,ate,alienate,target,s,0.0,1,t,s,alienase,1,8,real
willfully,willfully,rss,,will,ful_ly,willfully,target,s,0.0,0,f,t,willtully,0,9,real
nonraceal,nonracial,prs,non,raci,al,nonracial,target,r,,3,i,e,nonraceal,3,9,real
library,library,r,,library,,library,control,r,,6,y,l,librarl,0,7,real
scsool,scsool,r,,school,,school,control,r,,2,h,s,scsool,2,6,real
woodenly,woodenly,rss,,wood,en_ly,woodenly,target,r,,2,o,i,woidenly,0,8,real
remaver,remaver,prs,re,mov,er,remover,target,r,,1,o,a,remaver,2,7,real
disembody,disembody,ppr,dis_em,body,,disembody,target,r,,1,o,u,disembudy,0,9,real
sedestrian,sedestrian,r,,pedestrian,,pedestrian,control,r,,0,p,s,sedestrian,2,10,real
achiepe,achieve,r,,achieve,,achieve,control,r,,5,v,p,achiepe,3,7,real
allusuvely,allusively,rss,,allus,ive_ly,allusively,target,s,0.0,0,i,u,allusuvely,3,10,real
remistako,remistako,ppr,re_mis,take,,remistake,target,r,,3,e,o,remistako,2,9,real
onicycle,unicycle,pr,uni,cycle,,unicycle,target,p,0.0,0,u,o,onicycle,3,8,real
invaledate,invaledate,prs,in,valid,ate,invalidate,target,r,,3,i,e,invaledate,2,10,real
sprintar,sprintar,rs,,sprint,er,sprinter,target,s,0.0,0,e,a,sprintar,2,8,real
naturamist,naturamist,rss,,natur,al_ist,naturalist,target,s,0.0,1,l,m,naturamist,2,10,real
corfort,corfort,r,,comfort,,comfort,control,r,,2,m,r,corfort,2,7,real
stimulus,stamulus,r,,stimulus,,stimulus,control,r,,2,i,a,stamulus,1,8,real
rottenly,rottenly,rss,,rott,en_ly,rottenly,target,r,,0,r,l,lottenly,0,8,real
paler,palir,rs,,pal,er,paler,target,s,0.0,0,e,i,palir,1,5,real
morshall,marshall,r,,marshall,,marshall,control,r,,1,a,o,morshall,3,8,real
ittack,attack,r,,attack,,attack,control,r,,0,a,i,ittack,3,6,real
wakefully,wakefully,rss,,wake,ful_ly,wakefully,target,s,1.0,0,l,m,wakefulmy,0,9,real
orally,irally,rs,,oral,ly,orally,target,r,,0,o,i,irally,1,6,real
rejuvenate,rejuvenate,prs,re,juven,ate,rejuvenate,target,p,0.0,1,e,u,rujuvenate,0,10,real
