first,second,condition,prefixes,root,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength,type
sfortive,sportive,rs,,sport,ive,sportive,target,r,,1,p,f,sfortive,3,8,real
cassette,cassutte,r,,cassette,,cassette,control,r,,4,e,u,cassutte,1,8,real
outcerform,outperform,pr,out,perform,,outperform,target,r,,0,p,c,outcerform,3,10,real
license,license,r,,license,,license,control,r,,4,n,j,licejse,0,7,real
uniformly,uniformly,prs,uni,form,ly,uniformly,target,r,,1,o,a,unifarmly,0,9,real
gantaloupe,gantaloupe,r,,cantaloupe,,cantaloupe,control,r,,0,c,g,gantaloupe,2,10,real
witlessly,wetlessly,rss,,wit,less_ly,witlessly,target,r,,1,i,e,wetlessly,1,9,real
rottenly,rottenly,rss,,rott,en_ly,rottenly,target,r,,1,o,e,rettenly,0,8,real
unnateral,unnatural,prs,un,natur,al,unnatural,target,r,,3,u,e,unnateral,3,9,real
reversable,reversable,prs,re,vers,able,reversable,target,p,0.0,0,r,m,meversable,0,10,real
egain,egain,r,,again,,again,control,r,,0,a,e,egain,2,5,real
prevaew,prevaew,pr,pre,view,,preview,target,r,,1,i,a,prevaew,2,7,real
heroital,heroital,rss,,hero,ic_al,heroical,target,s,0.0,1,c,t,heroital,2,8,real
certain,certain,r,,certain,,certain,control,r,,4,a,i,certiin,0,7,real
district,dittrict,r,,district,,district,control,r,,2,s,t,dittrict,1,8,real
quarantine,qiarantine,r,,quarantine,,quarantine,control,r,,1,u,i,qiarantine,1,10,real
disanherit,disinherit,ppr,dis_in,herit,,disinherit,target,p,1.0,0,i,a,disanherit,3,10,real
handle,handle,r,,handle,,handle,control,r,,1,a,i,hindle,0,6,real
premistake,premistake,ppr,pre_mis,take,,premistake,target,r,,0,t,s,premissake,0,10,real
currercy,currercy,r,,currency,,currency,control,r,,5,n,r,currercy,2,8,real
norrality,normality,rss,,norm,al_ity,normality,target,r,,3,m,r,norrality,3,9,real
immoral,immoral,pr,im,moral,,immoral,target,p,0.0,0,i,u,ummoral,0,7,real
paradigm,karadigm,r,,paradigm,,paradigm,control,r,,0,p,k,karadigm,1,8,real
palindmome,palindrome,r,,palindrome,,palindrome,control,r,,6,r,m,palindmome,3,10,real
healgh,health,r,,health,,health,control,r,,4,t,g,healgh,3,6,real
womanize,womanuze,rs,,woman,ize,womanize,target,s,0.0,0,i,u,womanuze,1,8,real
whisperen,whisperen,rs,,whisper,er,whisperer,target,s,0.0,1,r,n,whisperen,2,9,real
unrest,unrest,pr,un,rest,,unrest,target,p,0.0,1,n,r,urrest,0,6,real
cancel,cancul,r,,cancel,,cancel,control,r,,4,e,u,cancul,1,6,real
opercook,opercook,pr,over,cook,,overcook,target,p,0.0,1,v,p,opercook,2,8,real
redisagmee,redisagree,ppr,re_dis,agree,,redisagree,target,r,,2,r,m,redisagmee,3,10,real
phone,phone,r,,phone,,phone,control,r,,1,h,t,ptone,0,5,real
corbine,combine,r,,combine,,combine,control,r,,2,m,r,corbine,3,7,real
payasite,payasite,r,,parasite,,parasite,control,r,,2,r,y,payasite,2,8,real
endustry,endustry,r,,industry,,industry,control,r,,0,i,e,endustry,2,8,real
profess,trofess,r,,profess,,profess,control,r,,0,p,t,trofess,1,7,real
uninform,uniwform,ppr,un_in,form,,uninform,target,p,1.0,1,n,w,uniwform,1,8,real
approach,approach,r,,approach,,approach,control,r,,6,c,t,approath,0,8,real
pedestrian,pedestrian,r,,pedestrian,,pedestrian,control,r,,4,s,f,pedeftrian,0,10,real
reservoir,raservoir,r,,reservoir,,reservoir,control,r,,1,e,a,raservoir,1,9,real
comfort,comfort,r,,comfort,,comfort,control,r,,0,c,h,homfort,0,7,real
proviwce,province,r,,province,,province,control,r,,5,n,w,proviwce,3,8,real
trampoliwe,trampoline,r,,trampoline,,trampoline,control,r,,8,n,w,trampoliwe,3,10,real
formalivy,formality,rss,,form,al_ity,formality,target,s,1.0,1,t,v,formalivy,3,9,real
convince,coyvince,r,,convince,,convince,control,r,,2,n,y,coyvince,1,8,real
complain,complain,r,,complain,,complain,control,r,,1,o,a,camplain,0,8,real
woodenness,woodenness,rss,,wood,en_ness,woodenness,target,r,,3,d,t,wootenness,0,10,real
rhinoceros,rhinoceros,r,,rhinoceros,,rhinoceros,control,r,,7,r,w,rhinocewos,0,10,real
tallast,tallast,rs,,tall,est,tallest,target,s,0.0,0,e,a,tallast,2,7,real
world,werld,r,,world,,world,control,r,,1,o,e,werld,1,5,real
uncut,uncot,pr,un,cut,,uncut,target,r,,1,u,o,uncot,1,5,real
discipline,discipwine,r,,discipline,,discipline,control,r,,6,l,w,discipwine,1,10,real
college,college,r,,college,,college,control,r,,1,o,a,callege,0,7,real
elect,eloct,r,,elect,,elect,control,r,,2,e,o,eloct,1,5,real
predispase,predispase,ppr,pre_dis,pose,,predispose,target,r,,1,o,a,predispase,2,10,real
pemplate,template,r,,template,,template,control,r,,0,t,p,pemplate,3,8,real
sensomy,sensomy,rss,,sens,or_y,sensory,target,s,0.0,1,r,m,sensomy,2,7,real
paler,paler,rs,,pal,er,paler,target,r,,2,l,r,parer,0,5,real
collect,collect,r,,collect,,collect,control,r,,4,e,i,collict,0,7,real
herooc,herooc,rs,,hero,ic,heroic,target,s,0.0,0,i,o,herooc,2,6,real
boulevard,boulavard,r,,boulevard,,boulevard,control,r,,4,e,a,boulavard,1,9,real
enjoy,onjoy,pr,en,joy,,enjoy,target,p,0.0,0,e,o,onjoy,1,5,real
propaganda,propaganda,r,,propaganda,,propaganda,control,r,,7,n,r,propagarda,0,10,real
drummen,drummen,rs,,drumm,er,drummer,target,s,0.0,1,r,n,drummen,2,7,real
attempt,attempp,r,,attempt,,attempt,control,r,,6,t,p,attempp,1,7,real
senfully,sinfully,rss,,sin,ful_ly,sinfully,target,r,,1,i,e,senfully,3,8,real
catalog,hatalog,r,,catalog,,catalog,control,r,,0,c,h,hatalog,1,7,real
nonsemse,nonsemse,pr,non,sense,,nonsense,target,r,,2,n,m,nonsemse,2,8,real
unfriendly,unfriendlm,prs,un,friend,ly,unfriendly,target,s,0.0,1,y,m,unfriendlm,1,10,real
irtellect,irtellect,r,,intellect,,intellect,control,r,,1,n,r,irtellect,2,9,real
redoflate,redoflate,ppr,re_de,flate,,redeflate,target,p,1.0,1,e,o,redoflate,2,9,real
gayew,gayew,rs,,gay,er,gayer,target,s,0.0,1,r,w,gayew,2,5,real
invigorate,invigorate,prs,in,vigor,ate,invigorate,target,p,0.0,1,n,l,ilvigorate,0,10,real
orally,orally,rs,,oral,ly,orally,target,s,0.0,1,y,m,orallm,0,6,real
command,command,r,,command,,command,control,r,,4,a,i,commind,0,7,real
yellower,yellower,rs,,yellow,er,yellower,target,r,,1,e,u,yullower,0,8,real
tomorrow,tomorrew,r,,tomorrow,,tomorrow,control,r,,6,o,e,tomorrew,1,8,real
sixthly,tixthly,rss,,six,th_ly,sixthly,target,r,,0,s,t,tixthly,1,7,real
undhaven,unshaven,prs,un,shav,en,unshaven,target,r,,0,s,d,undhaven,3,8,real
runewal,renewal,prs,re,new,al,renewal,target,p,0.0,1,e,u,runewal,3,7,real
disorderly,disorderly,prs,dis,order,ly,disorderly,target,s,0.0,0,l,r,disorderry,0,10,real
converse,converse,r,,converse,,converse,control,r,,3,v,s,conserse,0,8,real
unaym,unarm,pr,un,arm,,unarm,target,r,,1,r,y,unaym,3,5,real
analogue,onalogue,r,,analogue,,analogue,control,r,,0,a,o,onalogue,1,8,real
article,article,r,,article,,article,control,r,,1,r,j,ajticle,0,7,real
woefully,wuefully,rss,,woe,ful_ly,woefully,target,r,,1,o,u,wuefully,1,8,real
ceramony,ceremony,r,,ceremony,,ceremony,control,r,,3,e,a,ceramony,3,8,real
insult,insult,r,,insult,,insult,control,r,,4,l,w,insuwt,0,6,real
disewbowel,disembowel,ppr,dis_em,bowel,,disembowel,target,p,1.0,1,m,w,disewbowel,3,10,real
understate,undarstate,pr,under,state,,understate,target,p,0.0,3,e,a,undarstate,1,10,real
comsare,compare,r,,compare,,compare,control,r,,3,p,s,comsare,3,7,real
tunefulmy,tunefully,rss,,tune,ful_ly,tunefully,target,s,1.0,0,l,m,tunefulmy,3,9,real
reimforce,reimforce,ppr,re_in,force,,reinforce,target,p,1.0,1,n,m,reimforce,2,9,real
decoder,decoder,prs,de,cod,er,decoder,target,s,0.0,1,r,m,decodem,0,7,real
reinstate,reinstate,ppr,re_in,state,,reinstate,target,r,,2,a,o,reinstote,0,9,real
apinion,apinion,r,,opinion,,opinion,control,r,,0,o,a,apinion,2,7,real
disugree,disugree,pr,dis,agree,,disagree,target,r,,0,a,u,disugree,2,8,real
determine,determine,r,,determine,,determine,control,r,,6,i,e,determene,0,9,real
leprechaun,weprechaun,r,,leprechaun,,leprechaun,control,r,,0,l,w,weprechaun,1,10,real
blaspheye,blaspheye,r,,blaspheme,,blaspheme,control,r,,7,m,y,blaspheye,2,9,real
program,prograr,r,,program,,program,control,r,,6,m,r,prograr,1,7,real
problem,problem,r,,problem,,problem,control,r,,3,b,h,prohlem,0,7,real
reimport,reimport,ppr,re_im,port,,reimport,target,r,,1,o,i,reimpirt,0,8,real
colleague,colleague,r,,colleague,,colleague,control,r,,5,a,o,colleogue,0,9,real
fafthly,fafthly,rss,,fif,th_ly,fifthly,target,r,,1,i,a,fafthly,2,7,real
movobly,movobly,rss,,mov,abl_y,movably,target,s,0.0,0,a,o,movobly,2,7,real
perform,purform,r,,perform,,perform,control,r,,1,e,u,purform,1,7,real
premisuse,primisuse,ppr,pre_mis,use,,premisuse,target,p,0.0,2,e,i,primisuse,1,9,real
disappeir,disappeir,pr,dis,appear,,disappear,target,r,,4,a,i,disappeir,2,9,real
remisanign,remisanign,ppr,re_mis,align,,remisalign,target,r,,1,l,n,remisanign,2,10,real
principle,principle,r,,principle,,principle,control,r,,4,c,t,printiple,0,9,real
invalidate,invalidate,prs,in,valid,ate,invalidate,target,r,,0,v,h,inhalidate,0,10,real
etiquette,etiquette,r,,etiquette,,etiquette,control,r,,5,e,o,etiquotte,0,9,real
allusively,allusively,rss,,allus,ive_ly,allusively,target,s,1.0,0,l,r,allusivery,0,10,real
reovercore,reovercome,ppr,re_over,come,,reovercome,target,r,,2,m,r,reovercore,3,10,real
prostitute,prostitute,r,,prostitute,,prostitute,control,r,,1,r,m,pmostitute,0,10,real
paradise,paradise,r,,paradise,,paradise,control,r,,2,r,w,pawadise,0,8,real
hopefil,hopefil,rs,,hope,ful,hopeful,target,s,0.0,1,u,i,hopefil,2,7,real
reveewer,reveewer,prs,re,view,er,reviewer,target,r,,1,i,e,reveewer,2,8,real
fourthlm,fourthlm,rss,,four,th_ly,fourthly,target,s,1.0,1,y,m,fourthlm,2,8,real
cellophane,celmophane,r,,cellophane,,cellophane,control,r,,3,l,m,celmophane,1,10,real
understand,understand,r,,understand,,understand,control,r,,3,e,a,undarstand,0,10,real
turricane,hurricane,r,,hurricane,,hurricane,control,r,,0,h,t,turricane,3,9,real
everexpose,overexpose,ppr,over_ex,pose,,overexpose,target,p,0.0,0,o,e,everexpose,3,10,real
struggle,struggle,r,,struggle,,struggle,control,r,,4,g,h,struhgle,0,8,real
suspense,cuspense,r,,suspense,,suspense,control,r,,0,s,c,cuspense,1,8,real
programme,programme,r,,programme,,programme,control,r,,5,a,i,progrimme,0,9,real
chinchilla,chunchilla,r,,chinchilla,,chinchilla,control,r,,2,i,u,chunchilla,1,10,real
enact,enact,pr,en,act,,enact,target,r,,2,t,s,enacs,0,5,real
exhule,exhule,pr,ex,hale,,exhale,target,r,,1,a,u,exhule,2,6,real
cubical,cubical,rss,,cub,ic_al,cubical,target,r,,1,u,e,cebical,0,7,real
shenanigan,shenanigan,r,,shenanigan,,shenanigan,control,r,,8,a,o,shenanigon,0,10,real
crustacean,cmustacean,r,,crustacean,,crustacean,control,r,,1,r,m,cmustacean,1,10,real
umdisclose,umdisclose,ppr,un_dis,close,,undisclose,target,p,0.0,1,n,m,umdisclose,2,10,real
softly,softly,rs,,soft,ly,softly,target,s,0.0,0,l,y,softyy,0,6,real
reoutsmart,reoutsmirt,ppr,re_out,smart,,reoutsmart,target,r,,2,a,i,reoutsmirt,1,10,real
treagure,treagure,r,,treasure,,treasure,control,r,,4,s,g,treagure,2,8,real
artillery,artillery,r,,artillery,,artillery,control,r,,3,i,e,artellery,0,9,real
unfairly,unfairly,prs,un,fair,ly,unfairly,target,r,,3,r,m,unfaimly,0,8,real
degrade,dugrade,pr,de,grade,,degrade,target,p,0.0,1,e,u,dugrade,1,7,real
uwmanly,unmanly,prs,un,man,ly,unmanly,target,p,0.0,1,n,w,uwmanly,3,7,real
country,country,r,,country,,country,control,r,,5,r,m,countmy,0,7,real
versatile,versatile,r,,versatile,,versatile,control,r,,0,v,p,persatile,0,9,real
outsmart,outsmard,pr,out,smart,,outsmart,target,r,,4,t,d,outsmard,1,8,real
champaign,champaign,r,,champaign,,champaign,control,r,,1,h,v,cvampaign,0,9,real
think,think,r,,think,,think,control,r,,3,n,l,thilk,0,5,real
womanizer,womanizer,rss,,woman,iz_er,womanizer,target,s,1.0,1,r,l,womanizel,0,9,real
illegal,illegal,pr,il,legal,,illegal,target,r,,1,e,a,illagal,0,7,real
scmamble,scramble,r,,scramble,,scramble,control,r,,2,r,m,scmamble,3,8,real
schedule,schedule,r,,schedule,,schedule,control,r,,3,e,a,schadule,0,8,real
disclosura,disclosure,prs,dis,clos,ure,disclosure,target,s,0.0,2,e,a,disclosura,3,10,real
woodenly,woodeyly,rss,,wood,en_ly,woodenly,target,s,0.0,1,n,y,woodeyly,1,8,real
molecula,molecule,r,,molecule,,molecule,control,r,,7,e,a,molecula,3,8,real
straigtt,straigtt,r,,straight,,straight,control,r,,6,h,t,straigtt,2,8,real
advance,advance,r,,advance,,advance,control,r,,1,d,b,abvance,0,7,real
secrehe,secrete,r,,secrete,,secrete,control,r,,5,t,h,secrehe,3,7,real
retiscover,rediscover,ppr,re_dis,cover,,rediscover,target,p,1.0,0,d,t,retiscover,3,10,real
reimpose,raimpose,ppr,re_im,pose,,reimpose,target,p,0.0,1,e,a,raimpose,1,8,real
search,seanch,r,,search,,search,control,r,,3,r,n,seanch,1,6,real
reliang,reliant,rs,,reli,ant,reliant,target,s,0.0,2,t,g,reliang,3,7,real
lawfally,lawfully,rss,,law,ful_ly,lawfully,target,s,0.0,1,u,a,lawfally,3,8,real
phenomenon,phenowenon,r,,phenomenon,,phenomenon,control,r,,5,m,w,phenowenon,1,10,real
ramistake,ramistake,ppr,re_mis,take,,remistake,target,p,0.0,1,e,a,ramistake,2,9,real
somidify,solidify,rs,,solid,ify,solidify,target,r,,2,l,m,somidify,3,8,real
weardness,weardness,rs,,weird,ness,weirdness,target,r,,2,i,a,weardness,2,9,real
styleless,styleless,rs,,style,less,styleless,target,s,0.0,2,s,h,stylelehs,0,9,real
masquorade,masquorade,r,,masquerade,,masquerade,control,r,,5,e,o,masquorade,2,10,real
youhhfully,youthfully,rss,,youth,ful_ly,youthfully,target,r,,3,t,h,youhhfully,3,10,real
stamdard,stamdard,r,,standard,,standard,control,r,,3,n,m,stamdard,2,8,real
tambourine,tambourine,r,,tambourine,,tambourine,control,r,,4,o,u,tambuurine,0,10,real
guellotine,guellotine,r,,guillotine,,guillotine,control,r,,2,i,e,guellotine,2,10,real
chameleon,chameweon,r,,chameleon,,chameleon,control,r,,5,l,w,chameweon,1,9,real
spampoo,shampoo,r,,shampoo,,shampoo,control,r,,1,h,p,spampoo,3,7,real
doomerang,boomerang,r,,boomerang,,boomerang,control,r,,0,b,d,doomerang,3,9,real
until,entil,r,,until,,until,control,r,,0,u,e,entil,1,5,real
uxport,uxport,pr,ex,port,,export,target,p,0.0,0,e,u,uxport,2,6,real
rejuvenite,rejuvenite,prs,re,juven,ate,rejuvenate,target,s,0.0,0,a,i,rejuvenite,2,10,real
experience,expenience,r,,experience,,experience,control,r,,4,r,n,expenience,1,10,real
artifise,artifice,r,,artifice,,artifice,control,r,,6,c,s,artifise,3,8,real
sourmess,sourmess,rs,,sour,ness,sourness,target,s,0.0,0,n,m,sourmess,2,8,real
reenact,reenach,ppr,re_en,act,,reenact,target,r,,2,t,h,reenach,1,7,real
urwisely,unwisely,prs,un,wise,ly,unwisely,target,p,0.0,1,n,r,urwisely,3,8,real
enjomment,enjomment,prs,en,joy,ment,enjoyment,target,r,,2,y,m,enjomment,2,9,real
davote,davote,r,,devote,,devote,control,r,,1,e,a,davote,2,6,real
iconit,iconic,rs,,icon,ic,iconic,target,s,0.0,1,c,t,iconit,3,6,real
contrast,contrakt,r,,contrast,,contrast,control,r,,6,s,k,contrakt,1,8,real
peddle,paddle,r,,peddle,,peddle,control,r,,1,e,a,paddle,1,6,real
choosa,choose,r,,choose,,choose,control,r,,5,e,a,choosa,3,6,real
diserbark,disembark,ppr,dis_em,bark,,disembark,target,p,1.0,1,m,r,diserbark,3,9,real
yearly,yearlm,rs,,year,ly,yearly,target,s,0.0,1,y,m,yearlm,1,6,real
ummindful,ummindful,prs,un,mind,ful,unmindful,target,p,0.0,1,n,m,ummindful,2,9,real
unreel,unreal,pr,un,real,,unreal,target,r,,2,a,e,unreel,3,6,real
salmonella,salmonella,r,,salmonella,,salmonella,control,r,,4,o,e,salmenella,0,10,real
concrepe,concrete,r,,concrete,,concrete,control,r,,6,t,p,concrepe,3,8,real
dispohal,disposal,prs,dis,pos,al,disposal,target,r,,2,s,h,dispohal,3,8,real
homeless,homeless,rs,,home,less,homeless,target,r,,3,e,o,homoless,0,8,real
cetalogue,catalogue,r,,catalogue,,catalogue,control,r,,1,a,e,cetalogue,3,9,real
accomplice,uccomplice,r,,accomplice,,accomplice,control,r,,0,a,u,uccomplice,1,10,real
parillel,parallel,r,,parallel,,parallel,control,r,,3,a,i,parillel,3,8,real
holocaust,holocaust,r,,holocaust,,holocaust,control,r,,5,a,e,holoceust,0,9,real
reovercoop,reovercook,ppr,re_over,cook,,reovercook,target,r,,3,k,p,reovercoop,3,10,real
