first,second,condition,prefixes,root,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength,type
privilege,privilego,r,,privilege,,privilege,control,r,,8,e,o,privilego,1,9,real
loprechaun,leprechaun,r,,leprechaun,,leprechaun,control,r,,1,e,o,loprechaun,3,10,real
parallel,parallel,r,,parallel,,parallel,control,r,,7,l,m,parallem,0,8,real
total,tital,r,,total,,total,control,r,,1,o,i,tital,1,5,real
romisalign,remisalign,ppr,re_mis,align,,remisalign,target,p,0.0,1,e,o,romisalign,3,10,real
baler,paler,rs,,pal,er,paler,target,r,,0,p,b,baler,3,5,real
defiant,tefiant,rs,,defi,ant,defiant,target,r,,0,d,t,tefiant,1,7,real
strength,strength,r,,strength,,strength,control,r,,3,e,a,strangth,0,8,real
selhouette,silhouette,r,,silhouette,,silhouette,control,r,,1,i,e,selhouette,3,10,real
attempt,attompt,r,,attempt,,attempt,control,r,,3,e,o,attompt,1,7,real
progyamme,programme,r,,programme,,programme,control,r,,4,r,y,progyamme,3,9,real
boorerang,boorerang,r,,boomerang,,boomerang,control,r,,3,m,r,boorerang,2,9,real
somersault,somersaulp,r,,somersault,,somersault,control,r,,9,t,p,somersaulp,1,10,real
enjoymert,enjoyment,prs,en,joy,ment,enjoyment,target,s,0.0,2,n,r,enjoymert,3,9,real
reimpose,reimpose,ppr,re_im,pose,,reimpose,target,p,0.0,1,e,a,raimpose,0,8,real
chance,charce,r,,chance,,chance,control,r,,3,n,r,charce,1,6,real
corbine,combine,r,,combine,,combine,control,r,,2,m,r,corbine,3,7,real
reoutsmart,reoutsmart,ppr,re_out,smart,,reoutsmart,target,p,0.0,0,r,m,meoutsmart,0,10,real
heroic,heroid,rs,,hero,ic,heroic,target,s,0.0,1,c,d,heroid,1,6,real
relover,remover,prs,re,mov,er,remover,target,r,,0,m,l,relover,3,7,real
chimpanzee,chimpanzeu,r,,chimpanzee,,chimpanzee,control,r,,9,e,u,chimpanzeu,1,10,real
enslave,enslave,pr,en,slave,,enslave,target,r,,1,l,r,ensrave,0,7,real
yearlr,yearlr,rs,,year,ly,yearly,target,s,0.0,1,y,r,yearlr,2,6,real
detail,dutail,r,,detail,,detail,control,r,,1,e,u,dutail,1,6,real
detoder,detoder,prs,de,cod,er,decoder,target,r,,0,c,t,detoder,2,7,real
camoufnage,camouflage,r,,camouflage,,camouflage,control,r,,6,l,n,camoufnage,3,10,real
contrapt,contrapt,r,,contrast,,contrast,control,r,,6,s,p,contrapt,2,8,real
seamch,seamch,r,,search,,search,control,r,,3,r,m,seamch,2,6,real
heroital,heroical,rss,,hero,ic_al,heroical,target,s,0.0,1,c,t,heroital,3,8,real
prodtitute,prostitute,r,,prostitute,,prostitute,control,r,,3,s,d,prodtitute,3,10,real
benefit,banefit,r,,benefit,,benefit,control,r,,1,e,a,banefit,1,7,real
naturalist,naturalist,rss,,natur,al_ist,naturalist,target,r,,1,a,o,noturalist,0,10,real
mediscover,rediscover,ppr,re_dis,cover,,rediscover,target,p,0.0,0,r,m,mediscover,3,10,real
pitofully,pitifully,rss,,piti,ful_ly,pitifully,target,r,,3,i,o,pitofully,3,9,real
secrehe,secrehe,r,,secrete,,secrete,control,r,,5,t,h,secrehe,2,7,real
eucalyptus,eucalyptus,r,,eucalyptus,,eucalyptus,control,r,,6,p,h,eucalyhtus,0,10,real
space,space,r,,space,,space,control,r,,0,s,t,tpace,0,5,real
wrongfulmy,wrongfulmy,rss,,wrong,ful_ly,wrongfully,target,s,1.0,0,l,m,wrongfulmy,2,10,real
marijuana,mariwuana,r,,marijuana,,marijuana,control,r,,4,j,w,mariwuana,1,9,real
alionate,alienate,rs,,alien,ate,alienate,target,r,,3,e,o,alionate,3,8,real
restaurayt,restaurant,r,,restaurant,,restaurant,control,r,,8,n,y,restaurayt,3,10,real
dislike,dislike,pr,dis,like,,dislike,target,r,,1,i,e,disleke,0,7,real
disagree,disagrue,pr,dis,agree,,disagree,target,r,,3,e,u,disagrue,1,8,real
article,arbicle,r,,article,,article,control,r,,2,t,b,arbicle,1,7,real
reuvable,reusable,prs,re,us,able,reusable,target,r,,1,s,v,reuvable,3,8,real
modally,madally,rss,,mod,al_ly,modally,target,r,,1,o,a,madally,1,7,real
efhort,efhort,r,,effort,,effort,control,r,,2,f,h,efhort,2,6,real
export,export,pr,ex,port,,export,target,r,,3,t,c,exporc,0,6,real
tambourine,tambourine,r,,tambourine,,tambourine,control,r,,5,u,o,tamboorine,0,10,real
reoutsell,reoutselm,ppr,re_out,sell,,reoutsell,target,r,,3,l,m,reoutselm,1,9,real
exampme,exampme,r,,example,,example,control,r,,5,l,m,exampme,2,7,real
unwisely,unwisely,prs,un,wise,ly,unwisely,target,p,0.0,0,u,e,enwisely,0,8,real
lorge,lorge,r,,large,,large,control,r,,1,a,o,lorge,2,5,real
architect,architect,r,,architect,,architect,control,r,,1,r,y,aychitect,0,9,real
disembark,disembark,ppr,dis_em,bark,,disembark,target,r,,3,k,v,disembarv,0,9,real
standard,standard,r,,standard,,standard,control,r,,7,d,h,standarh,0,8,real
import,omport,pr,im,port,,import,target,p,0.0,0,i,o,omport,1,6,real
undappier,undappier,prs,un,happ,ier,unhappier,target,r,,0,h,d,undappier,2,9,real
thrashold,threshold,r,,threshold,,threshold,control,r,,3,e,a,thrashold,3,9,real
skier,pkier,rs,,ski,er,skier,target,r,,0,s,p,pkier,1,5,real
persuade,persoade,r,,persuade,,persuade,control,r,,4,u,o,persoade,1,8,real
cammune,commune,r,,commune,,commune,control,r,,1,o,a,cammune,3,7,real
still,still,r,,still,,still,control,r,,2,i,e,stell,0,5,real
start,start,r,,start,,start,control,r,,3,r,m,stamt,0,5,real
schedule,schesule,r,,schedule,,schedule,control,r,,4,d,s,schesule,1,8,real
wfitest,whitest,rs,,whit,est,whitest,target,r,,1,h,f,wfitest,3,7,real
outshine,outshine,pr,out,shine,,outshine,target,r,,1,h,t,outstine,0,8,real
trampoline,trampoline,r,,trampoline,,trampoline,control,r,,0,t,f,frampoline,0,10,real
converpe,converse,r,,converse,,converse,control,r,,6,s,p,converpe,3,8,real
unlawsul,unlawsul,prs,un,law,ful,unlawful,target,s,0.0,0,f,s,unlawsul,2,8,real
reviewer,reviewer,prs,re,view,er,reviewer,target,p,0.0,1,e,a,raviewer,0,8,real
distrect,district,r,,district,,district,control,r,,5,i,e,distrect,3,8,real
toleranco,toleranco,rs,,toler,ance,tolerance,target,s,0.0,3,e,o,toleranco,2,9,real
reset,reset,pr,re,set,,reset,target,r,,2,t,g,reseg,0,5,real
noodenness,woodenness,rss,,wood,en_ness,woodenness,target,r,,0,w,n,noodenness,3,10,real
whiher,whiter,rs,,whit,er,whiter,target,r,,3,t,h,whiher,3,6,real
renewol,renewal,prs,re,new,al,renewal,target,s,0.0,0,a,o,renewol,3,7,real
province,provinpe,r,,province,,province,control,r,,6,c,p,provinpe,1,8,real
masquenade,masquenade,r,,masquerade,,masquerade,control,r,,6,r,n,masquenade,2,10,real
hartridge,cartridge,r,,cartridge,,cartridge,control,r,,0,c,h,hartridge,3,9,real
chayeleon,chayeleon,r,,chameleon,,chameleon,control,r,,3,m,y,chayeleon,2,9,real
paradise,paragise,r,,paradise,,paradise,control,r,,4,d,g,paragise,1,8,real
reinstate,reinstate,ppr,re_in,state,,reinstate,target,r,,2,a,o,reinstote,0,9,real
maturalism,maturalism,rss,,natur,al_ism,naturalism,target,r,,0,n,m,maturalism,2,10,real
hoktile,hostile,r,,hostile,,hostile,control,r,,2,s,k,hoktile,3,7,real
depopulate,depopulete,prs,de,popul,ate,depopulate,target,s,0.0,0,a,e,depopulete,1,10,real
sexthly,sixthly,rss,,six,th_ly,sixthly,target,r,,1,i,e,sexthly,3,7,real
iconid,iconic,rs,,icon,ic,iconic,target,s,0.0,1,c,d,iconid,3,6,real
cubacal,cubacal,rss,,cub,ic_al,cubical,target,s,0.0,0,i,a,cubacal,2,7,real
princople,princople,r,,principle,,principle,control,r,,5,i,o,princople,2,9,real
welcome,welcore,r,,welcome,,welcome,control,r,,5,m,r,welcore,1,7,real
council,council,r,,council,,council,control,r,,3,n,m,coumcil,0,7,real
compare,corpare,r,,compare,,compare,control,r,,2,m,r,corpare,1,7,real
gurchase,purchase,r,,purchase,,purchase,control,r,,0,p,g,gurchase,3,8,real
unrial,unrial,pr,un,real,,unreal,target,r,,1,e,i,unrial,2,6,real
womanizi,womanize,rs,,woman,ize,womanize,target,s,0.0,2,e,i,womanizi,3,8,real
repertoire,repertoire,r,,repertoire,,repertoire,control,r,,6,o,e,reperteire,0,10,real
ignore,igrore,r,,ignore,,ignore,control,r,,2,n,r,igrore,1,6,real
instinct,instinct,r,,instinct,,instinct,control,r,,0,i,e,enstinct,0,8,real
asdress,asdress,r,,address,,address,control,r,,1,d,s,asdress,2,7,real
rottenly,mottenly,rss,,rott,en_ly,rottenly,target,r,,0,r,m,mottenly,1,8,real
country,country,r,,country,,country,control,r,,1,o,a,cauntry,0,7,real
encase,encade,pr,en,case,,encase,target,r,,2,s,d,encade,1,6,real
tourthly,fourthly,rss,,four,th_ly,fourthly,target,r,,0,f,t,tourthly,3,8,real
nonracoal,nonracoal,prs,non,raci,al,nonracial,target,r,,3,i,o,nonracoal,2,9,real
solvable,solvafle,rs,,solv,able,solvable,target,s,0.0,1,b,f,solvafle,1,8,real
valentine,valintine,r,,valentine,,valentine,control,r,,3,e,i,valintine,1,9,real
roovercome,roovercome,ppr,re_over,come,,reovercome,target,p,0.0,1,e,o,roovercome,2,10,real
labour,labour,r,,labour,,labour,control,r,,3,o,i,labiur,0,6,real
ingredient,ingredient,r,,ingredient,,ingredient,control,r,,6,i,a,ingredaent,0,10,real
dihembowel,disembowel,ppr,dis_em,bowel,,disembowel,target,p,0.0,2,s,h,dihembowel,3,10,real
comslaint,complaint,r,,complaint,,complaint,control,r,,3,p,s,comslaint,3,9,real
hilocaust,holocaust,r,,holocaust,,holocaust,control,r,,1,o,i,hilocaust,3,9,real
skeleton,skeletom,r,,skeleton,,skeleton,control,r,,7,n,m,skeletom,1,8,real
undisguise,undisguise,ppr,un_dis,guise,,undisguise,target,r,,0,g,t,undistuise,0,10,real
chinchilla,chinchilra,r,,chinchilla,,chinchilla,control,r,,8,l,r,chinchilra,1,10,real
disinherit,disinhurit,ppr,dis_in,herit,,disinherit,target,r,,1,e,u,disinhurit,1,10,real
embarnass,embarrass,r,,embarrass,,embarrass,control,r,,5,r,n,embarnass,3,9,real
onevently,unevently,prs,un,event,ly,unevently,target,p,0.0,0,u,o,onevently,3,9,real
criteria,criteroa,r,,criteria,,criteria,control,r,,6,i,o,criteroa,1,8,real
struggle,stroggle,r,,struggle,,struggle,control,r,,3,u,o,stroggle,1,8,real
disembody,desembody,ppr,dis_em,body,,disembody,target,p,0.0,1,i,e,desembody,1,9,real
closa,closa,r,,close,,close,control,r,,4,e,a,closa,2,5,real
parform,perform,r,,perform,,perform,control,r,,1,e,a,parform,3,7,real
overstes,overstes,pr,over,step,,overstep,target,r,,3,p,s,overstes,2,8,real
extract,extract,pr,ex,tract,,extract,target,p,0.0,1,x,t,ettract,0,7,real
unmanny,unmanly,prs,un,man,ly,unmanly,target,s,0.0,0,l,n,unmanny,3,7,real
wakefully,wakefully,rss,,wake,ful_ly,wakefully,target,s,1.0,1,y,r,wakefullr,0,9,real
night,light,r,,night,,night,control,r,,0,n,l,light,1,5,real
pronoence,pronounce,r,,pronounce,,pronounce,control,r,,5,u,e,pronoence,3,9,real
westerniza,westerniza,rss,,west,ern_ize,westernize,target,s,1.0,2,e,a,westerniza,2,10,real
probrem,problem,r,,problem,,problem,control,r,,4,l,r,probrem,3,7,real
overexposo,overexpose,ppr,over_ex,pose,,overexpose,target,r,,3,e,o,overexposo,3,10,real
exercise,exercise,r,,exercise,,exercise,control,r,,2,e,o,exorcise,0,8,real
untie,untoe,pr,un,tie,,untie,target,r,,1,i,o,untoe,1,5,real
envelope,envelope,r,,envelope,,envelope,control,r,,5,o,e,envelepe,0,8,real
movably,movablm,rss,,mov,abl_y,movably,target,s,1.0,0,y,m,movablm,1,7,real
tforough,tforough,r,,thorough,,thorough,control,r,,1,h,f,tforough,2,8,real
rirun,rirun,pr,re,run,,rerun,target,p,0.0,1,e,i,rirun,2,5,real
velsatile,velsatile,r,,versatile,,versatile,control,r,,2,r,l,velsatile,2,9,real
distinht,distinct,r,,distinct,,distinct,control,r,,6,c,h,distinht,3,8,real
issuo,issuo,r,,issue,,issue,control,r,,4,e,o,issuo,2,5,real
orally,orally,rs,,oral,ly,orally,target,s,0.0,0,l,m,oralmy,0,6,real
meovercook,meovercook,ppr,re_over,cook,,reovercook,target,p,0.0,0,r,m,meovercook,2,10,real
friendly,friendwy,rs,,friend,ly,friendly,target,s,0.0,0,l,w,friendwy,1,8,real
difficult,difficult,r,,difficult,,difficult,control,r,,5,c,s,diffisult,0,9,real
uniarthly,unearthly,prs,un,earth,ly,unearthly,target,r,,0,e,i,uniarthly,3,9,real
shampeo,shampeo,r,,shampoo,,shampoo,control,r,,5,o,e,shampeo,2,7,real
redisagmee,redisagmee,ppr,re_dis,agree,,redisagree,target,r,,2,r,m,redisagmee,2,10,real
accomplice,accomplice,r,,accomplice,,accomplice,control,r,,9,e,i,accomplici,0,10,real
predispode,predispode,ppr,pre_dis,pose,,predispose,target,r,,2,s,d,predispode,2,10,real
ovoractive,ovoractive,prs,over,act,ive,overactive,target,p,0.0,2,e,o,ovoractive,2,10,real
repay,repay,pr,re,pay,,repay,target,p,0.0,1,e,a,rapay,0,5,real
urmindful,unmindful,prs,un,mind,ful,unmindful,target,p,0.0,1,n,r,urmindful,3,9,real
etiqeette,etiqeette,r,,etiquette,,etiquette,control,r,,4,u,e,etiqeette,2,9,real
enjoy,enjoy,pr,en,joy,,enjoy,target,p,0.0,1,n,l,eljoy,0,5,real
ramoval,removal,prs,re,mov,al,removal,target,p,0.0,1,e,a,ramoval,3,7,real
expereence,experience,r,,experience,,experience,control,r,,5,i,e,expereence,3,10,real
ditcipline,discipline,r,,discipline,,discipline,control,r,,2,s,t,ditcipline,3,10,real
formality,formality,rss,,form,al_ity,formality,target,s,0.0,1,l,r,formarity,0,9,real
divide,divide,r,,divide,,divide,control,r,,1,i,a,davide,0,6,real
riactor,reactor,prs,re,act,or,reactor,target,p,0.0,1,e,i,riactor,3,7,real
weaponless,weaponless,rs,,weapon,less,weaponless,target,r,,5,n,m,weapomless,0,10,real
misraport,misraport,ppr,mis_re,port,,misreport,target,p,1.0,1,e,a,misraport,2,9,real
youthfully,youthfully,rss,,youth,ful_ly,youthfully,target,s,0.0,2,l,m,youthfumly,0,10,real
fatally,fatally,rss,,fat,al_ly,fatally,target,s,1.0,1,y,m,fatallm,0,7,real
above,above,r,,above,,above,control,r,,3,v,p,abope,0,5,real
marathon,marathon,r,,marathon,,marathon,control,r,,5,h,s,maratson,0,8,real
pajasite,pajasite,r,,parasite,,parasite,control,r,,2,r,j,pajasite,2,8,real
catalog,cadalog,r,,catalog,,catalog,control,r,,2,t,d,cadalog,1,7,real
softlr,softlr,rs,,soft,ly,softly,target,s,0.0,1,y,r,softlr,2,6,real
syndrome,syrdrome,r,,syndrome,,syndrome,control,r,,2,n,r,syrdrome,1,8,real
hallelujah,hallelujah,r,,hallelujah,,hallelujah,control,r,,6,u,e,hallelejah,0,10,real
ellegal,illegal,pr,il,legal,,illegal,target,p,0.0,0,i,e,ellegal,3,7,real
smorer,smorer,rs,,snor,er,snorer,target,r,,1,n,m,smorer,2,6,real
prupaganda,propaganda,r,,propaganda,,propaganda,control,r,,2,o,u,prupaganda,3,10,real
emtangle,emtangle,pr,en,tangle,,entangle,target,p,0.0,1,n,m,emtangle,2,8,real
ouhsmart,ouhsmart,pr,out,smart,,outsmart,target,p,0.0,2,t,h,ouhsmart,2,8,real
enact,enact,pr,en,act,,enact,target,r,,2,t,h,enach,0,5,real
tunefulyy,tunefully,rss,,tune,ful_ly,tunefully,target,s,1.0,0,l,y,tunefulyy,3,9,real
troup,troup,r,,group,,group,control,r,,0,g,t,troup,2,5,real
undiscloce,undiscloce,ppr,un_dis,close,,undisclose,target,r,,3,s,c,undiscloce,2,10,real
eeter,eater,rs,,eat,er,eater,target,r,,1,a,e,eeter,3,5,real
champagne,champagne,r,,champagne,,champagne,control,r,,5,a,e,champegne,0,9,real
unarm,unarn,pr,un,arm,,unarm,target,r,,2,m,n,unarn,1,5,real
unriad,unread,pr,un,read,,unread,target,r,,1,e,i,unriad,3,6,real
premisuse,plemisuse,ppr,pre_mis,use,,premisuse,target,p,0.0,1,r,l,plemisuse,1,9,real
curablr,curably,rss,,cur,abl_y,curably,target,s,1.0,0,y,r,curablr,3,7,real
sieroglyph,hieroglyph,r,,hieroglyph,,hieroglyph,control,r,,0,h,s,sieroglyph,3,10,real
vengefully,vengefully,rss,,venge,ful_ly,vengefully,target,r,,4,e,u,vengufully,0,10,real
oripin,origin,r,,origin,,origin,control,r,,3,g,p,oripin,3,6,real
complain,complain,r,,complain,,complain,control,r,,5,a,o,comploin,0,8,real
govern,govern,r,,govern,,govern,control,r,,1,o,i,givern,0,6,real
