first,second,condition,prefixes,root,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength,type
hieroglyph,hieroglyph,r,,hieroglyph,,hieroglyph,control,r,,4,o,a,hieraglyph,0,10,real
drampoline,trampoline,r,,trampoline,,trampoline,control,r,,0,t,d,drampoline,3,10,real
warrer,warmer,rs,,warm,er,warmer,target,r,,3,m,r,warrer,3,6,real
reinstate,reinhtate,ppr,re_in,state,,reinstate,target,r,,0,s,h,reinhtate,1,9,real
untue,untue,pr,un,tie,,untie,target,r,,1,i,u,untue,2,5,real
reveflate,redeflate,ppr,re_de,flate,,redeflate,target,p,1.0,0,d,v,reveflate,3,9,real
guillotine,guillotine,r,,guillotine,,guillotine,control,r,,2,i,o,guollotine,0,10,real
discredit,discredit,pr,dis,credit,,discredit,target,p,0.0,2,s,t,ditcredit,0,9,real
hallelujah,hallelujah,r,,hallelujah,,hallelujah,control,r,,9,h,p,hallelujap,0,10,real
uninforr,uninform,ppr,un_in,form,,uninform,target,r,,3,m,r,uninforr,3,8,real
misroport,misroport,ppr,mis_re,port,,misreport,target,p,1.0,1,e,o,misroport,2,9,real
reimpose,riimpose,ppr,re_im,pose,,reimpose,target,p,0.0,1,e,i,riimpose,1,8,real
compare,compawe,r,,compare,,compare,control,r,,5,r,w,compawe,1,7,real
highniss,highness,rs,,high,ness,highness,target,s,0.0,1,e,i,highniss,3,8,real
eucalyppus,eucalyptus,r,,eucalyptus,,eucalyptus,control,r,,7,t,p,eucalyppus,3,10,real
inteylect,inteylect,r,,intellect,,intellect,control,r,,4,l,y,inteylect,2,9,real
neeghbor,neeghbor,r,,neighbor,,neighbor,control,r,,2,i,e,neeghbor,2,8,real
holocaust,holocaust,r,,holocaust,,holocaust,control,r,,3,o,e,holecaust,0,9,real
palar,palar,rs,,pal,er,paler,target,s,0.0,0,e,a,palar,2,5,real
didhonor,didhonor,pr,dis,honor,,dishonor,target,p,0.0,2,s,d,didhonor,2,8,real
threshomd,threshomd,r,,threshold,,threshold,control,r,,7,l,m,threshomd,2,9,real
thorough,tharough,r,,thorough,,thorough,control,r,,2,o,a,tharough,1,8,real
neighbour,neighbour,r,,neighbour,,neighbour,control,r,,2,i,a,neaghbour,0,9,real
camplaint,complaint,r,,complaint,,complaint,control,r,,1,o,a,camplaint,3,9,real
totar,total,r,,total,,total,control,r,,4,l,r,totar,3,5,real
depopelate,depopulate,prs,de,popul,ate,depopulate,target,r,,3,u,e,depopelate,3,10,real
unread,onread,pr,un,read,,unread,target,p,0.0,0,u,o,onread,1,6,real
mitlessly,mitlessly,rss,,wit,less_ly,witlessly,target,r,,0,w,m,mitlessly,2,9,real
leirn,learn,r,,learn,,learn,control,r,,2,a,i,leirn,3,5,real
meinforce,reinforce,ppr,re_in,force,,reinforce,target,p,0.0,0,r,m,meinforce,3,9,real
comfort,comfomt,r,,comfort,,comfort,control,r,,5,r,m,comfomt,1,7,real
hopelass,hopelass,rs,,hope,less,hopeless,target,s,0.0,1,e,a,hopelass,2,8,real
pedestrian,pedostrian,r,,pedestrian,,pedestrian,control,r,,3,e,o,pedostrian,1,10,real
morfgage,mortgage,r,,mortgage,,mortgage,control,r,,3,t,f,morfgage,3,8,real
unnaturan,unnatural,prs,un,natur,al,unnatural,target,s,0.0,1,l,n,unnaturan,3,9,real
disembady,disembady,ppr,dis_em,body,,disembody,target,r,,1,o,a,disembady,2,9,real
allow,allow,r,,allow,,allow,control,r,,4,w,y,alloy,0,5,real
artifice,artitice,r,,artifice,,artifice,control,r,,4,f,t,artitice,1,8,real
softly,softly,rs,,soft,ly,softly,target,s,0.0,1,y,m,softlm,0,6,real
profuss,profess,r,,profess,,profess,control,r,,4,e,u,profuss,3,7,real
modalyy,modalyy,rss,,mod,al_ly,modally,target,s,1.0,0,l,y,modalyy,2,7,real
still,vtill,r,,still,,still,control,r,,0,s,v,vtill,1,5,real
reread,reread,pr,re,read,,reread,target,p,0.0,0,r,m,meread,0,6,real
unwisely,unlisely,prs,un,wise,ly,unwisely,target,r,,0,w,l,unlisely,1,8,real
undisguise,undishuise,ppr,un_dis,guise,,undisguise,target,r,,0,g,h,undishuise,1,10,real
gayem,gayer,rs,,gay,er,gayer,target,s,0.0,1,r,m,gayem,3,5,real
reeract,reenact,ppr,re_en,act,,reenact,target,p,1.0,1,n,r,reeract,3,7,real
chamtaign,chamtaign,r,,champaign,,champaign,control,r,,4,p,t,chamtaign,2,9,real
overactive,iveractive,prs,over,act,ive,overactive,target,p,0.0,0,o,i,iveractive,1,10,real
blasdheme,blasdheme,r,,blaspheme,,blaspheme,control,r,,4,p,d,blasdheme,2,9,real
remisalign,remisaligy,ppr,re_mis,align,,remisalign,target,r,,4,n,y,remisaligy,1,10,real
mawket,mawket,r,,market,,market,control,r,,2,r,w,mawket,2,6,real
cartain,cartain,r,,certain,,certain,control,r,,1,e,a,cartain,2,7,real
claim,claim,r,,claim,,claim,control,r,,3,i,e,claem,0,5,real
reoutsell,reoubsell,ppr,re_out,sell,,reoutsell,target,p,1.0,2,t,b,reoubsell,1,9,real
normalaty,normality,rss,,norm,al_ity,normality,target,s,1.0,0,i,a,normalaty,3,9,real
ingredient,ingredeent,r,,ingredient,,ingredient,control,r,,6,i,e,ingredeent,1,10,real
cenflict,cenflict,r,,conflict,,conflict,control,r,,1,o,e,cenflict,2,8,real
accomplice,accomtlice,r,,accomplice,,accomplice,control,r,,5,p,t,accomtlice,1,10,real
cantaloupe,cantaloupe,r,,cantaloupe,,cantaloupe,control,r,,5,l,m,cantamoupe,0,10,real
contrast,contrast,r,,contrast,,contrast,control,r,,6,s,h,contraht,0,8,real
semtence,sentence,r,,sentence,,sentence,control,r,,2,n,m,semtence,3,8,real
disposal,disposal,prs,dis,pos,al,disposal,target,p,0.0,0,d,p,pisposal,0,8,real
tamboerine,tamboerine,r,,tambourine,,tambourine,control,r,,5,u,e,tamboerine,2,10,real
chinchilla,chinchilla,r,,chinchilla,,chinchilla,control,r,,4,c,t,chinthilla,0,10,real
yellower,yemlower,rs,,yellow,er,yellower,target,r,,2,l,m,yemlower,1,8,real
heroical,heroical,rss,,hero,ic_al,heroical,target,s,0.0,1,c,h,heroihal,0,8,real
fexist,sexist,rs,,sex,ist,sexist,target,r,,0,s,f,fexist,3,6,real
meusable,reusable,prs,re,us,able,reusable,target,p,0.0,0,r,m,meusable,3,8,real
reovencome,reovencome,ppr,re_over,come,,reovercome,target,p,1.0,3,r,n,reovencome,2,10,real
leactor,leactor,prs,re,act,or,reactor,target,p,0.0,0,r,l,leactor,2,7,real
extrict,extrict,pr,ex,tract,,extract,target,r,,2,a,i,extrict,2,7,real
renemal,renemal,prs,re,new,al,renewal,target,r,,2,w,m,renemal,2,7,real
naturalism,jaturalism,rss,,natur,al_ism,naturalism,target,r,,0,n,j,jaturalism,1,10,real
overexpese,overexpese,ppr,over_ex,pose,,overexpose,target,r,,1,o,e,overexpese,2,10,real
memover,remover,prs,re,mov,er,remover,target,p,0.0,0,r,m,memover,3,7,real
salmonerla,salmonerla,r,,salmonella,,salmonella,control,r,,7,l,r,salmonerla,2,10,real
immorally,immorally,prs,im,moral,ly,immorally,target,s,0.0,1,y,l,immoralll,0,9,real
soledify,solidify,rs,,solid,ify,solidify,target,r,,3,i,e,soledify,3,8,real
heroic,heroic,rs,,hero,ic,heroic,target,r,,1,e,o,horoic,0,6,real
etiquetpe,etiquetpe,r,,etiquette,,etiquette,control,r,,7,t,p,etiquetpe,2,9,real
announce,announce,r,,announce,,announce,control,r,,2,n,m,anmounce,0,8,real
fourthly,fourthly,rss,,four,th_ly,fourthly,target,r,,2,u,e,foerthly,0,8,real
tomorlow,tomorlow,r,,tomorrow,,tomorrow,control,r,,5,r,l,tomorlow,2,8,real
enlistmend,enlistmend,prs,en,list,ment,enlistment,target,s,0.0,3,t,d,enlistmend,2,10,real
adaptable,adaptable,rs,,adapt,able,adaptable,target,s,0.0,3,e,i,adaptabli,0,9,real
recycle,rexycle,pr,re,cycle,,recycle,target,r,,0,c,x,rexycle,1,7,real
pitifully,pitifullm,rss,,piti,ful_ly,pitifully,target,s,1.0,1,y,m,pitifullm,1,9,real
difficult,difdicult,r,,difficult,,difficult,control,r,,3,f,d,difdicult,1,9,real
unreal,unreil,pr,un,real,,unreal,target,r,,2,a,i,unreil,1,6,real
reoutsmart,meoutsmart,ppr,re_out,smart,,reoutsmart,target,p,0.0,0,r,m,meoutsmart,1,10,real
reimpart,reimpart,ppr,re_im,port,,reimport,target,r,,1,o,a,reimpart,2,8,real
money,monem,r,,money,,money,control,r,,4,y,m,monem,1,5,real
whitem,whiter,rs,,whit,er,whiter,target,s,0.0,1,r,m,whitem,3,6,real
foreign,foreign,r,,foreign,,foreign,control,r,,0,f,h,horeign,0,7,real
fafthly,fifthly,rss,,fif,th_ly,fifthly,target,r,,1,i,a,fafthly,3,7,real
satellite,satellute,r,,satellite,,satellite,control,r,,6,i,u,satellute,1,9,real
disembolel,disembowel,ppr,dis_em,bowel,,disembowel,target,r,,2,w,l,disembolel,3,10,real
decoder,docoder,prs,de,cod,er,decoder,target,p,0.0,1,e,o,docoder,1,7,real
period,period,r,,period,,period,control,r,,1,e,o,poriod,0,6,real
reveewer,reveewer,prs,re,view,er,reviewer,target,r,,1,i,e,reveewer,2,8,real
shenanigan,shenanigan,r,,shenanigan,,shenanigan,control,r,,8,a,o,shenanigon,0,10,real
atcord,accord,r,,accord,,accord,control,r,,1,c,t,atcord,3,6,real
uhstage,uhstage,pr,up,stage,,upstage,target,p,0.0,1,p,h,uhstage,2,7,real
convince,convince,r,,convince,,convince,control,r,,6,c,h,convinhe,0,8,real
underyine,underline,pr,under,line,,underline,target,r,,0,l,y,underyine,3,9,real
irpossibly,impossibly,prs,im,possib,ly,impossibly,target,p,0.0,1,m,r,irpossibly,3,10,real
tearful,tearful,rs,,tear,ful,tearful,target,r,,2,a,e,teerful,0,7,real
deodorize,deodoribe,prs,de,odor,ize,deodorize,target,s,0.0,1,z,b,deodoribe,1,9,real
phenomenon,phenomenon,r,,phenomenon,,phenomenon,control,r,,2,e,o,phonomenon,0,10,real
approacs,approach,r,,approach,,approach,control,r,,7,h,s,approacs,3,8,real
unfliendly,unfliendly,prs,un,friend,ly,unfriendly,target,r,,1,r,l,unfliendly,2,10,real
rerun,rerun,pr,re,run,,rerun,target,r,,1,u,i,rerin,0,5,real
disinherit,disinherit,ppr,dis_in,herit,,disinherit,target,r,,4,t,p,disinherip,0,10,real
country,countrw,r,,country,,country,control,r,,6,y,w,countrw,1,7,real
parasite,parasite,r,,parasite,,parasite,control,r,,0,p,g,garasite,0,8,real
imphasis,emphasis,r,,emphasis,,emphasis,control,r,,0,e,i,imphasis,3,8,real
program,prosram,r,,program,,program,control,r,,3,g,s,prosram,1,7,real
colleagua,colleague,r,,colleague,,colleague,control,r,,8,e,a,colleagua,3,9,real
allusively,allusively,rss,,allus,ive_ly,allusively,target,r,,1,l,m,amlusively,0,10,real
lettuce,lettuce,r,,lettuce,,lettuce,control,r,,0,l,y,yettuce,0,7,real
frotocol,protocol,r,,protocol,,protocol,control,r,,0,p,f,frotocol,3,8,real
prostitete,prostitute,r,,prostitute,,prostitute,control,r,,7,u,e,prostitete,3,10,real
crustacean,cruspacean,r,,crustacean,,crustacean,control,r,,4,t,p,cruspacean,1,10,real
digrade,digrade,pr,de,grade,,degrade,target,p,0.0,1,e,i,digrade,2,7,real
curabln,curabln,rss,,cur,abl_y,curably,target,s,1.0,0,y,n,curabln,2,7,real
removal,removal,prs,re,mov,al,removal,target,p,0.0,0,r,w,wemoval,0,7,real
account,iccount,r,,account,,account,control,r,,0,a,i,iccount,1,7,real
whisperur,whisperer,rs,,whisper,er,whisperer,target,s,0.0,0,e,u,whisperur,3,9,real
example,example,r,,example,,example,control,r,,3,m,r,exarple,0,7,real
valentine,valontine,r,,valentine,,valentine,control,r,,3,e,o,valontine,1,9,real
