first,second,condition,prefixes,root,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength,type
eucalyptus,eucalyptus,r,,eucalyptus,,eucalyptus,control,r,,8,u,i,eucalyptis,0,10,real
reinstate,reinstate,ppr,re_in,state,,reinstate,target,p,1.0,0,i,a,reanstate,0,9,real
leash,least,r,,least,,least,control,r,,4,t,h,leash,3,5,real
caricature,cariceture,r,,caricature,,caricature,control,r,,5,a,e,cariceture,1,10,real
manfully,manfullr,rss,,man,ful_ly,manfully,target,s,1.0,1,y,r,manfullr,1,8,real
unrest,unreht,pr,un,rest,,unrest,target,r,,2,s,h,unreht,1,6,real
chanmel,chanmel,r,,channel,,channel,control,r,,4,n,m,chanmel,2,7,real
repay,repay,pr,re,pay,,repay,target,r,,0,p,t,retay,0,5,real
devalue,devilue,pr,de,value,,devalue,target,r,,1,a,i,devilue,1,7,real
enlistment,enlistment,prs,en,list,ment,enlistment,target,r,,0,l,n,ennistment,0,10,real
ungraceful,urgraceful,prs,un,grace,ful,ungraceful,target,p,0.0,1,n,r,urgraceful,1,10,real
reimport,reimport,ppr,re_im,port,,reimport,target,p,1.0,0,i,e,reemport,0,8,real
curably,curablr,rss,,cur,abl_y,curably,target,s,1.0,0,y,r,curablr,1,7,real
dispesal,disposal,prs,dis,pos,al,disposal,target,r,,1,o,e,dispesal,3,8,real
pjogramme,programme,r,,programme,,programme,control,r,,1,r,j,pjogramme,3,9,real
woefulwy,woefulwy,rss,,woe,ful_ly,woefully,target,s,1.0,0,l,w,woefulwy,2,8,real
gartridge,gartridge,r,,cartridge,,cartridge,control,r,,0,c,g,gartridge,2,9,real
removor,removor,prs,re,mov,er,remover,target,s,0.0,0,e,o,removor,2,7,real
guillotini,guillotine,r,,guillotine,,guillotine,control,r,,9,e,i,guillotini,3,10,real
rethought,rethought,pr,re,thought,,rethought,target,p,0.0,0,r,l,lethought,0,9,real
resef,reset,pr,re,set,,reset,target,r,,2,t,f,resef,3,5,real
secrete,secrete,r,,secrete,,secrete,control,r,,3,r,m,secmete,0,7,real
tramdoline,trampoline,r,,trampoline,,trampoline,control,r,,4,p,d,tramdoline,3,10,real
tunefullr,tunefully,rss,,tune,ful_ly,tunefully,target,s,1.0,1,y,r,tunefullr,3,9,real
support,suppowt,r,,support,,support,control,r,,5,r,w,suppowt,1,7,real
puzzle,suzzle,r,,puzzle,,puzzle,control,r,,0,p,s,suzzle,1,6,real
reroval,removal,prs,re,mov,al,removal,target,r,,0,m,r,reroval,3,7,real
cormon,common,r,,common,,common,control,r,,2,m,r,cormon,3,6,real
premistaka,premistaka,ppr,pre_mis,take,,premistake,target,r,,3,e,a,premistaka,2,10,real
disinheris,disinherit,ppr,dis_in,herit,,disinherit,target,r,,4,t,s,disinheris,3,10,real
protocol,protocol,r,,protocol,,protocol,control,r,,0,p,t,trotocol,0,8,real
highness,highneps,rs,,high,ness,highness,target,s,0.0,2,s,p,highneps,1,8,real
counsel,counpel,r,,counsel,,counsel,control,r,,4,s,p,counpel,1,7,real
inhale,inhale,pr,in,hale,,inhale,target,p,0.0,0,i,a,anhale,0,6,real
enjoyment,enjoymont,prs,en,joy,ment,enjoyment,target,s,0.0,1,e,o,enjoymont,1,9,real
principle,principle,r,,principle,,principle,control,r,,2,i,o,pronciple,0,9,real
dosembody,dosembody,ppr,dis_em,body,,disembody,target,p,0.0,1,i,o,dosembody,2,9,real
sixthly,soxthly,rss,,six,th_ly,sixthly,target,r,,1,i,o,soxthly,1,7,real
conhrete,concrete,r,,concrete,,concrete,control,r,,3,c,h,conhrete,3,8,real
boomerung,boomerang,r,,boomerang,,boomerang,control,r,,6,a,u,boomerung,3,9,real
unearthly,unearthlw,prs,un,earth,ly,unearthly,target,s,0.0,1,y,w,unearthlw,1,9,real
remisalign,remibalign,ppr,re_mis,align,,remisalign,target,p,1.0,2,s,b,remibalign,1,10,real
egiistic,egiistic,rss,,ego,ist_ic,egoistic,target,r,,2,o,i,egiistic,2,8,real
leaponless,leaponless,rs,,weapon,less,weaponless,target,r,,0,w,l,leaponless,2,10,real
quarantene,quarantine,r,,quarantine,,quarantine,control,r,,7,i,e,quarantene,3,10,real
naturulist,naturalist,rss,,natur,al_ist,naturalist,target,s,0.0,0,a,u,naturulist,3,10,real
lawfuyly,lawfuyly,rss,,law,ful_ly,lawfully,target,s,0.0,2,l,y,lawfuyly,2,8,real
wormality,normality,rss,,norm,al_ity,normality,target,r,,0,n,w,wormality,3,9,real
robket,robket,r,,rocket,,rocket,control,r,,2,c,b,robket,2,6,real
absoluto,absoluto,r,,absolute,,absolute,control,r,,7,e,o,absoluto,2,8,real
lushroom,mushroom,r,,mushroom,,mushroom,control,r,,0,m,l,lushroom,3,8,real
averactive,overactive,prs,over,act,ive,overactive,target,p,0.0,0,o,a,averactive,3,10,real
oderreach,overreach,pr,over,reach,,overreach,target,p,0.0,1,v,d,oderreach,3,9,real
reoutsmart,reoutsmart,ppr,re_out,smart,,reoutsmart,target,r,,1,m,r,reoutsrart,0,10,real
shamtoo,shampoo,r,,shampoo,,shampoo,control,r,,4,p,t,shamtoo,3,7,real
intellect,intelmect,r,,intellect,,intellect,control,r,,5,l,m,intelmect,1,9,real
chamemeon,chameleon,r,,chameleon,,chameleon,control,r,,5,l,m,chamemeon,3,9,real
shenanigam,shenanigan,r,,shenanigan,,shenanigan,control,r,,9,n,m,shenanigam,3,10,real
riread,riread,pr,re,read,,reread,target,p,0.0,1,e,i,riread,2,6,real
reason,reasen,r,,reason,,reason,control,r,,4,o,e,reasen,1,6,real
weirher,weirder,rs,,weird,er,weirder,target,r,,4,d,h,weirher,3,7,real
leprehhaun,leprehhaun,r,,leprechaun,,leprechaun,control,r,,5,c,h,leprehhaun,2,10,real
fatallr,fatally,rss,,fat,al_ly,fatally,target,s,1.0,1,y,r,fatallr,3,7,real
uninform,uninform,ppr,un_in,form,,uninform,target,p,0.0,1,n,w,uwinform,0,8,real
laave,laave,r,,leave,,leave,control,r,,1,e,a,laave,2,5,real
unreal,unreal,pr,un,real,,unreal,target,p,0.0,0,u,e,enreal,0,6,real
valentine,valentone,r,,valentine,,valentine,control,r,,6,i,o,valentone,1,9,real
roinforce,roinforce,ppr,re_in,force,,reinforce,target,p,0.0,1,e,o,roinforce,2,9,real
yeurly,yearly,rs,,year,ly,yearly,target,r,,2,a,u,yeurly,3,6,real
naturalize,naturalize,rss,,natur,al_ize,naturalize,target,r,,2,t,s,nasuralize,0,10,real
clear,flear,r,,clear,,clear,control,r,,0,c,f,flear,1,5,real
reoutsell,reoutselm,ppr,re_out,sell,,reoutsell,target,r,,3,l,m,reoutselm,1,9,real
stops,stops,r,,stops,,stops,control,r,,4,s,c,stopc,0,5,real
advanse,advance,r,,advance,,advance,control,r,,5,c,s,advanse,3,7,real
premisusi,premisuse,ppr,pre_mis,use,,premisuse,target,r,,2,e,i,premisusi,3,9,real
reimburse,reimburse,ppr,re_im,burse,,reimburse,target,r,,0,b,c,reimcurse,0,9,real
unhisguise,undisguise,ppr,un_dis,guise,,undisguise,target,p,1.0,0,d,h,unhisguise,3,10,real
chinchilla,shinchilla,r,,chinchilla,,chinchilla,control,r,,0,c,s,shinchilla,1,10,real
uwmanly,uwmanly,prs,un,man,ly,unmanly,target,p,0.0,1,n,w,uwmanly,2,7,real
friendly,friendlr,rs,,friend,ly,friendly,target,s,0.0,1,y,r,friendlr,1,8,real
teerless,teerless,rs,,tear,less,tearless,target,r,,2,a,e,teerless,2,8,real
seasonal,seasonal,rs,,season,al,seasonal,target,s,0.0,0,a,e,seasonel,0,8,real
anarm,anarm,pr,un,arm,,unarm,target,p,0.0,0,u,a,anarm,2,5,real
inlikely,unlikely,prs,un,like,ly,unlikely,target,p,0.0,0,u,i,inlikely,3,8,real
ovirstep,ovirstep,pr,over,step,,overstep,target,p,0.0,2,e,i,ovirstep,2,8,real
wetlm,wetlm,rs,,wet,ly,wetly,target,s,0.0,1,y,m,wetlm,2,5,real
neighboir,neighboir,r,,neighbour,,neighbour,control,r,,7,u,i,neighboir,2,9,real
redisagree,redisacree,ppr,re_dis,agree,,redisagree,target,r,,1,g,c,redisacree,1,10,real
catalogue,catalogue,r,,catalogue,,catalogue,control,r,,6,g,f,catalofue,0,9,real
direct,direct,r,,direct,,direct,control,r,,4,c,s,direst,0,6,real
lamer,lamem,rs,,lam,er,lamer,target,s,0.0,1,r,m,lamem,1,5,real
parasite,parasihe,r,,parasite,,parasite,control,r,,6,t,h,parasihe,1,8,real
conhrast,conhrast,r,,contrast,,contrast,control,r,,3,t,h,conhrast,2,8,real
impossibly,impossibwy,prs,im,possib,ly,impossibly,target,s,0.0,0,l,w,impossibwy,1,10,real
impolite,empolite,pr,im,polite,,impolite,target,p,0.0,0,i,e,empolite,1,8,real
senfully,senfully,rss,,sin,ful_ly,sinfully,target,r,,1,i,e,senfully,2,8,real
champagne,champagne,r,,champagne,,champagne,control,r,,7,n,l,champagle,0,9,real
syndromi,syndrome,r,,syndrome,,syndrome,control,r,,7,e,i,syndromi,3,8,real
emphasis,emphasis,r,,emphasis,,emphasis,control,r,,2,p,t,emthasis,0,8,real
womaniza,womanize,rs,,woman,ize,womanize,target,s,0.0,2,e,a,womaniza,3,8,real
htruggle,struggle,r,,struggle,,struggle,control,r,,0,s,h,htruggle,3,8,real
difbicult,difbicult,r,,difficult,,difficult,control,r,,3,f,b,difbicult,2,9,real
gisclosure,gisclosure,prs,dis,clos,ure,disclosure,target,p,0.0,0,d,g,gisclosure,2,10,real
rhinoceros,rhinoceros,r,,rhinoceros,,rhinoceros,control,r,,6,e,i,rhinociros,0,10,real
champaign,champaign,r,,champaign,,champaign,control,r,,2,a,e,chempaign,0,9,real
exercise,exercise,r,,exercise,,exercise,control,r,,4,c,p,exerpise,0,8,real
apparatus,apparatus,r,,apparatus,,apparatus,control,r,,0,a,e,epparatus,0,9,real
countil,council,r,,council,,council,control,r,,4,c,t,countil,3,7,real
encmose,enclose,pr,en,close,,enclose,target,r,,1,l,m,encmose,3,7,real
odder,odder,rs,,odd,er,odder,target,s,0.0,1,r,n,odden,0,5,real
misreport,misreport,ppr,mis_re,port,,misreport,target,p,1.0,0,r,l,misleport,0,9,real
trawsmit,transmit,r,,transmit,,transmit,control,r,,3,n,w,trawsmit,3,8,real
sourness,souwness,rs,,sour,ness,sourness,target,r,,3,r,w,souwness,1,8,real
threshord,threshold,r,,threshold,,threshold,control,r,,7,l,r,threshord,3,9,real
repaint,repaimt,pr,re,paint,,repaint,target,r,,3,n,m,repaimt,1,7,real
silhouette,silhouette,r,,silhouette,,silhouette,control,r,,0,s,t,tilhouette,0,10,real
conflict,confligt,r,,conflict,,conflict,control,r,,6,c,g,confligt,1,8,real
disembowol,disembowel,ppr,dis_em,bowel,,disembowel,target,r,,3,e,o,disembowol,3,10,real
certain,certoin,r,,certain,,certain,control,r,,4,a,o,certoin,1,7,real
woodonly,woodenly,rss,,wood,en_ly,woodenly,target,s,0.0,0,e,o,woodonly,3,8,real
approach,approach,r,,approach,,approach,control,r,,3,r,w,appwoach,0,8,real
hereical,hereical,rss,,hero,ic_al,heroical,target,r,,3,o,e,hereical,2,8,real
chimpanzee,chimpanzee,r,,chimpanzee,,chimpanzee,control,r,,4,p,b,chimbanzee,0,10,real
somerhault,somerhault,r,,somersault,,somersault,control,r,,5,s,h,somerhault,2,10,real
thorouph,thorouph,r,,thorough,,thorough,control,r,,6,g,p,thorouph,2,8,real
disapprove,digapprove,pr,dis,approve,,disapprove,target,p,0.0,2,s,g,digapprove,1,10,real
defiant,defiant,rs,,defi,ant,defiant,target,r,,1,e,u,dufiant,0,7,real
stimumus,stimumus,r,,stimulus,,stimulus,control,r,,5,l,m,stimumus,2,8,real
undisclose,undiscrose,ppr,un_dis,close,,undisclose,target,r,,1,l,r,undiscrose,1,10,real
exhale,exhale,pr,ex,hale,,exhale,target,p,0.0,1,x,s,eshale,0,6,real
detemmine,detemmine,r,,determine,,determine,control,r,,4,r,m,detemmine,2,9,real
xostile,xostile,r,,hostile,,hostile,control,r,,0,h,x,xostile,2,7,real
hopeful,hopebul,rs,,hope,ful,hopeful,target,s,0.0,0,f,b,hopebul,1,7,real
troable,troable,r,,trouble,,trouble,control,r,,3,u,a,troable,2,7,real
hebitually,hebitually,rss,,habit,ual_ly,habitually,target,r,,1,a,e,hebitually,2,10,real
discusd,discuss,r,,discuss,,discuss,control,r,,6,s,d,discusd,3,7,real
inact,enact,pr,en,act,,enact,target,p,0.0,0,e,i,inact,3,5,real
movably,movabll,rss,,mov,abl_y,movably,target,s,1.0,0,y,l,movabll,1,7,real
because,becaose,r,,because,,because,control,r,,4,u,o,becaose,1,7,real
wishfully,withfully,rss,,wish,ful_ly,wishfully,target,r,,2,s,t,withfully,1,9,real
discipline,discipline,r,,discipline,,discipline,control,r,,0,d,c,ciscipline,0,10,real
disconnact,disconnect,pr,dis,connect,,disconnect,target,r,,4,e,a,disconnact,3,10,real
dostrict,dostrict,r,,district,,district,control,r,,1,i,o,dostrict,2,8,real
usago,usage,rs,,us,age,usage,target,s,0.0,2,e,o,usago,3,5,real
dlient,client,r,,client,,client,control,r,,0,c,d,dlient,3,6,real
cellophane,cellophane,r,,cellophane,,cellophane,control,r,,1,e,o,collophane,0,10,real
disembark,disembark,ppr,dis_em,bark,,disembark,target,r,,2,r,m,disembamk,0,9,real
envelope,enveloce,r,,envelope,,envelope,control,r,,6,p,c,enveloce,1,8,real
licemse,licemse,r,,license,,license,control,r,,4,n,m,licemse,2,7,real
preview,previey,pr,pre,view,,preview,target,r,,3,w,y,previey,1,7,real
ritlessly,witlessly,rss,,wit,less_ly,witlessly,target,r,,0,w,r,ritlessly,3,9,real
fourthly,fourshly,rss,,four,th_ly,fourthly,target,s,0.0,0,t,s,fourshly,1,8,real
hurricane,hurricano,r,,hurricane,,hurricane,control,r,,8,e,o,hurricano,1,9,real
uwtil,uwtil,r,,until,,until,control,r,,1,n,w,uwtil,2,5,real
import,import,pr,im,port,,import,target,r,,2,r,y,impoyt,0,6,real
surprise,surprise,r,,surprise,,surprise,control,r,,4,r,l,surplise,0,8,real
wrongfully,wrongfumly,rss,,wrong,ful_ly,wrongfully,target,s,0.0,2,l,m,wrongfumly,1,10,real
rarijuana,marijuana,r,,marijuana,,marijuana,control,r,,0,m,r,rarijuana,3,9,real
unnaturel,unnaturel,prs,un,natur,al,unnatural,target,s,0.0,0,a,e,unnaturel,2,9,real
rejuvenate,rejuvenate,prs,re,juven,ate,rejuvenate,target,r,,4,n,r,rejuverate,0,10,real
artillery,artillery,r,,artillery,,artillery,control,r,,8,y,j,artillerj,0,9,real
cantiloupe,cantiloupe,r,,cantaloupe,,cantaloupe,control,r,,4,a,i,cantiloupe,2,10,real
thatrical,thatrical,rs,,thatric,al,thatrical,target,r,,3,t,c,thacrical,0,9,real
entangle,entangle,pr,en,tangle,,entangle,target,p,0.0,1,n,r,ertangle,0,8,real
colliague,colleague,r,,colleague,,colleague,control,r,,4,e,i,colliague,3,9,real
tambourine,tambourine,r,,tambourine,,tambourine,control,r,,8,n,m,tambourime,0,10,real
board,boird,r,,board,,board,control,r,,2,a,i,boird,1,5,real
probmem,problem,r,,problem,,problem,control,r,,4,l,m,probmem,3,7,real
horror,horror,r,,horror,,horror,control,r,,5,r,m,horrom,0,6,real
unfairly,unfairlm,prs,un,fair,ly,unfairly,target,s,0.0,1,y,m,unfairlm,1,8,real
cause,cause,r,,cause,,cause,control,r,,3,s,h,cauhe,0,5,real
marathon,marathon,r,,marathon,,marathon,control,r,,7,n,m,marathom,0,8,real
tifthly,fifthly,rss,,fif,th_ly,fifthly,target,r,,0,f,t,tifthly,3,7,real
disorderly,disorderly,prs,dis,order,ly,disorderly,target,p,0.0,2,s,c,dicorderly,0,10,real
overexpose,oherexpose,ppr,over_ex,pose,,overexpose,target,p,0.0,1,v,h,oherexpose,1,10,real
experiunce,experiunce,r,,experience,,experience,control,r,,6,e,u,experiunce,2,10,real
embarrass,embarrass,r,,embarrass,,embarrass,control,r,,8,s,k,embarrask,0,9,real
unshaven,unsdaven,prs,un,shav,en,unshaven,target,r,,1,h,d,unsdaven,1,8,real
ceremony,ceremony,r,,ceremony,,ceremony,control,r,,1,e,i,ciremony,0,8,real
accomplici,accomplice,r,,accomplice,,accomplice,control,r,,9,e,i,accomplici,3,10,real
camauflage,camouflage,r,,camouflage,,camouflage,control,r,,3,o,a,camauflage,3,10,real
gargoyne,gargoyle,r,,gargoyle,,gargoyle,control,r,,6,l,n,gargoyne,3,8,real
reovercook,reoverhook,ppr,re_over,cook,,reovercook,target,r,,0,c,h,reoverhook,1,10,real
dobug,dobug,pr,de,bug,,debug,target,p,0.0,1,e,o,dobug,2,5,real
achieve,achiive,r,,achieve,,achieve,control,r,,4,e,i,achiive,1,7,real
understand,understand,r,,understand,,understand,control,r,,1,n,m,umderstand,0,10,real
colrege,colrege,r,,college,,college,control,r,,3,l,r,colrege,2,7,real
straighd,straighd,r,,straight,,straight,control,r,,7,t,d,straighd,2,8,real
wtiter,whiter,rs,,whit,er,whiter,target,r,,1,h,t,wtiter,3,6,real
redefmate,redeflate,ppr,re_de,flate,,redeflate,target,r,,1,l,m,redefmate,3,9,real
ranew,ranew,pr,re,new,,renew,target,p,0.0,1,e,a,ranew,2,5,real
divide,pivide,r,,divide,,divide,control,r,,0,d,p,pivide,1,6,real
etiquatte,etiquette,r,,etiquette,,etiquette,control,r,,5,e,a,etiquatte,3,9,real
hieroglyph,hieroglyph,r,,hieroglyph,,hieroglyph,control,r,,2,e,o,hioroglyph,0,10,real
unkindry,unkindry,prs,un,kind,ly,unkindly,target,s,0.0,0,l,r,unkindry,2,8,real
willfully,willfully,rss,,will,ful_ly,willfully,target,s,0.0,0,f,c,willcully,0,9,real
iconic,iconic,rs,,icon,ic,iconic,target,s,0.0,1,c,h,iconih,0,6,real
immersion,immersian,prs,im,mers,ion,immersion,target,s,0.0,1,o,a,immersian,1,9,real
legel,legel,r,,level,,level,control,r,,2,v,g,legel,2,5,real
strango,strango,r,,strange,,strange,control,r,,6,e,o,strango,2,7,real
compraint,compraint,r,,complaint,,complaint,control,r,,4,l,r,compraint,2,9,real
delicious,delidious,rs,,delic,ious,delicious,target,r,,4,c,d,delidious,1,9,real
