first,second,condition,prefixes,root,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength,type
calendar,calendar,r,,calendar,,calendar,control,r,,6,a,e,calender,0,8,real
cellophane,celloptane,r,,cellophane,,cellophane,control,r,,6,h,t,celloptane,1,10,real
irchitect,architect,r,,architect,,architect,control,r,,0,a,i,irchitect,3,9,real
highness,highress,rs,,high,ness,highness,target,s,0.0,0,n,r,highress,1,8,real
phenomenon,phenomenon,r,,phenomenon,,phenomenon,control,r,,0,p,d,dhenomenon,0,10,real
shenanigan,shenanigam,r,,shenanigan,,shenanigan,control,r,,9,n,m,shenanigam,1,10,real
schoom,school,r,,school,,school,control,r,,5,l,m,schoom,3,6,real
campeign,campeign,r,,campaign,,campaign,control,r,,4,a,e,campeign,2,8,real
decoser,decoser,prs,de,cod,er,decoder,target,r,,2,d,s,decoser,2,7,real
wulcome,welcome,r,,welcome,,welcome,control,r,,1,e,u,wulcome,3,7,real
willfully,willfully,rss,,will,ful_ly,willfully,target,r,,0,w,r,rillfully,0,9,real
enearthly,enearthly,prs,un,earth,ly,unearthly,target,p,0.0,0,u,e,enearthly,2,9,real
meviewer,reviewer,prs,re,view,er,reviewer,target,p,0.0,0,r,m,meviewer,3,8,real
satellite,satellite,r,,satellite,,satellite,control,r,,0,s,h,hatellite,0,9,real
understant,understant,r,,understand,,understand,control,r,,9,d,t,understant,2,10,real
redisegree,redisegree,ppr,re_dis,agree,,redisagree,target,r,,0,a,e,redisegree,2,10,real
address,address,r,,address,,address,control,r,,0,a,e,eddress,0,7,real
exhale,exhale,pr,ex,hale,,exhale,target,r,,3,e,i,exhali,0,6,real
misreport,misreport,ppr,mis_re,port,,misreport,target,p,0.0,2,s,c,micreport,0,9,real
shampoo,shampao,r,,shampoo,,shampoo,control,r,,5,o,a,shampao,1,7,real
fourtvly,fourtvly,rss,,four,th_ly,fourthly,target,s,0.0,1,h,v,fourtvly,2,8,real
meactor,meactor,prs,re,act,or,reactor,target,p,0.0,0,r,m,meactor,2,7,real
treapure,treapure,r,,treasure,,treasure,control,r,,4,s,p,treapure,2,8,real
midally,modally,rss,,mod,al_ly,modally,target,r,,1,o,i,midally,3,7,real
concrate,concrate,r,,concrete,,concrete,control,r,,5,e,a,concrate,2,8,real
vergefully,vergefully,rss,,venge,ful_ly,vengefully,target,r,,2,n,r,vergefully,2,10,real
sportivo,sportive,rs,,sport,ive,sportive,target,s,0.0,2,e,o,sportivo,3,8,real
caricahure,caricahure,r,,caricature,,caricature,control,r,,6,t,h,caricahure,2,10,real
pmemistake,pmemistake,ppr,pre_mis,take,,premistake,target,p,0.0,1,r,m,pmemistake,2,10,real
argoe,argue,r,,argue,,argue,control,r,,3,u,o,argoe,3,5,real
woufully,woefully,rss,,woe,ful_ly,woefully,target,r,,2,e,u,woufully,3,8,real
gargeyle,gargoyle,r,,gargoyle,,gargoyle,control,r,,4,o,e,gargeyle,3,8,real
rehhought,rethought,pr,re,thought,,rethought,target,r,,0,t,h,rehhought,3,9,real
guillotire,guillotine,r,,guillotine,,guillotine,control,r,,8,n,r,guillotire,3,10,real
undisguise,undisguisi,ppr,un_dis,guise,,undisguise,target,r,,4,e,i,undisguisi,1,10,real
govern,govern,r,,govern,,govern,control,r,,1,o,e,gevern,0,6,real
unlawful,unlarful,prs,un,law,ful,unlawful,target,r,,2,w,r,unlarful,1,8,real
rotterly,rotterly,rss,,rott,en_ly,rottenly,target,s,0.0,1,n,r,rotterly,2,8,real
outperform,outperform,pr,out,perform,,outperform,target,p,0.0,1,u,i,oitperform,0,10,real
ingredient,ingredient,r,,ingredient,,ingredient,control,r,,5,d,t,ingretient,0,10,real
norracial,nonracial,prs,non,raci,al,nonracial,target,p,0.0,2,n,r,norracial,3,9,real
upstage,upstage,pr,up,stage,,upstage,target,p,0.0,1,p,t,utstage,0,7,real
tomorrow,tomorrow,r,,tomorrow,,tomorrow,control,r,,1,o,e,temorrow,0,8,real
inspinct,instinct,r,,instinct,,instinct,control,r,,3,t,p,inspinct,3,8,real
difficult,diffacult,r,,difficult,,difficult,control,r,,4,i,a,diffacult,1,9,real
distmict,district,r,,district,,district,control,r,,4,r,m,distmict,3,8,real
tunefully,tunefully,rss,,tune,ful_ly,tunefully,target,s,1.0,0,l,w,tunefulwy,0,9,real
dowphin,dolphin,r,,dolphin,,dolphin,control,r,,2,l,w,dowphin,3,7,real
mirgle,mingle,r,,mingle,,mingle,control,r,,2,n,r,mirgle,3,6,real
assume,assume,r,,assume,,assume,control,r,,2,s,c,ascume,0,6,real
salmonella,salmonella,r,,salmonella,,salmonella,control,r,,3,m,r,salronella,0,10,real
camouflage,camoufjage,r,,camouflage,,camouflage,control,r,,6,l,j,camoufjage,1,10,real
premisuse,premisuse,ppr,pre_mis,use,,premisuse,target,p,0.0,1,r,m,pmemisuse,0,9,real
reoutsmurt,reoutsmurt,ppr,re_out,smart,,reoutsmart,target,r,,2,a,u,reoutsmurt,2,10,real
reimpord,reimpord,ppr,re_im,port,,reimport,target,r,,3,t,d,reimpord,2,8,real
sisagree,sisagree,pr,dis,agree,,disagree,target,p,0.0,0,d,s,sisagree,2,8,real
revelsable,revelsable,prs,re,vers,able,reversable,target,r,,2,r,l,revelsable,2,10,real
natiralist,natiralist,rss,,natur,al_ist,naturalist,target,r,,3,u,i,natiralist,2,10,real
lestaurant,restaurant,r,,restaurant,,restaurant,control,r,,0,r,l,lestaurant,3,10,real
command,command,r,,command,,command,control,r,,0,c,v,vommand,0,7,real
reinforce,reinforce,ppr,re_in,force,,reinforce,target,r,,1,o,i,reinfirce,0,9,real
repay,wepay,pr,re,pay,,repay,target,p,0.0,0,r,w,wepay,1,5,real
