first,second,condition,prefixes,root,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength,type
contrast,contrast,r,,contrast,,contrast,control,r,,5,a,e,contrest,0,8,real
trampoline,trampoline,r,,trampoline,,trampoline,control,r,,1,r,n,tnampoline,0,10,real
artifice,artihice,r,,artifice,,artifice,control,r,,4,f,h,artihice,1,8,real
export,expert,pr,ex,port,,export,target,r,,1,o,e,expert,1,6,real
prunciple,prunciple,r,,principle,,principle,control,r,,2,i,u,prunciple,2,9,real
invigorate,invigorate,prs,in,vigor,ate,invigorate,target,s,0.0,1,t,p,invigorape,0,10,real
undipguise,undipguise,ppr,un_dis,guise,,undisguise,target,p,1.0,2,s,p,undipguise,2,10,real
pewsuade,pewsuade,r,,persuade,,persuade,control,r,,2,r,w,pewsuade,2,8,real
repey,repey,pr,re,pay,,repay,target,r,,1,a,e,repey,2,5,real
woodenly,woodenly,rss,,wood,en_ly,woodenly,target,r,,2,o,e,woedenly,0,8,real
prograr,program,r,,program,,program,control,r,,6,m,r,prograr,3,7,real
heroical,heroical,rss,,hero,ic_al,heroical,target,s,1.0,1,l,y,heroicay,0,8,real
heroic,horoic,rs,,hero,ic,heroic,target,r,,1,e,o,horoic,1,6,real
ingredient,ingredient,r,,ingredient,,ingredient,control,r,,5,d,b,ingrebient,0,10,real
somersault,somersault,r,,somersault,,somersault,control,r,,4,r,y,someysault,0,10,real
stript,script,r,,script,,script,control,r,,1,c,t,stript,3,6,real
prostitute,prostituto,r,,prostitute,,prostitute,control,r,,9,e,o,prostituto,1,10,real
instinct,instinct,r,,instinct,,instinct,control,r,,6,c,t,instintt,0,8,real
depopumate,depopulate,prs,de,popul,ate,depopulate,target,r,,4,l,m,depopumate,3,10,real
bicause,bicause,r,,because,,because,control,r,,1,e,i,bicause,2,7,real
reactir,reactir,prs,re,act,or,reactor,target,s,0.0,0,o,i,reactir,2,7,real
yearly,yearry,rs,,year,ly,yearly,target,s,0.0,0,l,r,yearry,1,6,real
analogue,analogue,r,,analogue,,analogue,control,r,,0,a,u,unalogue,0,8,real
agaenst,against,r,,against,,against,control,r,,3,i,e,agaenst,3,7,real
import,import,pr,im,port,,import,target,r,,0,p,s,imsort,0,6,real
comflict,comflict,r,,conflict,,conflict,control,r,,2,n,m,comflict,2,8,real
blasphome,blaspheme,r,,blaspheme,,blaspheme,control,r,,6,e,o,blasphome,3,9,real
threshold,threshold,r,,threshold,,threshold,control,r,,1,h,s,tsreshold,0,9,real
enough,enough,r,,enough,,enough,control,r,,0,e,o,onough,0,6,real
reinspate,reinspate,ppr,re_in,state,,reinstate,target,r,,1,t,p,reinspate,2,9,real
disposal,disposar,prs,dis,pos,al,disposal,target,s,0.0,1,l,r,disposar,1,8,real
assist,issist,r,,assist,,assist,control,r,,0,a,i,issist,1,6,real
success,success,r,,success,,success,control,r,,3,c,s,sucsess,0,7,real
foreign,foreign,r,,foreign,,foreign,control,r,,0,f,h,horeign,0,7,real
lamfully,lamfully,rss,,law,ful_ly,lawfully,target,r,,2,w,m,lamfully,2,8,real
wolcome,wolcome,r,,welcome,,welcome,control,r,,1,e,o,wolcome,2,7,real
decoder,deceder,prs,de,cod,er,decoder,target,r,,1,o,e,deceder,1,7,real
sefiant,sefiant,rs,,defi,ant,defiant,target,r,,0,d,s,sefiant,2,7,real
secrete,secnete,r,,secrete,,secrete,control,r,,3,r,n,secnete,1,7,real
dastinct,distinct,r,,distinct,,distinct,control,r,,1,i,a,dastinct,3,8,real
reservoir,reservoir,r,,reservoir,,reservoir,control,r,,5,v,h,reserhoir,0,9,real
shampeo,shampoo,r,,shampoo,,shampoo,control,r,,5,o,e,shampeo,3,7,real
meditine,medicine,r,,medicine,,medicine,control,r,,4,c,t,meditine,3,8,real
undorstand,undorstand,r,,understand,,understand,control,r,,3,e,o,undorstand,2,10,real
dehug,dehug,pr,de,bug,,debug,target,r,,0,b,h,dehug,2,5,real
claent,client,r,,client,,client,control,r,,2,i,a,claent,3,6,real
holocaast,holocaust,r,,holocaust,,holocaust,control,r,,6,u,a,holocaast,3,9,real
setellite,setellite,r,,satellite,,satellite,control,r,,1,a,e,setellite,2,9,real
champaign,champaign,r,,champaign,,champaign,control,r,,6,i,e,champaegn,0,9,real
goveln,govern,r,,govern,,govern,control,r,,4,r,l,goveln,3,6,real
sexist,sexisv,rs,,sex,ist,sexist,target,s,0.0,2,t,v,sexisv,1,6,real
tearful,tearsul,rs,,tear,ful,tearful,target,s,0.0,0,f,s,tearsul,1,7,real
silhoueste,silhouette,r,,silhouette,,silhouette,control,r,,7,t,s,silhoueste,3,10,real
disembark,disembarp,ppr,dis_em,bark,,disembark,target,r,,3,k,p,disembarp,1,9,real
sentence,sentence,r,,sentence,,sentence,control,r,,3,t,s,sensence,0,8,real
hieroglypt,hieroglypt,r,,hieroglyph,,hieroglyph,control,r,,9,h,t,hieroglypt,2,10,real
chinchilla,chinchilla,r,,chinchilla,,chinchilla,control,r,,8,l,r,chinchilra,0,10,real
strong,scrong,r,,strong,,strong,control,r,,1,t,c,scrong,1,6,real
versasile,versatile,r,,versatile,,versatile,control,r,,5,t,s,versasile,3,9,real
cariceture,cariceture,r,,caricature,,caricature,control,r,,5,a,e,cariceture,2,10,real
complaint,coyplaint,r,,complaint,,complaint,control,r,,2,m,y,coyplaint,1,9,real
accouns,account,r,,account,,account,control,r,,6,t,s,accouns,3,7,real
colur,colur,r,,color,,color,control,r,,3,o,u,colur,2,5,real
episode,epigode,r,,episode,,episode,control,r,,3,s,g,epigode,1,7,real
acdress,address,r,,address,,address,control,r,,1,d,c,acdress,3,7,real
wesbernize,westernize,rss,,west,ern_ize,westernize,target,r,,3,t,b,wesbernize,3,10,real
sportave,sportave,rs,,sport,ive,sportive,target,s,0.0,0,i,a,sportave,2,8,real
reave,leave,r,,leave,,leave,control,r,,0,l,r,reave,3,5,real
morijuana,marijuana,r,,marijuana,,marijuana,control,r,,1,a,o,morijuana,3,9,real
remistake,remestake,ppr,re_mis,take,,remistake,target,p,1.0,1,i,e,remestake,1,9,real
tunefully,turefully,rss,,tune,ful_ly,tunefully,target,r,,2,n,r,turefully,1,9,real
enact,enect,pr,en,act,,enact,target,r,,0,a,e,enect,1,5,real
anshaven,unshaven,prs,un,shav,en,unshaven,target,p,0.0,0,u,a,anshaven,3,8,real
risuse,misuse,pr,mis,use,,misuse,target,p,0.0,0,m,r,risuse,3,6,real
remeval,removal,prs,re,mov,al,removal,target,r,,1,o,e,remeval,3,7,real
intpect,inspect,pr,in,spect,,inspect,target,r,,0,s,t,intpect,3,7,real
quarantine,quarantine,r,,quarantine,,quarantine,control,r,,8,n,r,quarantire,0,10,real
comsort,comfort,r,,comfort,,comfort,control,r,,3,f,s,comsort,3,7,real
reciscover,rediscover,ppr,re_dis,cover,,rediscover,target,p,1.0,0,d,c,reciscover,3,10,real
camouflaga,camouflage,r,,camouflage,,camouflage,control,r,,9,e,a,camouflaga,3,10,real
pronounce,pronoumce,r,,pronounce,,pronounce,control,r,,6,n,m,pronoumce,1,9,real
overactive,overactise,prs,over,act,ive,overactive,target,s,0.0,1,v,s,overactise,1,10,real
enmanly,unmanly,prs,un,man,ly,unmanly,target,p,0.0,0,u,e,enmanly,3,7,real
reimbumse,reimbumse,ppr,re_im,burse,,reimburse,target,r,,2,r,m,reimbumse,2,9,real
hakitually,hakitually,rss,,habit,ual_ly,habitually,target,r,,2,b,k,hakitually,2,10,real
reinforce,reinfonce,ppr,re_in,force,,reinforce,target,r,,2,r,n,reinfonce,1,9,real
deodorize,deodorize,prs,de,odor,ize,deodorize,target,p,0.0,1,e,o,doodorize,0,9,real
emjoyment,emjoyment,prs,en,joy,ment,enjoyment,target,p,0.0,1,n,m,emjoyment,2,9,real
health,heelth,r,,health,,health,control,r,,2,a,e,heelth,1,6,real
exercise,exemcise,r,,exercise,,exercise,control,r,,3,r,m,exemcise,1,8,real
mortgege,mortgage,r,,mortgage,,mortgage,control,r,,5,a,e,mortgege,3,8,real
combine,comsine,r,,combine,,combine,control,r,,3,b,s,comsine,1,7,real
redefrate,redeflate,ppr,re_de,flate,,redeflate,target,r,,1,l,r,redefrate,3,9,real
froend,froend,r,,friend,,friend,control,r,,2,i,o,froend,2,6,real
vengefully,vengefulry,rss,,venge,ful_ly,vengefully,target,s,1.0,0,l,r,vengefulry,1,10,real
redisagree,redusagree,ppr,re_dis,agree,,redisagree,target,p,1.0,1,i,u,redusagree,1,10,real
colplain,complain,r,,complain,,complain,control,r,,2,m,l,colplain,3,8,real
reoutsmart,reoutsmart,ppr,re_out,smart,,reoutsmart,target,p,0.0,1,e,a,raoutsmart,0,10,real
cellophane,cellopgane,r,,cellophane,,cellophane,control,r,,6,h,g,cellopgane,1,10,real
immowally,immorally,prs,im,moral,ly,immorally,target,r,,2,r,w,immowally,3,9,real
normality,normality,rss,,norm,al_ity,normality,target,s,0.0,1,l,m,normamity,0,9,real
accept,akcept,r,,accept,,accept,control,r,,1,c,k,akcept,1,6,real
unfriendly,unfriendly,prs,un,friend,ly,unfriendly,target,r,,4,n,w,unfriewdly,0,10,real
worlh,world,r,,world,,world,control,r,,4,d,h,worlh,3,5,real
difficult,difficult,r,,difficult,,difficult,control,r,,6,u,e,difficelt,0,9,real
uneartdly,uneartdly,prs,un,earth,ly,unearthly,target,r,,4,h,d,uneartdly,2,9,real
meovercome,reovercome,ppr,re_over,come,,reovercome,target,p,0.0,0,r,m,meovercome,3,10,real
shenanigan,fhenanigan,r,,shenanigan,,shenanigan,control,r,,0,s,f,fhenanigan,1,10,real
fifshly,fifshly,rss,,fif,th_ly,fifthly,target,s,0.0,0,t,s,fifshly,2,7,real
excect,excect,r,,expect,,expect,control,r,,2,p,c,excect,2,6,real
fourvhly,fourthly,rss,,four,th_ly,fourthly,target,s,0.0,0,t,v,fourvhly,3,8,real
intelluct,intelluct,r,,intellect,,intellect,control,r,,6,e,u,intelluct,2,9,real
galentine,valentine,r,,valentine,,valentine,control,r,,0,v,g,galentine,3,9,real
woefully,moefully,rss,,woe,ful_ly,woefully,target,r,,0,w,m,moefully,1,8,real
predispose,predispose,ppr,pre_dis,pose,,predispose,target,r,,3,e,i,predisposi,0,10,real
greview,preview,pr,pre,view,,preview,target,p,0.0,0,p,g,greview,3,7,real
imrersion,imrersion,prs,im,mers,ion,immersion,target,r,,0,m,r,imrersion,2,9,real
again,again,r,,again,,again,control,r,,2,a,i,agiin,0,5,real
