first,second,condition,prefixes,root,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength,type
eatew,eater,rs,,eat,er,eater,target,s,0.0,1,r,w,eatew,3,5,real
exporience,exporience,r,,experience,,experience,control,r,,3,e,o,exporience,2,10,real
teechable,teechable,rs,,teach,able,teachable,target,r,,2,a,e,teechable,2,9,real
artollery,artollery,r,,artillery,,artillery,control,r,,3,i,o,artollery,2,9,real
ssampoo,ssampoo,r,,shampoo,,shampoo,control,r,,1,h,s,ssampoo,2,7,real
archidect,archidect,r,,architect,,architect,control,r,,5,t,d,archidect,2,9,real
princicle,principle,r,,principle,,principle,control,r,,6,p,c,princicle,3,9,real
weirdlw,weirdlw,rs,,weird,ly,weirdly,target,s,0.0,1,y,w,weirdlw,2,7,real
unreal,unmeal,pr,un,real,,unreal,target,r,,0,r,m,unmeal,1,6,real
disciplino,disciplino,r,,discipline,,discipline,control,r,,9,e,o,disciplino,2,10,real
gargeyle,gargoyle,r,,gargoyle,,gargoyle,control,r,,4,o,e,gargeyle,3,8,real
wakefullr,wakefully,rss,,wake,ful_ly,wakefully,target,s,1.0,1,y,r,wakefullr,3,9,real
disponor,dishonor,pr,dis,honor,,dishonor,target,r,,0,h,p,disponor,3,8,real
quarartine,quarartine,r,,quarantine,,quarantine,control,r,,5,n,r,quarartine,2,10,real
decoder,decoder,prs,de,cod,er,decoder,target,p,0.0,1,e,a,dacoder,0,7,real
umlikely,umlikely,prs,un,like,ly,unlikely,target,p,0.0,1,n,m,umlikely,2,8,real
unnatural,ennatural,prs,un,natur,al,unnatural,target,p,0.0,0,u,e,ennatural,1,9,real
boomerang,baomerang,r,,boomerang,,boomerang,control,r,,1,o,a,baomerang,1,9,real
outsmart,outsmart,pr,out,smart,,outsmart,target,p,0.0,2,t,k,ouksmart,0,8,real
commune,commune,r,,commune,,commune,control,r,,5,n,r,commure,0,7,real
counsel,coensel,r,,counsel,,counsel,control,r,,2,u,e,coensel,1,7,real
complaint,somplaint,r,,complaint,,complaint,control,r,,0,c,s,somplaint,1,9,real
rhinoceros,rhineceros,r,,rhinoceros,,rhinoceros,control,r,,4,o,e,rhineceros,1,10,real
underlone,underlone,pr,under,line,,underline,target,r,,1,i,o,underlone,2,9,real
group,gruup,r,,group,,group,control,r,,2,o,u,gruup,1,5,real
trensmit,transmit,r,,transmit,,transmit,control,r,,2,a,e,trensmit,3,8,real
disruption,disruption,prs,dis,rupt,ion,disruption,target,p,0.0,0,d,t,tisruption,0,10,real
pregramme,programme,r,,programme,,programme,control,r,,2,o,e,pregramme,3,9,real
distinct,distinst,r,,distinct,,distinct,control,r,,6,c,s,distinst,1,8,real
author,authon,r,,author,,author,control,r,,5,r,n,authon,1,6,real
totam,totam,r,,total,,total,control,r,,4,l,m,totam,2,5,real
undisguise,urdisguise,ppr,un_dis,guise,,undisguise,target,p,0.0,1,n,r,urdisguise,1,10,real
beautifur,beautifur,rs,,beauti,ful,beautiful,target,s,0.0,2,l,r,beautifur,2,9,real
sodtly,softly,rs,,soft,ly,softly,target,r,,2,f,d,sodtly,3,6,real
redeflate,redeflate,ppr,re_de,flate,,redeflate,target,r,,4,e,u,redeflatu,0,9,real
satellite,satemlite,r,,satellite,,satellite,control,r,,4,l,m,satemlite,1,9,real
complain,complain,r,,complain,,complain,control,r,,7,n,m,complaim,0,8,real
streep,street,r,,street,,street,control,r,,5,t,p,streep,3,6,real
shruggle,shruggle,r,,struggle,,struggle,control,r,,1,t,h,shruggle,2,8,real
offer,offir,r,,offer,,offer,control,r,,3,e,i,offir,1,5,real
across,atross,r,,across,,across,control,r,,1,c,t,atross,1,6,real
search,searct,r,,search,,search,control,r,,5,h,t,searct,1,6,real
vengefumly,vengefumly,rss,,venge,ful_ly,vengefully,target,s,0.0,2,l,m,vengefumly,2,10,real
fourphly,fourphly,rss,,four,th_ly,fourthly,target,s,0.0,0,t,p,fourphly,2,8,real
certain,certain,r,,certain,,certain,control,r,,3,t,p,cerpain,0,7,real
rottenly,rottenly,rss,,rott,en_ly,rottenly,target,s,1.0,0,l,w,rottenwy,0,8,real
disembowel,disembowel,ppr,dis_em,bowel,,disembowel,target,p,0.0,1,i,a,dasembowel,0,10,real
prohocol,prohocol,r,,protocol,,protocol,control,r,,3,t,h,prohocol,2,8,real
upholder,uphelder,prs,up,hold,er,upholder,target,r,,1,o,e,uphelder,1,8,real
utage,utage,rs,,us,age,usage,target,r,,1,s,t,utage,2,5,real
incellect,intellect,r,,intellect,,intellect,control,r,,2,t,c,incellect,3,9,real
everactive,everactive,prs,over,act,ive,overactive,target,p,0.0,0,o,e,everactive,2,10,real
undisclope,undisclose,ppr,un_dis,close,,undisclose,target,r,,3,s,p,undisclope,3,10,real
councol,council,r,,council,,council,control,r,,5,i,o,councol,3,7,real
wrestler,mrestler,rs,,wrestl,er,wrestler,target,r,,0,w,m,mrestler,1,8,real
marijuana,marijuano,r,,marijuana,,marijuana,control,r,,8,a,o,marijuano,1,9,real
removal,removel,prs,re,mov,al,removal,target,s,0.0,0,a,e,removel,1,7,real
orally,orally,rs,,oral,ly,orally,target,r,,1,r,m,omally,0,6,real
reservoir,reservoir,r,,reservoir,,reservoir,control,r,,8,r,m,reservoim,0,9,real
movadly,movadly,rss,,mov,abl_y,movably,target,s,0.0,1,b,d,movadly,2,7,real
privalege,privalege,r,,privilege,,privilege,control,r,,4,i,a,privalege,2,9,real
lerun,lerun,pr,re,run,,rerun,target,p,0.0,0,r,l,lerun,2,5,real
soyersault,somersault,r,,somersault,,somersault,control,r,,2,m,y,soyersault,3,10,real
comfort,cimfort,r,,comfort,,comfort,control,r,,1,o,i,cimfort,1,7,real
tearless,tearmess,rs,,tear,less,tearless,target,s,0.0,0,l,m,tearmess,1,8,real
tenthly,tenthly,rss,,ten,th_ly,tenthly,target,s,0.0,1,h,c,tentcly,0,7,real
disberieve,disbelieve,pr,dis,believe,,disbelieve,target,r,,2,l,r,disberieve,3,10,real
artifice,arvifice,r,,artifice,,artifice,control,r,,2,t,v,arvifice,1,8,real
lettuce,lettuhe,r,,lettuce,,lettuce,control,r,,5,c,h,lettuhe,1,7,real
mepaint,repaint,pr,re,paint,,repaint,target,p,0.0,0,r,m,mepaint,3,7,real
detemmine,detemmine,r,,determine,,determine,control,r,,4,r,m,detemmine,2,9,real
threshold,phreshold,r,,threshold,,threshold,control,r,,0,t,p,phreshold,1,9,real
reinstate,reinstate,ppr,re_in,state,,reinstate,target,r,,4,e,i,reinstati,0,9,real
misreport,misneport,ppr,mis_re,port,,misreport,target,p,1.0,0,r,n,misneport,1,9,real
overexpose,averexpose,ppr,over_ex,pose,,overexpose,target,p,0.0,0,o,a,averexpose,1,10,real
senteyce,sentence,r,,sentence,,sentence,control,r,,5,n,y,senteyce,3,8,real
thorougf,thorough,r,,thorough,,thorough,control,r,,7,h,f,thorougf,3,8,real
sterilize,steriwize,rs,,steril,ize,sterilize,target,r,,5,l,w,steriwize,1,9,real
catelogue,catelogue,r,,catalogue,,catalogue,control,r,,3,a,e,catelogue,2,9,real
taler,taler,rs,,pal,er,paler,target,r,,0,p,t,taler,2,5,real
phenomemon,phenomemon,r,,phenomenon,,phenomenon,control,r,,7,n,m,phenomemon,2,10,real
hearc,heard,r,,heard,,heard,control,r,,4,d,c,hearc,3,5,real
redisagree,redisagree,ppr,re_dis,agree,,redisagree,target,p,0.0,0,r,y,yedisagree,0,10,real
unkindln,unkindln,prs,un,kind,ly,unkindly,target,s,0.0,1,y,n,unkindln,2,8,real
colleague,colleasue,r,,colleague,,colleague,control,r,,6,g,s,colleasue,1,9,real
woodinness,woodinness,rss,,wood,en_ness,woodenness,target,s,0.0,0,e,i,woodinness,2,10,real
foreihn,foreihn,r,,foreign,,foreign,control,r,,5,g,h,foreihn,2,7,real
handwe,handwe,r,,handle,,handle,control,r,,4,l,w,handwe,2,6,real
uninfolm,uninform,ppr,un_in,form,,uninform,target,r,,2,r,l,uninfolm,3,8,real
sickness,sickwess,rs,,sick,ness,sickness,target,s,0.0,0,n,w,sickwess,1,8,real
renawal,renawal,prs,re,new,al,renewal,target,r,,1,e,a,renawal,2,7,real
issue,issee,r,,issue,,issue,control,r,,3,u,e,issee,1,5,real
plemistake,plemistake,ppr,pre_mis,take,,premistake,target,p,0.0,1,r,l,plemistake,2,10,real
caricatura,caricature,r,,caricature,,caricature,control,r,,9,e,a,caricatura,3,10,real
sensory,sensory,rss,,sens,or_y,sensory,target,r,,1,e,a,sansory,0,7,real
mortgage,mortgage,r,,mortgage,,mortgage,control,r,,3,t,h,morhgage,0,8,real
prostitute,prostihute,r,,prostitute,,prostitute,control,r,,6,t,h,prostihute,1,10,real
repar,repar,pr,re,pay,,repay,target,r,,2,y,r,repar,2,5,real
unaarthly,unearthly,prs,un,earth,ly,unearthly,target,r,,0,e,a,unaarthly,3,9,real
dlatform,dlatform,r,,platform,,platform,control,r,,0,p,d,dlatform,2,8,real
yeoutsmart,yeoutsmart,ppr,re_out,smart,,reoutsmart,target,p,0.0,0,r,y,yeoutsmart,2,10,real
cartridge,cartridge,r,,cartridge,,cartridge,control,r,,6,d,c,cartricge,0,9,real
cememony,ceremony,r,,ceremony,,ceremony,control,r,,2,r,m,cememony,3,8,real
dolphin,dolphin,r,,dolphin,,dolphin,control,r,,3,p,t,dolthin,0,7,real
shenanigan,shenanigen,r,,shenanigan,,shenanigan,control,r,,8,a,e,shenanigen,1,10,real
surfer,surfer,rs,,surf,er,surfer,target,r,,0,s,c,curfer,0,6,real
diserbody,diserbody,ppr,dis_em,body,,disembody,target,p,1.0,1,m,r,diserbody,2,9,real
upgrade,upgrado,pr,up,grade,,upgrade,target,r,,4,e,o,upgrado,1,7,real
sowvable,solvable,rs,,solv,able,solvable,target,r,,2,l,w,sowvable,3,8,real
eucalyptus,eucalyptis,r,,eucalyptus,,eucalyptus,control,r,,8,u,i,eucalyptis,1,10,real
reusabre,reusable,prs,re,us,able,reusable,target,s,0.0,2,l,r,reusabre,3,8,real
pedestrian,pedestrian,r,,pedestrian,,pedestrian,control,r,,1,e,i,pidestrian,0,10,real
persuade,pertuade,r,,persuade,,persuade,control,r,,3,s,t,pertuade,1,8,real
uncut,encut,pr,un,cut,,uncut,target,p,0.0,0,u,e,encut,1,5,real
paradise,paradise,r,,paradise,,paradise,control,r,,0,p,d,daradise,0,8,real
silhouette,silhouetti,r,,silhouette,,silhouette,control,r,,9,e,i,silhouetti,1,10,real
absolude,absolude,r,,absolute,,absolute,control,r,,6,t,d,absolude,2,8,real
woefully,woefully,rss,,woe,ful_ly,woefully,target,s,0.0,0,f,t,woetully,0,8,real
medicine,medicine,r,,medicine,,medicine,control,r,,6,n,r,medicire,0,8,real
reimpors,reimport,ppr,re_im,port,,reimport,target,r,,3,t,s,reimpors,3,8,real
license,micense,r,,license,,license,control,r,,0,l,m,micense,1,7,real
salmonilla,salmonella,r,,salmonella,,salmonella,control,r,,6,e,i,salmonilla,3,10,real
import,import,pr,im,port,,import,target,r,,2,r,m,impomt,0,6,real
sixthly,sixthly,rss,,six,th_ly,sixthly,target,r,,1,i,e,sexthly,0,7,real
unfairly,unfairln,prs,un,fair,ly,unfairly,target,s,0.0,1,y,n,unfairln,1,8,real
contrash,contrast,r,,contrast,,contrast,control,r,,7,t,h,contrash,3,8,real
reimburse,reimburte,ppr,re_im,burse,,reimburse,target,r,,3,s,t,reimburte,1,9,real
enact,enact,pr,en,act,,enact,target,p,0.0,1,n,r,eract,0,5,real
ciscuss,ciscuss,r,,discuss,,discuss,control,r,,0,d,c,ciscuss,2,7,real
curably,curably,rss,,cur,abl_y,curably,target,r,,1,u,a,carably,0,7,real
sournoss,sourness,rs,,sour,ness,sourness,target,s,0.0,1,e,o,sournoss,3,8,real
standard,standurd,r,,standard,,standard,control,r,,5,a,u,standurd,1,8,real
remisalign,remisalign,ppr,re_mis,align,,remisalign,target,r,,2,i,e,remisalegn,0,10,real
inspect,inspecc,pr,in,spect,,inspect,target,r,,4,t,c,inspecc,1,7,real
anniunce,anniunce,r,,announce,,announce,control,r,,3,o,i,anniunce,2,8,real
celyophane,cellophane,r,,cellophane,,cellophane,control,r,,3,l,y,celyophane,3,10,real
fatally,fatolly,rss,,fat,al_ly,fatally,target,s,0.0,0,a,o,fatolly,1,7,real
reovercome,reovercome,ppr,re_over,come,,reovercome,target,r,,3,e,o,reovercomo,0,10,real
fifchly,fifthly,rss,,fif,th_ly,fifthly,target,s,0.0,0,t,c,fifchly,3,7,real
wpile,while,r,,while,,while,control,r,,1,h,p,wpile,3,5,real
shimpanzee,shimpanzee,r,,chimpanzee,,chimpanzee,control,r,,0,c,s,shimpanzee,2,10,real
reovercook,meovercook,ppr,re_over,cook,,reovercook,target,p,0.0,0,r,m,meovercook,1,10,real
skier,skier,rs,,ski,er,skier,target,r,,1,k,g,sgier,0,5,real
debug,debug,pr,de,bug,,debug,target,r,,0,b,c,decug,0,5,real
tambourine,tambourine,r,,tambourine,,tambourine,control,r,,4,o,e,tambeurine,0,10,real
iconic,isonic,rs,,icon,ic,iconic,target,r,,1,c,s,isonic,1,6,real
sprintir,sprintir,rs,,sprint,er,sprinter,target,s,0.0,0,e,i,sprintir,2,8,real
gommand,gommand,r,,command,,command,control,r,,0,c,g,gommand,2,7,real
pronounco,pronounce,r,,pronounce,,pronounce,control,r,,8,e,o,pronounco,3,9,real
unwisery,unwisely,prs,un,wise,ly,unwisely,target,s,0.0,0,l,r,unwisery,3,8,real
opinion,opinion,r,,opinion,,opinion,control,r,,3,n,m,opimion,0,7,real
repertoire,repartoire,r,,repertoire,,repertoire,control,r,,3,e,a,repartoire,1,10,real
urtie,untie,pr,un,tie,,untie,target,p,0.0,1,n,r,urtie,3,5,real
notihe,notice,r,,notice,,notice,control,r,,4,c,h,notihe,3,6,real
solidefy,solidefy,rs,,solid,ify,solidify,target,s,0.0,0,i,e,solidefy,2,8,real
disclosure,disclosure,prs,dis,clos,ure,disclosure,target,p,0.0,2,s,d,didclosure,0,10,real
embarrasp,embarrasp,r,,embarrass,,embarrass,control,r,,8,s,p,embarrasp,2,9,real
currelcy,currelcy,r,,currency,,currency,control,r,,5,n,l,currelcy,2,8,real
tillest,tillest,rs,,tall,est,tallest,target,r,,1,a,i,tillest,2,7,real
overreach,overraach,pr,over,reach,,overreach,target,r,,1,e,a,overraach,1,9,real
neighbour,neighbour,r,,neighbour,,neighbour,control,r,,8,r,m,neighboum,0,9,real
inhala,inhale,pr,in,hale,,inhale,target,r,,3,e,a,inhala,3,6,real
unlawful,unwawful,prs,un,law,ful,unlawful,target,r,,0,l,w,unwawful,1,8,real
episede,episede,r,,episode,,episode,control,r,,4,o,e,episede,2,7,real
enjoyrent,enjoyrent,prs,en,joy,ment,enjoyment,target,s,0.0,0,m,r,enjoyrent,2,9,real
analogue,analogue,r,,analogue,,analogue,control,r,,1,n,r,aralogue,0,8,real
wrongfully,wrongfullm,rss,,wrong,ful_ly,wrongfully,target,s,1.0,1,y,m,wrongfullm,1,10,real
nonsense,nowsense,pr,non,sense,,nonsense,target,p,0.0,2,n,w,nowsense,1,8,real
reeutsell,reoutsell,ppr,re_out,sell,,reoutsell,target,p,1.0,0,o,e,reeutsell,3,9,real
ssrange,strange,r,,strange,,strange,control,r,,1,t,s,ssrange,3,7,real
cantaloepe,cantaloepe,r,,cantaloupe,,cantaloupe,control,r,,7,u,e,cantaloepe,2,10,real
proteft,protect,r,,protect,,protect,control,r,,5,c,f,proteft,3,7,real
tunifully,tunefully,rss,,tune,ful_ly,tunefully,target,r,,3,e,i,tunifully,3,9,real
remistake,remistake,ppr,re_mis,take,,remistake,target,r,,0,t,s,remissake,0,9,real
mushroom,mubhroom,r,,mushroom,,mushroom,control,r,,2,s,b,mubhroom,1,8,real
balendar,calendar,r,,calendar,,calendar,control,r,,0,c,b,balendar,3,8,real
hiiroglyph,hiiroglyph,r,,hieroglyph,,hieroglyph,control,r,,2,e,i,hiiroglyph,2,10,real
egoistic,egoistic,rss,,ego,ist_ic,egoistic,target,r,,2,o,e,egeistic,0,8,real
unmanly,unminly,prs,un,man,ly,unmanly,target,r,,1,a,i,unminly,1,7,real
beulevard,beulevard,r,,boulevard,,boulevard,control,r,,1,o,e,beulevard,2,9,real
holocaust,holocaost,r,,holocaust,,holocaust,control,r,,6,u,o,holocaost,1,9,real
campaign,campaign,r,,campaign,,campaign,control,r,,0,c,t,tampaign,0,8,real
surprise,surprise,r,,surprise,,surprise,control,r,,3,p,h,surhrise,0,8,real
sicrete,sicrete,r,,secrete,,secrete,control,r,,1,e,i,sicrete,2,7,real
valensine,valentine,r,,valentine,,valentine,control,r,,5,t,s,valensine,3,9,real
lawfully,lawfully,rss,,law,ful_ly,lawfully,target,r,,2,w,y,layfully,0,8,real
alect,elect,r,,elect,,elect,control,r,,0,e,a,alect,3,5,real
syndrome,syndrome,r,,syndrome,,syndrome,control,r,,6,m,y,syndroye,0,8,real
willfulyy,willfully,rss,,will,ful_ly,willfully,target,s,1.0,0,l,y,willfulyy,3,9,real
prelisuse,premisuse,ppr,pre_mis,use,,premisuse,target,p,1.0,0,m,l,prelisuse,3,9,real
reseh,reset,pr,re,set,,reset,target,r,,2,t,h,reseh,3,5,real
parallel,paralrel,r,,parallel,,parallel,control,r,,5,l,r,paralrel,1,8,real
simfully,sinfully,rss,,sin,ful_ly,sinfully,target,r,,2,n,m,simfully,3,8,real
ctampagne,ctampagne,r,,champagne,,champagne,control,r,,1,h,t,ctampagne,2,9,real
tisle,title,r,,title,,title,control,r,,2,t,s,tisle,3,5,real
uniformly,uniformly,prs,uni,form,ly,uniformly,target,r,,0,f,h,unihormly,0,9,real
difficult,difficult,r,,difficult,,difficult,control,r,,2,f,h,dihficult,0,9,real
pullet,pullet,r,,bullet,,bullet,control,r,,0,b,p,pullet,2,6,real
district,disfrict,r,,district,,district,control,r,,3,t,f,disfrict,1,8,real
reimposa,reimpose,ppr,re_im,pose,,reimpose,target,r,,3,e,a,reimposa,3,8,real
hastile,hostile,r,,hostile,,hostile,control,r,,1,o,a,hastile,3,7,real
enslave,enclave,pr,en,slave,,enslave,target,r,,0,s,c,enclave,1,7,real
claim,claim,r,,claim,,claim,control,r,,3,i,e,claem,0,5,real
enlistment,anlistment,prs,en,list,ment,enlistment,target,p,0.0,0,e,a,anlistment,1,10,real
whiter,whiter,rs,,whit,er,whiter,target,s,0.0,0,e,a,whitar,0,6,real
assist,assixt,r,,assist,,assist,control,r,,4,s,x,assixt,1,6,real
reinforce,reinforce,ppr,re_in,force,,reinforce,target,p,0.0,1,e,a,rainforce,0,9,real
scromble,scromble,r,,scramble,,scramble,control,r,,3,a,o,scromble,2,8,real
since,since,r,,since,,since,control,r,,3,c,v,sinve,0,5,real
outperfowm,outperfowm,pr,out,perform,,outperform,target,r,,5,r,w,outperfowm,2,10,real
unshagen,unshagen,prs,un,shav,en,unshaven,target,r,,3,v,g,unshagen,2,8,real
advance,advence,r,,advance,,advance,control,r,,3,a,e,advence,1,7,real
chaweleon,chaweleon,r,,chameleon,,chameleon,control,r,,3,m,w,chaweleon,2,9,real
allosively,allusively,rss,,allus,ive_ly,allusively,target,r,,3,u,o,allosively,3,10,real
