first,second,condition,prefixes,root,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength,type,block
uncit,uncit,pr,un,cut,,uncut,target,r,,1,u,i,uncit,2,5,real,block3
artillery,artillery,r,,artillery,,artillery,control,r,,8,y,l,artillerl,0,9,real,block3
raovercook,reovercook,ppr,re_over,cook,,reovercook,target,p,0.0,1,e,a,raovercook,3,10,real,block3
repainh,repainh,pr,re,paint,,repaint,target,r,,4,t,h,repainh,2,7,real,block3
contrasd,contrast,r,,contrast,,contrast,control,r,,7,t,d,contrasd,3,8,real,block3
mortgage,rortgage,r,,mortgage,,mortgage,control,r,,0,m,r,rortgage,1,8,real,block3
comfort,somfort,r,,comfort,,comfort,control,r,,0,c,s,somfort,1,7,real,block3
crustucean,crustucean,r,,crustacean,,crustacean,control,r,,5,a,u,crustucean,2,10,real,block3
remisdake,remisdake,ppr,re_mis,take,,remistake,target,r,,0,t,d,remisdake,2,9,real,block3
redisogree,redisogree,ppr,re_dis,agree,,redisagree,target,r,,0,a,o,redisogree,2,10,real,block3
eucalyptus,eucolyptus,r,,eucalyptus,,eucalyptus,control,r,,3,a,o,eucolyptus,1,10,real,block3
exporh,exporh,pr,ex,port,,export,target,r,,3,t,h,exporh,2,6,real,block3
straidhter,straidhter,rs,,straight,er,straighter,target,r,,5,g,d,straidhter,2,10,real,block3
miduse,miduse,pr,mis,use,,misuse,target,p,0.0,2,s,d,miduse,2,6,real,block3
sicknest,sicknest,rs,,sick,ness,sickness,target,s,0.0,3,s,t,sicknest,2,8,real,block3
health,healph,r,,health,,health,control,r,,4,t,p,healph,1,6,real,block3
teyplate,teyplate,r,,template,,template,control,r,,2,m,y,teyplate,2,8,real,block3
tattooist,tattooist,rs,,tattoo,ist,tattooist,target,r,,4,o,u,tattuoist,0,9,real,block3
habatually,habitually,rss,,habit,ual_ly,habitually,target,r,,3,i,a,habatually,3,10,real,block3
outshine,outshine,pr,out,shine,,outshine,target,r,,1,h,x,outsxine,0,8,real,block3
sixthly,sexthly,rss,,six,th_ly,sixthly,target,r,,1,i,e,sexthly,1,7,real,block3
cubical,cubacal,rss,,cub,ic_al,cubical,target,s,0.0,0,i,a,cubacal,1,7,real,block3
persuade,perguade,r,,persuade,,persuade,control,r,,3,s,g,perguade,1,8,real,block3
window,windew,r,,window,,window,control,r,,4,o,e,windew,1,6,real,block3
perform,perform,r,,perform,,perform,control,r,,1,e,a,parform,0,7,real,block3
drummem,drummem,rs,,drumm,er,drummer,target,s,0.0,1,r,m,drummem,2,7,real,block3
machine,machime,r,,machine,,machine,control,r,,5,n,m,machime,1,7,real,block3
marijuona,marijuona,r,,marijuana,,marijuana,control,r,,6,a,o,marijuona,2,9,real,block3
ingredient,ingrediewt,r,,ingredient,,ingredient,control,r,,8,n,w,ingrediewt,1,10,real,block3
trustfal,trustful,rs,,trust,ful,trustful,target,s,0.0,1,u,a,trustfal,3,8,real,block3
goverm,goverm,r,,govern,,govern,control,r,,5,n,m,goverm,2,6,real,block3
sutcess,sutcess,r,,success,,success,control,r,,2,c,t,sutcess,2,7,real,block3
ripertoire,repertoire,r,,repertoire,,repertoire,control,r,,1,e,i,ripertoire,3,10,real,block3
premistake,tremistake,ppr,pre_mis,take,,premistake,target,p,0.0,0,p,t,tremistake,1,10,real,block3
calendar,calendar,r,,calendar,,calendar,control,r,,2,l,m,camendar,0,8,real,block3
boulevard,boulevard,r,,boulevard,,boulevard,control,r,,2,u,e,boelevard,0,9,real,block3
nasuralism,naturalism,rss,,natur,al_ism,naturalism,target,r,,2,t,s,nasuralism,3,10,real,block3
etiquethe,etiquethe,r,,etiquette,,etiquette,control,r,,7,t,h,etiquethe,2,9,real,block3
clearance,clearanse,rs,,clear,ance,clearance,target,s,0.0,2,c,s,clearanse,1,9,real,block3
reread,reread,pr,re,read,,reread,target,p,0.0,0,r,l,leread,0,6,real,block3
pwoblem,pwoblem,r,,problem,,problem,control,r,,1,r,w,pwoblem,2,7,real,block3
disembark,cisembark,ppr,dis_em,bark,,disembark,target,p,0.0,0,d,c,cisembark,1,9,real,block3
neovercome,reovercome,ppr,re_over,come,,reovercome,target,p,0.0,0,r,n,neovercome,3,10,real,block3
colleague,colleabue,r,,colleague,,colleague,control,r,,6,g,b,colleabue,1,9,real,block3
overexpose,overexpose,ppr,over_ex,pose,,overexpose,target,p,1.0,1,x,t,overetpose,0,10,real,block3
ouhsmart,outsmart,pr,out,smart,,outsmart,target,p,0.0,2,t,h,ouhsmart,3,8,real,block3
undisclode,undisclode,ppr,un_dis,close,,undisclose,target,r,,3,s,d,undisclode,2,10,real,block3
catalegue,catalegue,r,,catalogue,,catalogue,control,r,,5,o,e,catalegue,2,9,real,block3
weirder,weirter,rs,,weird,er,weirder,target,r,,4,d,t,weirter,1,7,real,block3
reattor,reactor,prs,re,act,or,reactor,target,r,,1,c,t,reattor,3,7,real,block3
teachoble,teachoble,rs,,teach,able,teachable,target,s,0.0,0,a,o,teachoble,2,9,real,block3
dihruption,disruption,prs,dis,rupt,ion,disruption,target,p,0.0,2,s,h,dihruption,3,10,real,block3
dentence,dentence,r,,sentence,,sentence,control,r,,0,s,d,dentence,2,8,real,block3
transmit,transmit,r,,transmit,,transmit,control,r,,4,s,c,trancmit,0,8,real,block3
redeflate,redefmate,ppr,re_de,flate,,redeflate,target,r,,1,l,m,redefmate,1,9,real,block3
defiant,dafiant,rs,,defi,ant,defiant,target,r,,1,e,a,dafiant,1,7,real,block3
overactide,overactide,prs,over,act,ive,overactive,target,s,0.0,1,v,d,overactide,2,10,real,block3
removal,removal,prs,re,mov,al,removal,target,p,0.0,0,r,m,memoval,0,7,real,block3
enact,enact,pr,en,act,,enact,target,r,,1,c,k,enakt,0,5,real,block3
restaurant,restaurant,r,,restaurant,,restaurant,control,r,,2,s,t,rettaurant,0,10,real,block3
onsult,insult,r,,insult,,insult,control,r,,0,i,o,onsult,3,6,real,block3
movebly,movably,rss,,mov,abl_y,movably,target,s,0.0,0,a,e,movebly,3,7,real,block3
script,scritt,r,,script,,script,control,r,,4,p,t,scritt,1,6,real,block3
chinchilla,chincfilla,r,,chinchilla,,chinchilla,control,r,,5,h,f,chincfilla,1,10,real,block3
oralmy,orally,rs,,oral,ly,orally,target,s,0.0,0,l,m,oralmy,3,6,real,block3
rathought,rethought,pr,re,thought,,rethought,target,p,0.0,1,e,a,rathought,3,9,real,block3
rerun,rerul,pr,re,run,,rerun,target,r,,2,n,l,rerul,1,5,real,block3
youthfully,yeuthfully,rss,,youth,ful_ly,youthfully,target,r,,1,o,e,yeuthfully,1,10,real,block3
enjoyment,enjoyment,prs,en,joy,ment,enjoyment,target,s,0.0,2,n,r,enjoymert,0,9,real,block3
palindrome,payindrome,r,,palindrome,,palindrome,control,r,,2,l,y,payindrome,1,10,real,block3
gelect,select,r,,select,,select,control,r,,0,s,g,gelect,3,6,real,block3
womanizer,womanizer,rss,,woman,iz_er,womanizer,target,r,,3,a,e,womenizer,0,9,real,block3
tedestrian,pedestrian,r,,pedestrian,,pedestrian,control,r,,0,p,t,tedestrian,3,10,real,block3
chimpanzee,khimpanzee,r,,chimpanzee,,chimpanzee,control,r,,0,c,k,khimpanzee,1,10,real,block3
libramy,library,r,,library,,library,control,r,,5,r,m,libramy,3,7,real,block3
pwivilege,pwivilege,r,,privilege,,privilege,control,r,,1,r,w,pwivilege,2,9,real,block3
districp,district,r,,district,,district,control,r,,7,t,p,districp,3,8,real,block3
advance,advancu,r,,advance,,advance,control,r,,6,e,u,advancu,1,7,real,block3
scramble,scramble,r,,scramble,,scramble,control,r,,3,a,o,scromble,0,8,real,block3
caypaign,campaign,r,,campaign,,campaign,control,r,,2,m,y,caypaign,3,8,real,block3
disanherit,disanherit,ppr,dis_in,herit,,disinherit,target,p,1.0,0,i,a,disanherit,2,10,real,block3
camouflage,camouflage,r,,camouflage,,camouflage,control,r,,3,o,i,camiuflage,0,10,real,block3
reinstate,reinstate,ppr,re_in,state,,reinstate,target,p,1.0,0,i,e,reenstate,0,9,real,block3
unshaven,unshaven,prs,un,shav,en,unshaven,target,p,0.0,1,n,r,urshaven,0,8,real,block3
vengefully,vengefilly,rss,,venge,ful_ly,vengefully,target,s,0.0,1,u,i,vengefilly,1,10,real,block3
rottenly,rottenly,rss,,rott,en_ly,rottenly,target,s,0.0,1,n,r,rotterly,0,8,real,block3
thoriugh,thoriugh,r,,thorough,,thorough,control,r,,4,o,i,thoriugh,2,8,real,block3
critemia,criteria,r,,criteria,,criteria,control,r,,5,r,m,critemia,3,8,real,block3
preasure,treasure,r,,treasure,,treasure,control,r,,0,t,p,preasure,3,8,real,block3
channel,phannel,r,,channel,,channel,control,r,,0,c,p,phannel,1,7,real,block3
remisalign,remisalign,ppr,re_mis,align,,remisalign,target,p,0.0,0,r,m,memisalign,0,10,real,block3
silhouette,silhouette,r,,silhouette,,silhouette,control,r,,0,s,b,bilhouette,0,10,real,block3
access,access,r,,access,,access,control,r,,4,s,p,acceps,0,6,real,block3
siwlasitci,siwlasitci,rsss,,siw,la_sit_ci,siwlasitci,control,s,2.0,0,c,g,siwlasitgi,0,10,pseudo,block4
toom,toom,r,,soom,,soom,target,r,,0,s,t,toom,2,4,pseudo,block4
ingloc,engloc,pr,in,gloc,,ingloc,target,p,0.0,0,i,e,engloc,1,6,pseudo,block4
indarfate,indarfate,prs,in,darf,ate,indarfate,target,r,,2,r,m,indamfate,0,9,pseudo,block4
kelsalry,kelsalry,rss,,kels,al_ly,kelsally,target,s,1.0,0,l,r,kelsalry,2,8,pseudo,block4
decen,decun,pr,de,cun,,decun,target,r,,1,u,e,decen,3,5,pseudo,block4
neillasim,neillasir,rss,,neil,la_sim,neillasim,control,s,1.0,2,m,r,neillasir,1,9,pseudo,block4
trun,drun,r,,drun,,drun,target,r,,0,d,t,trun,3,4,pseudo,block4
disconure,disconure,prs,dis,con,ure,disconure,target,s,0.0,0,u,o,disconore,0,9,pseudo,block4
ditteak,ditteak,pr,dis,teak,,disteak,target,p,0.0,2,s,t,ditteak,2,7,pseudo,block4
nepook,napook,pr,ne,pook,,nepook,control,p,0.0,1,e,a,napook,1,6,pseudo,block4
teclasitci,teclasitco,rsss,,tec,la_sit_ci,teclasitci,control,s,2.0,1,i,o,teclasitco,1,10,pseudo,block4
fobically,fobically,rsss,,fob,ic_al_ly,fobically,target,r,,0,f,s,sobically,0,9,pseudo,block4
miteksens,mitekdens,prs,mi,tek,sens,miteksens,control,s,0.0,0,s,d,mitekdens,1,9,pseudo,block4
kels,kels,r,,kels,,kels,target,r,,2,l,w,kews,0,4,pseudo,block4
tecenca,tecenta,rs,,tec,enca,tecenca,control,s,0.0,2,c,t,tecenta,1,7,pseudo,block4
sargcila,sangcila,rss,,sarg,ci_la,sargcila,control,r,,2,r,n,sangcila,1,8,pseudo,block4
famicanly,famically,rsss,,fam,ic_al_ly,famically,target,s,1.0,1,l,n,famicanly,3,9,pseudo,block4
edtalcre,edtalcri,prs,ed,talc,re,edtalcre,control,s,0.0,1,e,i,edtalcri,1,8,pseudo,block4
ritonconi,ritonconi,prs,mi,tonc,oni,mitonconi,control,p,0.0,0,m,r,ritonconi,2,9,pseudo,block4
reqeket,redeket,ppr,re_de,ket,,redeket,target,p,1.0,0,d,q,reqeket,3,7,pseudo,block4
mead,meak,r,,meak,,meak,control,r,,3,k,d,mead,3,4,pseudo,block4
nikeateta,nikeateta,prs,ni,keat,eta,nikeateta,control,p,0.0,1,i,e,nekeateta,0,9,pseudo,block4
cunancu,cunancu,rs,,cun,ance,cunance,target,s,0.0,3,e,u,cunancu,2,7,pseudo,block4
prepisteer,predisteer,ppr,pre_dis,teer,,predisteer,target,p,1.0,0,d,p,prepisteer,3,10,pseudo,block4
cetliness,cetlinesf,rss,,cet,li_ness,cetliness,target,s,1.0,3,s,f,cetlinesf,1,9,pseudo,block4
nureotlayl,nureetlayl,prss,nu,reet,la_yl,nureetlayl,control,r,,2,e,o,nureotlayl,3,10,pseudo,block4
nurtance,nurtanhe,rs,,nurt,ance,nurtance,target,s,0.0,2,c,h,nurtanhe,1,8,pseudo,block4
ketalittic,ketalittic,rsss,,ket,al_ist_ic,ketalistic,target,s,1.0,1,s,t,ketalittic,2,10,pseudo,block4
werhnemtla,werhnemtla,rss,,werk,nemt_la,werknemtla,control,r,,3,k,h,werhnemtla,2,10,pseudo,block4
diskoully,dikkoully,prs,dis,koul,ly,diskoully,target,p,0.0,2,s,k,dikkoully,1,9,pseudo,block4
sidmetonc,sitmetonc,ppr,sid_me,tonc,,sidmetonc,control,p,0.0,2,d,t,sitmetonc,1,9,pseudo,block4
sidnaucyti,sidnaucyti,prs,sid,naut,yti,sidnautyti,control,r,,3,t,c,sidnaucyti,2,10,pseudo,block4
werkcilayl,werkcilaym,rsss,,werk,ci_la_yl,werkcilayl,control,s,2.0,1,l,m,werkcilaym,1,10,pseudo,block4
sidcolseru,sidcolseru,prs,sid,colg,eru,sidcolgeru,control,r,,3,g,s,sidcolseru,2,10,pseudo,block4
neil,neil,r,,neil,,neil,control,r,,0,n,m,meil,0,4,pseudo,block4
bafeeglayl,hafeeglayl,prss,ba,feeg,la_yl,bafeeglayl,control,p,0.0,0,b,h,hafeeglayl,1,10,pseudo,block4
revenaut,revenaut,pr,revo,naut,,revonaut,control,p,0.0,3,o,e,revenaut,2,8,pseudo,block4
fratlazei,fradlazei,rss,,frad,la_zei,fradlazei,control,r,,3,d,t,fratlazei,3,9,pseudo,block4
sodbof,sidbof,pr,sid,bof,,sidbof,control,p,0.0,1,i,o,sodbof,3,6,pseudo,block4
erverowaf,erverowaf,ppr,er_vero,maf,,erveromaf,control,r,,0,m,w,erverowaf,2,9,pseudo,block4
cetically,cesically,rsss,,cet,ic_al_ly,cetically,target,r,,2,t,s,cesically,1,9,pseudo,block4
mer,mer,r,,mer,,mer,target,r,,2,r,m,mem,0,3,pseudo,block4
fopmental,fobmental,rss,,fob,ment_al,fobmental,target,r,,2,b,p,fopmental,3,9,pseudo,block4
reteor,reteor,pr,re,teer,,reteer,target,r,,2,e,o,reteor,2,6,pseudo,block4
kisemcont,disemcont,ppr,dis_em,cont,,disemcont,target,p,0.0,0,d,k,kisemcont,3,9,pseudo,block4
genenta,genenta,rs,,gen,enca,genenca,control,s,0.0,2,c,t,genenta,2,7,pseudo,block4
gemlayl,gemlayl,rss,,gen,la_yl,genlayl,control,r,,2,n,m,gemlayl,2,7,pseudo,block4
nuteccila,nuteccila,prss,nu,tec,ci_la,nuteccila,control,s,1.0,1,a,e,nuteccile,0,9,pseudo,block4
incontion,iwcontion,prs,in,cont,ion,incontion,target,p,0.0,1,n,w,iwcontion,1,9,pseudo,block4
abfomalmy,abfomally,prss,ab,fom,al_ly,abfomally,target,s,1.0,0,l,m,abfomalmy,3,9,pseudo,block4
mafremtla,mafnemtla,rss,,maf,nemt_la,mafnemtla,control,s,0.0,0,n,r,mafremtla,3,9,pseudo,block4
tobical,tobical,rss,,fob,ic_al,fobical,target,r,,0,f,t,tobical,2,7,pseudo,block4
geefly,geeflm,rs,,geef,ly,geefly,target,s,0.0,1,y,m,geeflm,1,6,pseudo,block4
sidwerkuru,sidwerkeru,prs,sid,werk,eru,sidwerkeru,control,s,0.0,0,e,u,sidwerkuru,3,10,pseudo,block4
rereetnemt,nereetnemt,prs,ne,reet,nemt,nereetnemt,control,p,0.0,0,n,r,rereetnemt,3,10,pseudo,block4
leenical,lienical,rss,,lien,ic_al,lienical,target,r,,1,i,e,leenical,3,8,pseudo,block4
fomally,fomally,rss,,fom,al_ly,fomally,target,s,0.0,0,a,i,fomilly,0,7,pseudo,block4
mofcilayy,mofcilayy,rsss,,mof,ci_la_yl,mofcilayl,control,s,2.0,1,l,y,mofcilayy,2,9,pseudo,block4
talcouisll,talcouisyl,rss,,talc,ouis_yl,talcouisyl,control,s,1.0,0,y,l,talcouisll,3,10,pseudo,block4
oterfom,oterfom,pr,over,fom,,overfom,target,p,0.0,1,v,t,oterfom,2,7,pseudo,block4
ernobof,ernobof,ppr,er_ni,bof,,ernibof,control,p,1.0,1,i,o,ernobof,2,7,pseudo,block4
premisgras,premisgras,ppr,pre_mis,gras,,premisgras,target,p,0.0,0,p,d,dremisgras,0,10,pseudo,block4
nutrunlayl,nutrunlayl,prss,nu,trun,la_yl,nutrunlayl,control,r,,3,n,l,nutrullayl,0,10,pseudo,block4
disemdrun,disemdruw,ppr,dis_em,drun,,disemdrun,target,r,,3,n,w,disemdruw,1,9,pseudo,block4
lautro,lautro,rs,,naut,ro,nautro,control,r,,0,n,l,lautro,2,6,pseudo,block4
redefam,redefam,ppr,re_de,fam,,redefam,target,p,0.0,1,e,a,radefam,0,7,pseudo,block4
neilla,neilra,rs,,neil,la,neilla,control,s,0.0,0,l,r,neilra,1,6,pseudo,block4
disnegaty,disnegity,prs,dis,neg,ity,disnegity,target,s,0.0,0,i,a,disnegaty,3,9,pseudo,block4
girtal,girtal,rs,,girt,al,girtal,target,s,0.0,1,l,r,girtar,0,6,pseudo,block4
numofcila,numofcila,prss,nu,maf,ci_la,numafcila,control,r,,1,a,o,numofcila,2,9,pseudo,block4
unlienelly,unlienally,prss,un,lien,al_ly,unlienally,target,s,0.0,0,a,e,unlienelly,3,10,pseudo,block4
enfam,endam,pr,en,fam,,enfam,target,r,,0,f,d,endam,1,5,pseudo,block4
cunious,cunious,rs,,cun,ious,cunious,target,r,,0,c,s,sunious,0,7,pseudo,block4
sidmenoc,sidmanoc,ppr,sid_me,noc,,sidmenoc,control,p,1.0,1,e,a,sidmanoc,1,8,pseudo,block4
tokcilayl,tokcilayl,rsss,,tek,ci_la_yl,tekcilayl,control,r,,1,e,o,tokcilayl,2,9,pseudo,block4
ersimtnig,ersimtnig,ppr,er_sim,trig,,ersimtrig,control,r,,1,r,n,ersimtnig,2,9,pseudo,block4
nutonclayl,nutonclayl,prss,nu,tonc,la_yl,nutonclayl,control,s,0.0,1,a,e,nutoncleyl,0,10,pseudo,block4
darfless,darfluss,rs,,darf,less,darfless,target,s,0.0,1,e,u,darfluss,1,8,pseudo,block4
colg,colg,r,,colg,,colg,control,r,,3,g,h,colh,0,4,pseudo,block4
girp,girt,r,,girt,,girt,target,r,,3,t,p,girp,3,4,pseudo,block4
mafcila,mafcila,rss,,mof,ci_la,mofcila,control,r,,1,o,a,mafcila,2,7,pseudo,block4
revomeak,revomeak,pr,revo,meak,,revomeak,control,r,,3,k,s,revomeas,0,8,pseudo,block4
reenkeir,reenkeir,ppr,re_in,keir,,reinkeir,target,p,1.0,0,i,e,reenkeir,2,8,pseudo,block4
subnurt,subnort,pr,sub,nurt,,subnurt,target,r,,1,u,o,subnort,1,7,pseudo,block4
colgcilayl,colgcilayl,rsss,,colg,ci_la_yl,colgcilayl,control,s,0.0,0,c,h,colghilayl,0,10,pseudo,block4
fec,fec,r,,tec,,tec,control,r,,0,t,f,fec,2,3,pseudo,block4
etwerk,edwerk,pr,ed,werk,,edwerk,control,p,0.0,1,d,t,etwerk,3,6,pseudo,block4
clet,clet,r,,clat,,clat,target,r,,2,a,e,clet,2,4,pseudo,block4
batriglayl,batriglayl,prss,ba,trig,la_yl,batriglayl,control,r,,0,t,d,badriglayl,0,10,pseudo,block4
inwision,imwision,prs,in,wis,ion,inwision,target,p,0.0,1,n,m,imwision,1,8,pseudo,block4
disemkrew,tisemkrew,ppr,dis_em,krew,,disemkrew,target,p,0.0,0,d,t,tisemkrew,1,9,pseudo,block4
teer,teer,r,,teer,,teer,target,r,,0,t,b,beer,0,4,pseudo,block4
defamer,defamer,prs,de,fam,er,defamer,target,r,,0,f,s,desamer,0,7,pseudo,block4
dihfomal,disfomal,prs,dis,fom,al,disfomal,target,p,0.0,2,s,h,dihfomal,3,8,pseudo,block4
ernec,ernoc,pr,er,noc,,ernoc,control,r,,1,o,e,ernec,3,5,pseudo,block4
sidremya,sidremla,prs,sid,rem,la,sidremla,control,s,0.0,0,l,y,sidremya,3,8,pseudo,block4
inureet,inureet,pr,inu,reet,,inureet,control,p,0.0,0,i,a,anureet,0,7,pseudo,block4
batenlayl,bagenlayl,prss,ba,gen,la_yl,bagenlayl,control,r,,0,g,t,batenlayl,3,9,pseudo,block4
unteeriouh,unteeriouh,prs,un,teer,ious,unteerious,target,s,0.0,3,s,h,unteeriouh,2,10,pseudo,block4
toncdels,toncdels,rs,,tonc,sels,toncsels,control,s,0.0,0,s,d,toncdels,2,8,pseudo,block4
teakalism,tiakalism,rss,,teak,al_ism,teakalism,target,r,,1,e,i,tiakalism,1,9,pseudo,block4
merically,mericamly,rsss,,mer,ic_al_ly,merically,target,s,1.0,1,l,m,mericamly,1,9,pseudo,block4
diskeamure,diskeamure,prs,dis,keam,ure,diskeamure,target,p,0.0,1,i,a,daskeamure,0,10,pseudo,block4
repsidkeat,repsidteat,ppr,rep_sid,keat,,repsidkeat,control,r,,0,k,t,repsidteat,1,10,pseudo,block4
fobic,fobic,rs,,fob,ic,fobic,target,r,,0,f,d,dobic,0,5,pseudo,block4
selk,senk,r,,selk,,selk,control,r,,2,l,n,senk,1,4,pseudo,block4
teun,taun,r,,taun,,taun,target,r,,1,a,e,teun,3,4,pseudo,block4
didmeral,didmeral,prs,dis,mer,al,dismeral,target,p,0.0,2,s,d,didmeral,2,8,pseudo,block4
unikoum,unikoul,pr,uni,koul,,unikoul,target,r,,3,l,m,unikoum,3,7,pseudo,block4
abkontally,abkontally,prss,ab,cont,al_ly,abcontally,target,r,,0,c,k,abkontally,2,10,pseudo,block4
krew,krew,r,,krew,,krew,target,r,,1,r,w,kwew,0,4,pseudo,block4
darfmental,darhmental,rss,,darf,ment_al,darfmental,target,r,,3,f,h,darhmental,1,10,pseudo,block4
meakla,meakla,rs,,meak,la,meakla,control,s,0.0,0,l,m,meakma,0,6,pseudo,block4
selksit,selksit,rs,,selk,sit,selksit,control,s,0.0,2,t,h,selksih,0,7,pseudo,block4
overteer,overteer,pr,over,teer,,overteer,target,r,,3,r,w,overteew,0,8,pseudo,block4
feegonila,feogonila,rss,,feeg,oni_la,feegonila,control,r,,2,e,o,feogonila,1,9,pseudo,block4
rieklayl,rioklayl,rss,,riek,la_yl,rieklayl,control,r,,2,e,o,rioklayl,1,8,pseudo,block4
unconical,unconicam,prss,un,con,ic_al,unconical,target,s,1.0,1,l,m,unconicam,1,9,pseudo,block4
bamaflarl,bamaflayl,prss,ba,maf,la_yl,bamaflayl,control,s,1.0,0,y,r,bamaflarl,3,9,pseudo,block4
