first,second,condition,prefixes,root,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength,type,block
country,country,r,,country,,country,control,r,,1,o,a,cauntry,0,7,real,block3
encase,encade,pr,en,case,,encase,target,r,,2,s,d,encade,1,6,real,block3
tourthly,fourthly,rss,,four,th_ly,fourthly,target,r,,0,f,t,tourthly,3,8,real,block3
nonracoal,nonracoal,prs,non,raci,al,nonracial,target,r,,3,i,o,nonracoal,2,9,real,block3
solvable,solvafle,rs,,solv,able,solvable,target,s,0.0,1,b,f,solvafle,1,8,real,block3
valentine,valintine,r,,valentine,,valentine,control,r,,3,e,i,valintine,1,9,real,block3
roovercome,roovercome,ppr,re_over,come,,reovercome,target,p,0.0,1,e,o,roovercome,2,10,real,block3
labour,labour,r,,labour,,labour,control,r,,3,o,i,labiur,0,6,real,block3
ingredient,ingredient,r,,ingredient,,ingredient,control,r,,6,i,a,ingredaent,0,10,real,block3
dihembowel,disembowel,ppr,dis_em,bowel,,disembowel,target,p,0.0,2,s,h,dihembowel,3,10,real,block3
comslaint,complaint,r,,complaint,,complaint,control,r,,3,p,s,comslaint,3,9,real,block3
hilocaust,holocaust,r,,holocaust,,holocaust,control,r,,1,o,i,hilocaust,3,9,real,block3
skeleton,skeletom,r,,skeleton,,skeleton,control,r,,7,n,m,skeletom,1,8,real,block3
undisguise,undisguise,ppr,un_dis,guise,,undisguise,target,r,,0,g,t,undistuise,0,10,real,block3
chinchilla,chinchilra,r,,chinchilla,,chinchilla,control,r,,8,l,r,chinchilra,1,10,real,block3
disinherit,disinhurit,ppr,dis_in,herit,,disinherit,target,r,,1,e,u,disinhurit,1,10,real,block3
embarnass,embarrass,r,,embarrass,,embarrass,control,r,,5,r,n,embarnass,3,9,real,block3
onevently,unevently,prs,un,event,ly,unevently,target,p,0.0,0,u,o,onevently,3,9,real,block3
criteria,criteroa,r,,criteria,,criteria,control,r,,6,i,o,criteroa,1,8,real,block3
struggle,stroggle,r,,struggle,,struggle,control,r,,3,u,o,stroggle,1,8,real,block3
disembody,desembody,ppr,dis_em,body,,disembody,target,p,0.0,1,i,e,desembody,1,9,real,block3
closa,closa,r,,close,,close,control,r,,4,e,a,closa,2,5,real,block3
parform,perform,r,,perform,,perform,control,r,,1,e,a,parform,3,7,real,block3
overstes,overstes,pr,over,step,,overstep,target,r,,3,p,s,overstes,2,8,real,block3
extract,extract,pr,ex,tract,,extract,target,p,0.0,1,x,t,ettract,0,7,real,block3
unmanny,unmanly,prs,un,man,ly,unmanly,target,s,0.0,0,l,n,unmanny,3,7,real,block3
wakefully,wakefully,rss,,wake,ful_ly,wakefully,target,s,1.0,1,y,r,wakefullr,0,9,real,block3
night,light,r,,night,,night,control,r,,0,n,l,light,1,5,real,block3
pronoence,pronounce,r,,pronounce,,pronounce,control,r,,5,u,e,pronoence,3,9,real,block3
westerniza,westerniza,rss,,west,ern_ize,westernize,target,s,1.0,2,e,a,westerniza,2,10,real,block3
probrem,problem,r,,problem,,problem,control,r,,4,l,r,probrem,3,7,real,block3
overexposo,overexpose,ppr,over_ex,pose,,overexpose,target,r,,3,e,o,overexposo,3,10,real,block3
exercise,exercise,r,,exercise,,exercise,control,r,,2,e,o,exorcise,0,8,real,block3
untie,untoe,pr,un,tie,,untie,target,r,,1,i,o,untoe,1,5,real,block3
envelope,envelope,r,,envelope,,envelope,control,r,,5,o,e,envelepe,0,8,real,block3
movably,movablm,rss,,mov,abl_y,movably,target,s,1.0,0,y,m,movablm,1,7,real,block3
tforough,tforough,r,,thorough,,thorough,control,r,,1,h,f,tforough,2,8,real,block3
rirun,rirun,pr,re,run,,rerun,target,p,0.0,1,e,i,rirun,2,5,real,block3
velsatile,velsatile,r,,versatile,,versatile,control,r,,2,r,l,velsatile,2,9,real,block3
distinht,distinct,r,,distinct,,distinct,control,r,,6,c,h,distinht,3,8,real,block3
issuo,issuo,r,,issue,,issue,control,r,,4,e,o,issuo,2,5,real,block3
orally,orally,rs,,oral,ly,orally,target,s,0.0,0,l,m,oralmy,0,6,real,block3
meovercook,meovercook,ppr,re_over,cook,,reovercook,target,p,0.0,0,r,m,meovercook,2,10,real,block3
friendly,friendwy,rs,,friend,ly,friendly,target,s,0.0,0,l,w,friendwy,1,8,real,block3
difficult,difficult,r,,difficult,,difficult,control,r,,5,c,s,diffisult,0,9,real,block3
uniarthly,unearthly,prs,un,earth,ly,unearthly,target,r,,0,e,i,uniarthly,3,9,real,block3
shampeo,shampeo,r,,shampoo,,shampoo,control,r,,5,o,e,shampeo,2,7,real,block3
redisagmee,redisagmee,ppr,re_dis,agree,,redisagree,target,r,,2,r,m,redisagmee,2,10,real,block3
accomplice,accomplice,r,,accomplice,,accomplice,control,r,,9,e,i,accomplici,0,10,real,block3
predispode,predispode,ppr,pre_dis,pose,,predispose,target,r,,2,s,d,predispode,2,10,real,block3
ovoractive,ovoractive,prs,over,act,ive,overactive,target,p,0.0,2,e,o,ovoractive,2,10,real,block3
repay,repay,pr,re,pay,,repay,target,p,0.0,1,e,a,rapay,0,5,real,block3
urmindful,unmindful,prs,un,mind,ful,unmindful,target,p,0.0,1,n,r,urmindful,3,9,real,block3
etiqeette,etiqeette,r,,etiquette,,etiquette,control,r,,4,u,e,etiqeette,2,9,real,block3
enjoy,enjoy,pr,en,joy,,enjoy,target,p,0.0,1,n,l,eljoy,0,5,real,block3
ramoval,removal,prs,re,mov,al,removal,target,p,0.0,1,e,a,ramoval,3,7,real,block3
expereence,experience,r,,experience,,experience,control,r,,5,i,e,expereence,3,10,real,block3
ditcipline,discipline,r,,discipline,,discipline,control,r,,2,s,t,ditcipline,3,10,real,block3
formality,formality,rss,,form,al_ity,formality,target,s,0.0,1,l,r,formarity,0,9,real,block3
divide,divide,r,,divide,,divide,control,r,,1,i,a,davide,0,6,real,block3
riactor,reactor,prs,re,act,or,reactor,target,p,0.0,1,e,i,riactor,3,7,real,block3
weaponless,weaponless,rs,,weapon,less,weaponless,target,r,,5,n,m,weapomless,0,10,real,block3
misraport,misraport,ppr,mis_re,port,,misreport,target,p,1.0,1,e,a,misraport,2,9,real,block3
youthfully,youthfully,rss,,youth,ful_ly,youthfully,target,s,0.0,2,l,m,youthfumly,0,10,real,block3
fatally,fatally,rss,,fat,al_ly,fatally,target,s,1.0,1,y,m,fatallm,0,7,real,block3
above,above,r,,above,,above,control,r,,3,v,p,abope,0,5,real,block3
marathon,marathon,r,,marathon,,marathon,control,r,,5,h,s,maratson,0,8,real,block3
pajasite,pajasite,r,,parasite,,parasite,control,r,,2,r,j,pajasite,2,8,real,block3
catalog,cadalog,r,,catalog,,catalog,control,r,,2,t,d,cadalog,1,7,real,block3
softlr,softlr,rs,,soft,ly,softly,target,s,0.0,1,y,r,softlr,2,6,real,block3
syndrome,syrdrome,r,,syndrome,,syndrome,control,r,,2,n,r,syrdrome,1,8,real,block3
hallelujah,hallelujah,r,,hallelujah,,hallelujah,control,r,,6,u,e,hallelejah,0,10,real,block3
ellegal,illegal,pr,il,legal,,illegal,target,p,0.0,0,i,e,ellegal,3,7,real,block3
smorer,smorer,rs,,snor,er,snorer,target,r,,1,n,m,smorer,2,6,real,block3
prupaganda,propaganda,r,,propaganda,,propaganda,control,r,,2,o,u,prupaganda,3,10,real,block3
emtangle,emtangle,pr,en,tangle,,entangle,target,p,0.0,1,n,m,emtangle,2,8,real,block3
ouhsmart,ouhsmart,pr,out,smart,,outsmart,target,p,0.0,2,t,h,ouhsmart,2,8,real,block3
enact,enact,pr,en,act,,enact,target,r,,2,t,h,enach,0,5,real,block3
tunefulyy,tunefully,rss,,tune,ful_ly,tunefully,target,s,1.0,0,l,y,tunefulyy,3,9,real,block3
troup,troup,r,,group,,group,control,r,,0,g,t,troup,2,5,real,block3
undiscloce,undiscloce,ppr,un_dis,close,,undisclose,target,r,,3,s,c,undiscloce,2,10,real,block3
eeter,eater,rs,,eat,er,eater,target,r,,1,a,e,eeter,3,5,real,block3
champagne,champagne,r,,champagne,,champagne,control,r,,5,a,e,champegne,0,9,real,block3
unarm,unarn,pr,un,arm,,unarm,target,r,,2,m,n,unarn,1,5,real,block3
unriad,unread,pr,un,read,,unread,target,r,,1,e,i,unriad,3,6,real,block3
premisuse,plemisuse,ppr,pre_mis,use,,premisuse,target,p,0.0,1,r,l,plemisuse,1,9,real,block3
curablr,curably,rss,,cur,abl_y,curably,target,s,1.0,0,y,r,curablr,3,7,real,block3
sieroglyph,hieroglyph,r,,hieroglyph,,hieroglyph,control,r,,0,h,s,sieroglyph,3,10,real,block3
vengefully,vengefully,rss,,venge,ful_ly,vengefully,target,r,,4,e,u,vengufully,0,10,real,block3
oripin,origin,r,,origin,,origin,control,r,,3,g,p,oripin,3,6,real,block3
complain,complain,r,,complain,,complain,control,r,,5,a,o,comploin,0,8,real,block3
govern,govern,r,,govern,,govern,control,r,,1,o,i,givern,0,6,real,block3
hoop,koop,r,,koop,,koop,target,r,,0,k,h,hoop,3,4,pseudo,block4
sidriekulf,sidriekulf,prs,sid,riek,ulf,sidriekulf,control,s,0.0,1,l,r,sidriekurf,0,10,pseudo,block4
wisical,wicical,rss,,wis,ic_al,wisical,target,r,,2,s,c,wicical,1,7,pseudo,block4
nireet,noreet,pr,ni,reet,,nireet,control,p,0.0,1,i,o,noreet,1,6,pseudo,block4
reketively,reketively,prss,re,ket,ive_ly,reketively,target,p,0.0,0,r,n,neketively,0,10,pseudo,block4
abteerally,ebteerally,prss,ab,teer,al_ly,abteerally,target,p,0.0,0,a,e,ebteerally,1,10,pseudo,block4
ersidtonc,ersidtonc,ppr,er_sid,tonc,,ersidtonc,control,p,1.0,1,i,e,ersedtonc,0,9,pseudo,block4
kelsliness,kelslinass,rss,,kels,li_ness,kelsliness,target,s,1.0,1,e,a,kelslinass,1,10,pseudo,block4
nautsitci,mautsitci,rss,,naut,sit_ci,nautsitci,control,r,,0,n,m,mautsitci,1,9,pseudo,block4
wisfum,wisfum,rs,,wis,ful,wisful,target,s,0.0,2,l,m,wisfum,2,6,pseudo,block4
moosilsens,meosilsens,rss,,moos,il_sens,moosilsens,control,r,,1,o,e,meosilsens,1,10,pseudo,block4
tekcilayl,takcilayl,rsss,,tek,ci_la_yl,tekcilayl,control,r,,1,e,a,takcilayl,1,9,pseudo,block4
reinkoul,reinkoul,ppr,re_in,koul,,reinkoul,target,r,,1,o,e,reinkeul,0,8,pseudo,block4
darfional,darfionam,rss,,darf,ion_al,darfional,target,s,1.0,1,l,m,darfionam,1,9,pseudo,block4
mienor,mienor,rs,,lien,or,lienor,target,r,,0,l,m,mienor,2,6,pseudo,block4
ernigen,ernigen,ppr,er_ni,gen,,ernigen,control,r,,1,e,i,ernigin,0,7,pseudo,block4
erverosaw,erverosiw,ppr,er_vero,siw,,erverosiw,control,r,,1,i,a,erverosaw,3,9,pseudo,block4
reovercon,reovercon,ppr,re_over,con,,reovercon,target,r,,0,c,s,reoverson,0,9,pseudo,block4
pufeeg,pufeeg,pr,pu,feeg,,pufeeg,control,r,,3,g,d,pufeed,0,6,pseudo,block4
conticelly,conticelly,rsss,,cont,ic_al_ly,contically,target,s,1.0,0,a,e,conticelly,2,10,pseudo,block4
cetocally,cetically,rsss,,cet,ic_al_ly,cetically,target,s,0.0,0,i,o,cetocally,3,9,pseudo,block4
dafom,dafom,pr,de,fom,,defom,target,p,0.0,1,e,a,dafom,2,5,pseudo,block4
keamicallm,keamically,rsss,,keam,ic_al_ly,keamically,target,s,2.0,1,y,m,keamicallm,3,10,pseudo,block4
reenfob,reinfob,ppr,re_in,fob,,reinfob,target,p,1.0,0,i,e,reenfob,3,7,pseudo,block4
premisgmas,premisgmas,ppr,pre_mis,gras,,premisgras,target,r,,1,r,m,premisgmas,2,10,pseudo,block4
sonalism,conalism,rss,,con,al_ism,conalism,target,r,,0,c,s,sonalism,3,8,pseudo,block4
ungertal,ungirtal,prs,un,girt,al,ungirtal,target,r,,1,i,e,ungertal,3,8,pseudo,block4
unkeamiuus,unkeamious,prs,un,keam,ious,unkeamious,target,s,0.0,1,o,u,unkeamiuus,3,10,pseudo,block4
emotutrig,emotutrig,ppr,er_otu,trig,,erotutrig,control,p,0.0,1,r,m,emotutrig,2,9,pseudo,block4
abglocally,abglocally,prss,ab,gloc,al_ly,abglocally,target,p,0.0,1,b,k,akglocally,0,10,pseudo,block4
tonc,tont,r,,tonc,,tonc,control,r,,3,c,t,tont,1,4,pseudo,block4
nurieksens,nuriessens,prs,nu,riek,sens,nurieksens,control,r,,3,k,s,nuriessens,1,10,pseudo,block4
ketisgic,ketistic,rss,,ket,ist_ic,ketistic,target,s,0.0,2,t,g,ketisgic,3,8,pseudo,block4
tetlasit,tetlasit,rss,,tec,la_sit,teclasit,control,r,,2,c,t,tetlasit,2,8,pseudo,block4
riekpan,riekpan,rs,,riek,tan,riektan,control,s,0.0,0,t,p,riekpan,2,7,pseudo,block4
koopion,koopion,rs,,koop,ion,koopion,target,r,,0,k,t,toopion,0,7,pseudo,block4
neutcilayl,nautcilayl,rsss,,naut,ci_la_yl,nautcilayl,control,r,,1,a,e,neutcilayl,3,10,pseudo,block4
pookym,pookym,rs,,pook,yl,pookyl,control,s,0.0,1,l,m,pookym,2,6,pseudo,block4
abkeamelly,abkeamally,prss,ab,keam,al_ly,abkeamally,target,s,0.0,0,a,e,abkeamelly,3,10,pseudo,block4
moas,moos,r,,moos,,moos,control,r,,2,o,a,moas,3,4,pseudo,block4
kearfully,keamfully,rss,,keam,ful_ly,keamfully,target,r,,3,m,r,kearfully,3,9,pseudo,block4
meakcilarl,meakcilayl,rsss,,meak,ci_la_yl,meakcilayl,control,s,2.0,0,y,r,meakcilarl,3,10,pseudo,block4
sidkeat,sidkeat,pr,sid,keat,,sidkeat,control,r,,1,e,a,sidkaat,0,7,pseudo,block4
unlienness,unlienness,prs,un,lien,ness,unlienness,target,r,,1,i,o,unloenness,0,10,pseudo,block4
otumof,odumof,pr,otu,mof,,otumof,control,p,0.0,1,t,d,odumof,1,6,pseudo,block4
moosonila,meosonila,rss,,moos,oni_la,moosonila,control,r,,1,o,e,meosonila,1,9,pseudo,block4
ersimprun,ersimtrun,ppr,er_sim,trun,,ersimtrun,control,r,,0,t,p,ersimprun,3,9,pseudo,block4
boflasitci,foflasitci,rsss,,bof,la_sit_ci,boflasitci,control,r,,0,b,f,foflasitci,1,10,pseudo,block4
premiscon,premiscun,ppr,pre_mis,con,,premiscon,target,r,,1,o,u,premiscun,1,9,pseudo,block4
megeef,regeef,pr,re,geef,,regeef,target,p,0.0,0,r,m,megeef,3,6,pseudo,block4
clatious,cratious,rs,,clat,ious,clatious,target,r,,1,l,r,cratious,1,8,pseudo,block4
ninocvieta,ninocvieta,prss,ni,noc,vi_eta,ninocvieta,control,p,0.0,0,n,r,rinocvieta,0,10,pseudo,block4
erneil,ernail,pr,er,neil,,erneil,control,r,,1,e,a,ernail,1,6,pseudo,block4
drunistic,prunistic,rss,,drun,ist_ic,drunistic,target,r,,0,d,p,prunistic,1,9,pseudo,block4
nunautcila,munautcila,prss,nu,naut,ci_la,nunautcila,control,p,0.0,0,n,m,munautcila,1,10,pseudo,block4
ked,ket,r,,ket,,ket,target,r,,2,t,d,ked,3,3,pseudo,block4
nautiuis,nautiuis,rs,,naut,ouis,nautouis,control,s,0.0,0,o,i,nautiuis,2,8,pseudo,block4
cehable,cehable,rs,,cet,able,cetable,target,r,,2,t,h,cehable,2,7,pseudo,block4
soommental,soommental,rss,,soom,ment_al,soommental,target,s,1.0,0,a,e,soommentel,0,10,pseudo,block4
frat,frad,r,,frad,,frad,control,r,,3,d,t,frat,3,4,pseudo,block4
simrem,simmem,pr,sim,rem,,simrem,control,r,,0,r,m,simmem,1,6,pseudo,block4
grasance,grasance,rs,,gras,ance,grasance,target,s,0.0,3,e,i,grasanci,0,8,pseudo,block4
remisnurt,remisnart,ppr,re_mis,nurt,,remisnurt,target,r,,1,u,a,remisnart,1,9,pseudo,block4
mimeakyti,mimeakyti,prs,mi,meak,yti,mimeakyti,control,p,0.0,0,m,r,rimeakyti,0,9,pseudo,block4
overhels,overhels,pr,over,kels,,overkels,target,r,,0,k,h,overhels,2,8,pseudo,block4
teer,teer,r,,teer,,teer,target,r,,0,t,h,heer,0,4,pseudo,block4
oypmoos,oypmoos,pr,orp,moos,,orpmoos,control,p,0.0,1,r,y,oypmoos,2,7,pseudo,block4
nurtalism,nurtalism,rss,,nurt,al_ism,nurtalism,target,s,1.0,2,m,l,nurtalisl,0,9,pseudo,block4
koopically,koopically,rsss,,koop,ic_al_ly,koopically,target,r,,3,p,c,koocically,0,10,pseudo,block4
keatsens,keatsenc,rs,,keat,sens,keatsens,control,s,0.0,3,s,c,keatsenc,1,8,pseudo,block4
abcetalisy,abcetalisy,prss,ab,cet,al_ity,abcetality,target,s,1.0,1,t,s,abcetalisy,2,10,pseudo,block4
revopook,mevopook,pr,revo,pook,,revopook,control,p,0.0,0,r,m,mevopook,1,8,pseudo,block4
nupookyl,nupookyl,prs,nu,pook,yl,nupookyl,control,s,0.0,0,y,n,nupooknl,0,8,pseudo,block4
inunait,inunait,pr,inu,naut,,inunaut,control,r,,2,u,i,inunait,2,7,pseudo,block4
bamaflayl,bamaflaym,prss,ba,maf,la_yl,bamaflayl,control,s,1.0,1,l,m,bamaflaym,1,9,pseudo,block4
nimaftaoni,nimaftaoni,prss,ni,maf,ta_oni,nimaftaoni,control,p,0.0,1,i,o,nomaftaoni,0,10,pseudo,block4
unkoopness,unkoopness,prs,un,koop,ness,unkoopness,target,p,0.0,0,u,i,inkoopness,0,10,pseudo,block4
niwerk,niwerk,pr,ni,werk,,niwerk,control,p,0.0,1,i,e,newerk,0,6,pseudo,block4
erninoc,erninod,ppr,er_ni,noc,,erninoc,control,r,,2,c,d,erninod,1,7,pseudo,block4
avdarfally,avdarfally,prss,ab,darf,al_ly,abdarfally,target,p,0.0,1,b,v,avdarfally,2,10,pseudo,block4
kaam,kaam,r,,keam,,keam,target,r,,1,e,a,kaam,2,4,pseudo,block4
boom,soom,r,,soom,,soom,target,r,,0,s,b,boom,3,4,pseudo,block4
repsiwtalc,repsiwtalc,ppr,rep_sim,talc,,repsimtalc,control,p,1.0,2,m,w,repsiwtalc,2,10,pseudo,block4
conocally,conocally,rsss,,con,ic_al_ly,conically,target,s,0.0,0,i,o,conocally,2,9,pseudo,block4
soomically,soomically,rsss,,soom,ic_al_ly,soomically,target,r,,3,m,y,sooyically,0,10,pseudo,block4
nucsitci,nucsitci,rss,,nuc,sit_ci,nucsitci,control,r,,1,u,a,nacsitci,0,8,pseudo,block4
redefum,redefam,ppr,re_de,fam,,redefam,target,r,,1,a,u,redefum,3,7,pseudo,block4
fomless,fomlevs,rs,,fom,less,fomless,target,s,0.0,2,s,v,fomlevs,1,7,pseudo,block4
nupootsens,nupootsens,prs,nu,pook,sens,nupooksens,control,r,,3,k,t,nupootsens,2,10,pseudo,block4
banurdyayl,banurdlayl,prss,ba,nurd,la_yl,banurdlayl,control,s,0.0,0,l,y,banurdyayl,3,10,pseudo,block4
reinsoom,reinsoom,ppr,re_in,soom,,reinsoom,target,p,0.0,0,r,m,meinsoom,0,8,pseudo,block4
cun,con,r,,cun,,cun,target,r,,1,u,o,con,1,3,pseudo,block4
feegsels,feegselh,rs,,feeg,sels,feegsels,control,s,0.0,3,s,h,feegselh,1,8,pseudo,block4
upgras,upgras,pr,up,gras,,upgras,target,r,,0,g,s,upsras,0,6,pseudo,block4
repsimfrad,repsilfrad,ppr,rep_sim,frad,,repsimfrad,control,p,1.0,2,m,l,repsilfrad,1,10,pseudo,block4
moskrew,moskrew,pr,mis,krew,,miskrew,target,p,0.0,1,i,o,moskrew,2,7,pseudo,block4
reouhkeam,reouhkeam,ppr,re_out,keam,,reoutkeam,target,p,1.0,2,t,h,reouhkeam,2,9,pseudo,block4
unisoom,unisoow,pr,uni,soom,,unisoom,target,r,,3,m,w,unisoow,1,7,pseudo,block4
tiakically,teakically,rsss,,teak,ic_al_ly,teakically,target,r,,1,e,i,tiakically,3,10,pseudo,block4
naut,raut,r,,naut,,naut,control,r,,0,n,r,raut,1,4,pseudo,block4
remisgloc,wemisgloc,ppr,re_mis,gloc,,remisgloc,target,p,0.0,0,r,w,wemisgloc,1,9,pseudo,block4
teccilayl,teccalayl,rsss,,tec,ci_la_yl,teccilayl,control,s,0.0,1,i,a,teccalayl,1,9,pseudo,block4
baneillayl,baneillayl,prss,ba,neil,la_yl,baneillayl,control,r,,3,l,r,baneirlayl,0,10,pseudo,block4
wus,wus,r,,wis,,wis,target,r,,1,i,u,wus,2,3,pseudo,block4
meik,meak,r,,meak,,meak,control,r,,2,a,i,meik,3,4,pseudo,block4
koulional,kouliunal,rss,,koul,ion_al,koulional,target,s,0.0,1,o,u,kouliunal,1,9,pseudo,block4
fomality,fomality,rss,,fom,al_ity,fomality,target,r,,0,f,c,comality,0,8,pseudo,block4
diskeirfel,diskeirfel,prs,dis,keir,ful,diskeirful,target,s,0.0,1,u,e,diskeirfel,2,10,pseudo,block4
pookoni,pookoni,rs,,pook,oni,pookoni,control,r,,0,p,g,gookoni,0,7,pseudo,block4
simfras,simfrad,pr,sim,frad,,simfrad,control,r,,3,d,s,simfras,3,7,pseudo,block4
mooscilayl,mooscilayl,rsss,,moos,ci_la_yl,mooscilayl,control,r,,0,m,w,wooscilayl,0,10,pseudo,block4
ersirtonc,ersimtonc,ppr,er_sim,tonc,,ersimtonc,control,p,1.0,2,m,r,ersirtonc,3,9,pseudo,block4
ersidfeeh,ersidfeeg,ppr,er_sid,feeg,,ersidfeeg,control,r,,3,g,h,ersidfeeh,3,9,pseudo,block4
ongeefical,ungeefical,prss,un,geef,ic_al,ungeefical,target,p,0.0,0,u,o,ongeefical,3,10,pseudo,block4
beftan,boftan,rs,,bof,tan,boftan,control,r,,1,o,e,beftan,3,6,pseudo,block4
nubcilayl,nuccilayl,rsss,,nuc,ci_la_yl,nuccilayl,control,r,,2,c,b,nubcilayl,3,9,pseudo,block4
werkulfyl,werkulfyl,rss,,werk,ulf_yl,werkulfyl,control,r,,3,k,p,werpulfyl,0,9,pseudo,block4
banodlayit,banodlayit,prss,ba,noc,la_yit,banoclayit,control,r,,2,c,d,banodlayit,2,10,pseudo,block4
redisnurt,wedisnurt,ppr,re_dis,nurt,,redisnurt,target,p,0.0,0,r,w,wedisnurt,1,9,pseudo,block4
krew,krew,r,,krew,,krew,target,r,,3,w,m,krem,0,4,pseudo,block4
