first,second,condition,prefixes,root,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength,type,block
pedestrian,petestrian,r,,pedestrian,,pedestrian,control,r,,2,d,t,petestrian,1,10,real,block1
witlessly,wiclessly,rss,,wit,less_ly,witlessly,target,r,,2,t,c,wiclessly,1,9,real,block1
dmive,drive,r,,drive,,drive,control,r,,1,r,m,dmive,3,5,real,block1
analegue,analogue,r,,analogue,,analogue,control,r,,4,o,e,analegue,3,8,real,block1
nonstop,nonstop,pr,non,stop,,nonstop,target,p,0.0,1,o,u,nunstop,0,7,real,block1
uninform,unenform,ppr,un_in,form,,uninform,target,p,1.0,0,i,e,unenform,1,8,real,block1
litrary,library,r,,library,,library,control,r,,2,b,t,litrary,3,7,real,block1
uphomder,upholder,prs,up,hold,er,upholder,target,r,,2,l,m,uphomder,3,8,real,block1
deodorize,deodoreze,prs,de,odor,ize,deodorize,target,s,0.0,0,i,e,deodoreze,1,9,real,block1
meirdly,weirdly,rs,,weird,ly,weirdly,target,r,,0,w,m,meirdly,3,7,real,block1
deshonor,deshonor,pr,dis,honor,,dishonor,target,p,0.0,1,i,e,deshonor,2,8,real,block1
invalidate,invalidate,prs,in,valid,ate,invalidate,target,p,0.0,1,n,m,imvalidate,0,10,real,block1
wetly,wetly,rs,,wet,ly,wetly,target,s,0.0,0,l,r,wetry,0,5,real,block1
appuratus,apparatus,r,,apparatus,,apparatus,control,r,,3,a,u,appuratus,3,9,real,block1
highness,highness,rs,,high,ness,highness,target,r,,0,h,t,tighness,0,8,real,block1
geillotine,geillotine,r,,guillotine,,guillotine,control,r,,1,u,e,geillotine,2,10,real,block1
blatpheme,blaspheme,r,,blaspheme,,blaspheme,control,r,,3,s,t,blatpheme,3,9,real,block1
reinforce,reinforce,ppr,re_in,force,,reinforce,target,p,0.0,1,e,o,roinforce,0,9,real,block1
undersord,undersord,pr,under,sold,,undersold,target,r,,2,l,r,undersord,2,9,real,block1
privilege,privilego,r,,privilege,,privilege,control,r,,8,e,o,privilego,1,9,real,block1
loprechaun,leprechaun,r,,leprechaun,,leprechaun,control,r,,1,e,o,loprechaun,3,10,real,block1
parallel,parallel,r,,parallel,,parallel,control,r,,7,l,m,parallem,0,8,real,block1
total,tital,r,,total,,total,control,r,,1,o,i,tital,1,5,real,block1
romisalign,remisalign,ppr,re_mis,align,,remisalign,target,p,0.0,1,e,o,romisalign,3,10,real,block1
baler,paler,rs,,pal,er,paler,target,r,,0,p,b,baler,3,5,real,block1
defiant,tefiant,rs,,defi,ant,defiant,target,r,,0,d,t,tefiant,1,7,real,block1
strength,strength,r,,strength,,strength,control,r,,3,e,a,strangth,0,8,real,block1
selhouette,silhouette,r,,silhouette,,silhouette,control,r,,1,i,e,selhouette,3,10,real,block1
attempt,attompt,r,,attempt,,attempt,control,r,,3,e,o,attompt,1,7,real,block1
progyamme,programme,r,,programme,,programme,control,r,,4,r,y,progyamme,3,9,real,block1
boorerang,boorerang,r,,boomerang,,boomerang,control,r,,3,m,r,boorerang,2,9,real,block1
somersault,somersaulp,r,,somersault,,somersault,control,r,,9,t,p,somersaulp,1,10,real,block1
enjoymert,enjoyment,prs,en,joy,ment,enjoyment,target,s,0.0,2,n,r,enjoymert,3,9,real,block1
reimpose,reimpose,ppr,re_im,pose,,reimpose,target,p,0.0,1,e,a,raimpose,0,8,real,block1
chance,charce,r,,chance,,chance,control,r,,3,n,r,charce,1,6,real,block1
corbine,combine,r,,combine,,combine,control,r,,2,m,r,corbine,3,7,real,block1
reoutsmart,reoutsmart,ppr,re_out,smart,,reoutsmart,target,p,0.0,0,r,m,meoutsmart,0,10,real,block1
heroic,heroid,rs,,hero,ic,heroic,target,s,0.0,1,c,d,heroid,1,6,real,block1
relover,remover,prs,re,mov,er,remover,target,r,,0,m,l,relover,3,7,real,block1
chimpanzee,chimpanzeu,r,,chimpanzee,,chimpanzee,control,r,,9,e,u,chimpanzeu,1,10,real,block1
enslave,enslave,pr,en,slave,,enslave,target,r,,1,l,r,ensrave,0,7,real,block1
yearlr,yearlr,rs,,year,ly,yearly,target,s,0.0,1,y,r,yearlr,2,6,real,block1
detail,dutail,r,,detail,,detail,control,r,,1,e,u,dutail,1,6,real,block1
detoder,detoder,prs,de,cod,er,decoder,target,r,,0,c,t,detoder,2,7,real,block1
camoufnage,camouflage,r,,camouflage,,camouflage,control,r,,6,l,n,camoufnage,3,10,real,block1
contrapt,contrapt,r,,contrast,,contrast,control,r,,6,s,p,contrapt,2,8,real,block1
seamch,seamch,r,,search,,search,control,r,,3,r,m,seamch,2,6,real,block1
heroital,heroical,rss,,hero,ic_al,heroical,target,s,0.0,1,c,t,heroital,3,8,real,block1
prodtitute,prostitute,r,,prostitute,,prostitute,control,r,,3,s,d,prodtitute,3,10,real,block1
benefit,banefit,r,,benefit,,benefit,control,r,,1,e,a,banefit,1,7,real,block1
naturalist,naturalist,rss,,natur,al_ist,naturalist,target,r,,1,a,o,noturalist,0,10,real,block1
mediscover,rediscover,ppr,re_dis,cover,,rediscover,target,p,0.0,0,r,m,mediscover,3,10,real,block1
pitofully,pitifully,rss,,piti,ful_ly,pitifully,target,r,,3,i,o,pitofully,3,9,real,block1
secrehe,secrehe,r,,secrete,,secrete,control,r,,5,t,h,secrehe,2,7,real,block1
eucalyptus,eucalyptus,r,,eucalyptus,,eucalyptus,control,r,,6,p,h,eucalyhtus,0,10,real,block1
space,space,r,,space,,space,control,r,,0,s,t,tpace,0,5,real,block1
wrongfulmy,wrongfulmy,rss,,wrong,ful_ly,wrongfully,target,s,1.0,0,l,m,wrongfulmy,2,10,real,block1
marijuana,mariwuana,r,,marijuana,,marijuana,control,r,,4,j,w,mariwuana,1,9,real,block1
alionate,alienate,rs,,alien,ate,alienate,target,r,,3,e,o,alionate,3,8,real,block1
restaurayt,restaurant,r,,restaurant,,restaurant,control,r,,8,n,y,restaurayt,3,10,real,block1
dislike,dislike,pr,dis,like,,dislike,target,r,,1,i,e,disleke,0,7,real,block1
disagree,disagrue,pr,dis,agree,,disagree,target,r,,3,e,u,disagrue,1,8,real,block1
article,arbicle,r,,article,,article,control,r,,2,t,b,arbicle,1,7,real,block1
reuvable,reusable,prs,re,us,able,reusable,target,r,,1,s,v,reuvable,3,8,real,block1
modally,madally,rss,,mod,al_ly,modally,target,r,,1,o,a,madally,1,7,real,block1
efhort,efhort,r,,effort,,effort,control,r,,2,f,h,efhort,2,6,real,block1
export,export,pr,ex,port,,export,target,r,,3,t,c,exporc,0,6,real,block1
tambourine,tambourine,r,,tambourine,,tambourine,control,r,,5,u,o,tamboorine,0,10,real,block1
reoutsell,reoutselm,ppr,re_out,sell,,reoutsell,target,r,,3,l,m,reoutselm,1,9,real,block1
exampme,exampme,r,,example,,example,control,r,,5,l,m,exampme,2,7,real,block1
unwisely,unwisely,prs,un,wise,ly,unwisely,target,p,0.0,0,u,e,enwisely,0,8,real,block1
lorge,lorge,r,,large,,large,control,r,,1,a,o,lorge,2,5,real,block1
architect,architect,r,,architect,,architect,control,r,,1,r,y,aychitect,0,9,real,block1
disembark,disembark,ppr,dis_em,bark,,disembark,target,r,,3,k,v,disembarv,0,9,real,block1
standard,standard,r,,standard,,standard,control,r,,7,d,h,standarh,0,8,real,block1
import,omport,pr,im,port,,import,target,p,0.0,0,i,o,omport,1,6,real,block1
undappier,undappier,prs,un,happ,ier,unhappier,target,r,,0,h,d,undappier,2,9,real,block1
thrashold,threshold,r,,threshold,,threshold,control,r,,3,e,a,thrashold,3,9,real,block1
skier,pkier,rs,,ski,er,skier,target,r,,0,s,p,pkier,1,5,real,block1
persuade,persoade,r,,persuade,,persuade,control,r,,4,u,o,persoade,1,8,real,block1
cammune,commune,r,,commune,,commune,control,r,,1,o,a,cammune,3,7,real,block1
still,still,r,,still,,still,control,r,,2,i,e,stell,0,5,real,block1
start,start,r,,start,,start,control,r,,3,r,m,stamt,0,5,real,block1
schedule,schesule,r,,schedule,,schedule,control,r,,4,d,s,schesule,1,8,real,block1
wfitest,whitest,rs,,whit,est,whitest,target,r,,1,h,f,wfitest,3,7,real,block1
outshine,outshine,pr,out,shine,,outshine,target,r,,1,h,t,outstine,0,8,real,block1
trampoline,trampoline,r,,trampoline,,trampoline,control,r,,0,t,f,frampoline,0,10,real,block1
converpe,converse,r,,converse,,converse,control,r,,6,s,p,converpe,3,8,real,block1
unlawsul,unlawsul,prs,un,law,ful,unlawful,target,s,0.0,0,f,s,unlawsul,2,8,real,block1
reviewer,reviewer,prs,re,view,er,reviewer,target,p,0.0,1,e,a,raviewer,0,8,real,block1
distrect,district,r,,district,,district,control,r,,5,i,e,distrect,3,8,real,block1
toleranco,toleranco,rs,,toler,ance,tolerance,target,s,0.0,3,e,o,toleranco,2,9,real,block1
unkeamness,unkeamness,prs,un,keam,ness,unkeamness,target,s,0.0,3,s,h,unkeamnesh,0,10,pseudo,block2
keim,keim,r,,keir,,keir,target,r,,3,r,m,keim,2,4,pseudo,block2
clatint,clatint,rs,,clat,ant,clatant,target,s,0.0,0,a,i,clatint,2,7,pseudo,block2
miskeam,migkeam,pr,mis,keam,,miskeam,target,p,0.0,2,s,g,migkeam,1,7,pseudo,block2
mewisation,rewisation,prss,re,wis,at_ion,rewisation,target,p,0.0,0,r,m,mewisation,3,10,pseudo,block2
fobant,fohant,rs,,fob,ant,fobant,target,r,,2,b,h,fohant,1,6,pseudo,block2
mofcilaml,mofcilaml,rsss,,mof,ci_la_yl,mofcilayl,control,s,2.0,0,y,m,mofcilaml,2,9,pseudo,block2
outcun,outcun,pr,out,cun,,outcun,target,r,,1,u,o,outcon,0,6,pseudo,block2
mekoop,rekoop,pr,re,koop,,rekoop,target,p,0.0,0,r,m,mekoop,3,6,pseudo,block2
truncilanl,truncilayl,rsss,,trun,ci_la_yl,truncilayl,control,s,2.0,0,y,n,truncilanl,3,10,pseudo,block2
moc,noc,r,,noc,,noc,control,r,,0,n,m,moc,3,3,pseudo,block2
inconation,inconition,prss,in,con,at_ion,inconation,target,s,0.0,0,a,i,inconition,1,10,pseudo,block2
sargoni,sargoni,rs,,sarg,oni,sargoni,control,r,,0,s,p,pargoni,0,7,pseudo,block2
loukcilayl,loukcileyl,rsss,,louk,ci_la_yl,loukcilayl,control,s,1.0,1,a,e,loukcileyl,1,10,pseudo,block2
prodarf,prodawf,pr,pro,darf,,prodarf,target,r,,2,r,w,prodawf,1,7,pseudo,block2
nutrunison,netrunison,prs,nu,trun,ison,nutrunison,control,p,0.0,1,u,e,netrunison,1,10,pseudo,block2
riekcilayl,riekcirayl,rsss,,riek,ci_la_yl,riekcilayl,control,s,1.0,0,l,r,riekcirayl,1,10,pseudo,block2
ingirt,ingort,pr,in,girt,,ingirt,target,r,,1,i,o,ingort,1,6,pseudo,block2
ernifrag,ernifrag,ppr,er_ni,frad,,ernifrad,control,r,,3,d,g,ernifrag,2,8,pseudo,block2
trif,trif,r,,trig,,trig,control,r,,3,g,f,trif,2,4,pseudo,block2
bos,bof,r,,bof,,bof,control,r,,2,f,s,bos,3,3,pseudo,block2
louklasim,louklasim,rss,,louk,la_sim,louklasim,control,r,,3,k,h,louhlasim,0,9,pseudo,block2
reketation,reketation,prss,re,ket,at_ion,reketation,target,r,,2,t,s,rekesation,0,10,pseudo,block2
kon,kon,r,,con,,con,target,r,,0,c,k,kon,2,3,pseudo,block2
moclasim,noclasim,rss,,noc,la_sim,noclasim,control,r,,0,n,m,moclasim,3,8,pseudo,block2
contishic,contistic,rss,,cont,ist_ic,contistic,target,s,0.0,2,t,h,contishic,3,9,pseudo,block2
erremtaoni,erramtaoni,prss,er,rem,ta_oni,erremtaoni,control,r,,1,e,a,erramtaoni,1,10,pseudo,block2
inketity,inketaty,prs,in,ket,ity,inketity,target,s,0.0,0,i,a,inketaty,1,8,pseudo,block2
ernoceviyl,ernoceviyl,prss,er,noc,evi_yl,ernoceviyl,control,s,0.0,1,v,p,ernocepiyl,0,10,pseudo,block2
fomawistic,fomalistic,rsss,,fom,al_ist_ic,fomalistic,target,s,0.0,1,l,w,fomawistic,3,10,pseudo,block2
tmunouis,tmunouis,rs,,trun,ouis,trunouis,control,r,,1,r,m,tmunouis,2,8,pseudo,block2
nogor,negor,rs,,neg,or,negor,target,r,,1,e,o,nogor,3,5,pseudo,block2
sargnemtla,sargnemtra,rss,,sarg,nemt_la,sargnemtla,control,s,1.0,0,l,r,sargnemtra,1,10,pseudo,block2
riekwo,riekwo,rs,,riek,ro,riekro,control,s,0.0,0,r,w,riekwo,2,6,pseudo,block2
prokouleon,prokouleon,prs,pro,koul,ion,prokoulion,target,s,0.0,0,i,e,prokouleon,2,10,pseudo,block2
ketalist,ketalist,rss,,ket,al_ist,ketalist,target,s,1.0,1,s,h,ketaliht,0,8,pseudo,block2
kems,kems,r,,kels,,kels,target,r,,2,l,m,kems,2,4,pseudo,block2
simcolgoru,siwcolgoru,prs,sim,colg,oru,simcolgoru,control,p,0.0,2,m,w,siwcolgoru,1,10,pseudo,block2
reinneg,reinnev,ppr,re_in,neg,,reinneg,target,r,,2,g,v,reinnev,1,7,pseudo,block2
remlayit,remlayit,rss,,rem,la_yit,remlayit,control,s,0.0,1,a,e,remleyit,0,8,pseudo,block2
soomiaus,soomiaus,rs,,soom,ious,soomious,target,s,0.0,1,o,a,soomiaus,2,8,pseudo,block2
maflasifci,maflasitci,rsss,,maf,la_sit_ci,maflasitci,control,s,1.0,2,t,f,maflasifci,3,10,pseudo,block2
nunurdsens,nunurdsens,prs,nu,nurd,sens,nunurdsens,control,s,0.0,0,s,d,nunurddens,0,10,pseudo,block2
palc,talc,r,,talc,,talc,control,r,,0,t,p,palc,3,4,pseudo,block2
fobfully,fobfully,rss,,fob,ful_ly,fobfully,target,r,,2,b,c,focfully,0,8,pseudo,block2
tetalistic,ketalistic,rsss,,ket,al_ist_ic,ketalistic,target,r,,0,k,t,tetalistic,3,10,pseudo,block2
werk,werk,r,,werk,,werk,control,r,,1,e,o,work,0,4,pseudo,block2
ormaftaoni,ermaftaoni,prss,er,maf,ta_oni,ermaftaoni,control,p,0.0,0,e,o,ormaftaoni,3,10,pseudo,block2
feegulf,feegulf,rs,,feeg,ulf,feegulf,control,r,,1,e,a,faegulf,0,7,pseudo,block2
eredwerk,eredwork,ppr,er_ed,werk,,eredwerk,control,r,,1,e,o,eredwork,1,8,pseudo,block2
laen,lien,r,,lien,,lien,target,r,,1,i,a,laen,3,4,pseudo,block2
selk,senk,r,,selk,,selk,control,r,,2,l,n,senk,1,4,pseudo,block2
disconful,pisconful,prs,dis,con,ful,disconful,target,p,0.0,0,d,p,pisconful,1,9,pseudo,block2
sidbofurf,sidbofulf,prs,sid,bof,ulf,sidbofulf,control,s,0.0,1,l,r,sidbofurf,3,9,pseudo,block2
fob,fob,r,,fob,,fob,target,r,,0,f,s,sob,0,3,pseudo,block2
feagsitci,feagsitci,rss,,feeg,sit_ci,feegsitci,control,r,,2,e,a,feagsitci,2,9,pseudo,block2
nisargyit,nisargyit,prs,ni,sarg,yit,nisargyit,control,r,,3,g,s,nisarsyit,0,9,pseudo,block2
premisnag,premisneg,ppr,pre_mis,neg,,premisneg,target,r,,1,e,a,premisnag,3,9,pseudo,block2
indamity,indamity,prs,in,fam,ity,infamity,target,r,,0,f,d,indamity,2,8,pseudo,block2
unkeiridal,unkeirical,prss,un,keir,ic_al,unkeirical,target,s,0.0,1,c,d,unkeiridal,3,10,pseudo,block2
fotically,fotically,rsss,,fob,ic_al_ly,fobically,target,r,,2,b,t,fotically,2,9,pseudo,block2
infobanhly,infobantly,prss,in,fob,ant_ly,infobantly,target,s,0.0,2,t,h,infobanhly,3,10,pseudo,block2
reconate,reconate,prs,re,con,ate,reconate,target,r,,1,o,e,recenate,0,8,pseudo,block2
talclayl,salclayl,rss,,talc,la_yl,talclayl,control,r,,0,t,s,salclayl,1,8,pseudo,block2
enniwerk,erniwerk,ppr,er_ni,werk,,erniwerk,control,p,0.0,1,r,n,enniwerk,3,8,pseudo,block2
dasgras,dasgras,pr,dis,gras,,disgras,target,p,0.0,1,i,a,dasgras,2,7,pseudo,block2
nimaftanyl,nimaftanyl,prss,ni,maf,tan_yl,nimaftanyl,control,r,,2,f,d,nimadtanyl,0,10,pseudo,block2
nufeegla,nufeegla,prs,nu,feeg,la,nufeegla,control,p,0.0,1,u,e,nefeegla,0,8,pseudo,block2
inkeam,inkeem,pr,in,keam,,inkeam,target,r,,2,a,e,inkeem,1,6,pseudo,block2
unkoopally,unkoopally,prss,un,koop,al_ly,unkoopally,target,r,,1,o,a,unkaopally,0,10,pseudo,block2
sidmepalc,sidmepalc,ppr,sid_me,talc,,sidmetalc,control,r,,0,t,p,sidmepalc,2,9,pseudo,block2
tolcro,talcro,rs,,talc,ro,talcro,control,r,,1,a,o,tolcro,3,6,pseudo,block2
baselkrayl,baselklayl,prss,ba,selk,la_yl,baselklayl,control,s,0.0,0,l,r,baselkrayl,3,10,pseudo,block2
geefically,geeficalny,rsss,,geef,ic_al_ly,geefically,target,s,2.0,0,l,n,geeficalny,1,10,pseudo,block2
bareedlayl,bareetlayl,prss,ba,reet,la_yl,bareetlayl,control,r,,3,t,d,bareedlayl,3,10,pseudo,block2
gen,gen,r,,gen,,gen,control,r,,0,g,h,hen,0,3,pseudo,block2
nutruncila,nutruncila,prss,nu,trun,ci_la,nutruncila,control,p,0.0,0,n,m,mutruncila,0,10,pseudo,block2
clatically,clatically,rsss,,clat,ic_al_ly,clatically,target,r,,2,a,e,cletically,0,10,pseudo,block2
intercat,intercat,pr,inter,cet,,intercet,target,r,,1,e,a,intercat,2,8,pseudo,block2
teconila,tefonila,rss,,tec,oni_la,teconila,control,r,,2,c,f,tefonila,1,8,pseudo,block2
reetcila,reetcila,rss,,reet,ci_la,reetcila,control,r,,1,e,i,rietcila,0,8,pseudo,block2
entalc,entalc,pr,er,talc,,ertalc,control,p,0.0,1,r,n,entalc,2,6,pseudo,block2
repsimruek,repsimruek,ppr,rep_sim,riek,,repsimriek,control,r,,1,i,u,repsimruek,2,10,pseudo,block2
orpbofono,orpbofoni,prs,orp,bof,oni,orpbofoni,control,s,0.0,2,i,o,orpbofono,3,9,pseudo,block2
inmerivate,inmerivate,prss,in,mer,iv_ate,inmerivate,target,p,0.0,0,i,o,onmerivate,0,10,pseudo,block2
trunalba,trunalba,rs,,trun,elba,trunelba,control,s,0.0,0,e,a,trunalba,2,8,pseudo,block2
redasgirt,redisgirt,ppr,re_dis,girt,,redisgirt,target,p,1.0,1,i,a,redasgirt,3,9,pseudo,block2
mer,mor,r,,mer,,mer,target,r,,1,e,o,mor,1,3,pseudo,block2
nimofeta,nimofeta,prs,ni,mof,eta,nimofeta,control,r,,2,f,s,nimoseta,0,8,pseudo,block2
eyrieketa,errieketa,prs,er,riek,eta,errieketa,control,p,0.0,1,r,y,eyrieketa,3,9,pseudo,block2
mafenca,lafenca,rs,,maf,enca,mafenca,control,r,,0,m,l,lafenca,1,7,pseudo,block2
cmatment,cmatment,rs,,clat,ment,clatment,target,r,,1,l,m,cmatment,2,8,pseudo,block2
siwnemt,siwnomt,rs,,siw,nemt,siwnemt,control,s,0.0,1,e,o,siwnomt,1,7,pseudo,block2
nentimoos,nentimoos,pr,renti,moos,,rentimoos,control,p,0.0,0,r,n,nentimoos,2,9,pseudo,block2
abfomally,abfomally,prss,ab,fom,al_ly,abfomally,target,p,0.0,0,a,e,ebfomally,0,9,pseudo,block2
fam,fam,r,,fam,,fam,target,r,,1,a,e,fem,0,3,pseudo,block2
keatulfyl,keatulfyl,rss,,keat,ulf_yl,keatulfyl,control,r,,3,t,p,keapulfyl,0,9,pseudo,block2
nutalclayl,nutalslayl,prss,nu,talc,la_yl,nutalclayl,control,r,,3,c,s,nutalslayl,1,10,pseudo,block2
koulnesf,koulness,rs,,koul,ness,koulness,target,s,0.0,3,s,f,koulnesf,3,8,pseudo,block2
neil,neil,r,,neil,,neil,control,r,,1,e,i,niil,0,4,pseudo,block2
wision,wision,rs,,wis,ion,wision,target,r,,1,i,e,wesion,0,6,pseudo,block2
negmy,negmy,rs,,neg,ly,negly,target,s,0.0,0,l,m,negmy,2,5,pseudo,block2
darfically,darfically,rsss,,darf,ic_al_ly,darfically,target,s,0.0,1,c,p,darfipally,0,10,pseudo,block2
edriok,edriok,pr,ed,riek,,edriek,control,r,,2,e,o,edriok,2,6,pseudo,block2
disemcon,disemcon,ppr,dis_em,con,,disemcon,target,r,,2,n,w,disemcow,0,8,pseudo,block2
remcilayl,remcilayy,rsss,,rem,ci_la_yl,remcilayl,control,s,2.0,1,l,y,remcilayy,1,9,pseudo,block2
unkooply,unkooplw,prs,un,koop,ly,unkooply,target,s,0.0,1,y,w,unkooplw,1,8,pseudo,block2
fomalmy,fomally,rss,,fom,al_ly,fomally,target,s,1.0,0,l,m,fomalmy,3,7,pseudo,block2
foegcilayl,feegcilayl,rsss,,feeg,ci_la_yl,feegcilayl,control,r,,1,e,o,foegcilayl,3,10,pseudo,block2
bofcilayl,bofcilayl,rsss,,bof,ci_la_yl,bofcilayl,control,r,,0,b,p,pofcilayl,0,9,pseudo,block2
kelsically,kelsicallm,rsss,,kels,ic_al_ly,kelsically,target,s,2.0,1,y,m,kelsicallm,1,10,pseudo,block2
oncetate,incetate,prs,in,cet,ate,incetate,target,p,0.0,0,i,o,oncetate,3,8,pseudo,block2
mifradoni,mifradoni,prs,mi,frad,oni,mifradoni,control,r,,2,a,u,mifrudoni,0,9,pseudo,block2
truj,trun,r,,trun,,trun,control,r,,3,n,j,truj,3,4,pseudo,block2
inclation,inclation,prs,in,clat,ion,inclation,target,p,0.0,1,n,w,iwclation,0,9,pseudo,block2
girtically,hirtically,rsss,,girt,ic_al_ly,girtically,target,r,,0,g,h,hirtically,1,10,pseudo,block2
umigeef,umigeef,pr,uni,geef,,unigeef,target,p,0.0,1,n,m,umigeef,2,7,pseudo,block2
loek,louk,r,,louk,,louk,control,r,,2,u,e,loek,3,4,pseudo,block2
misteakour,misteakoir,prs,mis,teak,our,misteakour,target,s,0.0,1,u,i,misteakoir,1,10,pseudo,block2
inunod,inunoc,pr,inu,noc,,inunoc,control,r,,2,c,d,inunod,3,6,pseudo,block2
reset,reset,pr,re,set,,reset,target,r,,2,t,g,reseg,0,5,real,block3
noodenness,woodenness,rss,,wood,en_ness,woodenness,target,r,,0,w,n,noodenness,3,10,real,block3
whiher,whiter,rs,,whit,er,whiter,target,r,,3,t,h,whiher,3,6,real,block3
renewol,renewal,prs,re,new,al,renewal,target,s,0.0,0,a,o,renewol,3,7,real,block3
province,provinpe,r,,province,,province,control,r,,6,c,p,provinpe,1,8,real,block3
masquenade,masquenade,r,,masquerade,,masquerade,control,r,,6,r,n,masquenade,2,10,real,block3
hartridge,cartridge,r,,cartridge,,cartridge,control,r,,0,c,h,hartridge,3,9,real,block3
chayeleon,chayeleon,r,,chameleon,,chameleon,control,r,,3,m,y,chayeleon,2,9,real,block3
paradise,paragise,r,,paradise,,paradise,control,r,,4,d,g,paragise,1,8,real,block3
reinstate,reinstate,ppr,re_in,state,,reinstate,target,r,,2,a,o,reinstote,0,9,real,block3
maturalism,maturalism,rss,,natur,al_ism,naturalism,target,r,,0,n,m,maturalism,2,10,real,block3
hoktile,hostile,r,,hostile,,hostile,control,r,,2,s,k,hoktile,3,7,real,block3
depopulate,depopulete,prs,de,popul,ate,depopulate,target,s,0.0,0,a,e,depopulete,1,10,real,block3
sexthly,sixthly,rss,,six,th_ly,sixthly,target,r,,1,i,e,sexthly,3,7,real,block3
iconid,iconic,rs,,icon,ic,iconic,target,s,0.0,1,c,d,iconid,3,6,real,block3
cubacal,cubacal,rss,,cub,ic_al,cubical,target,s,0.0,0,i,a,cubacal,2,7,real,block3
princople,princople,r,,principle,,principle,control,r,,5,i,o,princople,2,9,real,block3
welcome,welcore,r,,welcome,,welcome,control,r,,5,m,r,welcore,1,7,real,block3
council,council,r,,council,,council,control,r,,3,n,m,coumcil,0,7,real,block3
compare,corpare,r,,compare,,compare,control,r,,2,m,r,corpare,1,7,real,block3
gurchase,purchase,r,,purchase,,purchase,control,r,,0,p,g,gurchase,3,8,real,block3
unrial,unrial,pr,un,real,,unreal,target,r,,1,e,i,unrial,2,6,real,block3
womanizi,womanize,rs,,woman,ize,womanize,target,s,0.0,2,e,i,womanizi,3,8,real,block3
repertoire,repertoire,r,,repertoire,,repertoire,control,r,,6,o,e,reperteire,0,10,real,block3
ignore,igrore,r,,ignore,,ignore,control,r,,2,n,r,igrore,1,6,real,block3
instinct,instinct,r,,instinct,,instinct,control,r,,0,i,e,enstinct,0,8,real,block3
asdress,asdress,r,,address,,address,control,r,,1,d,s,asdress,2,7,real,block3
rottenly,mottenly,rss,,rott,en_ly,rottenly,target,r,,0,r,m,mottenly,1,8,real,block3
