first,second,condition,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength,type,block
remiscun,remiscun,ppr,cun,re_mis,,remiscun,target,p,1.0,1,i,e,remescun,0,8,pseudo,block1
sidnuculf,sidyuculf,prs,nuc,sid,ulf,sidnuculf,control,r,,0,n,y,sidyuculf,1,9,pseudo,block1
famor,famar,rs,fam,,or,famor,target,s,0.0,0,o,a,famar,1,5,pseudo,block1
fekcilayl,tekcilayl,rsss,tek,,ci_la_yl,tekcilayl,control,r,,0,t,f,fekcilayl,3,9,pseudo,block1
cetliness,cetliness,rss,cet,,li_ness,cetliness,target,r,,1,e,a,catliness,0,9,pseudo,block1
baneallayl,baneallayl,prss,neil,ba,la_yl,baneillayl,control,r,,2,i,a,baneallayl,2,10,pseudo,block1
keb,keb,r,ket,,,ket,target,r,,2,t,b,keb,2,3,pseudo,block1
disemcom,disemcom,ppr,fom,dis_em,,disemfom,target,r,,0,f,c,disemcom,2,8,pseudo,block1
simtonconi,simsonconi,prs,tonc,sim,oni,simtonconi,control,r,,0,t,s,simsonconi,1,10,pseudo,block1
soommant,soomment,rs,soom,,ment,soomment,target,s,0.0,1,e,a,soommant,3,8,pseudo,block1
nukeatcila,rukeatcila,prss,keat,nu,ci_la,nukeatcila,control,p,0.0,0,n,r,rukeatcila,1,10,pseudo,block1
cunically,cunically,rsss,cun,,ic_al_ly,cunically,target,s,1.0,1,l,m,cunicamly,0,9,pseudo,block1
baboflayit,baboplayit,prss,bof,ba,la_yit,baboflayit,control,r,,2,f,p,baboplayit,1,10,pseudo,block1
nuleuk,nulouk,pr,louk,nu,,nulouk,control,r,,1,o,e,nuleuk,3,6,pseudo,block1
reouttaun,reouttaur,ppr,taun,re_out,,reouttaun,target,r,,3,n,r,reouttaur,1,9,pseudo,block1
trunilsens,trunilsent,rss,trun,,il_sens,trunilsens,control,s,1.0,3,s,t,trunilsent,1,10,pseudo,block1
werkilsens,werkilsejs,rss,werk,,il_sens,werkilsens,control,s,1.0,2,n,j,werkilsejs,1,10,pseudo,block1
nec,nec,r,noc,,,noc,control,r,,1,o,e,nec,2,3,pseudo,block1
wisless,wisless,rs,wis,,less,wisless,target,r,,2,s,g,wigless,0,7,pseudo,block1
reetcilayl,reetcimayl,rsss,reet,,ci_la_yl,reetcilayl,control,s,1.0,0,l,m,reetcimayl,1,10,pseudo,block1
unnegestic,unnegistic,prss,neg,un,ist_ic,unnegistic,target,s,0.0,0,i,e,unnegestic,3,10,pseudo,block1
colgcilayl,colgcilayl,rsss,colg,,ci_la_yl,colgcilayl,control,s,2.0,0,y,r,colgcilarl,0,10,pseudo,block1
boflasitki,boflasitki,rsss,bof,,la_sit_ci,boflasitci,control,s,2.0,0,c,k,boflasitki,2,10,pseudo,block1
riakcilayl,riekcilayl,rsss,riek,,ci_la_yl,riekcilayl,control,r,,2,e,a,riakcilayl,3,10,pseudo,block1
famalisw,famalism,rss,fam,,al_ism,famalism,target,s,1.0,2,m,w,famalisw,3,8,pseudo,block1
abkoulally,abkoulolly,prss,koul,ab,al_ly,abkoulally,target,s,0.0,0,a,o,abkoulolly,1,10,pseudo,block1
inumafyl,inumafyl,prs,maf,inu,yl,inumafyl,control,p,0.0,2,u,o,inomafyl,0,8,pseudo,block1
geec,geec,r,geef,,,geef,target,r,,3,f,c,geec,2,4,pseudo,block1
abkeamally,abkeamally,prss,keam,ab,al_ly,abkeamally,target,p,0.0,1,b,s,askeamally,0,10,pseudo,block1
pusolk,puselk,pr,selk,pu,,puselk,control,r,,1,e,o,pusolk,3,6,pseudo,block1
ersimflad,ersimflad,ppr,frad,er_sim,,ersimfrad,control,r,,1,r,l,ersimflad,2,9,pseudo,block1
cetance,cetance,rs,cet,,ance,cetance,target,r,,0,c,t,tetance,0,7,pseudo,block1
armofeta,armofeta,prs,mof,er,eta,ermofeta,control,p,0.0,0,e,a,armofeta,2,8,pseudo,block1
tlun,tlun,r,trun,,,trun,control,r,,1,r,l,tlun,2,4,pseudo,block1
nurdluzei,nurdluzei,rss,nurd,,la_zei,nurdlazei,control,s,0.0,1,a,u,nurdluzei,2,9,pseudo,block1
recetate,recetete,prs,cet,re,ate,recetate,target,s,0.0,0,a,e,recetete,1,8,pseudo,block1
cunically,cunically,rsss,con,,ic_al_ly,conically,target,r,,1,o,u,cunically,2,9,pseudo,block1
pofeeg,pofeeg,pr,feeg,pu,,pufeeg,control,p,0.0,1,u,o,pofeeg,2,6,pseudo,block1
ninautyit,ninautyis,prs,naut,ni,yit,ninautyit,control,s,0.0,2,t,s,ninautyis,1,9,pseudo,block1
upgief,upgief,pr,geef,up,,upgeef,target,r,,1,e,i,upgief,2,6,pseudo,block1
teklayit,teklayit,rss,tek,,la_yit,teklayit,control,s,1.0,2,t,h,teklayih,0,8,pseudo,block1
fradci,fradci,rs,frad,,ci,fradci,control,r,,3,d,t,fratci,0,6,pseudo,block1
clational,clational,rss,clat,,ion_al,clational,target,s,1.0,1,l,r,clationar,0,9,pseudo,block1
rem,rem,r,rem,,,rem,control,r,,1,e,u,rum,0,3,pseudo,block1
crunro,trunro,rs,trun,,ro,trunro,control,r,,0,t,c,crunro,3,6,pseudo,block1
redenep,redeneg,ppr,neg,re_de,,redeneg,target,r,,2,g,p,redenep,3,7,pseudo,block1
cunsul,cunsul,rs,cun,,ful,cunful,target,s,0.0,0,f,s,cunsul,2,6,pseudo,block1
talconila,telconila,rss,talc,,oni_la,talconila,control,r,,1,a,e,telconila,1,9,pseudo,block1
keirisn,keirisn,rs,keir,,ism,keirism,target,s,0.0,2,m,n,keirisn,2,7,pseudo,block1
unkeamally,unkeimally,prss,keam,un,al_ly,unkeamally,target,r,,2,a,i,unkeimally,1,10,pseudo,block1
eredsiw,oredsiw,ppr,siw,er_ed,,eredsiw,control,p,0.0,0,e,o,oredsiw,1,7,pseudo,block1
cetalistih,cetalistic,rsss,cet,,al_ist_ic,cetalistic,target,s,2.0,1,c,h,cetalistih,3,10,pseudo,block1
reovergloc,reoverglac,ppr,gloc,re_over,,reovergloc,target,r,,2,o,a,reoverglac,1,10,pseudo,block1
converse,converse,r,converse,,,converse,control,r,,3,v,s,conserse,0,8,real,block2
unaym,unarm,pr,arm,un,,unarm,target,r,,1,r,y,unaym,3,5,real,block2
analogue,onalogue,r,analogue,,,analogue,control,r,,0,a,o,onalogue,1,8,real,block2
article,article,r,article,,,article,control,r,,1,r,j,ajticle,0,7,real,block2
woefully,wuefully,rss,woe,,ful_ly,woefully,target,r,,1,o,u,wuefully,1,8,real,block2
ceramony,ceremony,r,ceremony,,,ceremony,control,r,,3,e,a,ceramony,3,8,real,block2
insult,insult,r,insult,,,insult,control,r,,4,l,w,insuwt,0,6,real,block2
disewbowel,disembowel,ppr,bowel,dis_em,,disembowel,target,p,1.0,1,m,w,disewbowel,3,10,real,block2
understate,undarstate,pr,state,under,,understate,target,p,0.0,3,e,a,undarstate,1,10,real,block2
comsare,compare,r,compare,,,compare,control,r,,3,p,s,comsare,3,7,real,block2
tunefulmy,tunefully,rss,tune,,ful_ly,tunefully,target,s,1.0,0,l,m,tunefulmy,3,9,real,block2
reimforce,reimforce,ppr,force,re_in,,reinforce,target,p,1.0,1,n,m,reimforce,2,9,real,block2
decoder,decoder,prs,cod,de,er,decoder,target,s,0.0,1,r,m,decodem,0,7,real,block2
reinstate,reinstate,ppr,state,re_in,,reinstate,target,r,,2,a,o,reinstote,0,9,real,block2
apinion,apinion,r,opinion,,,opinion,control,r,,0,o,a,apinion,2,7,real,block2
disugree,disugree,pr,agree,dis,,disagree,target,r,,0,a,u,disugree,2,8,real,block2
determine,determine,r,determine,,,determine,control,r,,6,i,e,determene,0,9,real,block2
leprechaun,weprechaun,r,leprechaun,,,leprechaun,control,r,,0,l,w,weprechaun,1,10,real,block2
blaspheye,blaspheye,r,blaspheme,,,blaspheme,control,r,,7,m,y,blaspheye,2,9,real,block2
program,prograr,r,program,,,program,control,r,,6,m,r,prograr,1,7,real,block2
problem,problem,r,problem,,,problem,control,r,,3,b,h,prohlem,0,7,real,block2
reimport,reimport,ppr,port,re_im,,reimport,target,r,,1,o,i,reimpirt,0,8,real,block2
colleague,colleague,r,colleague,,,colleague,control,r,,5,a,o,colleogue,0,9,real,block2
fafthly,fafthly,rss,fif,,th_ly,fifthly,target,r,,1,i,a,fafthly,2,7,real,block2
movobly,movobly,rss,mov,,abl_y,movably,target,s,0.0,0,a,o,movobly,2,7,real,block2
perform,purform,r,perform,,,perform,control,r,,1,e,u,purform,1,7,real,block2
premisuse,primisuse,ppr,use,pre_mis,,premisuse,target,p,0.0,2,e,i,primisuse,1,9,real,block2
disappeir,disappeir,pr,appear,dis,,disappear,target,r,,4,a,i,disappeir,2,9,real,block2
remisanign,remisanign,ppr,align,re_mis,,remisalign,target,r,,1,l,n,remisanign,2,10,real,block2
principle,principle,r,principle,,,principle,control,r,,4,c,t,printiple,0,9,real,block2
invalidate,invalidate,prs,valid,in,ate,invalidate,target,r,,0,v,h,inhalidate,0,10,real,block2
etiquette,etiquette,r,etiquette,,,etiquette,control,r,,5,e,o,etiquotte,0,9,real,block2
allusively,allusively,rss,allus,,ive_ly,allusively,target,s,1.0,0,l,r,allusivery,0,10,real,block2
reovercore,reovercome,ppr,come,re_over,,reovercome,target,r,,2,m,r,reovercore,3,10,real,block2
prostitute,prostitute,r,prostitute,,,prostitute,control,r,,1,r,m,pmostitute,0,10,real,block2
paradise,paradise,r,paradise,,,paradise,control,r,,2,r,w,pawadise,0,8,real,block2
hopefil,hopefil,rs,hope,,ful,hopeful,target,s,0.0,1,u,i,hopefil,2,7,real,block2
reveewer,reveewer,prs,view,re,er,reviewer,target,r,,1,i,e,reveewer,2,8,real,block2
fourthlm,fourthlm,rss,four,,th_ly,fourthly,target,s,1.0,1,y,m,fourthlm,2,8,real,block2
cellophane,celmophane,r,cellophane,,,cellophane,control,r,,3,l,m,celmophane,1,10,real,block2
understand,understand,r,understand,,,understand,control,r,,3,e,a,undarstand,0,10,real,block2
turricane,hurricane,r,hurricane,,,hurricane,control,r,,0,h,t,turricane,3,9,real,block2
everexpose,overexpose,ppr,pose,over_ex,,overexpose,target,p,0.0,0,o,e,everexpose,3,10,real,block2
struggle,struggle,r,struggle,,,struggle,control,r,,4,g,h,struhgle,0,8,real,block2
suspense,cuspense,r,suspense,,,suspense,control,r,,0,s,c,cuspense,1,8,real,block2
programme,programme,r,programme,,,programme,control,r,,5,a,i,progrimme,0,9,real,block2
chinchilla,chunchilla,r,chinchilla,,,chinchilla,control,r,,2,i,u,chunchilla,1,10,real,block2
enact,enact,pr,act,en,,enact,target,r,,2,t,s,enacs,0,5,real,block2
exhule,exhule,pr,hale,ex,,exhale,target,r,,1,a,u,exhule,2,6,real,block2
cubical,cubical,rss,cub,,ic_al,cubical,target,r,,1,u,e,cebical,0,7,real,block2
shenanigan,shenanigan,r,shenanigan,,,shenanigan,control,r,,8,a,o,shenanigon,0,10,real,block2
crustacean,cmustacean,r,crustacean,,,crustacean,control,r,,1,r,m,cmustacean,1,10,real,block2
umdisclose,umdisclose,ppr,close,un_dis,,undisclose,target,p,0.0,1,n,m,umdisclose,2,10,real,block2
softly,softly,rs,soft,,ly,softly,target,s,0.0,0,l,y,softyy,0,6,real,block2
reoutsmart,reoutsmirt,ppr,smart,re_out,,reoutsmart,target,r,,2,a,i,reoutsmirt,1,10,real,block2
treagure,treagure,r,treasure,,,treasure,control,r,,4,s,g,treagure,2,8,real,block2
artillery,artillery,r,artillery,,,artillery,control,r,,3,i,e,artellery,0,9,real,block2
unfairly,unfairly,prs,fair,un,ly,unfairly,target,r,,3,r,m,unfaimly,0,8,real,block2
degrade,dugrade,pr,grade,de,,degrade,target,p,0.0,1,e,u,dugrade,1,7,real,block2
uwmanly,unmanly,prs,man,un,ly,unmanly,target,p,0.0,1,n,w,uwmanly,3,7,real,block2
country,country,r,country,,,country,control,r,,5,r,m,countmy,0,7,real,block2
versatile,versatile,r,versatile,,,versatile,control,r,,0,v,p,persatile,0,9,real,block2
outsmart,outsmard,pr,smart,out,,outsmart,target,r,,4,t,d,outsmard,1,8,real,block2
champaign,champaign,r,champaign,,,champaign,control,r,,1,h,v,cvampaign,0,9,real,block2
think,think,r,think,,,think,control,r,,3,n,l,thilk,0,5,real,block2
womanizer,womanizer,rss,woman,,iz_er,womanizer,target,s,1.0,1,r,l,womanizel,0,9,real,block2
illegal,illegal,pr,legal,il,,illegal,target,r,,1,e,a,illagal,0,7,real,block2
scmamble,scramble,r,scramble,,,scramble,control,r,,2,r,m,scmamble,3,8,real,block2
schedule,schedule,r,schedule,,,schedule,control,r,,3,e,a,schadule,0,8,real,block2
disclosura,disclosure,prs,clos,dis,ure,disclosure,target,s,0.0,2,e,a,disclosura,3,10,real,block2
woodenly,woodeyly,rss,wood,,en_ly,woodenly,target,s,0.0,1,n,y,woodeyly,1,8,real,block2
molecula,molecule,r,molecule,,,molecule,control,r,,7,e,a,molecula,3,8,real,block2
straigtt,straigtt,r,straight,,,straight,control,r,,6,h,t,straigtt,2,8,real,block2
advance,advance,r,advance,,,advance,control,r,,1,d,b,abvance,0,7,real,block2
secrehe,secrete,r,secrete,,,secrete,control,r,,5,t,h,secrehe,3,7,real,block2
retiscover,rediscover,ppr,cover,re_dis,,rediscover,target,p,1.0,0,d,t,retiscover,3,10,real,block2
reimpose,raimpose,ppr,pose,re_im,,reimpose,target,p,0.0,1,e,a,raimpose,1,8,real,block2
search,seanch,r,search,,,search,control,r,,3,r,n,seanch,1,6,real,block2
reliang,reliant,rs,reli,,ant,reliant,target,s,0.0,2,t,g,reliang,3,7,real,block2
lawfally,lawfully,rss,law,,ful_ly,lawfully,target,s,0.0,1,u,a,lawfally,3,8,real,block2
phenomenon,phenowenon,r,phenomenon,,,phenomenon,control,r,,5,m,w,phenowenon,1,10,real,block2
ramistake,ramistake,ppr,take,re_mis,,remistake,target,p,0.0,1,e,a,ramistake,2,9,real,block2
somidify,solidify,rs,solid,,ify,solidify,target,r,,2,l,m,somidify,3,8,real,block2
weardness,weardness,rs,weird,,ness,weirdness,target,r,,2,i,a,weardness,2,9,real,block2
styleless,styleless,rs,style,,less,styleless,target,s,0.0,2,s,h,stylelehs,0,9,real,block2
masquorade,masquorade,r,masquerade,,,masquerade,control,r,,5,e,o,masquorade,2,10,real,block2
youhhfully,youthfully,rss,youth,,ful_ly,youthfully,target,r,,3,t,h,youhhfully,3,10,real,block2
stamdard,stamdard,r,standard,,,standard,control,r,,3,n,m,stamdard,2,8,real,block2
tambourine,tambourine,r,tambourine,,,tambourine,control,r,,4,o,u,tambuurine,0,10,real,block2
guellotine,guellotine,r,guillotine,,,guillotine,control,r,,2,i,e,guellotine,2,10,real,block2
chameleon,chameweon,r,chameleon,,,chameleon,control,r,,5,l,w,chameweon,1,9,real,block2
spampoo,shampoo,r,shampoo,,,shampoo,control,r,,1,h,p,spampoo,3,7,real,block2
doomerang,boomerang,r,boomerang,,,boomerang,control,r,,0,b,d,doomerang,3,9,real,block2
until,entil,r,until,,,until,control,r,,0,u,e,entil,1,5,real,block2
uxport,uxport,pr,port,ex,,export,target,p,0.0,0,e,u,uxport,2,6,real,block2
rejuvenite,rejuvenite,prs,juven,re,ate,rejuvenate,target,s,0.0,0,a,i,rejuvenite,2,10,real,block2
experience,expenience,r,experience,,,experience,control,r,,4,r,n,expenience,1,10,real,block2
artifise,artifice,r,artifice,,,artifice,control,r,,6,c,s,artifise,3,8,real,block2
sourmess,sourmess,rs,sour,,ness,sourness,target,s,0.0,0,n,m,sourmess,2,8,real,block2
reenact,reenach,ppr,act,re_en,,reenact,target,r,,2,t,h,reenach,1,7,real,block2
urwisely,unwisely,prs,wise,un,ly,unwisely,target,p,0.0,1,n,r,urwisely,3,8,real,block2
enjomment,enjomment,prs,joy,en,ment,enjoyment,target,r,,2,y,m,enjomment,2,9,real,block2
davote,davote,r,devote,,,devote,control,r,,1,e,a,davote,2,6,real,block2
iconit,iconic,rs,icon,,ic,iconic,target,s,0.0,1,c,t,iconit,3,6,real,block2
contrast,contrakt,r,contrast,,,contrast,control,r,,6,s,k,contrakt,1,8,real,block2
peddle,paddle,r,peddle,,,peddle,control,r,,1,e,a,paddle,1,6,real,block2
choosa,choose,r,choose,,,choose,control,r,,5,e,a,choosa,3,6,real,block2
diserbark,disembark,ppr,bark,dis_em,,disembark,target,p,1.0,1,m,r,diserbark,3,9,real,block2
yearly,yearlm,rs,year,,ly,yearly,target,s,0.0,1,y,m,yearlm,1,6,real,block2
ummindful,ummindful,prs,mind,un,ful,unmindful,target,p,0.0,1,n,m,ummindful,2,9,real,block2
unreel,unreal,pr,real,un,,unreal,target,r,,2,a,e,unreel,3,6,real,block2
salmonella,salmonella,r,salmonella,,,salmonella,control,r,,4,o,e,salmenella,0,10,real,block2
concrepe,concrete,r,concrete,,,concrete,control,r,,6,t,p,concrepe,3,8,real,block2
dispohal,disposal,prs,pos,dis,al,disposal,target,r,,2,s,h,dispohal,3,8,real,block2
homeless,homeless,rs,home,,less,homeless,target,r,,3,e,o,homoless,0,8,real,block2
cetalogue,catalogue,r,catalogue,,,catalogue,control,r,,1,a,e,cetalogue,3,9,real,block2
accomplice,uccomplice,r,accomplice,,,accomplice,control,r,,0,a,u,uccomplice,1,10,real,block2
parillel,parallel,r,parallel,,,parallel,control,r,,3,a,i,parillel,3,8,real,block2
holocaust,holocaust,r,holocaust,,,holocaust,control,r,,5,a,e,holoceust,0,9,real,block2
reovercoop,reovercook,ppr,cook,re_over,,reovercook,target,r,,3,k,p,reovercoop,3,10,real,block2
nusargcira,nusargcira,prss,sarg,nu,ci_la,nusargcila,control,s,1.0,0,l,r,nusargcira,2,10,pseudo,block3
naut,naut,r,naut,,,naut,control,r,,1,a,e,neut,0,4,pseudo,block3
sew,sew,r,siw,,,siw,control,r,,1,i,e,sew,2,3,pseudo,block3
krewically,krewecally,rsss,krew,,ic_al_ly,krewically,target,s,0.0,0,i,e,krewecally,1,10,pseudo,block3
infomity,indomity,prs,fom,in,ity,infomity,target,r,,0,f,d,indomity,1,8,pseudo,block3
werklayl,werkloyl,rss,werk,,la_yl,werklayl,control,s,0.0,1,a,o,werkloyl,1,8,pseudo,block3
sidnocyti,sidnocyti,prs,noc,sid,yti,sidnocyti,control,s,0.0,0,y,r,sidnocrti,0,9,pseudo,block3
linocsens,minocsens,prs,noc,mi,sens,minocsens,control,p,0.0,0,m,l,linocsens,3,9,pseudo,block3
ninoculfyl,ninoculfyl,prss,noc,nu,ulf_yl,nunoculfyl,control,p,0.0,1,u,i,ninoculfyl,2,10,pseudo,block3
famable,famable,rs,fam,,able,famable,target,s,0.0,1,b,p,famaple,0,7,pseudo,block3
upfab,upfob,pr,fob,up,,upfob,target,r,,1,o,a,upfab,3,5,pseudo,block3
erveromos,erveromof,ppr,mof,er_vero,,erveromof,control,r,,2,f,s,erveromos,3,9,pseudo,block3
font,cont,r,cont,,,cont,target,r,,0,c,f,font,3,4,pseudo,block3
pruncilayl,truncilayl,rsss,trun,,ci_la_yl,truncilayl,control,r,,0,t,p,pruncilayl,3,10,pseudo,block3
wisar,wisar,rs,wis,,or,wisor,target,s,0.0,0,o,a,wisar,2,5,pseudo,block3
nusiwonila,nusewonila,prss,siw,nu,oni_la,nusiwonila,control,r,,1,i,e,nusewonila,1,10,pseudo,block3
boqcilayl,bofcilayl,rsss,bof,,ci_la_yl,bofcilayl,control,r,,2,f,q,boqcilayl,3,9,pseudo,block3
talc,talc,r,talc,,,talc,control,r,,2,l,w,tawc,0,4,pseudo,block3
inulaf,inulaf,pr,maf,inu,,inumaf,control,r,,0,m,l,inulaf,2,6,pseudo,block3
redisclot,redisclat,ppr,clat,re_dis,,redisclat,target,r,,2,a,o,redisclot,3,9,pseudo,block3
riek,riek,r,riek,,,riek,control,r,,0,r,w,wiek,0,4,pseudo,block3
