first,second,condition,prefixes,root,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength,type,block
transmit,transmit,r,,transmit,,transmit,control,r,,3,n,r,trarsmit,0,8,real,block1
solvable,sorvable,rs,,solv,able,solvable,target,r,,2,l,r,sorvable,1,8,real,block1
ersargnemt,ersargnomt,prs,er,sarg,nemt,ersargnemt,control,s,0.0,1,e,o,ersargnomt,1,10,pseudo,block2
crat,crat,r,,clat,,clat,target,r,,1,l,r,crat,2,4,pseudo,block2
unfobanly,unfobanly,prss,un,fob,al_ly,unfobally,target,s,0.0,1,l,n,unfobanly,2,9,pseudo,block2
repsidnoc,retsidnoc,ppr,rep_sid,noc,,repsidnoc,control,p,0.0,2,p,t,retsidnoc,1,9,pseudo,block2
tetnemt,tetnemt,rs,,tec,nemt,tecnemt,control,r,,2,c,t,tetnemt,2,7,pseudo,block2
ropsimpook,ropsimpook,ppr,rep_sim,pook,,repsimpook,control,p,0.0,1,e,o,ropsimpook,2,10,pseudo,block2
mafciloyl,mafcilayl,rsss,,maf,ci_la_yl,mafcilayl,control,s,1.0,1,a,o,mafciloyl,3,9,pseudo,block2
confurly,confully,rss,,con,ful_ly,confully,target,s,0.0,2,l,r,confurly,3,8,pseudo,block2
soomically,soorically,rsss,,soom,ic_al_ly,soomically,target,r,,3,m,r,soorically,1,10,pseudo,block2
fobically,fobically,rsss,,fob,ic_al_ly,fobically,target,s,1.0,1,l,y,fobicayly,0,9,pseudo,block2
sidnurd,didnurd,pr,sid,nurd,,sidnurd,control,p,0.0,0,s,d,didnurd,1,7,pseudo,block2
ceculf,teculf,rs,,tec,ulf,teculf,control,r,,0,t,c,ceculf,3,6,pseudo,block2
cont,cont,r,,cont,,cont,target,r,,2,n,m,comt,0,4,pseudo,block2
urpmof,urpmof,pr,orp,mof,,orpmof,control,p,0.0,0,o,u,urpmof,2,6,pseudo,block2
orptalc,orptalc,pr,orp,talc,,orptalc,control,p,0.0,2,p,f,orftalc,0,7,pseudo,block2
teeralist,feeralist,rss,,teer,al_ist,teeralist,target,r,,0,t,f,feeralist,1,9,pseudo,block2
misteeroon,misteeroon,prs,mis,teer,ion,misteerion,target,s,0.0,0,i,o,misteeroon,2,10,pseudo,block2
abmerallr,abmerallr,prss,ab,mer,al_ly,abmerally,target,s,1.0,1,y,r,abmerallr,2,9,pseudo,block2
prokrew,prokrew,pr,pro,krew,,prokrew,target,r,,3,w,l,prokrel,0,7,pseudo,block2
predismer,predismer,ppr,pre_dis,mer,,predismer,target,p,1.0,2,s,t,preditmer,0,9,pseudo,block2
becolglayl,bacolglayl,prss,ba,colg,la_yl,bacolglayl,control,p,0.0,1,a,e,becolglayl,3,10,pseudo,block2
taunitally,taunitally,rsss,,taun,ic_al_ly,taunically,target,s,0.0,1,c,t,taunitally,2,10,pseudo,block2
sedtrunyti,sidtrunyti,prs,sid,trun,yti,sidtrunyti,control,p,0.0,1,i,e,sedtrunyti,3,10,pseudo,block2
numeakcila,numeakcila,prss,nu,meak,ci_la,numeakcila,control,s,0.0,0,c,b,numeakbila,0,10,pseudo,block2
nicolgeta,niculgeta,prs,ni,colg,eta,nicolgeta,control,r,,1,o,u,niculgeta,1,9,pseudo,block2
ernoctaoni,erroctaoni,prss,er,noc,ta_oni,ernoctaoni,control,r,,0,n,r,erroctaoni,1,10,pseudo,block2
girb,girb,r,,girt,,girt,target,r,,3,t,b,girb,2,4,pseudo,block2
koopism,koopasm,rs,,koop,ism,koopism,target,s,0.0,0,i,a,koopasm,1,7,pseudo,block2
tonclasit,donclasit,rss,,tonc,la_sit,tonclasit,control,r,,0,t,d,donclasit,1,9,pseudo,block2
keirment,keirment,rs,,keir,ment,keirment,target,s,0.0,1,e,u,keirmunt,0,8,pseudo,block2
remiskood,remiskood,ppr,re_mis,koop,,remiskoop,target,r,,3,p,d,remiskood,2,9,pseudo,block2
cetiously,cetiously,rss,,cet,ious_ly,cetiously,target,s,0.0,1,o,u,cetiuusly,0,9,pseudo,block2
gloc,gloc,r,,gloc,,gloc,target,r,,1,l,w,gwoc,0,4,pseudo,block2
comg,comg,r,,colg,,colg,control,r,,2,l,m,comg,2,4,pseudo,block2
ertrunelba,ertrenelba,prs,er,trun,elba,ertrunelba,control,r,,2,u,e,ertrenelba,1,10,pseudo,block2
resoomible,resoomible,prs,re,soom,able,resoomable,target,s,0.0,0,a,i,resoomible,2,10,pseudo,block2
moflayit,motlayit,rss,,mof,la_yit,moflayit,control,r,,2,f,t,motlayit,1,8,pseudo,block2
dedarfer,kedarfer,prs,de,darf,er,dedarfer,target,p,0.0,0,d,k,kedarfer,1,8,pseudo,block2
koopically,koopically,rsss,,koop,ic_al_ly,koopically,target,r,,0,k,s,soopically,0,10,pseudo,block2
taunful,taunful,rs,,taun,ful,taunful,target,r,,2,u,e,taenful,0,7,pseudo,block2
simreet,simreet,pr,sim,reet,,simreet,control,r,,2,e,a,simreat,0,7,pseudo,block2
nag,nag,r,,neg,,neg,target,r,,1,e,a,nag,2,3,pseudo,block2
koel,koul,r,,koul,,koul,target,r,,2,u,e,koel,3,4,pseudo,block2
nisargyl,nisargyl,prs,ni,sarg,yl,nisargyl,control,r,,3,g,t,nisartyl,0,8,pseudo,block2
nurd,nerd,r,,nurd,,nurd,control,r,,1,u,e,nerd,1,4,pseudo,block2
reetfilayl,reetfilayl,rsss,,reet,ci_la_yl,reetcilayl,control,s,0.0,0,c,f,reetfilayl,2,10,pseudo,block2
nusarglayl,nusarglayl,prss,nu,sarg,la_yl,nusarglayl,control,s,0.0,1,a,i,nusargliyl,0,10,pseudo,block2
tirtically,girtically,rsss,,girt,ic_al_ly,girtically,target,r,,0,g,t,tirtically,3,10,pseudo,block2
trun,trum,r,,trun,,trun,control,r,,3,n,m,trum,1,4,pseudo,block2
odfeegre,edfeegre,prs,ed,feeg,re,edfeegre,control,p,0.0,0,e,o,odfeegre,3,8,pseudo,block2
updarf,uhdarf,pr,up,darf,,updarf,target,p,0.0,1,p,h,uhdarf,1,6,pseudo,block2
uncons,uncont,pr,un,cont,,uncont,target,r,,3,t,s,uncons,3,6,pseudo,block2
disemkeam,disemkeam,ppr,dis_em,keam,,disemkeam,target,p,0.0,1,i,o,dosemkeam,0,9,pseudo,block2
truncilayl,truncilayl,rsss,,trun,ci_la_yl,truncilayl,control,s,0.0,1,i,a,truncalayl,0,10,pseudo,block2
keamalish,keamalish,rss,,keam,al_ist,keamalist,target,s,1.0,2,t,h,keamalish,2,9,pseudo,block2
loukelba,loukelba,rs,,louk,elba,loukelba,control,r,,1,o,e,leukelba,0,8,pseudo,block2
nitekym,nitekyl,prs,ni,tek,yl,nitekyl,control,s,0.0,1,l,m,nitekym,3,7,pseudo,block2
tec,tec,r,,tec,,tec,control,r,,1,e,a,tac,0,3,pseudo,block2
misdarf,misdarf,pr,mis,darf,,misdarf,target,p,0.0,1,i,e,mesdarf,0,7,pseudo,block2
drun,drum,r,,drun,,drun,target,r,,3,n,m,drum,1,4,pseudo,block2
sidnurduls,sidnurdulf,prs,sid,nurd,ulf,sidnurdulf,control,s,0.0,2,f,s,sidnurduls,3,10,pseudo,block2
feegulfyl,feehulfyl,rss,,feeg,ulf_yl,feegulfyl,control,r,,3,g,h,feehulfyl,1,9,pseudo,block2
disseakity,disteakity,prs,dis,teak,ity,disteakity,target,r,,0,t,s,disseakity,3,10,pseudo,block2
undarfness,umdarfness,prs,un,darf,ness,undarfness,target,p,0.0,1,n,m,umdarfness,1,10,pseudo,block2
trunlo,trunlo,rs,,trun,la,trunla,control,s,0.0,1,a,o,trunlo,2,6,pseudo,block2
deliener,demiener,prs,de,lien,er,deliener,target,r,,0,l,m,demiener,1,8,pseudo,block2
nauh,nauh,r,,naut,,naut,control,r,,3,t,h,nauh,2,4,pseudo,block2
premossoom,premissoom,ppr,pre_mis,soom,,premissoom,target,p,1.0,1,i,o,premossoom,3,10,pseudo,block2
besiwlayl,besiwlayl,prss,ba,siw,la_yl,basiwlayl,control,p,0.0,1,a,e,besiwlayl,2,9,pseudo,block2
cun,cun,r,,cun,,cun,target,r,,2,n,m,cum,0,3,pseudo,block2
weoutgeef,reoutgeef,ppr,re_out,geef,,reoutgeef,target,p,0.0,0,r,w,weoutgeef,3,9,pseudo,block2
siwulfyl,siwulfyl,rss,,siw,ulf_yl,siwulfyl,control,r,,2,w,m,simulfyl,0,8,pseudo,block2
pooksens,pooksens,rs,,pook,sens,pooksens,control,r,,2,o,e,poeksens,0,8,pseudo,block2
dihlien,dislien,pr,dis,lien,,dislien,target,p,0.0,2,s,h,dihlien,3,7,pseudo,block2
miqkrew,miskrew,pr,mis,krew,,miskrew,target,p,0.0,2,s,q,miqkrew,3,7,pseudo,block2
trigsit,trigsit,rs,,trig,sit,trigsit,control,s,0.0,1,i,u,trigsut,0,7,pseudo,block2
selkcilayl,selkcilayl,rsss,,selk,ci_la_yl,selkcilayl,control,r,,3,k,c,selccilayl,0,10,pseudo,block2
overfom,ovorfom,pr,over,fom,,overfom,target,p,0.0,2,e,o,ovorfom,1,7,pseudo,block2
sargcilayl,sargcilayl,rsss,,sarg,ci_la_yl,sargcilayl,control,r,,0,s,t,targcilayl,0,10,pseudo,block2
taun,tauy,r,,taun,,taun,target,r,,3,n,y,tauy,1,4,pseudo,block2
ersimriek,ersimriek,ppr,er_sim,riek,,ersimriek,control,r,,2,e,u,ersimriuk,0,9,pseudo,block2
urmafeta,urmafeta,prs,er,maf,eta,ermafeta,control,p,0.0,0,e,u,urmafeta,2,8,pseudo,block2
deskeam,deskeam,pr,dis,keam,,diskeam,target,p,0.0,1,i,e,deskeam,2,7,pseudo,block2
tet,tet,r,,tek,,tek,control,r,,2,k,t,tet,2,3,pseudo,block2
remcilayl,remcolayl,rsss,,rem,ci_la_yl,remcilayl,control,s,0.0,1,i,o,remcolayl,1,9,pseudo,block2
insooyly,insooyly,prs,in,soom,ly,insoomly,target,r,,3,m,y,insooyly,2,8,pseudo,block2
primisdarf,primisdarf,ppr,pre_mis,darf,,premisdarf,target,p,0.0,2,e,i,primisdarf,2,10,pseudo,block2
tekoni,tekoni,rs,,tek,oni,tekoni,control,r,,1,e,a,takoni,0,6,pseudo,block2
nufeegcila,nefeegcila,prss,nu,feeg,ci_la,nufeegcila,control,p,0.0,1,u,e,nefeegcila,1,10,pseudo,block2
resoomment,resoomment,prs,re,soom,ment,resoomment,target,s,0.0,0,m,r,resoomrent,0,10,pseudo,block2
misgertion,misgirtion,prs,mis,girt,ion,misgirtion,target,r,,1,i,e,misgertion,3,10,pseudo,block2
rediskuls,rediskuls,ppr,re_dis,kels,,rediskels,target,r,,1,e,u,rediskuls,2,9,pseudo,block2
nuriekulf,nuriekulf,prs,nu,riek,ulf,nuriekulf,control,r,,0,r,l,nuliekulf,0,9,pseudo,block2
fomior,fomior,rs,,fom,ion,fomion,target,s,0.0,2,n,r,fomior,2,6,pseudo,block2
reoverkeir,reoverkeir,ppr,re_over,keir,,reoverkeir,target,r,,0,k,s,reoverseir,0,10,pseudo,block2
abgirtally,abgirtamly,prss,ab,girt,al_ly,abgirtally,target,s,0.0,1,l,m,abgirtamly,1,10,pseudo,block2
moot,moot,r,,moos,,moos,control,r,,3,s,t,moot,2,4,pseudo,block2
remcila,memcila,rss,,rem,ci_la,remcila,control,r,,0,r,m,memcila,1,7,pseudo,block2
teer,teem,r,,teer,,teer,target,r,,3,r,m,teem,1,4,pseudo,block2
unsoomful,unsoemful,prs,un,soom,ful,unsoomful,target,r,,2,o,e,unsoemful,1,9,pseudo,block2
nimofeviyl,nimofeviym,prss,ni,mof,evi_yl,nimofeviyl,control,s,1.0,1,l,m,nimofeviym,1,10,pseudo,block2
geefically,geefically,rsss,,geef,ic_al_ly,geefically,target,s,0.0,1,c,p,geefipally,0,10,pseudo,block2
werkcilayl,werkcilayl,rsss,,werk,ci_la_yl,werkcilayl,control,r,,0,w,m,merkcilayl,0,10,pseudo,block2
nocsim,nocsim,rs,,nuc,sim,nucsim,control,r,,1,u,o,nocsim,2,6,pseudo,block2
nautnemtla,nautnentla,rss,,naut,nemt_la,nautnemtla,control,s,0.0,2,m,n,nautnentla,1,10,pseudo,block2
teakalish,teakalist,rss,,teak,al_ist,teakalist,target,s,1.0,2,t,h,teakalish,3,9,pseudo,block2
keirfully,deirfully,rss,,keir,ful_ly,keirfully,target,r,,0,k,d,deirfully,1,9,pseudo,block2
ersidnoc,ersidnoc,ppr,er_sid,noc,,ersidnoc,control,p,1.0,0,s,d,erdidnoc,0,8,pseudo,block2
noc,noc,r,,noc,,noc,control,r,,1,o,a,nac,0,3,pseudo,block2
retsimtrig,retsimtrig,ppr,rep_sim,trig,,repsimtrig,control,p,0.0,2,p,t,retsimtrig,2,10,pseudo,block2
abkrewully,abkrewully,prss,ab,krew,al_ly,abkrewally,target,s,0.0,0,a,u,abkrewully,2,10,pseudo,block2
simnoconi,simnoconi,prs,sim,noc,oni,simnoconi,control,s,0.0,0,o,e,simnoceni,0,9,pseudo,block2
kelsical,kelsical,rss,,kels,ic_al,kelsical,target,s,0.0,1,c,h,kelsihal,0,8,pseudo,block2
kesically,kesically,rsss,,ket,ic_al_ly,ketically,target,r,,2,t,s,kesically,2,9,pseudo,block2
miscontour,miscontour,prs,mis,cont,our,miscontour,target,s,0.0,0,o,e,misconteur,0,10,pseudo,block2
meakouisyl,meakouisyl,rss,,meak,ouis_yl,meakouisyl,control,s,1.0,1,l,y,meakouisyy,0,10,pseudo,block2
hrekoul,prekoul,pr,pre,koul,,prekoul,target,p,0.0,0,p,h,hrekoul,3,7,pseudo,block2
rurtically,nurtically,rsss,,nurt,ic_al_ly,nurtically,target,r,,0,n,r,rurtically,3,10,pseudo,block2
werkcila,werkcila,rss,,werk,ci_la,werkcila,control,s,1.0,0,l,m,werkcima,0,8,pseudo,block2
nigrig,nitrig,pr,ni,trig,,nitrig,control,r,,0,t,g,nigrig,3,6,pseudo,block2
spupid,spupid,r,,stupid,,stupid,control,r,,1,t,p,spupid,2,6,real,block3
trustful,trustful,rs,,trust,ful,trustful,target,r,,2,u,i,tristful,0,8,real,block3
chamelaon,chameleon,r,,chameleon,,chameleon,control,r,,6,e,a,chamelaon,3,9,real,block3
troubla,troubla,r,,trouble,,trouble,control,r,,6,e,a,troubla,2,7,real,block3
decodew,decoder,prs,de,cod,er,decoder,target,s,0.0,1,r,w,decodew,3,7,real,block3
renaw,renaw,pr,re,new,,renew,target,r,,1,e,a,renaw,2,5,real,block3
immersion,immersion,prs,im,mers,ion,immersion,target,p,0.0,0,i,o,ommersion,0,9,real,block3
tounsel,counsel,r,,counsel,,counsel,control,r,,0,c,t,tounsel,3,7,real,block3
disorderly,disorderlr,prs,dis,order,ly,disorderly,target,s,0.0,1,y,r,disorderlr,1,10,real,block3
persuede,persuade,r,,persuade,,persuade,control,r,,5,a,e,persuede,3,8,real,block3
clearance,clearance,rs,,clear,ance,clearance,target,r,,3,a,e,cleerance,0,9,real,block3
vengefally,vengefally,rss,,venge,ful_ly,vengefully,target,s,0.0,1,u,a,vengefally,2,10,real,block3
tenthly,tanthly,rss,,ten,th_ly,tenthly,target,r,,1,e,a,tanthly,1,7,real,block3
strength,strength,r,,strength,,strength,control,r,,7,h,f,strengtf,0,8,real,block3
coymand,command,r,,command,,command,control,r,,2,m,y,coymand,3,7,real,block3
blaspheme,blasphemi,r,,blaspheme,,blaspheme,control,r,,8,e,i,blasphemi,1,9,real,block3
unkindly,unkindly,prs,un,kind,ly,unkindly,target,s,0.0,0,l,r,unkindry,0,8,real,block3
reset,reset,pr,re,set,,reset,target,r,,0,s,t,retet,0,5,real,block3
umearthly,umearthly,prs,un,earth,ly,unearthly,target,p,0.0,1,n,m,umearthly,2,9,real,block3
great,great,r,,great,,great,control,r,,3,a,e,greet,0,5,real,block3
phona,phone,r,,phone,,phone,control,r,,4,e,a,phona,3,5,real,block3
misusa,misusa,pr,mis,use,,misuse,target,r,,2,e,a,misusa,2,6,real,block3
reimport,reilport,ppr,re_im,port,,reimport,target,p,1.0,1,m,l,reilport,1,8,real,block3
nonracial,nonracial,prs,non,raci,al,nonracial,target,s,0.0,0,a,o,nonraciol,0,9,real,block3
steriyize,steriyize,rs,,steril,ize,sterilize,target,r,,5,l,y,steriyize,2,9,real,block3
shenanigan,shenanigan,r,,shenanigan,,shenanigan,control,r,,1,h,b,sbenanigan,0,10,real,block3
