first,second,condition,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength,type,block
famically,famicalll,rsss,fam,,ic_al_ly,famically,target,s,2.0,1,y,l,famicalll,1,9,pseudo,block1
contidal,contidal,rss,cont,,ic_al,contical,target,s,0.0,1,c,d,contidal,2,8,pseudo,block1
nautcilayl,mautcilayl,rsss,naut,,ci_la_yl,nautcilayl,control,r,,0,n,m,mautcilayl,1,10,pseudo,block1
mimafyti,mimafyti,prs,maf,mi,yti,mimafyti,control,s,0.0,1,t,d,mimafydi,0,8,pseudo,block1
trigcilayl,trigcilarl,rsss,trig,,ci_la_yl,trigcilayl,control,s,2.0,0,y,r,trigcilarl,1,10,pseudo,block1
niremyit,niremyit,prs,rem,ni,yit,niremyit,control,r,,0,r,l,nilemyit,0,8,pseudo,block1
keiralism,keiralism,rss,keir,,al_ism,keiralism,target,r,,0,k,c,ceiralism,0,9,pseudo,block1
nutrunlayl,nutrunlayl,prss,trun,nu,la_yl,nutrunlayl,control,r,,3,n,r,nutrurlayl,0,10,pseudo,block1
selkbila,selkbila,rss,selk,,ci_la,selkcila,control,s,0.0,0,c,b,selkbila,2,8,pseudo,block1
koopalist,koopalish,rss,koop,,al_ist,koopalist,target,s,1.0,2,t,h,koopalish,1,9,pseudo,block1
ersiwla,ersiwla,prs,siw,er,la,ersiwla,control,s,0.0,0,l,m,ersiwma,0,7,pseudo,block1
selkcilayl,seltcilayl,rsss,selk,,ci_la_yl,selkcilayl,control,r,,3,k,t,seltcilayl,1,10,pseudo,block1
unikeam,unikeam,pr,keam,uni,,unikeam,target,p,0.0,2,i,o,unokeam,0,7,pseudo,block1
disvels,disvels,pr,kels,dis,,diskels,target,r,,0,k,v,disvels,2,7,pseudo,block1
trag,trag,r,trig,,,trig,control,r,,2,i,a,trag,2,4,pseudo,block1
dloc,dloc,r,gloc,,,gloc,target,r,,0,g,d,dloc,2,4,pseudo,block1
busmeak,busmeak,pr,meak,bus,,busmeak,control,r,,0,m,r,busreak,0,7,pseudo,block1
erepnuc,erednuc,ppr,nuc,er_ed,,erednuc,control,p,1.0,1,d,p,erepnuc,3,7,pseudo,block1
odneil,odneil,pr,neil,ed,,edneil,control,p,0.0,0,e,o,odneil,2,6,pseudo,block1
ortreetoni,ortreetoni,prs,reet,orp,oni,orpreetoni,control,p,0.0,2,p,t,ortreetoni,2,10,pseudo,block1
heerically,teerically,rsss,teer,,ic_al_ly,teerically,target,r,,0,t,h,heerically,3,10,pseudo,block1
redeteas,redeteak,ppr,teak,re_de,,redeteak,target,r,,3,k,s,redeteas,3,8,pseudo,block1
condor,contor,rs,cont,,or,contor,target,r,,3,t,d,condor,3,6,pseudo,block1
misgirt,misgirt,pr,girt,mis,,misgirt,target,r,,0,g,h,mishirt,0,7,pseudo,block1
lurt,nurt,r,nurt,,,nurt,target,r,,0,n,l,lurt,3,4,pseudo,block1
nuraetcila,nuraetcila,prss,reet,nu,ci_la,nureetcila,control,r,,1,e,a,nuraetcila,2,10,pseudo,block1
krewment,krewment,rs,krew,,ment,krewment,target,s,0.0,2,n,r,krewmert,0,8,pseudo,block1
tomccilayl,tonccilayl,rsss,tonc,,ci_la_yl,tonccilayl,control,r,,2,n,m,tomccilayl,3,10,pseudo,block1
tremiscont,premiscont,ppr,cont,pre_mis,,premiscont,target,p,0.0,0,p,t,tremiscont,3,10,pseudo,block1
unfotally,unfobally,prss,fob,un,al_ly,unfobally,target,r,,2,b,t,unfotally,3,9,pseudo,block1
infomness,infomniss,prs,fom,in,ness,infomness,target,s,0.0,1,e,i,infomniss,1,9,pseudo,block1
unconpful,uncontful,prs,cont,un,ful,uncontful,target,r,,3,t,p,unconpful,3,9,pseudo,block1
disgeeh,disgeeh,pr,geef,dis,,disgeef,target,r,,3,f,h,disgeeh,2,7,pseudo,block1
nugen,nugen,pr,gen,nu,,nugen,control,r,,0,g,s,nusen,0,5,pseudo,block1
reeturfyl,reeturfyl,rss,reet,,ulf_yl,reetulfyl,control,s,0.0,1,l,r,reeturfyl,2,9,pseudo,block1
ketion,ketion,rs,ket,,ion,ketion,target,s,0.0,0,i,o,ketoon,0,6,pseudo,block1
keirfully,keirfally,rss,keir,,ful_ly,keirfully,target,s,0.0,1,u,a,keirfally,1,9,pseudo,block1
prekaul,prekaul,pr,koul,pre,,prekoul,target,r,,1,o,a,prekaul,2,7,pseudo,block1
bof,bof,r,bof,,,bof,control,r,,2,f,h,boh,0,3,pseudo,block1
uncontalyy,uncontalyy,prss,cont,un,al_ly,uncontally,target,s,1.0,0,l,y,uncontalyy,2,10,pseudo,block1
otutec,otutec,pr,tec,otu,,otutec,control,p,0.0,1,t,d,odutec,0,6,pseudo,block1
rioutdarf,rioutdarf,ppr,darf,re_out,,reoutdarf,target,p,0.0,1,e,i,rioutdarf,2,9,pseudo,block1
nuccilayl,nucciwayl,rsss,nuc,,ci_la_yl,nuccilayl,control,s,1.0,0,l,w,nucciwayl,1,9,pseudo,block1
keamment,keammemt,rs,keam,,ment,keamment,target,s,0.0,2,n,m,keammemt,1,8,pseudo,block1
mienically,mienically,rsss,lien,,ic_al_ly,lienically,target,r,,0,l,m,mienically,2,10,pseudo,block1
regically,regically,rsss,neg,,ic_al_ly,negically,target,r,,0,n,r,regically,2,9,pseudo,block1
teerfully,teerfully,rss,teer,,ful_ly,teerfully,target,r,,1,e,a,taerfully,0,9,pseudo,block1
erkeatzie,emkeatzie,prs,keat,er,zie,erkeatzie,control,p,0.0,1,r,m,emkeatzie,1,9,pseudo,block1
nurdcilaml,nurdcilaml,rsss,nurd,,ci_la_yl,nurdcilayl,control,s,2.0,0,y,m,nurdcilaml,2,10,pseudo,block1
remisdun,remisdun,ppr,cun,re_mis,,remiscun,target,r,,0,c,d,remisdun,2,8,pseudo,block1
disrien,dislien,pr,lien,dis,,dislien,target,r,,0,l,r,disrien,3,7,pseudo,block1
ewnireet,ernireet,ppr,reet,er_ni,,ernireet,control,p,0.0,1,r,w,ewnireet,3,8,pseudo,block1
krewion,krewion,rs,krew,,ion,krewion,target,s,0.0,1,o,e,krewien,0,7,pseudo,block1
darfable,damfable,rs,darf,,able,darfable,target,r,,2,r,m,damfable,1,8,pseudo,block1
genlazei,genlazei,rss,gen,,la_zei,genlazei,control,r,,0,g,s,senlazei,0,8,pseudo,block1
honically,honically,rsss,con,,ic_al_ly,conically,target,r,,0,c,h,honically,2,9,pseudo,block1
meaknemt,meaknemp,rs,meak,,nemt,meaknemt,control,s,0.0,3,t,p,meaknemp,1,8,pseudo,block1
nuc,nub,r,nuc,,,nuc,control,r,,2,c,b,nub,1,3,pseudo,block1
teerality,teerality,rss,teer,,al_ity,teerality,target,r,,1,e,a,taerality,0,9,pseudo,block1
talclasim,talclahim,rss,talc,,la_sim,talclasim,control,s,1.0,0,s,h,talclahim,1,9,pseudo,block1
teacically,teacically,rsss,teak,,ic_al_ly,teakically,target,r,,3,k,c,teacically,2,10,pseudo,block1
nonoccila,nonoccila,prss,noc,nu,ci_la,nunoccila,control,p,0.0,1,u,o,nonoccila,2,9,pseudo,block1
remisgeef,remisgeef,ppr,geef,re_mis,,remisgeef,target,p,0.0,0,r,m,memisgeef,0,9,pseudo,block1
encun,encun,pr,cun,un,,uncun,target,p,0.0,0,u,e,encun,2,5,pseudo,block1
nufnadlayl,nufnadlayl,prss,frad,nu,la_yl,nufradlayl,control,r,,1,r,n,nufnadlayl,2,10,pseudo,block1
edmiek,edmiek,pr,riek,ed,,edriek,control,r,,0,r,m,edmiek,2,6,pseudo,block1
blaspheme,blaspheme,r,blaspheme,,,blaspheme,control,r,,1,l,m,bmaspheme,0,9,real,block2
eucalyptus,eucalypsus,r,eucalyptus,,,eucalyptus,control,r,,7,t,s,eucalypsus,1,10,real,block2
uniformly,uniformly,prs,form,uni,ly,uniformly,target,r,,3,m,l,uniforlly,0,9,real,block2
experience,experience,r,experience,,,experience,control,r,,0,e,o,oxperience,0,10,real,block2
intemlect,intellect,r,intellect,,,intellect,control,r,,4,l,m,intemlect,3,9,real,block2
drummer,drumjer,rs,drumm,,er,drummer,target,r,,4,m,j,drumjer,1,7,real,block2
youthfully,youthfully,rss,youth,,ful_ly,youthfully,target,s,0.0,0,f,s,youthsully,0,10,real,block2
privilege,privilege,r,privilege,,,privilege,control,r,,4,i,o,privolege,0,9,real,block2
method,methoc,r,method,,,method,control,r,,5,d,c,methoc,1,6,real,block2
light,light,r,light,,,light,control,r,,1,i,a,laght,0,5,real,block2
pedestrian,pedestrian,r,pedestrian,,,pedestrian,control,r,,3,e,a,pedastrian,0,10,real,block2
gargoyle,gargoyye,r,gargoyle,,,gargoyle,control,r,,6,l,y,gargoyye,1,8,real,block2
erjoyment,erjoyment,prs,joy,en,ment,enjoyment,target,p,0.0,1,n,r,erjoyment,2,9,real,block2
redisabree,redisabree,ppr,agree,re_dis,,redisagree,target,r,,1,g,b,redisabree,2,10,real,block2
rediscover,rediscovem,ppr,cover,re_dis,,rediscover,target,r,,4,r,m,rediscovem,1,10,real,block2
unlawful,unlawful,prs,law,un,ful,unlawful,target,s,0.0,2,l,r,unlawfur,0,8,real,block2
pronoence,pronounce,r,pronounce,,,pronounce,control,r,,5,u,e,pronoence,3,9,real,block2
etequette,etiquette,r,etiquette,,,etiquette,control,r,,2,i,e,etequette,3,9,real,block2
engraceful,engraceful,prs,grace,un,ful,ungraceful,target,p,0.0,0,u,e,engraceful,2,10,real,block2
pambourine,tambourine,r,tambourine,,,tambourine,control,r,,0,t,p,pambourine,3,10,real,block2
tomfort,comfort,r,comfort,,,comfort,control,r,,0,c,t,tomfort,3,7,real,block2
conversi,conversi,r,converse,,,converse,control,r,,7,e,i,conversi,2,8,real,block2
urnatural,urnatural,prs,natur,un,al,unnatural,target,p,0.0,1,n,r,urnatural,2,9,real,block2
recycle,recygle,pr,cycle,re,,recycle,target,r,,2,c,g,recygle,1,7,real,block2
trustpul,trustpul,rs,trust,,ful,trustful,target,s,0.0,0,f,p,trustpul,2,8,real,block2
phenomanon,phenomanon,r,phenomenon,,,phenomenon,control,r,,6,e,a,phenomanon,2,10,real,block2
inspect,inspect,pr,spect,in,,inspect,target,p,0.0,0,i,e,enspect,0,7,real,block2
purchase,purchuse,r,purchase,,,purchase,control,r,,5,a,u,purchuse,1,8,real,block2
woodenmess,woodenmess,rss,wood,,en_ness,woodenness,target,s,1.0,0,n,m,woodenmess,2,10,real,block2
marshall,marspall,r,marshall,,,marshall,control,r,,4,h,p,marspall,1,8,real,block2
rhinoceros,rhinoceros,r,rhinoceros,,,rhinoceros,control,r,,3,n,l,rhiloceros,0,10,real,block2
announce,annouwce,r,announce,,,announce,control,r,,5,n,w,annouwce,1,8,real,block2
neversable,reversable,prs,vers,re,able,reversable,target,p,0.0,0,r,n,neversable,3,10,real,block2
sinfulny,sinfulny,rss,sin,,ful_ly,sinfully,target,s,1.0,0,l,n,sinfulny,2,8,real,block2
wistfumly,wistfully,rss,wist,,ful_ly,wistfully,target,s,0.0,2,l,m,wistfumly,3,9,real,block2
hieroglyph,hieroglyph,r,hieroglyph,,,hieroglyph,control,r,,0,h,s,sieroglyph,0,10,real,block2
district,district,r,district,,,district,control,r,,6,c,t,distritt,0,8,real,block2
fearful,tearful,rs,tear,,ful,tearful,target,r,,0,t,f,fearful,3,7,real,block2
collaague,colleague,r,colleague,,,colleague,control,r,,4,e,a,collaague,3,9,real,block2
reanforce,reinforce,ppr,force,re_in,,reinforce,target,p,1.0,0,i,a,reanforce,3,9,real,block2
devalue,devalue,pr,value,de,,devalue,target,p,0.0,0,d,t,tevalue,0,7,real,block2
stupid,stupid,r,stupid,,,stupid,control,r,,0,s,v,vtupid,0,6,real,block2
costle,costle,r,castle,,,castle,control,r,,1,a,o,costle,2,6,real,block2
import,import,pr,port,im,,import,target,r,,1,o,u,impurt,0,6,real,block2
comhine,combine,r,combine,,,combine,control,r,,3,b,h,comhine,3,7,real,block2
cubidal,cubidal,rss,cub,,ic_al,cubical,target,s,0.0,1,c,d,cubidal,2,7,real,block2
whole,whore,r,whole,,,whole,control,r,,3,l,r,whore,1,5,real,block2
solhouette,solhouette,r,silhouette,,,silhouette,control,r,,1,i,o,solhouette,2,10,real,block2
apparatas,apparatus,r,apparatus,,,apparatus,control,r,,7,u,a,apparatas,3,9,real,block2
prunciple,prunciple,r,principle,,,principle,control,r,,2,i,u,prunciple,2,9,real,block2
glose,glose,r,close,,,close,control,r,,0,c,g,glose,2,5,real,block2
complete,complete,r,complete,,,complete,control,r,,2,m,y,coyplete,0,8,real,block2
inarm,unarm,pr,arm,un,,unarm,target,p,0.0,0,u,i,inarm,3,5,real,block2
programme,progyamme,r,programme,,,programme,control,r,,4,r,y,progyamme,1,9,real,block2
cimmand,cimmand,r,command,,,command,control,r,,1,o,i,cimmand,2,7,real,block2
reusabre,reusable,prs,us,re,able,reusable,target,s,0.0,2,l,r,reusabre,3,8,real,block2
camouflage,camouflige,r,camouflage,,,camouflage,control,r,,7,a,i,camouflige,1,10,real,block2
unenform,uninform,ppr,form,un_in,,uninform,target,p,1.0,0,i,e,unenform,3,8,real,block2
unevantly,unevently,prs,event,un,ly,unevently,target,r,,2,e,a,unevantly,3,9,real,block2
clearance,clearance,rs,clear,,ance,clearance,target,s,0.0,2,c,t,clearante,0,9,real,block2
minete,minute,r,minute,,,minute,control,r,,3,u,e,minete,3,6,real,block2
snorer,snoner,rs,snor,,er,snorer,target,r,,3,r,n,snoner,1,6,real,block2
hoteless,hoteless,rs,hope,,less,hopeless,target,r,,2,p,t,hoteless,2,8,real,block2
wetlr,wetly,rs,wet,,ly,wetly,target,s,0.0,1,y,r,wetlr,3,5,real,block2
chameleon,chameleen,r,chameleon,,,chameleon,control,r,,7,o,e,chameleen,1,9,real,block2
screen,screem,r,screen,,,screen,control,r,,5,n,m,screem,1,6,real,block2
strange,strange,r,strange,,,strange,control,r,,3,a,e,strenge,0,7,real,block2
bocause,bocause,r,because,,,because,control,r,,1,e,o,bocause,2,7,real,block2
threshold,threshold,r,threshold,,,threshold,control,r,,6,o,a,threshald,0,9,real,block2
enmanly,unmanly,prs,man,un,ly,unmanly,target,p,0.0,0,u,e,enmanly,3,7,real,block2
degrade,dograde,pr,grade,de,,degrade,target,p,0.0,1,e,o,dograde,1,7,real,block2
predispose,predispose,ppr,pose,pre_dis,,predispose,target,r,,0,p,t,predistose,0,10,real,block2
eater,eeter,rs,eat,,er,eater,target,r,,1,a,e,eeter,1,5,real,block2
cantaloupo,cantaloupe,r,cantaloupe,,,cantaloupe,control,r,,9,e,o,cantaloupo,3,10,real,block2
quarantine,quarantine,r,quarantine,,,quarantine,control,r,,4,a,e,quarentine,0,10,real,block2
anlikely,anlikely,prs,like,un,ly,unlikely,target,p,0.0,0,u,a,anlikely,2,8,real,block2
sourress,sourness,rs,sour,,ness,sourness,target,s,0.0,0,n,r,sourress,3,8,real,block2
college,collete,r,college,,,college,control,r,,5,g,t,collete,1,7,real,block2
standard,stamdard,r,standard,,,standard,control,r,,3,n,m,stamdard,1,8,real,block2
program,program,r,program,,,program,control,r,,4,r,w,progwam,0,7,real,block2
premistaka,premistaka,ppr,take,pre_mis,,premistake,target,r,,3,e,a,premistaka,2,10,real,block2
cenlophane,cellophane,r,cellophane,,,cellophane,control,r,,2,l,n,cenlophane,3,10,real,block2
ramistake,remistake,ppr,take,re_mis,,remistake,target,p,0.0,1,e,a,ramistake,3,9,real,block2
treasure,tmeasure,r,treasure,,,treasure,control,r,,1,r,m,tmeasure,1,8,real,block2
tmampoline,trampoline,r,trampoline,,,trampoline,control,r,,1,r,m,tmampoline,3,10,real,block2
cowpare,compare,r,compare,,,compare,control,r,,2,m,w,cowpare,3,7,real,block2
palindromo,palindromo,r,palindrome,,,palindrome,control,r,,9,e,o,palindromo,2,10,real,block2
curably,curatly,rss,cur,,abl_y,curably,target,s,0.0,1,b,t,curatly,1,7,real,block2
neighbour,neighbour,r,neighbour,,,neighbour,control,r,,0,n,r,reighbour,0,9,real,block2
warmer,warmer,rs,warm,,er,warmer,target,r,,3,m,r,warrer,0,6,real,block2
enact,eract,pr,act,en,,enact,target,p,0.0,1,n,r,eract,1,5,real,block2
griceful,graceful,rs,grace,,ful,graceful,target,r,,2,a,i,griceful,3,8,real,block2
tingue,tingue,r,tongue,,,tongue,control,r,,1,o,i,tingue,2,6,real,block2
enslahe,enslahe,pr,slave,en,,enslave,target,r,,3,v,h,enslahe,2,7,real,block2
chimhanzee,chimhanzee,r,chimpanzee,,,chimpanzee,control,r,,4,p,h,chimhanzee,2,10,real,block2
artollery,artollery,r,artillery,,,artillery,control,r,,3,i,o,artollery,2,9,real,block2
arienate,alienate,rs,alien,,ate,alienate,target,r,,1,l,r,arienate,3,8,real,block2
toreign,toreign,r,foreign,,,foreign,control,r,,0,f,t,toreign,2,7,real,block2
portraet,portraet,r,portrait,,,portrait,control,r,,6,i,e,portraet,2,8,real,block2
guirlotine,guirlotine,r,guillotine,,,guillotine,control,r,,3,l,r,guirlotine,2,10,real,block2
runewal,renewal,prs,new,re,al,renewal,target,p,0.0,1,e,u,runewal,3,7,real,block2
somersault,somarsault,r,somersault,,,somersault,control,r,,3,e,a,somarsault,1,10,real,block2
allusively,ellusively,rss,allus,,ive_ly,allusively,target,r,,0,a,e,ellusively,1,10,real,block2
weycome,weycome,r,welcome,,,welcome,control,r,,2,l,y,weycome,2,7,real,block2
exhale,exhele,pr,hale,ex,,exhale,target,r,,1,a,e,exhele,1,6,real,block2
uneventfol,uneventfol,prs,event,un,ful,uneventful,target,s,0.0,1,u,o,uneventfol,2,10,real,block2
overehpose,overehpose,ppr,pose,over_ex,,overexpose,target,p,1.0,1,x,h,overehpose,2,10,real,block2
upgrade,epgrade,pr,grade,up,,upgrade,target,p,0.0,0,u,e,epgrade,1,7,real,block2
reenact,reenach,ppr,act,re_en,,reenact,target,r,,2,t,h,reenach,1,7,real,block2
attitude,attitude,r,attitude,,,attitude,control,r,,1,t,s,astitude,0,8,real,block2
mortgage,morsgage,r,mortgage,,,mortgage,control,r,,3,t,s,morsgage,1,8,real,block2
probler,problem,r,problem,,,problem,control,r,,6,m,r,probler,3,7,real,block2
hallalujah,hallelujah,r,hallelujah,,,hallelujah,control,r,,4,e,a,hallalujah,3,10,real,block2
gayer,gayer,rs,gay,,er,gayer,target,r,,0,g,c,cayer,0,5,real,block2
schedulo,schedule,r,schedule,,,schedule,control,r,,7,e,o,schedulo,3,8,real,block2
undisguise,undisguise,ppr,guise,un_dis,,undisguise,target,p,1.0,0,d,t,untisguise,0,10,real,block2
reimposo,reimpose,ppr,pose,re_im,,reimpose,target,r,,3,e,o,reimposo,3,8,real,block2
insert,insert,pr,sert,in,,insert,target,p,0.0,1,n,r,irsert,0,6,real,block2
ahdress,ahdress,r,address,,,address,control,r,,1,d,h,ahdress,2,7,real,block2
reimport,weimport,ppr,port,re_im,,reimport,target,p,0.0,0,r,w,weimport,1,8,real,block2
koulloss,koulless,rs,koul,,less,koulless,target,s,0.0,1,e,o,koulloss,3,8,pseudo,block3
tregilsens,trigilsens,rss,trig,,il_sens,trigilsens,control,r,,2,i,e,tregilsens,3,10,pseudo,block3
colgcilayl,colgcilayl,rsss,colg,,ci_la_yl,colgcilayl,control,s,1.0,0,l,r,colgcirayl,0,10,pseudo,block3
abcehally,abcetally,prss,cet,ab,al_ly,abcetally,target,r,,2,t,h,abcehally,3,9,pseudo,block3
fradcilayl,fradcilayl,rsss,frad,,ci_la_yl,fradcilayl,control,r,,1,r,m,fmadcilayl,0,10,pseudo,block3
taonically,taunically,rsss,taun,,ic_al_ly,taunically,target,r,,2,u,o,taonically,3,10,pseudo,block3
ernauteta,ernauteta,prs,naut,er,eta,ernauteta,control,r,,1,a,o,ernouteta,0,9,pseudo,block3
unkeamical,onkeamical,prss,keam,un,ic_al,unkeamical,target,p,0.0,0,u,o,onkeamical,1,10,pseudo,block3
tidtonc,sidtonc,pr,tonc,sid,,sidtonc,control,p,0.0,0,s,t,tidtonc,3,7,pseudo,block3
premisdrun,premisdrun,ppr,drun,pre_mis,,premisdrun,target,p,0.0,1,r,l,plemisdrun,0,10,pseudo,block3
kols,kols,r,kels,,,kels,target,r,,1,e,o,kols,2,4,pseudo,block3
epkeatezi,edkeatezi,prs,keat,ed,ezi,edkeatezi,control,p,0.0,1,d,p,epkeatezi,3,9,pseudo,block3
famliness,hamliness,rss,fam,,li_ness,famliness,target,r,,0,f,h,hamliness,1,9,pseudo,block3
taunalize,taunalise,rss,taun,,al_ize,taunalize,target,s,1.0,1,z,s,taunalise,1,9,pseudo,block3
conful,confuy,rs,con,,ful,conful,target,s,0.0,2,l,y,confuy,1,6,pseudo,block3
dofobize,dofobize,prs,fob,de,ize,defobize,target,p,0.0,1,e,o,dofobize,2,8,pseudo,block3
sebgirt,subgirt,pr,girt,sub,,subgirt,target,p,0.0,1,u,e,sebgirt,3,7,pseudo,block3
neilcila,neilcila,rss,neil,,ci_la,neilcila,control,s,1.0,0,l,m,neilcima,0,8,pseudo,block3
nocata,nocata,rs,noc,,eta,noceta,control,s,0.0,0,e,a,nocata,2,6,pseudo,block3
reinkrew,meinkrew,ppr,krew,re_in,,reinkrew,target,p,0.0,0,r,m,meinkrew,1,8,pseudo,block3
toncci,soncci,rs,tonc,,ci,toncci,control,r,,0,t,s,soncci,1,6,pseudo,block3
