first,second,condition,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength,type,block
moflasit,moflasit,rss,mof,,la_sit,moflasit,control,s,1.0,2,t,d,moflasid,0,8,pseudo,block3
teb,teb,r,tek,,,tek,control,r,,2,k,b,teb,2,3,pseudo,block3
nunurdlayl,nunurdlayl,prss,nurd,nu,la_yl,nunurdlayl,control,p,0.0,0,n,m,munurdlayl,0,10,pseudo,block3
koop,koos,r,koop,,,koop,target,r,,3,p,s,koos,1,4,pseudo,block3
abglocilly,abglocally,prss,gloc,ab,al_ly,abglocally,target,s,0.0,0,a,i,abglocilly,3,10,pseudo,block3
arveropook,erveropook,ppr,pook,er_vero,,erveropook,control,p,0.0,0,e,a,arveropook,3,10,pseudo,block3
fomabilitr,fomabilitr,rss,fom,,abil_ity,fomability,target,s,1.0,2,y,r,fomabilitr,2,10,pseudo,block3
erotutonc,irotutonc,ppr,tonc,er_otu,,erotutonc,control,p,0.0,0,e,i,irotutonc,1,9,pseudo,block3
girtal,girtal,rs,girt,,al,girtal,target,s,0.0,1,l,n,girtan,0,6,pseudo,block3
untaunical,untaurical,prss,taun,un,ic_al,untaunical,target,r,,3,n,r,untaurical,1,10,pseudo,block3
boflasitci,biflasitci,rsss,bof,,la_sit_ci,boflasitci,control,r,,1,o,i,biflasitci,1,10,pseudo,block3
girtmy,girtmy,rs,girt,,ly,girtly,target,s,0.0,0,l,m,girtmy,2,6,pseudo,block3
merism,merisr,rs,mer,,ism,merism,target,s,0.0,2,m,r,merisr,1,6,pseudo,block3
keatouisyl,keatouisml,rss,keat,,ouis_yl,keatouisyl,control,s,1.0,0,y,m,keatouisml,1,10,pseudo,block3
keirictic,keiristic,rss,keir,,ist_ic,keiristic,target,s,0.0,1,s,c,keirictic,3,9,pseudo,block3
ramsens,remsens,rs,rem,,sens,remsens,control,r,,1,e,a,ramsens,3,7,pseudo,block3
nurd,nird,r,nurd,,,nurd,control,r,,1,u,i,nird,1,4,pseudo,block3
lelienal,lelienal,prs,lien,re,al,relienal,target,p,0.0,0,r,l,lelienal,2,8,pseudo,block3
famistic,famistic,rss,fam,,ist_ic,famistic,target,s,0.0,2,t,g,famisgic,0,8,pseudo,block3
prokiam,prokeam,pr,keam,pro,,prokeam,target,r,,1,e,i,prokiam,3,7,pseudo,block3
orptrul,orptrul,pr,trun,orp,,orptrun,control,r,,3,n,l,orptrul,2,7,pseudo,block3
miosyl,miosyl,rs,moos,,yl,moosyl,control,r,,1,o,i,miosyl,2,6,pseudo,block3
revotont,revotont,pr,tonc,revo,,revotonc,control,r,,3,c,t,revotont,2,8,pseudo,block3
ednucezi,ednucezi,prs,nuc,ed,ezi,ednucezi,control,s,0.0,1,z,t,ednuceti,0,8,pseudo,block3
geefalitm,geefalitm,rss,geef,,al_ism,geefalism,target,s,1.0,1,s,t,geefalitm,2,9,pseudo,block3
famness,gamness,rs,fam,,ness,famness,target,r,,0,f,g,gamness,1,7,pseudo,block3
bofcilayl,bofcilayl,rsss,bof,,ci_la_yl,bofcilayl,control,r,,1,o,e,befcilayl,0,9,pseudo,block3
damfically,damfically,rsss,darf,,ic_al_ly,darfically,target,r,,2,r,m,damfically,2,10,pseudo,block3
mer,mer,r,mer,,,mer,target,r,,2,r,m,mem,0,3,pseudo,block3
prasional,grasional,rss,gras,,ion_al,grasional,target,r,,0,g,p,prasional,3,9,pseudo,block3
reovorsoom,reoversoom,ppr,soom,re_over,,reoversoom,target,p,1.0,2,e,o,reovorsoom,3,10,pseudo,block3
disemfob,diseyfob,ppr,fob,dis_em,,disemfob,target,p,1.0,1,m,y,diseyfob,1,8,pseudo,block3
bofouisyl,bofouisyl,rss,bof,,ouis_yl,bofouisyl,control,s,0.0,1,u,a,bofoaisyl,0,9,pseudo,block3
cuw,cun,r,cun,,,cun,target,r,,2,n,w,cuw,3,3,pseudo,block3
cetanly,cetally,rss,cet,,al_ly,cetally,target,s,0.0,1,l,n,cetanly,3,7,pseudo,block3
wisar,wisar,rs,wis,,al,wisal,target,s,0.0,1,l,r,wisar,2,5,pseudo,block3
cin,cin,r,con,,,con,target,r,,1,o,i,cin,2,3,pseudo,block3
unconional,untonional,prss,con,un,ion_al,unconional,target,r,,0,c,t,untonional,1,10,pseudo,block3
moflayit,movlayit,rss,mof,,la_yit,moflayit,control,r,,2,f,v,movlayit,1,8,pseudo,block3
trigcilayl,trigcilayl,rsss,trig,,ci_la_yl,trigcilayl,control,r,,0,t,d,drigcilayl,0,10,pseudo,block3
teccilayl,tescilayl,rsss,tec,,ci_la_yl,teccilayl,control,r,,2,c,s,tescilayl,1,9,pseudo,block3
simloukaru,simloukaru,prs,louk,sim,oru,simloukoru,control,s,0.0,0,o,a,simloukaru,2,10,pseudo,block3
glocalist,glosalist,rss,gloc,,al_ist,glocalist,target,r,,3,c,s,glosalist,1,9,pseudo,block3
sargla,dargla,rs,sarg,,la,sargla,control,r,,0,s,d,dargla,1,6,pseudo,block3
koul,kouw,r,koul,,,koul,target,r,,3,l,w,kouw,1,4,pseudo,block3
neilsitci,neilhitci,rss,neil,,sit_ci,neilsitci,control,s,0.0,0,s,h,neilhitci,1,9,pseudo,block3
deglocize,deblocize,prs,gloc,de,ize,deglocize,target,r,,0,g,b,deblocize,1,9,pseudo,block3
crat,crat,r,clat,,,clat,target,r,,1,l,r,crat,2,4,pseudo,block3
roc,noc,r,noc,,,noc,control,r,,0,n,r,roc,3,3,pseudo,block3
desoamate,desoamate,prs,soom,de,ate,desoomate,target,r,,2,o,a,desoamate,2,9,pseudo,block3
reinfom,reinfom,ppr,fom,re_in,,reinfom,target,r,,2,m,y,reinfoy,0,7,pseudo,block3
premiskour,premiskour,ppr,koul,pre_mis,,premiskoul,target,r,,3,l,r,premiskour,2,10,pseudo,block3
pragras,pragras,pr,gras,pro,,progras,target,p,0.0,2,o,a,pragras,2,7,pseudo,block3
dekeom,dekeom,pr,keam,de,,dekeam,target,r,,2,a,o,dekeom,2,6,pseudo,block3
edniileta,edneileta,prs,neil,ed,eta,edneileta,control,r,,1,e,i,edniileta,3,9,pseudo,block3
disemfam,disemfam,ppr,fam,dis_em,,disemfam,target,r,,1,a,o,disemfom,0,8,pseudo,block3
remtan,wemtan,rs,rem,,tan,remtan,control,r,,0,r,w,wemtan,1,6,pseudo,block3
geefally,geefalry,rss,geef,,al_ly,geefally,target,s,1.0,0,l,r,geefalry,1,8,pseudo,block3
cebmental,cetmental,rss,cet,,ment_al,cetmental,target,r,,2,t,b,cebmental,3,9,pseudo,block3
bofsitci,bofsitco,rss,bof,,sit_ci,bofsitci,control,s,1.0,1,i,o,bofsitco,1,8,pseudo,block3
sidtekoni,sidtekoni,prs,tek,sid,oni,sidtekoni,control,s,0.0,2,i,a,sidtekona,0,9,pseudo,block3
keerically,keirically,rsss,keir,,ic_al_ly,keirically,target,r,,2,i,e,keerically,3,10,pseudo,block3
fawly,famly,rs,fam,,ly,famly,target,r,,2,m,w,fawly,3,5,pseudo,block3
orsselk,orsselk,pr,selk,orp,,orpselk,control,p,0.0,2,p,s,orsselk,2,7,pseudo,block3
repsidneil,mepsidneil,ppr,neil,rep_sid,,repsidneil,control,p,0.0,0,r,m,mepsidneil,1,10,pseudo,block3
soam,soam,r,soom,,,soom,target,r,,2,o,a,soam,2,4,pseudo,block3
ulitaun,ulitaun,pr,taun,uni,,unitaun,target,p,0.0,1,n,l,ulitaun,2,7,pseudo,block3
teer,teer,r,teer,,,teer,target,r,,3,r,w,teew,0,4,pseudo,block3
tmun,trun,r,trun,,,trun,control,r,,1,r,m,tmun,3,4,pseudo,block3
eridfrad,eridfrad,ppr,frad,er_ed,,eredfrad,control,p,1.0,0,e,i,eridfrad,2,8,pseudo,block3
eredneet,eredreet,ppr,reet,er_ed,,eredreet,control,r,,0,r,n,eredneet,3,8,pseudo,block3
irveromeak,irveromeak,ppr,meak,er_vero,,erveromeak,control,p,0.0,0,e,i,irveromeak,2,10,pseudo,block3
wisically,misically,rsss,wis,,ic_al_ly,wisically,target,r,,0,w,m,misically,1,9,pseudo,block3
taclayl,teclayl,rss,tec,,la_yl,teclayl,control,r,,1,e,a,taclayl,3,7,pseudo,block3
fradcilaml,fradcilaml,rsss,frad,,ci_la_yl,fradcilayl,control,s,2.0,0,y,m,fradcilaml,2,10,pseudo,block3
unlienly,unlaenly,prs,lien,un,ly,unlienly,target,r,,1,i,a,unlaenly,1,8,pseudo,block3
basarglayl,basarplayl,prss,sarg,ba,la_yl,basarglayl,control,r,,3,g,p,basarplayl,1,10,pseudo,block3
eredlouk,eredlook,ppr,louk,er_ed,,eredlouk,control,r,,2,u,o,eredlook,1,8,pseudo,block3
pridiscon,prediscon,ppr,con,pre_dis,,prediscon,target,p,0.0,2,e,i,pridiscon,3,9,pseudo,block3
rolien,rolien,pr,lien,re,,relien,target,p,0.0,1,e,o,rolien,2,6,pseudo,block3
erppoak,erppoak,pr,pook,erp,,erppook,control,r,,2,o,a,erppoak,2,7,pseudo,block3
hetiously,cetiously,rss,cet,,ious_ly,cetiously,target,r,,0,c,h,hetiously,3,9,pseudo,block3
fobicelly,fobically,rsss,fob,,ic_al_ly,fobically,target,s,1.0,0,a,e,fobicelly,3,9,pseudo,block3
ehmoos,ehmoos,pr,moos,ed,,edmoos,control,p,0.0,1,d,h,ehmoos,2,6,pseudo,block3
unnegical,unnegical,prss,neg,un,ic_al,unnegical,target,r,,0,n,y,unyegical,0,9,pseudo,block3
grasant,gradant,rs,gras,,ant,grasant,target,r,,3,s,d,gradant,1,7,pseudo,block3
nurh,nurt,r,nurt,,,nurt,target,r,,3,t,h,nurh,3,4,pseudo,block3
naut,naut,r,naut,,,naut,control,r,,3,t,p,naup,0,4,pseudo,block3
nunocyl,nunocyl,prs,noc,nu,yl,nunocyl,control,p,0.0,1,u,i,ninocyl,0,7,pseudo,block3
sargcilayw,sargcilayl,rsss,sarg,,ci_la_yl,sargcilayl,control,s,2.0,1,l,w,sargcilayw,3,10,pseudo,block3
unifot,unifot,pr,fob,uni,,unifob,target,r,,2,b,t,unifot,2,6,pseudo,block3
reetyl,reetyl,rs,reet,,yl,reetyl,control,r,,2,e,o,reotyl,0,6,pseudo,block3
ungirtly,ungirply,prs,girt,un,ly,ungirtly,target,r,,3,t,p,ungirply,1,8,pseudo,block3
kelsal,kewsal,rs,kels,,al,kelsal,target,r,,2,l,w,kewsal,1,6,pseudo,block3
sekonila,tekonila,rss,tek,,oni_la,tekonila,control,r,,0,t,s,sekonila,3,8,pseudo,block3
keamalish,keamalish,rss,keam,,al_ist,keamalist,target,s,1.0,2,t,h,keamalish,2,9,pseudo,block3
girtically,girticallm,rsss,girt,,ic_al_ly,girtically,target,s,2.0,1,y,m,girticallm,1,10,pseudo,block3
nuneillayl,nuneillayl,prss,neil,nu,la_yl,nuneillayl,control,r,,1,e,i,nuniillayl,0,10,pseudo,block3
regically,regically,rsss,neg,,ic_al_ly,negically,target,r,,0,n,r,regically,2,9,pseudo,block3
wooslasim,mooslasim,rss,moos,,la_sim,mooslasim,control,r,,0,m,w,wooslasim,3,9,pseudo,block3
priviyege,priviyege,r,privilege,,,privilege,control,r,,5,l,y,priviyege,2,9,real,block4
pramistake,pramistake,ppr,take,pre_mis,,premistake,target,p,0.0,2,e,a,pramistake,2,10,real,block4
tampaign,campaign,r,campaign,,,campaign,control,r,,0,c,t,tampaign,3,8,real,block4
undersold,undersold,pr,sold,under,,undersold,target,p,0.0,0,u,o,ondersold,0,9,real,block4
anmanly,anmanly,prs,man,un,ly,unmanly,target,p,0.0,0,u,a,anmanly,2,7,real,block4
teremony,ceremony,r,ceremony,,,ceremony,control,r,,0,c,t,teremony,3,8,real,block4
primciple,principle,r,principle,,,principle,control,r,,3,n,m,primciple,3,9,real,block4
chomeleon,chomeleon,r,chameleon,,,chameleon,control,r,,2,a,o,chomeleon,2,9,real,block4
commune,commune,r,commune,,,commune,control,r,,2,m,r,cormune,0,7,real,block4
norsense,norsense,pr,sense,non,,nonsense,target,p,0.0,2,n,r,norsense,2,8,real,block4
license,license,r,license,,,license,control,r,,2,c,h,lihense,0,7,real,block4
machino,machine,r,machine,,,machine,control,r,,6,e,o,machino,3,7,real,block4
woadenly,woodenly,rss,wood,,en_ly,woodenly,target,r,,2,o,a,woadenly,3,8,real,block4
commamd,command,r,command,,,command,control,r,,5,n,m,commamd,3,7,real,block4
redisagree,redisagree,ppr,agree,re_dis,,redisagree,target,p,0.0,0,r,m,medisagree,0,10,real,block4
chimpanzee,chimpanzee,r,chimpanzee,,,chimpanzee,control,r,,2,i,e,chempanzee,0,10,real,block4
actom,actor,rs,act,,or,actor,target,s,0.0,1,r,m,actom,3,5,real,block4
understand,understand,r,understand,,,understand,control,r,,3,e,o,undorstand,0,10,real,block4
apparatub,apparatub,r,apparatus,,,apparatus,control,r,,8,s,b,apparatub,2,9,real,block4
masuse,masuse,pr,use,mis,,misuse,target,p,0.0,1,i,a,masuse,2,6,real,block4
avalanche,avalanchi,r,avalanche,,,avalanche,control,r,,8,e,i,avalanchi,1,9,real,block4
odder,odder,rs,odd,,er,odder,target,r,,1,d,p,opder,0,5,real,block4
experience,experience,r,experience,,,experience,control,r,,8,c,g,experienge,0,10,real,block4
benefit,benefis,r,benefit,,,benefit,control,r,,6,t,s,benefis,1,7,real,block4
disembarp,disembark,ppr,bark,dis_em,,disembark,target,r,,3,k,p,disembarp,3,9,real,block4
invelidate,invalidate,prs,valid,in,ate,invalidate,target,r,,1,a,e,invelidate,3,10,real,block4
cluar,clear,r,clear,,,clear,control,r,,2,e,u,cluar,3,5,real,block4
unarm,unarr,pr,arm,un,,unarm,target,r,,2,m,r,unarr,1,5,real,block4
whole,while,r,while,,,while,control,r,,2,i,o,whole,3,5,real,block4
wishfully,wishfully,rss,wish,,ful_ly,wishfully,target,r,,3,h,t,wistfully,0,9,real,block4
lamem,lamer,rs,lam,,er,lamer,target,s,0.0,1,r,m,lamem,3,5,real,block4
weirdly,weirdly,rs,weird,,ly,weirdly,target,r,,0,w,r,reirdly,0,7,real,block4
perforr,perforr,r,perform,,,perform,control,r,,6,m,r,perforr,2,7,real,block4
lawfully,lawfully,rss,law,,ful_ly,lawfully,target,s,1.0,1,y,r,lawfullr,0,8,real,block4
silhouefte,silhouefte,r,silhouette,,,silhouette,control,r,,7,t,f,silhouefte,2,10,real,block4
archetect,archetect,r,architect,,,architect,control,r,,4,i,e,archetect,2,9,real,block4
woefully,woefulln,rss,woe,,ful_ly,woefully,target,s,1.0,1,y,n,woefulln,1,8,real,block4
upholher,upholher,prs,hold,up,er,upholder,target,r,,3,d,h,upholher,2,8,real,block4
instinct,iystinct,r,instinct,,,instinct,control,r,,1,n,y,iystinct,1,8,real,block4
vengefully,vengefully,rss,venge,,ful_ly,vengefully,target,r,,1,e,o,vongefully,0,10,real,block4
wakefully,wakefully,rss,wake,,ful_ly,wakefully,target,s,1.0,1,y,m,wakefullm,0,9,real,block4
leprechaun,leprechaun,r,leprechaun,,,leprechaun,control,r,,0,l,r,reprechaun,0,10,real,block4
restaumant,restaurant,r,restaurant,,,restaurant,control,r,,6,r,m,restaumant,3,10,real,block4
least,least,r,least,,,least,control,r,,3,s,d,leadt,0,5,real,block4
college,college,r,college,,,college,control,r,,5,g,d,collede,0,7,real,block4
emslave,enslave,pr,slave,en,,enslave,target,p,0.0,1,n,m,emslave,3,7,real,block4
disruption,disruptiin,prs,rupt,dis,ion,disruption,target,s,0.0,1,o,i,disruptiin,1,10,real,block4
rediscover,resiscover,ppr,cover,re_dis,,rediscover,target,p,1.0,0,d,s,resiscover,1,10,real,block4
masqeerade,masqeerade,r,masquerade,,,masquerade,control,r,,4,u,e,masqeerade,2,10,real,block4
detug,debug,pr,bug,de,,debug,target,r,,0,b,t,detug,3,5,real,block4
origin,oragin,r,origin,,,origin,control,r,,2,i,a,oragin,1,6,real,block4
dislice,dislice,pr,like,dis,,dislike,target,r,,2,k,c,dislice,2,7,real,block4
svier,skier,rs,ski,,er,skier,target,r,,1,k,v,svier,3,5,real,block4
arhillery,arhillery,r,artillery,,,artillery,control,r,,2,t,h,arhillery,2,9,real,block4
article,article,r,article,,,article,control,r,,2,t,c,arcicle,0,7,real,block4
uricycle,unicycle,pr,cycle,uni,,unicycle,target,p,0.0,1,n,r,uricycle,3,8,real,block4
treasere,treasere,r,treasure,,,treasure,control,r,,5,u,e,treasere,2,8,real,block4
movably,movabll,rss,mov,,abl_y,movably,target,s,1.0,0,y,l,movabll,1,7,real,block4
sczedule,schedule,r,schedule,,,schedule,control,r,,2,h,z,sczedule,3,8,real,block4
programme,programmo,r,programme,,,programme,control,r,,8,e,o,programmo,1,9,real,block4
noturalist,noturalist,rss,natur,,al_ist,naturalist,target,r,,1,a,o,noturalist,2,10,real,block4
castette,castette,r,cassette,,,cassette,control,r,,3,s,t,castette,2,8,real,block4
disciplire,discipline,r,discipline,,,discipline,control,r,,8,n,r,disciplire,3,10,real,block4
cubical,cubical,rss,cub,,ic_al,cubical,target,s,0.0,0,i,o,cubocal,0,7,real,block4
weaponless,leaponless,rs,weapon,,less,weaponless,target,r,,0,w,l,leaponless,1,10,real,block4
encase,emcase,pr,case,en,,encase,target,p,0.0,1,n,m,emcase,1,6,real,block4
egoistip,egoistic,rss,ego,,ist_ic,egoistic,target,s,1.0,1,c,p,egoistip,3,8,real,block4
whidest,whidest,rs,whit,,est,whitest,target,r,,3,t,d,whidest,2,7,real,block4
complain,complain,r,complain,,,complain,control,r,,4,l,n,compnain,0,8,real,block4
remittake,remistake,ppr,take,re_mis,,remistake,target,p,1.0,2,s,t,remittake,3,9,real,block4
wiodenness,wiodenness,rss,wood,,en_ness,woodenness,target,r,,1,o,i,wiodenness,2,10,real,block4
direct,direct,r,direct,,,direct,control,r,,0,d,h,hirect,0,6,real,block4
palingrome,palindrome,r,palindrome,,,palindrome,control,r,,5,d,g,palingrome,3,10,real,block4
epicode,epicode,r,episode,,,episode,control,r,,3,s,c,epicode,2,7,real,block4
wemanize,womanize,rs,woman,,ize,womanize,target,r,,1,o,e,wemanize,3,8,real,block4
repertoare,repertoare,r,repertoire,,,repertoire,control,r,,7,i,a,repertoare,2,10,real,block4
sinfulry,sinfulry,rss,sin,,ful_ly,sinfully,target,s,1.0,0,l,r,sinfulry,2,8,real,block4
health,health,r,health,,,health,control,r,,4,t,h,healhh,0,6,real,block4
criteria,criterio,r,criteria,,,criteria,control,r,,7,a,o,criterio,1,8,real,block4
averstep,overstep,pr,step,over,,overstep,target,p,0.0,0,o,a,averstep,3,8,real,block4
unfairly,unfairyy,prs,fair,un,ly,unfairly,target,s,0.0,0,l,y,unfairyy,1,8,real,block4
event,evont,r,event,,,event,control,r,,2,e,o,evont,1,5,real,block4
wulcome,welcome,r,welcome,,,welcome,control,r,,1,e,u,wulcome,3,7,real,block4
translater,translator,rs,translat,,or,translator,target,s,0.0,0,o,e,translater,3,10,real,block4
persuade,persuade,r,persuade,,,persuade,control,r,,1,e,o,porsuade,0,8,real,block4
manfully,manfully,rss,man,,ful_ly,manfully,target,r,,0,m,n,nanfully,0,8,real,block4
undisclose,undisclose,ppr,close,un_dis,,undisclose,target,p,1.0,0,d,h,unhisclose,0,10,real,block4
hestile,hostile,r,hostile,,,hostile,control,r,,1,o,e,hestile,3,7,real,block4
combine,combine,r,combine,,,combine,control,r,,0,c,h,hombine,0,7,real,block4
rhinoceros,rhinoceros,r,rhinoceros,,,rhinoceros,control,r,,1,h,p,rpinoceros,0,10,real,block4
reovercook,reovercook,ppr,cook,re_over,,reovercook,target,r,,3,k,b,reovercoob,0,10,real,block4
immoral,immoral,pr,moral,im,,immoral,target,p,0.0,1,m,l,ilmoral,0,7,real,block4
address,oddress,r,address,,,address,control,r,,0,a,o,oddress,1,7,real,block4
engine,engine,r,engine,,,engine,control,r,,3,i,a,engane,0,6,real,block4
hetermine,hetermine,r,determine,,,determine,control,r,,0,d,h,hetermine,2,9,real,block4
embarrags,embarrags,r,embarrass,,,embarrass,control,r,,7,s,g,embarrags,2,9,real,block4
vulgarism,vulgaripm,rs,vulgar,,ism,vulgarism,target,s,0.0,1,s,p,vulgaripm,1,9,real,block4
province,provance,r,province,,,province,control,r,,4,i,a,provance,1,8,real,block4
pensory,sensory,rss,sens,,or_y,sensory,target,r,,0,s,p,pensory,3,7,real,block4
femplate,template,r,template,,,template,control,r,,0,t,f,femplate,3,8,real,block4
search,searth,r,search,,,search,control,r,,4,c,t,searth,1,6,real,block4
ropket,rocket,r,rocket,,,rocket,control,r,,2,c,p,ropket,3,6,real,block4
anclose,anclose,pr,close,en,,enclose,target,p,0.0,0,e,a,anclose,2,7,real,block4
tisclosure,disclosure,prs,clos,dis,ure,disclosure,target,p,0.0,0,d,t,tisclosure,3,10,real,block4
uniformlw,uniformly,prs,form,uni,ly,uniformly,target,s,0.0,1,y,w,uniformlw,3,9,real,block4
porhrait,portrait,r,portrait,,,portrait,control,r,,3,t,h,porhrait,3,8,real,block4
support,supporf,r,support,,,support,control,r,,6,t,f,supporf,1,7,real,block4
hurricune,hurricane,r,hurricane,,,hurricane,control,r,,6,a,u,hurricune,3,9,real,block4
afsume,afsume,r,assume,,,assume,control,r,,1,s,f,afsume,2,6,real,block4
hieroglyph,hieroglyph,r,hieroglyph,,,hieroglyph,control,r,,4,o,a,hieraglyph,0,10,real,block4
drampoline,trampoline,r,trampoline,,,trampoline,control,r,,0,t,d,drampoline,3,10,real,block4
warrer,warmer,rs,warm,,er,warmer,target,r,,3,m,r,warrer,3,6,real,block4
reinstate,reinhtate,ppr,state,re_in,,reinstate,target,r,,0,s,h,reinhtate,1,9,real,block4
untue,untue,pr,tie,un,,untie,target,r,,1,i,u,untue,2,5,real,block4
reveflate,redeflate,ppr,flate,re_de,,redeflate,target,p,1.0,0,d,v,reveflate,3,9,real,block4
guillotine,guillotine,r,guillotine,,,guillotine,control,r,,2,i,o,guollotine,0,10,real,block4
discredit,discredit,pr,credit,dis,,discredit,target,p,0.0,2,s,t,ditcredit,0,9,real,block4
hallelujah,hallelujah,r,hallelujah,,,hallelujah,control,r,,9,h,p,hallelujap,0,10,real,block4
uninforr,uninform,ppr,form,un_in,,uninform,target,r,,3,m,r,uninforr,3,8,real,block4
misroport,misroport,ppr,port,mis_re,,misreport,target,p,1.0,1,e,o,misroport,2,9,real,block4
