first,second,condition,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength,type,block
abteakally,abteakally,prss,teak,ab,al_ly,abteakally,target,r,,1,e,i,abtiakally,0,10,pseudo,block1
gresness,gresness,rs,gras,,ness,grasness,target,r,,2,a,e,gresness,2,8,pseudo,block1
mak,mak,r,maf,,,maf,control,r,,2,f,k,mak,2,3,pseudo,block1
remisfom,remisfom,ppr,fom,re_mis,,remisfom,target,r,,1,o,i,remisfim,0,8,pseudo,block1
overkels,overkels,pr,kels,over,,overkels,target,r,,1,e,o,overkols,0,8,pseudo,block1
girtalize,girtalize,rss,girt,,al_ize,girtalize,target,s,1.0,0,i,o,girtaloze,0,9,pseudo,block1
nimoh,nimoh,pr,mof,ni,,nimof,control,r,,2,f,h,nimoh,2,5,pseudo,block1
erveromaf,erveromaf,ppr,maf,er_vero,,erveromaf,control,r,,2,f,d,erveromad,0,9,pseudo,block1
feestan,feestan,rs,feeg,,tan,feegtan,control,r,,3,g,s,feestan,2,7,pseudo,block1
outsoor,outsoom,pr,soom,out,,outsoom,target,r,,3,m,r,outsoor,3,7,pseudo,block1
diskelssul,diskelsful,prs,kels,dis,ful,diskelsful,target,s,0.0,0,f,s,diskelssul,3,10,pseudo,block1
kils,kils,r,kels,,,kels,target,r,,1,e,i,kils,2,4,pseudo,block1
teaknuss,teaknuss,rs,teak,,ness,teakness,target,s,0.0,1,e,u,teaknuss,2,8,pseudo,block1
riekcilayw,riekcilayw,rsss,riek,,ci_la_yl,riekcilayl,control,s,2.0,1,l,w,riekcilayw,2,10,pseudo,block1
bapooklayl,bopooklayl,prss,pook,ba,la_yl,bapooklayl,control,p,0.0,1,a,o,bopooklayl,1,10,pseudo,block1
nutekml,nutekml,prs,tek,nu,yl,nutekyl,control,s,0.0,0,y,m,nutekml,2,7,pseudo,block1
redefom,redefom,ppr,fom,re_de,,redefom,target,p,0.0,1,e,u,rudefom,0,7,pseudo,block1
reoutkels,rooutkels,ppr,kels,re_out,,reoutkels,target,p,0.0,1,e,o,rooutkels,1,9,pseudo,block1
clatically,clatically,rsss,clat,,ic_al_ly,clatically,target,s,2.0,0,l,m,claticalmy,0,10,pseudo,block1
darf,dawf,r,darf,,,darf,target,r,,2,r,w,dawf,1,4,pseudo,block1
degeefatu,degeefatu,prs,geef,de,ate,degeefate,target,s,0.0,2,e,u,degeefatu,2,9,pseudo,block1
mitalcsens,mitalcsens,prs,talc,mi,sens,mitalcsens,control,p,0.0,1,i,a,matalcsens,0,10,pseudo,block1
ketalistic,ketaliscic,rsss,ket,,al_ist_ic,ketalistic,target,s,1.0,2,t,c,ketaliscic,1,10,pseudo,block1
keatonila,koatonila,rss,keat,,oni_la,keatonila,control,r,,1,e,o,koatonila,1,9,pseudo,block1
otunurd,otunurd,pr,nurd,otu,,otunurd,control,r,,2,r,l,otunuld,0,7,pseudo,block1
geefically,teefically,rsss,geef,,ic_al_ly,geefically,target,r,,0,g,t,teefically,1,10,pseudo,block1
pretoom,presoom,pr,soom,pre,,presoom,target,r,,0,s,t,pretoom,3,7,pseudo,block1
ketalist,ketawist,rss,ket,,al_ist,ketalist,target,s,0.0,1,l,w,ketawist,1,8,pseudo,block1
krewicilly,krewically,rsss,krew,,ic_al_ly,krewically,target,s,1.0,0,a,i,krewicilly,3,10,pseudo,block1
nutcilayl,nutcilayl,rsss,nuc,,ci_la_yl,nuccilayl,control,r,,2,c,t,nutcilayl,2,9,pseudo,block1
clatable,clatable,rs,clat,,able,clatable,target,s,0.0,3,e,i,clatabli,0,8,pseudo,block1
redisdrun,redisdrun,ppr,drun,re_dis,,redisdrun,target,p,0.0,0,r,l,ledisdrun,0,9,pseudo,block1
cetable,cetable,rs,cet,,able,cetable,target,s,0.0,0,a,i,cetible,0,7,pseudo,block1
taun,taon,r,taun,,,taun,target,r,,2,u,o,taon,1,4,pseudo,block1
erninuyd,erninuyd,ppr,nurd,er_ni,,erninurd,control,r,,2,r,y,erninuyd,2,8,pseudo,block1
outteok,outteak,pr,teak,out,,outteak,target,r,,2,a,o,outteok,3,7,pseudo,block1
innagively,innegively,prss,neg,in,ive_ly,innegively,target,r,,1,e,a,innagively,3,10,pseudo,block1
bomooslayl,bomooslayl,prss,moos,ba,la_yl,bamooslayl,control,p,0.0,1,a,o,bomooslayl,2,10,pseudo,block1
yaflasitci,maflasitci,rsss,maf,,la_sit_ci,maflasitci,control,r,,0,m,y,yaflasitci,3,10,pseudo,block1
reetolba,reetolba,rs,reet,,elba,reetelba,control,s,0.0,0,e,o,reetolba,2,8,pseudo,block1
feegyl,feegyl,rs,feeg,,yl,feegyl,control,s,0.0,1,l,w,feegyw,0,6,pseudo,block1
ceticelly,ceticelly,rsss,cet,,ic_al_ly,cetically,target,s,1.0,0,a,e,ceticelly,2,9,pseudo,block1
weingras,weingras,ppr,gras,re_in,,reingras,target,p,0.0,0,r,w,weingras,2,8,pseudo,block1
nunocumf,nunocumf,prs,noc,nu,ulf,nunoculf,control,s,0.0,1,l,m,nunocumf,2,8,pseudo,block1
krewment,krenment,rs,krew,,ment,krewment,target,r,,3,w,n,krenment,1,8,pseudo,block1
reovemdrun,reovemdrun,ppr,drun,re_over,,reoverdrun,target,p,1.0,3,r,m,reovemdrun,2,10,pseudo,block1
soom,soom,r,soom,,,soom,target,r,,3,m,l,sool,0,4,pseudo,block1
tekcilayr,tekcilayr,rsss,tek,,ci_la_yl,tekcilayl,control,s,2.0,1,l,r,tekcilayr,2,9,pseudo,block1
glacism,glacism,rs,gloc,,ism,glocism,target,r,,2,o,a,glacism,2,7,pseudo,block1
ketality,ketality,rss,ket,,al_ity,ketality,target,s,1.0,0,i,e,ketalety,0,8,pseudo,block1
fomalry,fomally,rss,fom,,al_ly,fomally,target,s,1.0,0,l,r,fomalry,3,7,pseudo,block1
ninuceviyl,ninuceviyl,prss,nuc,ni,evi_yl,ninuceviyl,control,s,1.0,1,l,m,ninuceviym,0,10,pseudo,block1
pismerly,pismerly,prs,mer,dis,ly,dismerly,target,p,0.0,0,d,p,pismerly,2,8,pseudo,block1
raet,reet,r,reet,,,reet,control,r,,1,e,a,raet,3,4,pseudo,block1
platly,clatly,rs,clat,,ly,clatly,target,r,,0,c,p,platly,3,6,pseudo,block1
nufradyl,nufradyl,prs,frad,nu,yl,nufradyl,control,r,,3,d,t,nufratyl,0,8,pseudo,block1
clat,clat,r,clat,,,clat,target,r,,3,t,s,clas,0,4,pseudo,block1
nutekcila,nutekcila,prss,tek,nu,ci_la,nutekcila,control,p,0.0,0,n,m,mutekcila,0,9,pseudo,block1
siwlasitci,sirlasitci,rsss,siw,,la_sit_ci,siwlasitci,control,r,,2,w,r,sirlasitci,1,10,pseudo,block1
fobicelly,fobicelly,rsss,fob,,ic_al_ly,fobically,target,s,1.0,0,a,e,fobicelly,2,9,pseudo,block1
moasilsens,moasilsens,rss,moos,,il_sens,moosilsens,control,r,,2,o,a,moasilsens,2,10,pseudo,block1
premisneh,premisneh,ppr,neg,pre_mis,,premisneg,target,r,,2,g,h,premisneh,2,9,pseudo,block1
keiramize,keiramize,rss,keir,,al_ize,keiralize,target,s,0.0,1,l,m,keiramize,2,9,pseudo,block1
susnurt,susnurt,pr,nurt,sub,,subnurt,target,p,0.0,2,b,s,susnurt,2,7,pseudo,block1
tof,bof,r,bof,,,bof,control,r,,0,b,t,tof,3,3,pseudo,block1
repvimriek,repvimriek,ppr,riek,rep_sim,,repsimriek,control,p,1.0,0,s,v,repvimriek,2,10,pseudo,block1
corically,corically,rsss,con,,ic_al_ly,conically,target,r,,2,n,r,corically,2,9,pseudo,block1
ersidcolg,ersidcolg,ppr,colg,er_sid,,ersidcolg,control,r,,0,c,s,ersidsolg,0,9,pseudo,block1
trad,trad,r,frad,,,frad,control,r,,0,f,t,trad,2,4,pseudo,block1
cunically,cunically,rsss,cun,,ic_al_ly,cunically,target,r,,1,u,i,cinically,0,9,pseudo,block1
conast,conast,rs,con,,ist,conist,target,s,0.0,0,i,a,conast,2,6,pseudo,block1
sorg,sorg,r,sarg,,,sarg,control,r,,1,a,o,sorg,2,4,pseudo,block1
rewisation,rewisation,prss,wis,re,at_ion,rewisation,target,r,,0,w,m,remisation,0,10,pseudo,block1
otutek,otutek,pr,tek,otu,,otutek,control,r,,0,t,c,otucek,0,6,pseudo,block1
nupooklayl,nupooklayl,prss,pook,nu,la_yl,nupooklayl,control,r,,2,o,i,nupoiklayl,0,10,pseudo,block1
nuc,nus,r,nuc,,,nuc,control,r,,2,c,s,nus,1,3,pseudo,block1
kool,koul,r,koul,,,koul,target,r,,2,u,o,kool,3,4,pseudo,block1
ersidsarg,ersidserg,ppr,sarg,er_sid,,ersidsarg,control,r,,1,a,e,ersidserg,1,9,pseudo,block1
darfionel,darfionel,rss,darf,,ion_al,darfional,target,s,1.0,0,a,e,darfionel,2,9,pseudo,block1
domional,fomional,rss,fom,,ion_al,fomional,target,r,,0,f,d,domional,3,8,pseudo,block1
nutec,nitec,pr,tec,nu,,nutec,control,p,0.0,1,u,i,nitec,1,5,pseudo,block1
anarm,anarm,pr,arm,un,,unarm,target,p,0.0,0,u,a,anarm,2,5,real,block2
inlikely,unlikely,prs,like,un,ly,unlikely,target,p,0.0,0,u,i,inlikely,3,8,real,block2
ovirstep,ovirstep,pr,step,over,,overstep,target,p,0.0,2,e,i,ovirstep,2,8,real,block2
wetlm,wetlm,rs,wet,,ly,wetly,target,s,0.0,1,y,m,wetlm,2,5,real,block2
neighboir,neighboir,r,neighbour,,,neighbour,control,r,,7,u,i,neighboir,2,9,real,block2
redisagree,redisacree,ppr,agree,re_dis,,redisagree,target,r,,1,g,c,redisacree,1,10,real,block2
catalogue,catalogue,r,catalogue,,,catalogue,control,r,,6,g,f,catalofue,0,9,real,block2
direct,direct,r,direct,,,direct,control,r,,4,c,s,direst,0,6,real,block2
lamer,lamem,rs,lam,,er,lamer,target,s,0.0,1,r,m,lamem,1,5,real,block2
parasite,parasihe,r,parasite,,,parasite,control,r,,6,t,h,parasihe,1,8,real,block2
conhrast,conhrast,r,contrast,,,contrast,control,r,,3,t,h,conhrast,2,8,real,block2
impossibly,impossibwy,prs,possib,im,ly,impossibly,target,s,0.0,0,l,w,impossibwy,1,10,real,block2
impolite,empolite,pr,polite,im,,impolite,target,p,0.0,0,i,e,empolite,1,8,real,block2
senfully,senfully,rss,sin,,ful_ly,sinfully,target,r,,1,i,e,senfully,2,8,real,block2
champagne,champagne,r,champagne,,,champagne,control,r,,7,n,l,champagle,0,9,real,block2
syndromi,syndrome,r,syndrome,,,syndrome,control,r,,7,e,i,syndromi,3,8,real,block2
emphasis,emphasis,r,emphasis,,,emphasis,control,r,,2,p,t,emthasis,0,8,real,block2
womaniza,womanize,rs,woman,,ize,womanize,target,s,0.0,2,e,a,womaniza,3,8,real,block2
htruggle,struggle,r,struggle,,,struggle,control,r,,0,s,h,htruggle,3,8,real,block2
difbicult,difbicult,r,difficult,,,difficult,control,r,,3,f,b,difbicult,2,9,real,block2
gisclosure,gisclosure,prs,clos,dis,ure,disclosure,target,p,0.0,0,d,g,gisclosure,2,10,real,block2
rhinoceros,rhinoceros,r,rhinoceros,,,rhinoceros,control,r,,6,e,i,rhinociros,0,10,real,block2
champaign,champaign,r,champaign,,,champaign,control,r,,2,a,e,chempaign,0,9,real,block2
exercise,exercise,r,exercise,,,exercise,control,r,,4,c,p,exerpise,0,8,real,block2
apparatus,apparatus,r,apparatus,,,apparatus,control,r,,0,a,e,epparatus,0,9,real,block2
countil,council,r,council,,,council,control,r,,4,c,t,countil,3,7,real,block2
encmose,enclose,pr,close,en,,enclose,target,r,,1,l,m,encmose,3,7,real,block2
odder,odder,rs,odd,,er,odder,target,s,0.0,1,r,n,odden,0,5,real,block2
misreport,misreport,ppr,port,mis_re,,misreport,target,p,1.0,0,r,l,misleport,0,9,real,block2
trawsmit,transmit,r,transmit,,,transmit,control,r,,3,n,w,trawsmit,3,8,real,block2
sourness,souwness,rs,sour,,ness,sourness,target,r,,3,r,w,souwness,1,8,real,block2
threshord,threshold,r,threshold,,,threshold,control,r,,7,l,r,threshord,3,9,real,block2
repaint,repaimt,pr,paint,re,,repaint,target,r,,3,n,m,repaimt,1,7,real,block2
silhouette,silhouette,r,silhouette,,,silhouette,control,r,,0,s,t,tilhouette,0,10,real,block2
conflict,confligt,r,conflict,,,conflict,control,r,,6,c,g,confligt,1,8,real,block2
disembowol,disembowel,ppr,bowel,dis_em,,disembowel,target,r,,3,e,o,disembowol,3,10,real,block2
certain,certoin,r,certain,,,certain,control,r,,4,a,o,certoin,1,7,real,block2
woodonly,woodenly,rss,wood,,en_ly,woodenly,target,s,0.0,0,e,o,woodonly,3,8,real,block2
approach,approach,r,approach,,,approach,control,r,,3,r,w,appwoach,0,8,real,block2
hereical,hereical,rss,hero,,ic_al,heroical,target,r,,3,o,e,hereical,2,8,real,block2
chimpanzee,chimpanzee,r,chimpanzee,,,chimpanzee,control,r,,4,p,b,chimbanzee,0,10,real,block2
somerhault,somerhault,r,somersault,,,somersault,control,r,,5,s,h,somerhault,2,10,real,block2
thorouph,thorouph,r,thorough,,,thorough,control,r,,6,g,p,thorouph,2,8,real,block2
disapprove,digapprove,pr,approve,dis,,disapprove,target,p,0.0,2,s,g,digapprove,1,10,real,block2
defiant,defiant,rs,defi,,ant,defiant,target,r,,1,e,u,dufiant,0,7,real,block2
stimumus,stimumus,r,stimulus,,,stimulus,control,r,,5,l,m,stimumus,2,8,real,block2
undisclose,undiscrose,ppr,close,un_dis,,undisclose,target,r,,1,l,r,undiscrose,1,10,real,block2
exhale,exhale,pr,hale,ex,,exhale,target,p,0.0,1,x,s,eshale,0,6,real,block2
detemmine,detemmine,r,determine,,,determine,control,r,,4,r,m,detemmine,2,9,real,block2
xostile,xostile,r,hostile,,,hostile,control,r,,0,h,x,xostile,2,7,real,block2
hopeful,hopebul,rs,hope,,ful,hopeful,target,s,0.0,0,f,b,hopebul,1,7,real,block2
troable,troable,r,trouble,,,trouble,control,r,,3,u,a,troable,2,7,real,block2
hebitually,hebitually,rss,habit,,ual_ly,habitually,target,r,,1,a,e,hebitually,2,10,real,block2
discusd,discuss,r,discuss,,,discuss,control,r,,6,s,d,discusd,3,7,real,block2
inact,enact,pr,act,en,,enact,target,p,0.0,0,e,i,inact,3,5,real,block2
movably,movabll,rss,mov,,abl_y,movably,target,s,1.0,0,y,l,movabll,1,7,real,block2
because,becaose,r,because,,,because,control,r,,4,u,o,becaose,1,7,real,block2
wishfully,withfully,rss,wish,,ful_ly,wishfully,target,r,,2,s,t,withfully,1,9,real,block2
discipline,discipline,r,discipline,,,discipline,control,r,,0,d,c,ciscipline,0,10,real,block2
disconnact,disconnect,pr,connect,dis,,disconnect,target,r,,4,e,a,disconnact,3,10,real,block2
dostrict,dostrict,r,district,,,district,control,r,,1,i,o,dostrict,2,8,real,block2
usago,usage,rs,us,,age,usage,target,s,0.0,2,e,o,usago,3,5,real,block2
dlient,client,r,client,,,client,control,r,,0,c,d,dlient,3,6,real,block2
cellophane,cellophane,r,cellophane,,,cellophane,control,r,,1,e,o,collophane,0,10,real,block2
disembark,disembark,ppr,bark,dis_em,,disembark,target,r,,2,r,m,disembamk,0,9,real,block2
envelope,enveloce,r,envelope,,,envelope,control,r,,6,p,c,enveloce,1,8,real,block2
licemse,licemse,r,license,,,license,control,r,,4,n,m,licemse,2,7,real,block2
preview,previey,pr,view,pre,,preview,target,r,,3,w,y,previey,1,7,real,block2
ritlessly,witlessly,rss,wit,,less_ly,witlessly,target,r,,0,w,r,ritlessly,3,9,real,block2
fourthly,fourshly,rss,four,,th_ly,fourthly,target,s,0.0,0,t,s,fourshly,1,8,real,block2
hurricane,hurricano,r,hurricane,,,hurricane,control,r,,8,e,o,hurricano,1,9,real,block2
uwtil,uwtil,r,until,,,until,control,r,,1,n,w,uwtil,2,5,real,block2
import,import,pr,port,im,,import,target,r,,2,r,y,impoyt,0,6,real,block2
surprise,surprise,r,surprise,,,surprise,control,r,,4,r,l,surplise,0,8,real,block2
wrongfully,wrongfumly,rss,wrong,,ful_ly,wrongfully,target,s,0.0,2,l,m,wrongfumly,1,10,real,block2
rarijuana,marijuana,r,marijuana,,,marijuana,control,r,,0,m,r,rarijuana,3,9,real,block2
unnaturel,unnaturel,prs,natur,un,al,unnatural,target,s,0.0,0,a,e,unnaturel,2,9,real,block2
rejuvenate,rejuvenate,prs,juven,re,ate,rejuvenate,target,r,,4,n,r,rejuverate,0,10,real,block2
artillery,artillery,r,artillery,,,artillery,control,r,,8,y,j,artillerj,0,9,real,block2
cantiloupe,cantiloupe,r,cantaloupe,,,cantaloupe,control,r,,4,a,i,cantiloupe,2,10,real,block2
thatrical,thatrical,rs,thatric,,al,thatrical,target,r,,3,t,c,thacrical,0,9,real,block2
entangle,entangle,pr,tangle,en,,entangle,target,p,0.0,1,n,r,ertangle,0,8,real,block2
colliague,colleague,r,colleague,,,colleague,control,r,,4,e,i,colliague,3,9,real,block2
tambourine,tambourine,r,tambourine,,,tambourine,control,r,,8,n,m,tambourime,0,10,real,block2
board,boird,r,board,,,board,control,r,,2,a,i,boird,1,5,real,block2
probmem,problem,r,problem,,,problem,control,r,,4,l,m,probmem,3,7,real,block2
horror,horror,r,horror,,,horror,control,r,,5,r,m,horrom,0,6,real,block2
unfairly,unfairlm,prs,fair,un,ly,unfairly,target,s,0.0,1,y,m,unfairlm,1,8,real,block2
cause,cause,r,cause,,,cause,control,r,,3,s,h,cauhe,0,5,real,block2
marathon,marathon,r,marathon,,,marathon,control,r,,7,n,m,marathom,0,8,real,block2
tifthly,fifthly,rss,fif,,th_ly,fifthly,target,r,,0,f,t,tifthly,3,7,real,block2
disorderly,disorderly,prs,order,dis,ly,disorderly,target,p,0.0,2,s,c,dicorderly,0,10,real,block2
overexpose,oherexpose,ppr,pose,over_ex,,overexpose,target,p,0.0,1,v,h,oherexpose,1,10,real,block2
experiunce,experiunce,r,experience,,,experience,control,r,,6,e,u,experiunce,2,10,real,block2
embarrass,embarrass,r,embarrass,,,embarrass,control,r,,8,s,k,embarrask,0,9,real,block2
unshaven,unsdaven,prs,shav,un,en,unshaven,target,r,,1,h,d,unsdaven,1,8,real,block2
ceremony,ceremony,r,ceremony,,,ceremony,control,r,,1,e,i,ciremony,0,8,real,block2
accomplici,accomplice,r,accomplice,,,accomplice,control,r,,9,e,i,accomplici,3,10,real,block2
camauflage,camouflage,r,camouflage,,,camouflage,control,r,,3,o,a,camauflage,3,10,real,block2
gargoyne,gargoyle,r,gargoyle,,,gargoyle,control,r,,6,l,n,gargoyne,3,8,real,block2
reovercook,reoverhook,ppr,cook,re_over,,reovercook,target,r,,0,c,h,reoverhook,1,10,real,block2
dobug,dobug,pr,bug,de,,debug,target,p,0.0,1,e,o,dobug,2,5,real,block2
achieve,achiive,r,achieve,,,achieve,control,r,,4,e,i,achiive,1,7,real,block2
understand,understand,r,understand,,,understand,control,r,,1,n,m,umderstand,0,10,real,block2
colrege,colrege,r,college,,,college,control,r,,3,l,r,colrege,2,7,real,block2
straighd,straighd,r,straight,,,straight,control,r,,7,t,d,straighd,2,8,real,block2
wtiter,whiter,rs,whit,,er,whiter,target,r,,1,h,t,wtiter,3,6,real,block2
redefmate,redeflate,ppr,flate,re_de,,redeflate,target,r,,1,l,m,redefmate,3,9,real,block2
ranew,ranew,pr,new,re,,renew,target,p,0.0,1,e,a,ranew,2,5,real,block2
divide,pivide,r,divide,,,divide,control,r,,0,d,p,pivide,1,6,real,block2
etiquatte,etiquette,r,etiquette,,,etiquette,control,r,,5,e,a,etiquatte,3,9,real,block2
hieroglyph,hieroglyph,r,hieroglyph,,,hieroglyph,control,r,,2,e,o,hioroglyph,0,10,real,block2
unkindry,unkindry,prs,kind,un,ly,unkindly,target,s,0.0,0,l,r,unkindry,2,8,real,block2
willfully,willfully,rss,will,,ful_ly,willfully,target,s,0.0,0,f,c,willcully,0,9,real,block2
iconic,iconic,rs,icon,,ic,iconic,target,s,0.0,1,c,h,iconih,0,6,real,block2
immersion,immersian,prs,mers,im,ion,immersion,target,s,0.0,1,o,a,immersian,1,9,real,block2
legel,legel,r,level,,,level,control,r,,2,v,g,legel,2,5,real,block2
strango,strango,r,strange,,,strange,control,r,,6,e,o,strango,2,7,real,block2
compraint,compraint,r,complaint,,,complaint,control,r,,4,l,r,compraint,2,9,real,block2
delicious,delidious,rs,delic,,ious,delicious,target,r,,4,c,d,delidious,1,9,real,block2
roincont,roincont,ppr,cont,re_in,,reincont,target,p,0.0,1,e,o,roincont,2,8,pseudo,block3
ermooselba,ermooselba,prs,moos,er,elba,ermooselba,control,s,0.0,0,e,i,ermoosilba,0,10,pseudo,block3
teclazei,teclazei,rss,tec,,la_zei,teclazei,control,s,0.0,1,a,i,teclizei,0,8,pseudo,block3
mitalcyti,mitalcyti,prs,talc,mi,yti,mitalcyti,control,r,,1,a,i,mitilcyti,0,9,pseudo,block3
niwerk,niwert,pr,werk,ni,,niwerk,control,r,,3,k,t,niwert,1,6,pseudo,block3
outkels,outkeys,pr,kels,out,,outkels,target,r,,2,l,y,outkeys,1,7,pseudo,block3
inliin,inlien,pr,lien,in,,inlien,target,r,,2,e,i,inliin,3,6,pseudo,block3
remla,remla,rs,rem,,la,remla,control,r,,1,e,o,romla,0,5,pseudo,block3
loutulf,loukulf,rs,louk,,ulf,loukulf,control,r,,3,k,t,loutulf,3,7,pseudo,block3
wisional,wisiomal,rss,wis,,ion_al,wisional,target,s,0.0,2,n,m,wisiomal,1,8,pseudo,block3
orpfrah,orpfrah,pr,frad,orp,,orpfrad,control,r,,3,d,h,orpfrah,2,7,pseudo,block3
krewional,krewional,rss,krew,,ion_al,krewional,target,r,,0,k,f,frewional,0,9,pseudo,block3
nuneutlayl,nuneutlayl,prss,naut,nu,la_yl,nunautlayl,control,r,,1,a,e,nuneutlayl,2,10,pseudo,block3
gloclw,glocly,rs,gloc,,ly,glocly,target,s,0.0,1,y,w,gloclw,3,6,pseudo,block3
mof,mof,r,mof,,,mof,control,r,,0,m,r,rof,0,3,pseudo,block3
unnurtally,umnurtally,prss,nurt,un,al_ly,unnurtally,target,p,0.0,1,n,m,umnurtally,1,10,pseudo,block3
bofre,bofro,rs,bof,,ro,bofro,control,s,0.0,1,o,e,bofre,3,5,pseudo,block3
unnegry,unnegly,prs,neg,un,ly,unnegly,target,s,0.0,0,l,r,unnegry,3,7,pseudo,block3
menically,merically,rsss,mer,,ic_al_ly,merically,target,r,,2,r,n,menically,3,9,pseudo,block3
tonc,tonc,r,tonc,,,tonc,control,r,,1,o,e,tenc,0,4,pseudo,block3
werk,merk,r,werk,,,werk,control,r,,0,w,m,merk,1,4,pseudo,block3
ketalism,ketarism,rss,ket,,al_ism,ketalism,target,s,0.0,1,l,r,ketarism,1,8,pseudo,block3
orpmat,orpmaf,pr,maf,orp,,orpmaf,control,r,,2,f,t,orpmat,3,6,pseudo,block3
mofsom,mofsim,rs,mof,,sim,mofsim,control,s,0.0,1,i,o,mofsom,3,6,pseudo,block3
