first,second,condition,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength,type,block
renticolg,renticolg,pr,colg,renti,,renticolg,control,p,0.0,4,i,o,rentocolg,0,9,pseudo,block1
deneg,deneg,pr,neg,de,,deneg,target,p,0.0,0,d,s,seneg,0,5,pseudo,block1
trewion,krewion,rs,krew,,ion,krewion,target,r,,0,k,t,trewion,3,7,pseudo,block1
fomically,fomicalmy,rsss,fom,,ic_al_ly,fomically,target,s,2.0,0,l,m,fomicalmy,1,9,pseudo,block1
keirical,keirical,rss,keir,,ic_al,keirical,target,r,,2,i,a,kearical,0,8,pseudo,block1
pookcila,pookcila,rss,pook,,ci_la,pookcila,control,r,,1,o,e,peokcila,0,8,pseudo,block1
fradtan,fradtan,rs,frad,,tan,fradtan,control,s,0.0,2,n,w,fradtaw,0,7,pseudo,block1
glocically,glocicalwy,rsss,gloc,,ic_al_ly,glocically,target,s,2.0,0,l,w,glocicalwy,1,10,pseudo,block1
ceticanly,cetically,rsss,cet,,ic_al_ly,cetically,target,s,1.0,1,l,n,ceticanly,3,9,pseudo,block1
teakarism,teakalism,rss,teak,,al_ism,teakalism,target,s,0.0,1,l,r,teakarism,3,9,pseudo,block1
fobalust,fobalust,rss,fob,,al_ist,fobalist,target,s,1.0,0,i,u,fobalust,2,8,pseudo,block1
nurdtan,nurdtan,rs,nurd,,tan,nurdtan,control,r,,1,u,a,nardtan,0,7,pseudo,block1
ersimnaat,ersimnaat,ppr,naut,er_sim,,ersimnaut,control,r,,2,u,a,ersimnaat,2,9,pseudo,block1
prosarf,prodarf,pr,darf,pro,,prodarf,target,r,,0,d,s,prosarf,3,7,pseudo,block1
tiunic,taunic,rs,taun,,ic,taunic,target,r,,1,a,i,tiunic,3,6,pseudo,block1
peoksim,peoksim,rs,pook,,sim,pooksim,control,r,,1,o,e,peoksim,2,7,pseudo,block1
disemkoul,disemtoul,ppr,koul,dis_em,,disemkoul,target,r,,0,k,t,disemtoul,1,9,pseudo,block1
moosenca,mookenca,rs,moos,,enca,moosenca,control,r,,3,s,k,mookenca,1,8,pseudo,block1
pooklasim,pooklasim,rss,pook,,la_sim,pooklasim,control,s,1.0,2,m,y,pooklasiy,0,9,pseudo,block1
nuteconola,nuteconila,prss,tec,nu,oni_la,nuteconila,control,s,0.0,2,i,o,nuteconola,3,10,pseudo,block1
punaut,punaut,pr,naut,pu,,punaut,control,p,0.0,0,p,h,hunaut,0,6,pseudo,block1
clatical,clitical,rss,clat,,ic_al,clatical,target,r,,2,a,i,clitical,1,8,pseudo,block1
drigilsens,drigilsens,rss,trig,,il_sens,trigilsens,control,r,,0,t,d,drigilsens,2,10,pseudo,block1
orotumaf,orotumaf,ppr,maf,er_otu,,erotumaf,control,p,0.0,0,e,o,orotumaf,2,8,pseudo,block1
moflasithi,moflasithi,rsss,mof,,la_sit_ci,moflasitci,control,s,2.0,0,c,h,moflasithi,2,10,pseudo,block1
serkcilayl,selkcilayl,rsss,selk,,ci_la_yl,selkcilayl,control,r,,2,l,r,serkcilayl,3,10,pseudo,block1
maflasitti,maflasitci,rsss,maf,,la_sit_ci,maflasitci,control,s,2.0,0,c,t,maflasitti,3,10,pseudo,block1
nec,nuc,r,nuc,,,nuc,control,r,,1,u,e,nec,3,3,pseudo,block1
houlically,houlically,rsss,koul,,ic_al_ly,koulically,target,r,,0,k,h,houlically,2,10,pseudo,block1
fam,gam,r,fam,,,fam,target,r,,0,f,g,gam,1,3,pseudo,block1
uhgirt,upgirt,pr,girt,up,,upgirt,target,p,0.0,1,p,h,uhgirt,3,6,pseudo,block1
roet,reet,r,reet,,,reet,control,r,,1,e,o,roet,3,4,pseudo,block1
unnegmy,unnegmy,prs,neg,un,ly,unnegly,target,s,0.0,0,l,m,unnegmy,2,7,pseudo,block1
nutecsitpi,nutecsitpi,prss,tec,nu,sit_ci,nutecsitci,control,s,1.0,0,c,p,nutecsitpi,2,10,pseudo,block1
diskoulal,diskouyal,prs,koul,dis,al,diskoulal,target,r,,3,l,y,diskouyal,1,9,pseudo,block1
erselk,erselk,pr,selk,er,,erselk,control,p,0.0,1,r,w,ewselk,0,6,pseudo,block1
denurt,dinurt,pr,nurt,de,,denurt,target,p,0.0,1,e,i,dinurt,1,6,pseudo,block1
reoutkrow,reoutkrow,ppr,krew,re_out,,reoutkrew,target,r,,2,e,o,reoutkrow,2,9,pseudo,block1
drunant,drunant,rs,drun,,ant,drunant,target,r,,3,n,r,drurant,0,7,pseudo,block1
pmemisdarf,premisdarf,ppr,darf,pre_mis,,premisdarf,target,p,0.0,1,r,m,pmemisdarf,3,10,pseudo,block1
girticolly,girticolly,rsss,girt,,ic_al_ly,girtically,target,s,1.0,0,a,o,girticolly,2,10,pseudo,block1
teakically,teakicalny,rsss,teak,,ic_al_ly,teakically,target,s,2.0,0,l,n,teakicalny,1,10,pseudo,block1
darhalist,darhalist,rss,darf,,al_ist,darfalist,target,r,,3,f,h,darhalist,2,9,pseudo,block1
tonclayl,tonclayl,rss,tonc,,la_yl,tonclayl,control,r,,1,o,i,tinclayl,0,8,pseudo,block1
teknemt,teknemt,rs,tek,,nemt,teknemt,control,s,0.0,1,e,a,teknamt,0,7,pseudo,block1
nug,nug,r,neg,,,neg,target,r,,1,e,u,nug,2,3,pseudo,block1
darficalmy,darficalmy,rsss,darf,,ic_al_ly,darfically,target,s,2.0,0,l,m,darficalmy,2,10,pseudo,block1
teatcilayl,teatcilayl,rsss,keat,,ci_la_yl,keatcilayl,control,r,,0,k,t,teatcilayl,2,10,pseudo,block1
repsimnaud,repsimnaud,ppr,naut,rep_sim,,repsimnaut,control,r,,3,t,d,repsimnaud,2,10,pseudo,block1
werksitci,werksitci,rss,werk,,sit_ci,werksitci,control,s,1.0,0,c,t,werksitti,0,9,pseudo,block1
fradlayit,fradlayit,rss,frad,,la_yit,fradlayit,control,r,,0,f,c,cradlayit,0,9,pseudo,block1
remtineil,remtineil,pr,neil,renti,,rentineil,control,p,0.0,2,n,m,remtineil,2,9,pseudo,block1
interkrew,enterkrew,pr,krew,inter,,interkrew,target,p,0.0,0,i,e,enterkrew,1,9,pseudo,block1
remisliin,remislien,ppr,lien,re_mis,,remislien,target,r,,2,e,i,remisliin,3,9,pseudo,block1
ertalceta,ertalceta,prs,talc,er,eta,ertalceta,control,s,0.0,0,e,a,ertalcata,0,9,pseudo,block1
enclat,enclat,pr,clat,en,,enclat,target,r,,3,t,p,enclap,0,6,pseudo,block1
nurc,nurd,r,nurd,,,nurd,control,r,,3,d,c,nurc,3,4,pseudo,block1
tlig,tlig,r,trig,,,trig,control,r,,1,r,l,tlig,2,4,pseudo,block1
cunistic,cunistic,rss,cun,,ist_ic,cunistic,target,s,0.0,1,s,d,cunidtic,0,8,pseudo,block1
sidtoncla,sidtoncma,prs,tonc,sid,la,sidtoncla,control,s,0.0,0,l,m,sidtoncma,1,9,pseudo,block1
sobalistic,fobalistic,rsss,fob,,al_ist_ic,fobalistic,target,r,,0,f,s,sobalistic,3,10,pseudo,block1
bifcila,bifcila,rss,bof,,ci_la,bofcila,control,r,,1,o,i,bifcila,2,7,pseudo,block1
keatsels,keatsols,rs,keat,,sels,keatsels,control,s,0.0,1,e,o,keatsols,1,8,pseudo,block1
meslienion,mislienion,prs,lien,mis,ion,mislienion,target,p,0.0,1,i,e,meslienion,3,10,pseudo,block1
rudedrun,rudedrun,ppr,drun,re_de,,rededrun,target,p,0.0,1,e,u,rudedrun,2,8,pseudo,block1
enteak,enteak,pr,teak,en,,enteak,target,p,0.0,1,n,w,ewteak,0,6,pseudo,block1
nutalccila,nutalccila,prss,talc,nu,ci_la,nutalccila,control,r,,0,t,g,nugalccila,0,10,pseudo,block1
ersidcolg,ersidtolg,ppr,colg,er_sid,,ersidcolg,control,r,,0,c,t,ersidtolg,1,9,pseudo,block1
repsimtec,repsemtec,ppr,tec,rep_sim,,repsimtec,control,p,1.0,1,i,e,repsemtec,1,9,pseudo,block1
edfrah,edfrad,pr,frad,ed,,edfrad,control,r,,3,d,h,edfrah,3,6,pseudo,block1
bakeitlayl,bakeitlayl,prss,keat,ba,la_yl,bakeatlayl,control,r,,2,a,i,bakeitlayl,2,10,pseudo,block1
tonb,tonb,r,tonc,,,tonc,control,r,,3,c,b,tonb,2,4,pseudo,block1
girh,girt,r,girt,,,girt,target,r,,3,t,h,girh,3,4,pseudo,block1
premisket,premistet,ppr,ket,pre_mis,,premisket,target,r,,0,k,t,premistet,1,9,pseudo,block1
simger,simgen,pr,gen,sim,,simgen,control,r,,2,n,r,simger,3,6,pseudo,block1
mofouisyl,nofouisyl,rss,mof,,ouis_yl,mofouisyl,control,r,,0,m,n,nofouisyl,1,9,pseudo,block1
nuriekison,nureekison,prs,riek,nu,ison,nuriekison,control,r,,1,i,e,nureekison,1,10,pseudo,block1
urgrasness,ungrasness,prs,gras,un,ness,ungrasness,target,p,0.0,1,n,r,urgrasness,3,10,pseudo,block1
remlakitci,remlakitci,rsss,rem,,la_sit_ci,remlasitci,control,s,1.0,0,s,k,remlakitci,2,10,pseudo,block1
drun,drun,r,drun,,,drun,target,r,,3,n,m,drum,0,4,pseudo,block1
fomalistic,fonalistic,rsss,fom,,al_ist_ic,fomalistic,target,r,,2,m,n,fonalistic,1,10,pseudo,block1
uncunally,ancunally,prss,cun,un,al_ly,uncunally,target,p,0.0,0,u,a,ancunally,1,9,pseudo,block1
neilcilayl,neilkilayl,rsss,neil,,ci_la_yl,neilcilayl,control,s,0.0,0,c,k,neilkilayl,1,10,pseudo,block1
talcten,talctan,rs,talc,,tan,talctan,control,s,0.0,1,a,e,talcten,3,7,pseudo,block1
teerant,teirant,rs,teer,,ant,teerant,target,r,,2,e,i,teirant,1,7,pseudo,block1
nupeoksens,nupeoksens,prs,pook,nu,sens,nupooksens,control,r,,1,o,e,nupeoksens,2,10,pseudo,block1
redekels,redekals,ppr,kels,re_de,,redekels,target,r,,1,e,a,redekals,1,8,pseudo,block1
joosoni,moosoni,rs,moos,,oni,moosoni,control,r,,0,m,j,joosoni,3,7,pseudo,block1
niil,neil,r,neil,,,neil,control,r,,1,e,i,niil,3,4,pseudo,block1
resob,refob,pr,fob,re,,refob,target,r,,0,f,s,resob,3,5,pseudo,block1
woefully,woefully,rss,woe,,ful_ly,woefully,target,s,1.0,1,y,n,woefulln,0,8,real,block2
understant,understand,r,understand,,,understand,control,r,,9,d,t,understant,3,10,real,block2
standart,standart,r,standard,,,standard,control,r,,7,d,t,standart,2,8,real,block2
start,ttart,r,start,,,start,control,r,,0,s,t,ttart,1,5,real,block2
heroac,heroic,rs,hero,,ic,heroic,target,s,0.0,0,i,a,heroac,3,6,real,block2
disraption,disruption,prs,rupt,dis,ion,disruption,target,r,,1,u,a,disraption,3,10,real,block2
nonstop,yonstop,pr,stop,non,,nonstop,target,p,0.0,0,n,y,yonstop,1,7,real,block2
place,glace,r,place,,,place,control,r,,0,p,g,glace,1,5,real,block2
premisose,premisose,ppr,use,pre_mis,,premisuse,target,r,,0,u,o,premisose,2,9,real,block2
ortifice,artifice,r,artifice,,,artifice,control,r,,0,a,o,ortifice,3,8,real,block2
hhenomenon,hhenomenon,r,phenomenon,,,phenomenon,control,r,,0,p,h,hhenomenon,2,10,real,block2
pronounce,pronounce,r,pronounce,,,pronounce,control,r,,6,n,r,pronource,0,9,real,block2
reovorcome,reovercome,ppr,come,re_over,,reovercome,target,p,1.0,2,e,o,reovorcome,3,10,real,block2
modally,medally,rss,mod,,al_ly,modally,target,r,,1,o,e,medally,1,7,real,block2
salmonella,salmonella,r,salmonella,,,salmonella,control,r,,9,a,i,salmonelli,0,10,real,block2
eator,eater,rs,eat,,er,eater,target,s,0.0,0,e,o,eator,3,5,real,block2
deodorize,deodorize,prs,odor,de,ize,deodorize,target,r,,1,d,g,deogorize,0,9,real,block2
unearthly,unearthly,prs,earth,un,ly,unearthly,target,s,0.0,1,y,r,unearthlr,0,9,real,block2
premistake,premistake,ppr,take,pre_mis,,premistake,target,p,0.0,0,p,s,sremistake,0,10,real,block2
rediscoter,rediscover,ppr,cover,re_dis,,rediscover,target,r,,2,v,t,rediscoter,3,10,real,block2
embarrass,embarrass,r,embarrass,,,embarrass,control,r,,3,a,i,embirrass,0,9,real,block2
sctricter,sctricter,rs,sctrict,,er,sctricter,target,s,0.0,0,e,a,sctrictar,0,9,real,block2
molecule,molecule,r,molecule,,,molecule,control,r,,2,l,r,morecule,0,8,real,block2
inspect,enspect,pr,spect,in,,inspect,target,p,0.0,0,i,e,enspect,1,7,real,block2
morsgage,morsgage,r,mortgage,,,mortgage,control,r,,3,t,s,morsgage,2,8,real,block2
discipmine,discipline,r,discipline,,,discipline,control,r,,6,l,m,discipmine,3,10,real,block2
sportihe,sportihe,rs,sport,,ive,sportive,target,s,0.0,1,v,h,sportihe,2,8,real,block2
because,because,r,because,,,because,control,r,,4,u,a,becaase,0,7,real,block2
dislike,dislike,pr,like,dis,,dislike,target,p,0.0,0,d,f,fislike,0,7,real,block2
sentance,sentance,r,sentence,,,sentence,control,r,,4,e,a,sentance,2,8,real,block2
white,whise,r,white,,,white,control,r,,3,t,s,whise,1,5,real,block2
palur,palur,rs,pal,,er,paler,target,s,0.0,0,e,u,palur,2,5,real,block2
towerd,towerd,r,toward,,,toward,control,r,,3,a,e,towerd,2,6,real,block2
machine,machine,r,machine,,,machine,control,r,,0,m,r,rachine,0,7,real,block2
thatrical,thatrical,rs,thatric,,al,thatrical,target,r,,6,c,t,thatrital,0,9,real,block2
hallelujah,hallelujah,r,hallelujah,,,hallelujah,control,r,,9,h,b,hallelujab,0,10,real,block2
merun,merun,pr,run,re,,rerun,target,p,0.0,0,r,m,merun,2,5,real,block2
remover,remover,prs,mov,re,er,remover,target,p,0.0,0,r,m,memover,0,7,real,block2
unfriendlw,unfriendlw,prs,friend,un,ly,unfriendly,target,s,0.0,1,y,w,unfriendlw,2,10,real,block2
disordorly,disordorly,prs,order,dis,ly,disorderly,target,r,,3,e,o,disordorly,2,10,real,block2
eucalyptut,eucalyptut,r,eucalyptus,,,eucalyptus,control,r,,9,s,t,eucalyptut,2,10,real,block2
stimulus,stimulus,r,stimulus,,,stimulus,control,r,,3,m,r,stirulus,0,8,real,block2
still,still,r,still,,,still,control,r,,0,s,h,htill,0,5,real,block2
restaarant,restaarant,r,restaurant,,,restaurant,control,r,,5,u,a,restaarant,2,10,real,block2
college,collegi,r,college,,,college,control,r,,6,e,i,collegi,1,7,real,block2
wakefulry,wakefully,rss,wake,,ful_ly,wakefully,target,s,1.0,0,l,r,wakefulry,3,9,real,block2
immersiol,immersiol,prs,mers,im,ion,immersion,target,s,0.0,2,n,l,immersiol,2,9,real,block2
disinherit,disinherit,ppr,herit,dis_in,,disinherit,target,p,0.0,1,i,e,desinherit,0,10,real,block2
trampoline,trampoline,r,trampoline,,,trampoline,control,r,,2,a,i,trimpoline,0,10,real,block2
depopulate,dopopulate,prs,popul,de,ate,depopulate,target,p,0.0,1,e,o,dopopulate,1,10,real,block2
disembody,disembody,ppr,body,dis_em,,disembody,target,r,,3,y,m,disembodm,0,9,real,block2
renewal,rinewal,prs,new,re,al,renewal,target,p,0.0,1,e,i,rinewal,1,7,real,block2
calendar,calenday,r,calendar,,,calendar,control,r,,7,r,y,calenday,1,8,real,block2
unarm,unarm,pr,arm,un,,unarm,target,p,0.0,1,n,l,ularm,0,5,real,block2
expelience,experience,r,experience,,,experience,control,r,,4,r,l,expelience,3,10,real,block2
qomplaint,qomplaint,r,complaint,,,complaint,control,r,,0,c,q,qomplaint,2,9,real,block2
cellophane,cellophane,r,cellophane,,,cellophane,control,r,,7,a,e,cellophene,0,10,real,block2
allusively,allusively,rss,allus,,ive_ly,allusively,target,s,0.0,0,i,u,allusuvely,0,10,real,block2
insert,inpert,pr,sert,in,,insert,target,r,,0,s,p,inpert,1,6,real,block2
ininform,ininform,ppr,form,un_in,,uninform,target,p,0.0,0,u,i,ininform,2,8,real,block2
drummar,drummar,rs,drumm,,er,drummer,target,s,0.0,0,e,a,drummar,2,7,real,block2
yecycle,yecycle,pr,cycle,re,,recycle,target,p,0.0,0,r,y,yecycle,2,7,real,block2
catalog,catalog,r,catalog,,,catalog,control,r,,0,c,h,hatalog,0,7,real,block2
woodenly,woodenly,rss,wood,,en_ly,woodenly,target,r,,0,w,m,moodenly,0,8,real,block2
ckeleton,ckeleton,r,skeleton,,,skeleton,control,r,,0,s,c,ckeleton,2,8,real,block2
north,north,r,north,,,north,control,r,,1,o,e,nerth,0,5,real,block2
reservoir,meservoir,r,reservoir,,,reservoir,control,r,,0,r,m,meservoir,1,9,real,block2
lamer,lamer,rs,lam,,er,lamer,target,r,,0,l,w,wamer,0,5,real,block2
seasonal,peasonal,rs,season,,al,seasonal,target,r,,0,s,p,peasonal,1,8,real,block2
enselope,enselope,r,envelope,,,envelope,control,r,,2,v,s,enselope,2,8,real,block2
architect,archetect,r,architect,,,architect,control,r,,4,i,e,archetect,1,9,real,block2
reiyforce,reinforce,ppr,force,re_in,,reinforce,target,p,1.0,1,n,y,reiyforce,3,9,real,block2
unfairll,unfairly,prs,fair,un,ly,unfairly,target,s,0.0,1,y,l,unfairll,3,8,real,block2
ingredient,ingredient,r,ingredient,,,ingredient,control,r,,7,e,a,ingrediant,0,10,real,block2
westernize,westernize,rss,west,,ern_ize,westernize,target,s,0.0,0,e,a,westarnize,0,10,real,block2
warmer,warmem,rs,warm,,er,warmer,target,s,0.0,1,r,m,warmem,1,6,real,block2
rapay,rapay,pr,pay,re,,repay,target,p,0.0,1,e,a,rapay,2,5,real,block2
tetermine,determine,r,determine,,,determine,control,r,,0,d,t,tetermine,3,9,real,block2
expoyt,export,pr,port,ex,,export,target,r,,2,r,y,expoyt,3,6,real,block2
ignowe,ignowe,r,ignore,,,ignore,control,r,,4,r,w,ignowe,2,6,real,block2
formality,formality,rss,form,,al_ity,formality,target,s,0.0,0,a,i,formility,0,9,real,block2
prehispose,predispose,ppr,pose,pre_dis,,predispose,target,p,1.0,0,d,h,prehispose,3,10,real,block2
reset,reset,pr,set,re,,reset,target,r,,0,s,h,rehet,0,5,real,block2
vengefally,vengefully,rss,venge,,ful_ly,vengefully,target,s,0.0,1,u,a,vengefally,3,10,real,block2
confmict,conflict,r,conflict,,,conflict,control,r,,4,l,m,confmict,3,8,real,block2
district,district,r,district,,,district,control,r,,3,t,p,disprict,0,8,real,block2
gamer,gayer,rs,gay,,er,gayer,target,r,,2,y,m,gamer,3,5,real,block2
receflate,redeflate,ppr,flate,re_de,,redeflate,target,p,1.0,0,d,c,receflate,3,9,real,block2
delicious,delihious,rs,delic,,ious,delicious,target,r,,4,c,h,delihious,1,9,real,block2
unrest,unredt,pr,rest,un,,unrest,target,r,,2,s,d,unredt,1,6,real,block2
reoutsrart,reoutsmart,ppr,smart,re_out,,reoutsmart,target,r,,1,m,r,reoutsrart,3,10,real,block2
purchase,purhhase,r,purchase,,,purchase,control,r,,3,c,h,purhhase,1,8,real,block2
ceremony,ceremony,r,ceremony,,,ceremony,control,r,,6,n,m,ceremomy,0,8,real,block2
crustacean,crustecean,r,crustacean,,,crustacean,control,r,,5,a,e,crustecean,1,10,real,block2
livel,livel,r,level,,,level,control,r,,1,e,i,livel,2,5,real,block2
complain,camplain,r,complain,,,complain,control,r,,1,o,a,camplain,1,8,real,block2
ittend,ittend,r,attend,,,attend,control,r,,0,a,i,ittend,2,6,real,block2
catalogue,catalogue,r,catalogue,,,catalogue,control,r,,6,g,c,catalocue,0,9,real,block2
unwisely,unwiselm,prs,wise,un,ly,unwisely,target,s,0.0,1,y,m,unwiselm,1,8,real,block2
unikormly,unikormly,prs,form,uni,ly,uniformly,target,r,,0,f,k,unikormly,2,9,real,block2
tedestrian,pedestrian,r,pedestrian,,,pedestrian,control,r,,0,p,t,tedestrian,3,10,real,block2
counpil,counpil,r,council,,,council,control,r,,4,c,p,counpil,2,7,real,block2
vroperty,property,r,property,,,property,control,r,,0,p,v,vroperty,3,8,real,block2
ouhsmart,outsmart,pr,smart,out,,outsmart,target,p,0.0,2,t,h,ouhsmart,3,8,real,block2
troubli,troubli,r,trouble,,,trouble,control,r,,6,e,i,troubli,2,7,real,block2
absulute,absolute,r,absolute,,,absolute,control,r,,3,o,u,absulute,3,8,real,block2
rejuvenata,rejuvenata,prs,juven,re,ate,rejuvenate,target,s,0.0,2,e,a,rejuvenata,2,10,real,block2
pitifulll,pitifulll,rss,piti,,ful_ly,pitifully,target,s,1.0,1,y,l,pitifulll,2,9,real,block2
avananche,avananche,r,avalanche,,,avalanche,control,r,,3,l,n,avananche,2,9,real,block2
mormality,mormality,rss,norm,,al_ity,normality,target,r,,0,n,m,mormality,2,9,real,block2
cartridge,cartridge,r,cartridge,,,cartridge,control,r,,3,t,h,carhridge,0,9,real,block2
tramsmit,transmit,r,transmit,,,transmit,control,r,,3,n,m,tramsmit,3,8,real,block2
prapaganda,propaganda,r,propaganda,,,propaganda,control,r,,2,o,a,prapaganda,3,10,real,block2
egoistic,egoistic,rss,ego,,ist_ic,egoistic,target,s,1.0,1,c,s,egoistis,0,8,real,block2
unlikely,unlikely,prs,like,un,ly,unlikely,target,p,0.0,1,n,w,uwlikely,0,8,real,block2
camoufloge,camouflage,r,camouflage,,,camouflage,control,r,,7,a,o,camoufloge,3,10,real,block2
enjoy,erjoy,pr,joy,en,,enjoy,target,p,0.0,1,n,r,erjoy,1,5,real,block2
weirdly,weirdly,rs,weird,,ly,weirdly,target,r,,1,e,a,wairdly,0,7,real,block2
oxhale,oxhale,pr,hale,ex,,exhale,target,p,0.0,0,e,o,oxhale,2,6,real,block2
neighbour,neighbour,r,neighbour,,,neighbour,control,r,,2,i,e,neeghbour,0,9,real,block2
nurtally,nurtally,rss,nurt,,al_ly,nurtally,target,s,0.0,1,l,r,nurtarly,0,8,pseudo,block3
loukbilayl,loukcilayl,rsss,louk,,ci_la_yl,loukcilayl,control,s,0.0,0,c,b,loukbilayl,3,10,pseudo,block3
ungeefical,ungeefocal,prss,geef,un,ic_al,ungeefical,target,s,0.0,0,i,o,ungeefocal,1,10,pseudo,block3
grasliness,gwasliness,rss,gras,,li_ness,grasliness,target,r,,1,r,w,gwasliness,1,10,pseudo,block3
ingobation,ingobation,prss,fob,in,at_ion,infobation,target,r,,0,f,g,ingobation,2,10,pseudo,block3
edtrun,edkrun,pr,trun,ed,,edtrun,control,r,,0,t,k,edkrun,1,6,pseudo,block3
teakable,teakable,rs,teak,,able,teakable,target,s,0.0,1,b,h,teakahle,0,8,pseudo,block3
simnemoni,simremoni,prs,rem,sim,oni,simremoni,control,r,,0,r,n,simnemoni,3,9,pseudo,block3
eredkeat,eradkeat,ppr,keat,er_ed,,eredkeat,control,p,1.0,0,e,a,eradkeat,1,8,pseudo,block3
bareetloyl,bareetloyl,prss,reet,ba,la_yl,bareetlayl,control,s,0.0,1,a,o,bareetloyl,2,10,pseudo,block3
cort,cont,r,cont,,,cont,target,r,,2,n,r,cort,3,4,pseudo,block3
interneg,interneg,pr,neg,inter,,interneg,target,p,0.0,4,r,l,intelneg,0,8,pseudo,block3
miskoopion,miskoopion,prs,koop,mis,ion,miskoopion,target,s,0.0,2,n,r,miskoopior,0,10,pseudo,block3
diskrewful,diskrewful,prs,krew,dis,ful,diskrewful,target,s,0.0,1,u,a,diskrewfal,0,10,pseudo,block3
hisnurtion,disnurtion,prs,nurt,dis,ion,disnurtion,target,p,0.0,0,d,h,hisnurtion,3,10,pseudo,block3
ermas,ermaf,pr,maf,er,,ermaf,control,r,,2,f,s,ermas,3,5,pseudo,block3
unfimistic,unfomistic,prss,fom,un,ist_ic,unfomistic,target,r,,1,o,i,unfimistic,3,10,pseudo,block3
ernemof,ernimof,ppr,mof,er_ni,,ernimof,control,p,1.0,1,i,e,ernemof,3,7,pseudo,block3
krewically,krewically,rsss,krew,,ic_al_ly,krewically,target,s,2.0,1,y,l,krewicalll,0,10,pseudo,block3
ninuceviyl,ninuceviyl,prss,nuc,ni,evi_yl,ninuceviyl,control,r,,1,u,a,ninaceviyl,0,10,pseudo,block3
