first,second,condition,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength,type
erkeatli,erkeatla,prs,keat,er,la,erkeatla,control,s,0.0,1,a,i,erkeatli,3,8,pseudo
teerically,teericolly,rsss,teer,,ic_al_ly,teerically,target,s,1.0,0,a,o,teericolly,1,10,pseudo
nautlasis,nautlasis,rss,naut,,la_sit,nautlasit,control,s,1.0,2,t,s,nautlasis,2,9,pseudo
gloc,hloc,r,gloc,,,gloc,target,r,,0,g,h,hloc,1,4,pseudo
keamance,ceamance,rs,keam,,ance,keamance,target,r,,0,k,c,ceamance,1,8,pseudo
sidtalv,sidtalc,pr,talc,sid,,sidtalc,control,r,,3,c,v,sidtalv,3,7,pseudo
nimaftanyl,nimoftanyl,prss,maf,ni,tan_yl,nimaftanyl,control,r,,1,a,o,nimoftanyl,1,10,pseudo
ernigen,ernigem,ppr,gen,er_ni,,ernigen,control,r,,2,n,m,ernigem,1,7,pseudo
tekcimayl,tekcilayl,rsss,tek,,ci_la_yl,tekcilayl,control,s,1.0,0,l,m,tekcimayl,3,9,pseudo
lentiselk,lentiselk,pr,selk,renti,,rentiselk,control,p,0.0,0,r,l,lentiselk,2,9,pseudo
redetoak,redetoak,ppr,teak,re_de,,redeteak,target,r,,1,e,o,redetoak,2,8,pseudo
batriglayl,batrigleyl,prss,trig,ba,la_yl,batriglayl,control,s,0.0,1,a,e,batrigleyl,1,10,pseudo
sidwerkulf,sidwerkulf,prs,werk,sid,ulf,sidwerkulf,control,s,0.0,1,l,y,sidwerkuyf,0,10,pseudo
nautro,mautro,rs,naut,,ro,nautro,control,r,,0,n,m,mautro,1,6,pseudo
get,cet,r,cet,,,cet,target,r,,0,c,g,get,3,3,pseudo
teakarly,teakarly,rss,teak,,al_ly,teakally,target,s,0.0,1,l,r,teakarly,2,8,pseudo
ersidsarg,ersidsarg,ppr,sarg,er_sid,,ersidsarg,control,r,,3,g,h,ersidsarh,0,9,pseudo
nurtically,nurticarly,rsss,nurt,,ic_al_ly,nurtically,target,s,1.0,1,l,r,nurticarly,1,10,pseudo
unlienal,uylienal,prs,lien,un,al,unlienal,target,p,0.0,1,n,y,uylienal,1,8,pseudo
koop,koap,r,koop,,,koop,target,r,,2,o,a,koap,1,4,pseudo
prekoop,prekoop,pr,koop,pre,,prekoop,target,r,,3,p,h,prekooh,0,7,pseudo
lienical,lienical,rss,lien,,ic_al,lienical,target,r,,2,e,a,lianical,0,8,pseudo
nusalkcila,nusalkcila,prss,selk,nu,ci_la,nuselkcila,control,r,,1,e,a,nusalkcila,2,10,pseudo
kotor,ketor,rs,ket,,or,ketor,target,r,,1,e,o,kotor,3,5,pseudo
ket,det,r,ket,,,ket,target,r,,0,k,d,det,1,3,pseudo
unketful,urketful,prs,ket,un,ful,unketful,target,p,0.0,1,n,r,urketful,1,8,pseudo
megically,megically,rsss,neg,,ic_al_ly,negically,target,r,,0,n,m,megically,2,9,pseudo
erprem,erprem,pr,rem,erp,,erprem,control,p,0.0,1,r,n,enprem,0,6,pseudo
redekool,redekool,ppr,koul,re_de,,redekoul,target,r,,2,u,o,redekool,2,8,pseudo
feegro,fuegro,rs,feeg,,ro,feegro,control,r,,1,e,u,fuegro,1,6,pseudo
uncetelly,uncetally,prss,cet,un,al_ly,uncetally,target,s,0.0,0,a,e,uncetelly,3,9,pseudo
befulfyl,befulfyl,rss,bof,,ulf_yl,bofulfyl,control,r,,1,o,e,befulfyl,2,8,pseudo
nulouklayl,nulouhlayl,prss,louk,nu,la_yl,nulouklayl,control,r,,3,k,h,nulouhlayl,1,10,pseudo
presom,prefom,pr,fom,pre,,prefom,target,r,,0,f,s,presom,3,6,pseudo
girpically,girtically,rsss,girt,,ic_al_ly,girtically,target,r,,3,t,p,girpically,3,10,pseudo
irverowerk,erverowerk,ppr,werk,er_vero,,erverowerk,control,p,0.0,0,e,i,irverowerk,3,10,pseudo
koopfully,koopfulny,rss,koop,,ful_ly,koopfully,target,s,1.0,0,l,n,koopfulny,1,9,pseudo
