first,second,condition,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength,type
colgulf,colgulf,rs,colg,,ulf,colgulf,control,r,,2,l,m,comgulf,0,7,pseudo
loukilsens,loukilsens,rss,louk,,il_sens,loukilsens,control,s,0.0,0,i,e,loukelsens,0,10,pseudo
nifeegyl,nifeegyl,prs,feeg,ni,yl,nifeegyl,control,p,0.0,0,n,m,mifeegyl,0,8,pseudo
negisally,negisally,rsss,neg,,ic_al_ly,negically,target,s,0.0,1,c,s,negisally,2,9,pseudo
nunoccitci,nunoccitci,prss,noc,nu,sit_ci,nunocsitci,control,s,0.0,0,s,c,nunoccitci,2,10,pseudo
cun,can,r,cun,,,cun,target,r,,1,u,a,can,1,3,pseudo
ernifrad,irnifrad,ppr,frad,er_ni,,ernifrad,control,p,0.0,0,e,i,irnifrad,1,8,pseudo
dewis,dewis,pr,wis,de,,dewis,target,r,,1,i,o,dewos,0,5,pseudo
numoossila,numooscila,prss,moos,nu,ci_la,numooscila,control,s,0.0,0,c,s,numoossila,3,10,pseudo
ungirtious,ungirhious,prs,girt,un,ious,ungirtious,target,r,,3,t,h,ungirhious,1,10,pseudo
redesgirt,redesgirt,ppr,girt,re_dis,,redisgirt,target,p,1.0,1,i,e,redesgirt,2,9,pseudo
tektilayl,tekcilayl,rsss,tek,,ci_la_yl,tekcilayl,control,s,0.0,0,c,t,tektilayl,3,9,pseudo
sarg,sarg,r,sarg,,,sarg,control,r,,3,g,b,sarb,0,4,pseudo
poekulf,poekulf,rs,pook,,ulf,pookulf,control,r,,2,o,e,poekulf,2,7,pseudo
tonculfyl,tonculfyl,rss,tonc,,ulf_yl,tonculfyl,control,r,,0,t,h,honculfyl,0,9,pseudo
upconf,upconf,pr,cont,up,,upcont,target,r,,3,t,f,upconf,2,6,pseudo
sidmecolg,sidmecolg,ppr,colg,sid_me,,sidmecolg,control,r,,1,o,e,sidmecelg,0,9,pseudo
koopable,koopable,rs,koop,,able,koopable,target,r,,2,o,a,koapable,0,8,pseudo
abclatilly,abclatilly,prss,clat,ab,al_ly,abclatally,target,s,0.0,0,a,i,abclatilly,2,10,pseudo
nurdlazei,murdlazei,rss,nurd,,la_zei,nurdlazei,control,r,,0,n,m,murdlazei,1,9,pseudo
lauk,lauk,r,louk,,,louk,control,r,,1,o,a,lauk,2,4,pseudo
nafradla,nufradla,prs,frad,nu,la,nufradla,control,p,0.0,1,u,a,nafradla,3,8,pseudo
niwerk,niwark,pr,werk,ni,,niwerk,control,r,,1,e,a,niwark,1,6,pseudo
werkcilayl,werkcilayy,rsss,werk,,ci_la_yl,werkcilayl,control,s,2.0,1,l,y,werkcilayy,1,10,pseudo
tec,tec,r,tec,,,tec,control,r,,0,t,d,dec,0,3,pseudo
unconally,uncunally,prss,cun,un,al_ly,uncunally,target,r,,1,u,o,unconally,3,9,pseudo
teakically,seakically,rsss,teak,,ic_al_ly,teakically,target,r,,0,t,s,seakically,1,10,pseudo
ernuut,ernaut,pr,naut,er,,ernaut,control,r,,1,a,u,ernuut,3,6,pseudo
glocliness,glocliwess,rss,gloc,,li_ness,glocliness,target,s,1.0,0,n,w,glocliwess,1,10,pseudo
redeneg,radeneg,ppr,neg,re_de,,redeneg,target,p,0.0,1,e,a,radeneg,1,7,pseudo
rekrewal,rekrenal,prs,krew,re,al,rekrewal,target,r,,3,w,n,rekrenal,1,8,pseudo
keatwa,keatwa,rs,keat,,la,keatla,control,s,0.0,0,l,w,keatwa,2,6,pseudo
mafmasitci,mafmasitci,rsss,maf,,la_sit_ci,maflasitci,control,s,0.0,0,l,m,mafmasitci,2,10,pseudo
clatelism,clatalism,rss,clat,,al_ism,clatalism,target,s,0.0,0,a,e,clatelism,3,9,pseudo
gert,girt,r,girt,,,girt,target,r,,1,i,e,gert,3,4,pseudo
unsoom,unsoom,pr,soom,un,,unsoom,target,r,,3,m,y,unsooy,0,6,pseudo
unrerfully,unmerfully,prss,mer,un,ful_ly,unmerfully,target,r,,0,m,r,unrerfully,3,10,pseudo
empookzie,erpookzie,prs,pook,er,zie,erpookzie,control,p,0.0,1,r,m,empookzie,3,9,pseudo
eregtrun,eredtrun,ppr,trun,er_ed,,eredtrun,control,p,1.0,1,d,g,eregtrun,3,8,pseudo
clatful,clatfum,rs,clat,,ful,clatful,target,s,0.0,2,l,m,clatfum,1,7,pseudo
geefment,geefment,rs,geef,,ment,geefment,target,s,0.0,3,t,c,geefmenc,0,8,pseudo
remerively,remerively,prss,mer,re,ive_ly,remerively,target,r,,2,r,l,remelively,0,10,pseudo
eredmof,eredrof,ppr,mof,er_ed,,eredmof,control,r,,0,m,r,eredrof,1,7,pseudo
darfliness,darfliness,rss,darf,,li_ness,darfliness,target,r,,3,f,t,dartliness,0,10,pseudo
ungrasious,ungrasious,prs,gras,un,ious,ungrasious,target,r,,2,a,e,ungresious,0,10,pseudo
inclat,inclah,pr,clat,in,,inclat,target,r,,3,t,h,inclah,1,6,pseudo
nuccilayl,nuccilayl,rsss,nuc,,ci_la_yl,nuccilayl,control,r,,1,u,e,neccilayl,0,9,pseudo
teer,taer,r,teer,,,teer,target,r,,1,e,a,taer,1,4,pseudo
toncgilayl,tonccilayl,rsss,tonc,,ci_la_yl,tonccilayl,control,s,0.0,0,c,g,toncgilayl,3,10,pseudo
teakable,teakable,rs,teak,,able,teakable,target,r,,0,t,s,seakable,0,8,pseudo
erniriet,erniriet,ppr,reet,er_ni,,ernireet,control,r,,1,e,i,erniriet,2,8,pseudo
rewisment,rewisment,prs,wis,re,ment,rewisment,target,r,,1,i,u,rewusment,0,9,pseudo
nuteegcila,nuteegcila,prss,feeg,nu,ci_la,nufeegcila,control,r,,0,f,t,nuteegcila,2,10,pseudo
tenclazei,tenclazei,rss,tonc,,la_zei,tonclazei,control,r,,1,o,e,tenclazei,2,9,pseudo
onfom,onfom,pr,fom,un,,unfom,target,p,0.0,0,u,o,onfom,2,5,pseudo
ried,riek,r,riek,,,riek,control,r,,3,k,d,ried,3,4,pseudo
reoutglot,reoutglot,ppr,gloc,re_out,,reoutgloc,target,r,,3,c,t,reoutglot,2,9,pseudo
bekeatlayl,bekeatlayl,prss,keat,ba,la_yl,bakeatlayl,control,p,0.0,1,a,e,bekeatlayl,2,10,pseudo
faw,faw,r,fam,,,fam,target,r,,2,m,w,faw,2,3,pseudo
mecont,mecont,pr,cont,re,,recont,target,p,0.0,0,r,m,mecont,2,6,pseudo
cintal,cintal,rs,cont,,al,contal,target,r,,1,o,i,cintal,2,6,pseudo
riekilsens,riekilsens,rss,riek,,il_sens,riekilsens,control,s,0.0,1,l,m,riekimsens,0,10,pseudo
simmeakeni,simmeakoni,prs,meak,sim,oni,simmeakoni,control,s,0.0,0,o,e,simmeakeni,3,10,pseudo
keirically,keirically,rsss,keir,,ic_al_ly,keirically,target,r,,2,i,e,keerically,0,10,pseudo
rerlasitci,remlasitci,rsss,rem,,la_sit_ci,remlasitci,control,r,,2,m,r,rerlasitci,3,10,pseudo
wuclasim,nuclasim,rss,nuc,,la_sim,nuclasim,control,r,,0,n,w,wuclasim,3,8,pseudo
sew,sew,r,siw,,,siw,control,r,,1,i,e,sew,2,3,pseudo
unfobistoc,unfobistic,prss,fob,un,ist_ic,unfobistic,target,s,1.0,0,i,o,unfobistoc,3,10,pseudo
erpookla,erpookra,prs,pook,er,la,erpookla,control,s,0.0,0,l,r,erpookra,1,8,pseudo
nasiw,nusiw,pr,siw,nu,,nusiw,control,p,0.0,1,u,a,nasiw,3,5,pseudo
ramiskeam,ramiskeam,ppr,keam,re_mis,,remiskeam,target,p,0.0,1,e,a,ramiskeam,2,9,pseudo
koulion,keulion,rs,koul,,ion,koulion,target,r,,1,o,e,keulion,1,7,pseudo
incetnets,incetnets,prs,cet,in,ness,incetness,target,s,0.0,2,s,t,incetnets,2,9,pseudo
unikeam,unikeam,pr,keam,uni,,unikeam,target,p,0.0,1,n,l,ulikeam,0,7,pseudo
abkilsally,abkilsally,prss,kels,ab,al_ly,abkelsally,target,r,,1,e,i,abkilsally,2,10,pseudo
talclayl,talclaml,rss,talc,,la_yl,talclayl,control,s,1.0,0,y,m,talclaml,1,8,pseudo
reinkols,reinkols,ppr,kels,re_in,,reinkels,target,r,,1,e,o,reinkols,2,8,pseudo
neilsem,neilsim,rs,neil,,sim,neilsim,control,s,0.0,1,i,e,neilsem,3,7,pseudo
tob,fob,r,fob,,,fob,target,r,,0,f,t,tob,3,3,pseudo
conically,conically,rsss,con,,ic_al_ly,conically,target,s,0.0,0,i,e,conecally,0,9,pseudo
nosiwlayl,nosiwlayl,prss,siw,nu,la_yl,nusiwlayl,control,p,0.0,1,u,o,nosiwlayl,2,9,pseudo
enslat,enslat,pr,clat,en,,enclat,target,r,,0,c,s,enslat,2,6,pseudo
nuloukison,naloukison,prs,louk,nu,ison,nuloukison,control,p,0.0,1,u,a,naloukison,1,10,pseudo
colg,colg,r,colg,,,colg,control,r,,2,l,w,cowg,0,4,pseudo
ketalistic,ketalistis,rsss,ket,,al_ist_ic,ketalistic,target,s,2.0,1,c,s,ketalistis,1,10,pseudo
arsidfrad,ersidfrad,ppr,frad,er_sid,,ersidfrad,control,p,0.0,0,e,a,arsidfrad,3,9,pseudo
meakilsenp,meakilsenp,rss,meak,,il_sens,meakilsens,control,s,1.0,3,s,p,meakilsenp,2,10,pseudo
reetouis,reetouid,rs,reet,,ouis,reetouis,control,s,0.0,3,s,d,reetouid,1,8,pseudo
erwinurd,erninurd,ppr,nurd,er_ni,,erninurd,control,p,1.0,0,n,w,erwinurd,3,8,pseudo
nonuctaoni,nonuctaoni,prss,nuc,ni,ta_oni,ninuctaoni,control,p,0.0,1,i,o,nonuctaoni,2,10,pseudo
erreetnemt,erreetnemt,prs,reet,er,nemt,erreetnemt,control,p,0.0,1,r,m,emreetnemt,0,10,pseudo
