first,second,condition,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength,type
mef,mef,r,mof,,,mof,control,r,,1,o,e,mef,2,3,pseudo
talcsels,tolcsels,rs,talc,,sels,talcsels,control,r,,1,a,o,tolcsels,1,8,pseudo
inmerantly,iymerantly,prss,mer,in,ant_ly,inmerantly,target,p,0.0,1,n,y,iymerantly,1,10,pseudo
innurtabli,innurtabli,prs,nurt,in,able,innurtable,target,s,0.0,3,e,i,innurtabli,2,10,pseudo
redard,redard,pr,darf,re,,redarf,target,r,,3,f,d,redard,2,6,pseudo
predisfam,predisfam,ppr,fam,pre_dis,,predisfam,target,p,0.0,0,p,c,credisfam,0,9,pseudo
darfically,karfically,rsss,darf,,ic_al_ly,darfically,target,r,,0,d,k,karfically,1,10,pseudo
teclayit,teclayit,rss,tec,,la_yit,teclayit,control,s,0.0,1,a,e,tecleyit,0,8,pseudo
keamically,keamically,rsss,keam,,ic_al_ly,keamically,target,s,0.0,0,i,e,keamecally,0,10,pseudo
tekelba,tekelba,rs,tek,,elba,tekelba,control,r,,0,t,h,hekelba,0,7,pseudo
abkeulally,abkoulally,prss,koul,ab,al_ly,abkoulally,target,r,,1,o,e,abkeulally,3,10,pseudo
cunarize,cunalize,rss,cun,,al_ize,cunalize,target,s,0.0,1,l,r,cunarize,3,8,pseudo
deheerer,deteerer,prs,teer,de,er,deteerer,target,r,,0,t,h,deheerer,3,8,pseudo
regeef,rugeef,pr,geef,re,,regeef,target,p,0.0,1,e,u,rugeef,1,6,pseudo
feeg,feeg,r,feeg,,,feeg,control,r,,2,e,o,feog,0,4,pseudo
repsidcolt,repsidcolg,ppr,colg,rep_sid,,repsidcolg,control,r,,3,g,t,repsidcolt,3,10,pseudo
gimtable,girtable,rs,girt,,able,girtable,target,r,,2,r,m,gimtable,3,8,pseudo
unnegally,unnegarly,prss,neg,un,al_ly,unnegally,target,s,0.0,1,l,r,unnegarly,1,9,pseudo
pookcilayl,pookciliyl,rsss,pook,,ci_la_yl,pookcilayl,control,s,1.0,1,a,i,pookciliyl,1,10,pseudo
toncmasim,tonclasim,rss,tonc,,la_sim,tonclasim,control,s,0.0,0,l,m,toncmasim,3,9,pseudo
reketment,reketwent,prs,ket,re,ment,reketment,target,s,0.0,0,m,w,reketwent,1,9,pseudo
sidmemoos,sidmeloos,ppr,moos,sid_me,,sidmemoos,control,r,,0,m,l,sidmeloos,1,9,pseudo
misgloc,misgloc,pr,gloc,mis,,misgloc,target,p,0.0,2,s,h,mihgloc,0,7,pseudo
honc,honc,r,tonc,,,tonc,control,r,,0,t,h,honc,2,4,pseudo
darfmess,darfmess,rs,darf,,less,darfless,target,s,0.0,0,l,m,darfmess,2,8,pseudo
ersirmoos,ersirmoos,ppr,moos,er_sim,,ersimmoos,control,p,1.0,2,m,r,ersirmoos,2,9,pseudo
neteccila,nuteccila,prss,tec,nu,ci_la,nuteccila,control,p,0.0,1,u,e,neteccila,3,9,pseudo
colgsitca,colgsitca,rss,colg,,sit_ci,colgsitci,control,s,1.0,1,i,a,colgsitca,2,9,pseudo
edmof,edmef,pr,mof,ed,,edmof,control,r,,1,o,e,edmef,1,5,pseudo
nuteksens,muteksens,prs,tek,nu,sens,nuteksens,control,p,0.0,0,n,m,muteksens,1,9,pseudo
tonccilayl,tonccilayl,rsss,tonc,,ci_la_yl,tonccilayl,control,s,1.0,1,a,i,toncciliyl,0,10,pseudo
nuld,nurd,r,nurd,,,nurd,control,r,,2,r,l,nuld,3,4,pseudo
sidmeakoni,sidmeakoni,prs,meak,sid,oni,sidmeakoni,control,r,,1,e,a,sidmaakoni,0,10,pseudo
unfeefical,ungeefical,prss,geef,un,ic_al,ungeefical,target,r,,0,g,f,unfeefical,3,10,pseudo
koulness,koulness,rs,koul,,ness,koulness,target,r,,2,u,e,koelness,0,8,pseudo
overket,oderket,pr,ket,over,,overket,target,p,0.0,1,v,d,oderket,1,7,pseudo
erverorief,erveroriek,ppr,riek,er_vero,,erveroriek,control,r,,3,k,f,erverorief,3,10,pseudo
keit,keit,r,keat,,,keat,control,r,,2,a,i,keit,2,4,pseudo
werkulfyl,werkulfrl,rss,werk,,ulf_yl,werkulfyl,control,s,1.0,0,y,r,werkulfrl,1,9,pseudo
keotcilayl,keatcilayl,rsss,keat,,ci_la_yl,keatcilayl,control,r,,2,a,o,keotcilayl,3,10,pseudo
leenally,lienally,rss,lien,,al_ly,lienally,target,r,,1,i,e,leenally,3,8,pseudo
mah,mah,r,maf,,,maf,control,r,,2,f,h,mah,2,3,pseudo
reovergloc,reovergloc,ppr,gloc,re_over,,reovergloc,target,r,,1,l,m,reovergmoc,0,10,pseudo
noccilayl,naccilayl,rsss,noc,,ci_la_yl,noccilayl,control,r,,1,o,a,naccilayl,1,9,pseudo
nitektannl,nitektanyl,prss,tek,ni,tan_yl,nitektanyl,control,s,1.0,0,y,n,nitektannl,3,10,pseudo
moosyl,moosyl,rs,moos,,yl,moosyl,control,s,0.0,1,l,m,moosym,0,6,pseudo
imket,inket,pr,ket,in,,inket,target,p,0.0,1,n,m,imket,3,5,pseudo
nutruryl,nutruryl,prs,trun,nu,yl,nutrunyl,control,r,,3,n,r,nutruryl,2,8,pseudo
soomalist,siomalist,rss,soom,,al_ist,soomalist,target,r,,1,o,i,siomalist,1,9,pseudo
teh,tek,r,tek,,,tek,control,r,,2,k,h,teh,3,3,pseudo
ernoceviyl,ernaceviyl,prss,noc,er,evi_yl,ernoceviyl,control,r,,1,o,a,ernaceviyl,1,10,pseudo
cunamistic,cunamistic,rsss,cun,,al_ist_ic,cunalistic,target,s,0.0,1,l,m,cunamistic,2,10,pseudo
ritalconi,mitalconi,prs,talc,mi,oni,mitalconi,control,p,0.0,0,m,r,ritalconi,3,9,pseudo
riekvim,riekvim,rs,riek,,sim,rieksim,control,s,0.0,0,s,v,riekvim,2,7,pseudo
ersidmof,ersidmof,ppr,mof,er_sid,,ersidmof,control,p,1.0,2,d,s,ersismof,0,8,pseudo
inusels,inuselk,pr,selk,inu,,inuselk,control,r,,3,k,s,inusels,3,7,pseudo
disconiom,disconiom,prs,con,dis,ion,disconion,target,s,0.0,2,n,m,disconiom,2,9,pseudo
orsidneil,ersidneil,ppr,neil,er_sid,,ersidneil,control,p,0.0,0,e,o,orsidneil,3,9,pseudo
keamfully,keamsully,rss,keam,,ful_ly,keamfully,target,s,0.0,0,f,s,keamsully,1,9,pseudo
krew,krew,r,krew,,,krew,target,r,,3,w,r,krer,0,4,pseudo
nipof,nipof,pr,bof,ni,,nibof,control,r,,0,b,p,nipof,2,5,pseudo
contically,contipally,rsss,cont,,ic_al_ly,contically,target,s,0.0,1,c,p,contipally,1,10,pseudo
bofeni,bofeni,rs,bof,,oni,bofoni,control,s,0.0,0,o,e,bofeni,2,6,pseudo
nutonclayl,nutonclaym,prss,tonc,nu,la_yl,nutonclayl,control,s,1.0,1,l,m,nutonclaym,1,10,pseudo
indrunion,ondrunion,prs,drun,in,ion,indrunion,target,p,0.0,0,i,o,ondrunion,1,9,pseudo
orotufeeg,erotufeeg,ppr,feeg,er_otu,,erotufeeg,control,p,0.0,0,e,o,orotufeeg,3,9,pseudo
clatism,clatosm,rs,clat,,ism,clatism,target,s,0.0,0,i,o,clatosm,1,7,pseudo
feegcilayr,feegcilayl,rsss,feeg,,ci_la_yl,feegcilayl,control,s,2.0,1,l,r,feegcilayr,3,10,pseudo
nurtional,nurtional,rss,nurt,,ion_al,nurtional,target,r,,3,t,s,nursional,0,9,pseudo
nurt,nurt,r,nurt,,,nurt,target,r,,2,r,m,numt,0,4,pseudo
eryiek,eryiek,pr,riek,er,,erriek,control,r,,0,r,y,eryiek,2,6,pseudo
neselklayl,neselklayl,prss,selk,nu,la_yl,nuselklayl,control,p,0.0,1,u,e,neselklayl,2,10,pseudo
upneg,upneg,pr,neg,up,,upneg,target,r,,0,n,l,upleg,0,5,pseudo
redecont,redecont,ppr,cont,re_de,,redecont,target,r,,3,t,h,redeconh,0,8,pseudo
nurdulfyl,nurdulfyl,rss,nurd,,ulf_yl,nurdulfyl,control,s,0.0,0,u,o,nurdolfyl,0,9,pseudo
unnegness,unnegness,prs,neg,un,ness,unnegness,target,s,0.0,2,s,x,unnegnexs,0,9,pseudo
geed,geef,r,geef,,,geef,target,r,,3,f,d,geed,3,4,pseudo
banaclayl,banaclayl,prss,nuc,ba,la_yl,banuclayl,control,r,,1,u,a,banaclayl,2,9,pseudo
fomll,fomly,rs,fom,,ly,fomly,target,s,0.0,1,y,l,fomll,3,5,pseudo
koapically,koapically,rsss,koop,,ic_al_ly,koopically,target,r,,2,o,a,koapically,2,10,pseudo
fobicalmy,fobically,rsss,fob,,ic_al_ly,fobically,target,s,2.0,0,l,m,fobicalmy,3,9,pseudo
werklasit,werplasit,rss,werk,,la_sit,werklasit,control,r,,3,k,p,werplasit,1,9,pseudo
eredtrun,eredtlun,ppr,trun,er_ed,,eredtrun,control,r,,1,r,l,eredtlun,1,8,pseudo
taunal,taunal,rs,taun,,al,taunal,target,r,,3,n,w,tauwal,0,6,pseudo
gloc,gloc,r,gloc,,,gloc,target,r,,0,g,t,tloc,0,4,pseudo
abgirtally,abgirpally,prss,girt,ab,al_ly,abgirtally,target,r,,3,t,p,abgirpally,1,10,pseudo
edselketa,edselkota,prs,selk,ed,eta,edselketa,control,s,0.0,0,e,o,edselkota,1,9,pseudo
updarf,ipdarf,pr,darf,up,,updarf,target,p,0.0,0,u,i,ipdarf,1,6,pseudo
pook,pook,r,pook,,,pook,control,r,,3,k,p,poop,0,4,pseudo
nucro,lucro,rs,nuc,,ro,nucro,control,r,,0,n,l,lucro,1,5,pseudo
kimfeeg,simfeeg,pr,feeg,sim,,simfeeg,control,p,0.0,0,s,k,kimfeeg,3,7,pseudo
nufradsens,nufradsens,prs,frad,nu,sens,nufradsens,control,r,,3,d,s,nufrassens,0,10,pseudo
selkouisyl,selkouisyl,rss,selk,,ouis_yl,selkouisyl,control,r,,2,l,r,serkouisyl,0,10,pseudo
rephidgen,rephidgen,ppr,gen,rep_sid,,repsidgen,control,p,1.0,0,s,h,rephidgen,2,9,pseudo
mafcilaml,mafcilayl,rsss,maf,,ci_la_yl,mafcilayl,control,s,2.0,0,y,m,mafcilaml,3,9,pseudo
nukeatlayl,nukeatlayl,prss,keat,nu,la_yl,nukeatlayl,control,p,0.0,0,n,l,lukeatlayl,0,10,pseudo
pookmo,pookro,rs,pook,,ro,pookro,control,s,0.0,0,r,m,pookmo,3,6,pseudo
ermeahla,ermeahla,prs,meak,er,la,ermeakla,control,r,,3,k,h,ermeahla,2,8,pseudo
baremlayl,baremlayl,prss,rem,ba,la_yl,baremlayl,control,r,,2,m,w,barewlayl,0,9,pseudo
darf,darf,r,darf,,,darf,target,r,,0,d,h,harf,0,4,pseudo
noccila,noccila,rss,noc,,ci_la,noccila,control,s,0.0,0,c,s,nocsila,0,7,pseudo
rediscon,rediscor,ppr,con,re_dis,,rediscon,target,r,,2,n,r,rediscor,1,8,pseudo
sidnoc,sidnoc,pr,noc,sid,,sidnoc,control,p,0.0,2,d,t,sitnoc,0,6,pseudo
teccilayl,toccilayl,rsss,tec,,ci_la_yl,teccilayl,control,r,,1,e,o,toccilayl,1,9,pseudo
toncsels,toncsels,rs,tonc,,sels,toncsels,control,r,,2,n,m,tomcsels,0,8,pseudo
unkeamally,unkeamally,prss,keam,un,al_ly,unkeamally,target,p,0.0,1,n,y,uykeamally,0,10,pseudo
koul,koul,r,koul,,,koul,target,r,,3,l,m,koum,0,4,pseudo
colglisim,colglasim,rss,colg,,la_sim,colglasim,control,s,0.0,1,a,i,colglisim,3,9,pseudo
disemclat,disemclat,ppr,clat,dis_em,,disemclat,target,p,0.0,2,s,t,ditemclat,0,9,pseudo
dolienate,delienate,prs,lien,de,ate,delienate,target,p,0.0,1,e,o,dolienate,3,9,pseudo
rentisayg,rentisarg,pr,sarg,renti,,rentisarg,control,r,,2,r,y,rentisayg,3,9,pseudo
tluncilayl,tluncilayl,rsss,trun,,ci_la_yl,truncilayl,control,r,,1,r,l,tluncilayl,2,10,pseudo
rinegively,renegively,prss,neg,re,ive_ly,renegively,target,p,0.0,1,e,i,rinegively,3,10,pseudo
conicarly,conically,rsss,con,,ic_al_ly,conically,target,s,1.0,1,l,r,conicarly,3,9,pseudo
retsimselk,retsimselk,ppr,selk,rep_sim,,repsimselk,control,p,0.0,2,p,t,retsimselk,2,10,pseudo
woos,woos,r,moos,,,moos,control,r,,0,m,w,woos,2,4,pseudo
relienate,reliemate,prs,lien,re,ate,relienate,target,r,,3,n,m,reliemate,1,9,pseudo
reetro,reetro,rs,reet,,ro,reetro,control,s,0.0,0,r,y,reetyo,0,6,pseudo
nerkonila,nerkonila,rss,werk,,oni_la,werkonila,control,r,,0,w,n,nerkonila,2,9,pseudo
sodfeeg,sodfeeg,pr,feeg,sid,,sidfeeg,control,p,0.0,1,i,o,sodfeeg,2,7,pseudo
eredfeag,eredfeag,ppr,feeg,er_ed,,eredfeeg,control,r,,2,e,a,eredfeag,2,8,pseudo
revomeak,revomeek,pr,meak,revo,,revomeak,control,r,,2,a,e,revomeek,1,8,pseudo
teerical,teerical,rss,teer,,ic_al,teerical,target,r,,3,r,m,teemical,0,8,pseudo
cun,cun,r,cun,,,cun,target,r,,0,c,b,bun,0,3,pseudo
tauyor,tauyor,rs,taun,,or,taunor,target,r,,3,n,y,tauyor,2,6,pseudo
nutenyl,nugenyl,prs,gen,nu,yl,nugenyl,control,r,,0,g,t,nutenyl,3,7,pseudo
fradcilayl,fradcimayl,rsss,frad,,ci_la_yl,fradcilayl,control,s,1.0,0,l,m,fradcimayl,1,10,pseudo
otutecneyl,otutecneyl,prss,tec,otu,ne_yl,otutecneyl,control,p,0.0,0,o,a,atutecneyl,0,10,pseudo
meek,meek,r,meak,,,meak,control,r,,2,a,e,meek,2,4,pseudo
kaopional,kaopional,rss,koop,,ion_al,koopional,target,r,,1,o,a,kaopional,2,9,pseudo
ijfamation,infamation,prss,fam,in,at_ion,infamation,target,p,0.0,1,n,j,ijfamation,3,10,pseudo
sidmetek,sidmetek,ppr,tek,sid_me,,sidmetek,control,p,1.0,1,e,o,sidmotek,0,8,pseudo
negalistic,legalistic,rsss,neg,,al_ist_ic,negalistic,target,r,,0,n,l,legalistic,1,10,pseudo
tekla,tekla,rs,tek,,la,tekla,control,r,,2,k,s,tesla,0,5,pseudo
rekriwal,rekrewal,prs,krew,re,al,rekrewal,target,r,,2,e,i,rekriwal,3,8,pseudo
sublien,sublien,pr,lien,sub,,sublien,target,r,,1,i,e,subleen,0,7,pseudo
fol,fom,r,fom,,,fom,target,r,,2,m,l,fol,3,3,pseudo
taunfuwly,taunfully,rss,taun,,ful_ly,taunfully,target,s,0.0,2,l,w,taunfuwly,3,9,pseudo
undrunallr,undrunally,prss,drun,un,al_ly,undrunally,target,s,1.0,1,y,r,undrunallr,3,10,pseudo
ketless,kehless,rs,ket,,less,ketless,target,r,,2,t,h,kehless,1,7,pseudo
rekrewment,rekrewmont,prs,krew,re,ment,rekrewment,target,s,0.0,1,e,o,rekrewmont,1,10,pseudo
pemeak,pumeak,pr,meak,pu,,pumeak,control,p,0.0,1,u,e,pemeak,3,6,pseudo
ernitec,ernicec,ppr,tec,er_ni,,ernitec,control,r,,0,t,c,ernicec,1,7,pseudo
clatically,clatocally,rsss,clat,,ic_al_ly,clatically,target,s,0.0,0,i,o,clatocally,1,10,pseudo
krewical,krewical,rss,krew,,ic_al,krewical,target,s,1.0,0,a,o,krewicol,0,8,pseudo
predisdren,predisdren,ppr,drun,pre_dis,,predisdrun,target,r,,2,u,e,predisdren,2,10,pseudo
unlienly,unlienly,prs,lien,un,ly,unlienly,target,r,,3,n,m,unliemly,0,8,pseudo
fam,bam,r,fam,,,fam,target,r,,0,f,b,bam,1,3,pseudo
unwisicil,unwisicil,prss,wis,un,ic_al,unwisical,target,s,1.0,0,a,i,unwisicil,2,9,pseudo
roflasitci,moflasitci,rsss,mof,,la_sit_ci,moflasitci,control,r,,0,m,r,roflasitci,3,10,pseudo
lienidm,lienidm,rs,lien,,ism,lienism,target,s,0.0,1,s,d,lienidm,2,7,pseudo
defet,defet,pr,ket,de,,deket,target,r,,0,k,f,defet,2,5,pseudo
inmisness,inmisness,prs,wis,in,ness,inwisness,target,r,,0,w,m,inmisness,2,9,pseudo
prediskeam,prediskeam,ppr,keam,pre_dis,,prediskeam,target,r,,1,e,a,prediskaam,0,10,pseudo
edsiw,idsiw,pr,siw,ed,,edsiw,control,p,0.0,0,e,i,idsiw,1,5,pseudo
krewion,kjewion,rs,krew,,ion,krewion,target,r,,1,r,j,kjewion,1,7,pseudo
reetonila,reetowila,rss,reet,,oni_la,reetonila,control,s,0.0,1,n,w,reetowila,1,9,pseudo
nuhargcila,nuhargcila,prss,sarg,nu,ci_la,nusargcila,control,r,,0,s,h,nuhargcila,2,10,pseudo
maflasitci,maflasitci,rsss,maf,,la_sit_ci,maflasitci,control,r,,2,f,d,madlasitci,0,10,pseudo
wemk,wemk,r,werk,,,werk,control,r,,2,r,m,wemk,2,4,pseudo
conir,conor,rs,con,,or,conor,target,s,0.0,0,o,i,conir,3,5,pseudo
dutek,dutek,pr,tek,pu,,putek,control,p,0.0,0,p,d,dutek,2,5,pseudo
srigonila,srigonila,rss,trig,,oni_la,trigonila,control,r,,0,t,s,srigonila,2,9,pseudo
nuweakcila,nuweakcila,prss,meak,nu,ci_la,numeakcila,control,r,,0,m,w,nuweakcila,2,10,pseudo
teerically,teerically,rsss,teer,,ic_al_ly,teerically,target,s,2.0,0,l,r,teericalry,0,10,pseudo
dalc,talc,r,talc,,,talc,control,r,,0,t,d,dalc,3,4,pseudo
erteknemp,erteknemt,prs,tek,er,nemt,erteknemt,control,s,0.0,3,t,p,erteknemp,3,9,pseudo
premistaun,premistaun,ppr,taun,pre_mis,,premistaun,target,p,1.0,2,s,g,premigtaun,0,10,pseudo
misfemion,misfamion,prs,fam,mis,ion,misfamion,target,r,,1,a,e,misfemion,3,9,pseudo
incerkels,interkels,pr,kels,inter,,interkels,target,p,0.0,2,t,c,incerkels,3,9,pseudo
wis,wis,r,wis,,,wis,target,r,,1,i,u,wus,0,3,pseudo
fosal,fobal,rs,fob,,al,fobal,target,r,,2,b,s,fosal,3,5,pseudo
werkcilaml,werkcilayl,rsss,werk,,ci_la_yl,werkcilayl,control,s,2.0,0,y,m,werkcilaml,3,10,pseudo
reoutgloc,reoutgloc,ppr,gloc,re_out,,reoutgloc,target,r,,1,l,r,reoutgroc,0,9,pseudo
lionality,lienality,rss,lien,,al_ity,lienality,target,r,,2,e,o,lionality,3,9,pseudo
niremtaoni,niremtaoni,prss,rem,ni,ta_oni,niremtaoni,control,p,0.0,1,i,e,neremtaoni,0,10,pseudo
uniwit,uniwis,pr,wis,uni,,uniwis,target,r,,2,s,t,uniwit,3,6,pseudo
