first,second,condition,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength,type
soomional,soomional,rss,soom,,ion_al,soomional,target,s,0.0,1,o,e,soomienal,0,9,pseudo
disemlien,disemliin,ppr,lien,dis_em,,disemlien,target,r,,2,e,i,disemliin,1,9,pseudo
muremelba,nuremelba,prs,rem,nu,elba,nuremelba,control,p,0.0,0,n,m,muremelba,3,9,pseudo
disgeef,disheef,pr,geef,dis,,disgeef,target,r,,0,g,h,disheef,1,7,pseudo
enfamfully,enfamfully,prss,fam,un,ful_ly,unfamfully,target,p,0.0,0,u,e,enfamfully,2,10,pseudo
glocically,glotically,rsss,gloc,,ic_al_ly,glocically,target,r,,3,c,t,glotically,1,10,pseudo
fom,fam,r,fam,,,fam,target,r,,1,a,o,fom,3,3,pseudo
doncsens,doncsens,rs,tonc,,sens,toncsens,control,r,,0,t,d,doncsens,2,8,pseudo
lienicalmy,lienicalmy,rsss,lien,,ic_al_ly,lienically,target,s,2.0,0,l,m,lienicalmy,2,10,pseudo
nimaftaoni,nimaftaoni,prss,maf,ni,ta_oni,nimaftaoni,control,s,0.0,1,a,e,nimafteoni,0,10,pseudo
nucsenc,nucsens,rs,nuc,,sens,nucsens,control,s,0.0,3,s,c,nucsenc,3,7,pseudo
fob,fub,r,fob,,,fob,target,r,,1,o,u,fub,1,3,pseudo
edsarg,edsarg,pr,sarg,ed,,edsarg,control,r,,1,a,e,edserg,0,6,pseudo
lerional,lerional,rss,mer,,ion_al,merional,target,r,,0,m,l,lerional,2,8,pseudo
redisfem,redisfem,ppr,fam,re_dis,,redisfam,target,r,,1,a,e,redisfem,2,8,pseudo
nunoculf,nunoculh,prs,noc,nu,ulf,nunoculf,control,s,0.0,2,f,h,nunoculh,1,8,pseudo
nusiwonila,nusiwonila,prss,siw,nu,oni_la,nusiwonila,control,r,,2,w,r,nusironila,0,10,pseudo
