first,second,condition,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength,type
coyless,conless,rs,con,,less,conless,target,r,,2,n,y,coyless,3,7,pseudo
neililsens,neililsens,rss,neil,,il_sens,neililsens,control,s,0.0,0,i,e,neilelsens,0,10,pseudo
misnegion,misnegoon,prs,neg,mis,ion,misnegion,target,s,0.0,0,i,o,misnegoon,1,9,pseudo
tonccileyl,tonccileyl,rsss,tonc,,ci_la_yl,tonccilayl,control,s,1.0,1,a,e,tonccileyl,2,10,pseudo
premesgloc,premesgloc,ppr,gloc,pre_mis,,premisgloc,target,p,1.0,1,i,e,premesgloc,2,10,pseudo
lureetlayl,lureetlayl,prss,reet,nu,la_yl,nureetlayl,control,p,0.0,0,n,l,lureetlayl,2,10,pseudo
hefob,defob,pr,fob,de,,defob,target,p,0.0,0,d,h,hefob,3,5,pseudo
gluc,gloc,r,gloc,,,gloc,target,r,,2,o,u,gluc,3,4,pseudo
ersimkeat,ersimkeat,ppr,keat,er_sim,,ersimkeat,control,r,,1,e,u,ersimkuat,0,9,pseudo
ergemzie,ergemzie,prs,gen,er,zie,ergenzie,control,r,,2,n,m,ergemzie,2,8,pseudo
mienical,mienical,rss,lien,,ic_al,lienical,target,r,,0,l,m,mienical,2,8,pseudo
sidpook,sidpoos,pr,pook,sid,,sidpook,control,r,,3,k,s,sidpoos,1,7,pseudo
koulicarly,koulically,rsss,koul,,ic_al_ly,koulically,target,s,1.0,1,l,r,koulicarly,3,10,pseudo
raut,raut,r,naut,,,naut,control,r,,0,n,r,raut,2,4,pseudo
reryl,remyl,rs,rem,,yl,remyl,control,r,,2,m,r,reryl,3,5,pseudo
bafeegmayl,bafeegmayl,prss,feeg,ba,la_yl,bafeeglayl,control,s,0.0,0,l,m,bafeegmayl,2,10,pseudo
riik,riek,r,riek,,,riek,control,r,,2,e,i,riik,3,4,pseudo
wekeamize,wekeamize,prs,keam,re,ize,rekeamize,target,p,0.0,0,r,w,wekeamize,2,9,pseudo
buswemk,buswemk,pr,werk,bus,,buswerk,control,r,,2,r,m,buswemk,2,7,pseudo
onmerical,onmerical,prss,mer,un,ic_al,unmerical,target,p,0.0,0,u,o,onmerical,2,9,pseudo
contniss,contniss,rs,cont,,ness,contness,target,s,0.0,1,e,i,contniss,2,8,pseudo
reincet,reinhet,ppr,cet,re_in,,reincet,target,r,,0,c,h,reinhet,1,7,pseudo
genouisyl,genouityl,rss,gen,,ouis_yl,genouisyl,control,s,0.0,3,s,t,genouityl,1,9,pseudo
kelsically,kelsically,rsss,kels,,ic_al_ly,kelsically,target,s,2.0,0,l,m,kelsicalmy,0,10,pseudo
talc,talc,r,talc,,,talc,control,r,,0,t,h,halc,0,4,pseudo
ewsidnuc,ersidnuc,ppr,nuc,er_sid,,ersidnuc,control,p,0.0,1,r,w,ewsidnuc,3,8,pseudo
outgeef,eutgeef,pr,geef,out,,outgeef,target,p,0.0,0,o,e,eutgeef,1,7,pseudo
fetist,cetist,rs,cet,,ist,cetist,target,r,,0,c,f,fetist,3,6,pseudo
nigentaoni,nogentaoni,prss,gen,ni,ta_oni,nigentaoni,control,p,0.0,1,i,o,nogentaoni,1,10,pseudo
dmunical,dmunical,rss,drun,,ic_al,drunical,target,r,,1,r,m,dmunical,2,8,pseudo
simgeroni,simgeroni,prs,gen,sim,oni,simgenoni,control,r,,2,n,r,simgeroni,2,9,pseudo
fobicelly,fobically,rsss,fob,,ic_al_ly,fobically,target,s,1.0,0,a,e,fobicelly,3,9,pseudo
absoemally,absoemally,prss,soom,ab,al_ly,absoomally,target,r,,2,o,e,absoemally,2,10,pseudo
pooslayl,pooklayl,rss,pook,,la_yl,pooklayl,control,r,,3,k,s,pooslayl,3,8,pseudo
feeg,feeg,r,feeg,,,feeg,control,r,,0,f,b,beeg,0,4,pseudo
rediskear,rediskear,ppr,keir,re_dis,,rediskeir,target,r,,2,i,a,rediskear,2,9,pseudo
sidtalcla,sidtalcya,prs,talc,sid,la,sidtalcla,control,s,0.0,0,l,y,sidtalcya,1,9,pseudo
talcpan,talcpan,rs,talc,,tan,talctan,control,s,0.0,0,t,p,talcpan,2,7,pseudo
nertically,nertically,rsss,nurt,,ic_al_ly,nurtically,target,r,,1,u,e,nertically,2,10,pseudo
erwerk,erwerk,pr,werk,er,,erwerk,control,r,,1,e,o,erwork,0,6,pseudo
truncilayl,trunciloyl,rsss,trun,,ci_la_yl,truncilayl,control,s,1.0,1,a,o,trunciloyl,1,10,pseudo
edmoos,edmoos,pr,moos,ed,,edmoos,control,p,0.0,0,e,a,admoos,0,6,pseudo
recetation,recetation,prss,cet,re,at_ion,recetation,target,p,0.0,1,e,o,rocetation,0,10,pseudo
ernopook,ernopook,ppr,pook,er_ni,,ernipook,control,p,1.0,1,i,o,ernopook,2,8,pseudo
negalmy,negally,rss,neg,,al_ly,negally,target,s,1.0,0,l,m,negalmy,3,7,pseudo
teksens,teksens,rs,tek,,sens,teksens,control,s,0.0,1,e,i,teksins,0,7,pseudo
nicolgyit,nicolgyic,prs,colg,ni,yit,nicolgyit,control,s,0.0,2,t,c,nicolgyic,1,9,pseudo
cen,cun,r,cun,,,cun,target,r,,1,u,e,cen,3,3,pseudo
inkedness,inkedness,prs,ket,in,ness,inketness,target,r,,2,t,d,inkedness,2,9,pseudo
hontically,contically,rsss,cont,,ic_al_ly,contically,target,r,,0,c,h,hontically,3,10,pseudo
nurtiously,nurtiously,rss,nurt,,ious_ly,nurtiously,target,r,,1,u,a,nartiously,0,10,pseudo
muremcila,muremcila,prss,rem,nu,ci_la,nuremcila,control,p,0.0,0,n,m,muremcila,2,9,pseudo
simnac,simnoc,pr,noc,sim,,simnoc,control,r,,1,o,a,simnac,3,6,pseudo
keateta,keateha,rs,keat,,eta,keateta,control,s,0.0,1,t,h,keateha,1,7,pseudo
girt,girt,r,girt,,,girt,target,r,,1,i,u,gurt,0,4,pseudo
erverorief,erverorief,ppr,riek,er_vero,,erveroriek,control,r,,3,k,f,erverorief,2,10,pseudo
mof,mof,r,mof,,,mof,control,r,,1,o,u,muf,0,3,pseudo
