first,second,condition,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength,type
rodisket,redisket,ppr,ket,re_dis,,redisket,target,p,0.0,1,e,o,rodisket,3,8,pseudo
unisras,unigras,pr,gras,uni,,unigras,target,r,,0,g,s,unisras,3,7,pseudo
cunically,cunically,rsss,cun,,ic_al_ly,cunically,target,r,,0,c,g,gunically,0,9,pseudo
nucpens,nucpens,rs,nuc,,sens,nucsens,control,s,0.0,0,s,p,nucpens,2,7,pseudo
tecilsens,decilsens,rss,tec,,il_sens,tecilsens,control,r,,0,t,d,decilsens,1,9,pseudo
nuwiekison,nuwiekison,prs,riek,nu,ison,nuriekison,control,r,,0,r,w,nuwiekison,2,10,pseudo
bamoflayl,bamoflayl,prss,mof,ba,la_yl,bamoflayl,control,p,0.0,0,b,s,samoflayl,0,9,pseudo
mof,rof,r,mof,,,mof,control,r,,0,m,r,rof,1,3,pseudo
deseaker,deteaker,prs,teak,de,er,deteaker,target,r,,0,t,s,deseaker,3,8,pseudo
nutrun,nutrun,pr,trun,nu,,nutrun,control,p,0.0,0,n,m,mutrun,0,6,pseudo
reinkoot,reinkoop,ppr,koop,re_in,,reinkoop,target,r,,3,p,t,reinkoot,3,8,pseudo
keatenca,keatinca,rs,keat,,enca,keatenca,control,s,0.0,0,e,i,keatinca,1,8,pseudo
trigcilayl,tmigcilayl,rsss,trig,,ci_la_yl,trigcilayl,control,r,,1,r,m,tmigcilayl,1,10,pseudo
keirmentol,keirmental,rss,keir,,ment_al,keirmental,target,s,1.0,0,a,o,keirmentol,3,10,pseudo
nurt,nurt,r,nurt,,,nurt,target,r,,1,u,o,nort,0,4,pseudo
infamantly,infamantwy,prss,fam,in,ant_ly,infamantly,target,s,1.0,0,l,w,infamantwy,1,10,pseudo
diskoopem,diskoopem,prs,koop,dis,er,diskooper,target,s,0.0,1,r,m,diskoopem,2,9,pseudo
siwcilayl,sewcilayl,rsss,siw,,ci_la_yl,siwcilayl,control,r,,1,i,e,sewcilayl,1,9,pseudo
famant,tamant,rs,fam,,ant,famant,target,r,,0,f,t,tamant,1,6,pseudo
soomistip,soomistic,rss,soom,,ist_ic,soomistic,target,s,1.0,1,c,p,soomistip,3,9,pseudo
keir,kiir,r,keir,,,keir,target,r,,1,e,i,kiir,1,4,pseudo
uncetamly,uncetally,prss,cet,un,al_ly,uncetally,target,s,0.0,1,l,m,uncetamly,3,9,pseudo
ersinmoos,ersimmoos,ppr,moos,er_sim,,ersimmoos,control,p,1.0,2,m,n,ersinmoos,3,9,pseudo
uykoop,unkoop,pr,koop,un,,unkoop,target,p,0.0,1,n,y,uykoop,3,6,pseudo
outcont,ootcont,pr,cont,out,,outcont,target,p,0.0,1,u,o,ootcont,1,7,pseudo
reet,reet,r,reet,,,reet,control,r,,3,t,h,reeh,0,4,pseudo
remcilayl,remcilayl,rsss,rem,,ci_la_yl,remcilayl,control,r,,1,e,o,romcilayl,0,9,pseudo
talcnemtla,talfnemtla,rss,talc,,nemt_la,talcnemtla,control,r,,3,c,f,talfnemtla,1,10,pseudo
trigeta,trigeta,rs,trig,,eta,trigeta,control,r,,1,r,l,tligeta,0,7,pseudo
edfradeta,edfradeta,prs,frad,ed,eta,edfradeta,control,p,0.0,0,e,i,idfradeta,0,9,pseudo
medefam,medefam,ppr,fam,re_de,,redefam,target,p,0.0,0,r,m,medefam,2,7,pseudo
basarglayl,bosarglayl,prss,sarg,ba,la_yl,basarglayl,control,p,0.0,1,a,o,bosarglayl,1,10,pseudo
sidmoosme,sidmoosre,prs,moos,sid,re,sidmoosre,control,s,0.0,0,r,m,sidmoosme,3,9,pseudo
bamaflayit,bamaflayis,prss,maf,ba,la_yit,bamaflayit,control,s,1.0,2,t,s,bamaflayis,1,10,pseudo
glotically,glocically,rsss,gloc,,ic_al_ly,glocically,target,r,,3,c,t,glotically,3,10,pseudo
otutinc,otutonc,pr,tonc,otu,,otutonc,control,r,,1,o,i,otutinc,3,7,pseudo
krewliness,krewminess,rss,krew,,li_ness,krewliness,target,s,0.0,0,l,m,krewminess,1,10,pseudo
ernireet,ernireet,ppr,reet,er_ni,,ernireet,control,r,,2,e,a,ernireat,0,8,pseudo
werkwo,werkro,rs,werk,,ro,werkro,control,s,0.0,0,r,w,werkwo,3,6,pseudo
trig,trag,r,trig,,,trig,control,r,,2,i,a,trag,1,4,pseudo
prosrew,prokrew,pr,krew,pro,,prokrew,target,r,,0,k,s,prosrew,3,7,pseudo
remosfom,remisfom,ppr,fom,re_mis,,remisfom,target,p,1.0,1,i,o,remosfom,3,8,pseudo
onlienable,onlienable,prs,lien,un,able,unlienable,target,p,0.0,0,u,o,onlienable,2,10,pseudo
loekcilayl,loukcilayl,rsss,louk,,ci_la_yl,loukcilayl,control,r,,2,u,e,loekcilayl,3,10,pseudo
abcetality,abcetality,prss,cet,ab,al_ity,abcetality,target,s,0.0,1,l,y,abcetayity,0,10,pseudo
sarfate,sarfate,rs,darf,,ate,darfate,target,r,,0,d,s,sarfate,2,7,pseudo
moos,meos,r,moos,,,moos,control,r,,1,o,e,meos,1,4,pseudo
soomional,soomional,rss,soom,,ion_al,soomional,target,r,,3,m,r,soorional,0,9,pseudo
redismer,repismer,ppr,mer,re_dis,,redismer,target,p,1.0,0,d,p,repismer,1,8,pseudo
nutarcison,nutalcison,prs,talc,nu,ison,nutalcison,control,r,,2,l,r,nutarcison,3,10,pseudo
kelsor,kelsor,rs,kels,,or,kelsor,target,s,0.0,0,o,a,kelsar,0,6,pseudo
uncontical,encontical,prss,cont,un,ic_al,uncontical,target,p,0.0,0,u,e,encontical,1,10,pseudo
ilutec,ilutec,pr,tec,inu,,inutec,control,p,0.0,1,n,l,ilutec,2,6,pseudo
bof,bef,r,bof,,,bof,control,r,,1,o,e,bef,1,3,pseudo
kairically,kairically,rsss,keir,,ic_al_ly,keirically,target,r,,1,e,a,kairically,2,10,pseudo
teermental,teermental,rss,teer,,ment_al,teermental,target,s,1.0,0,a,e,teermentel,0,10,pseudo
girtliness,girtliness,rss,girt,,li_ness,girtliness,target,s,1.0,2,s,t,girtlinets,0,10,pseudo
riekcilayl,riekcilayl,rsss,riek,,ci_la_yl,riekcilayl,control,s,1.0,0,l,m,riekcimayl,0,10,pseudo
ersidcolg,ersidcolg,ppr,colg,er_sid,,ersidcolg,control,r,,1,o,a,ersidcalg,0,9,pseudo
edreet,ehreet,pr,reet,ed,,edreet,control,p,0.0,1,d,h,ehreet,1,6,pseudo
maf,raf,r,maf,,,maf,control,r,,0,m,r,raf,1,3,pseudo
disconion,dosconion,prs,con,dis,ion,disconion,target,p,0.0,1,i,o,dosconion,1,9,pseudo
talcla,salcla,rs,talc,,la,talcla,control,r,,0,t,s,salcla,1,6,pseudo
unkelsital,unkelsical,prss,kels,un,ic_al,unkelsical,target,s,0.0,1,c,t,unkelsital,3,10,pseudo
eyneil,eyneil,pr,neil,er,,erneil,control,p,0.0,1,r,y,eyneil,2,6,pseudo
meyiously,meyiously,rss,mer,,ious_ly,meriously,target,r,,2,r,y,meyiously,2,9,pseudo
pookulf,pookumf,rs,pook,,ulf,pookulf,control,s,0.0,1,l,m,pookumf,1,7,pseudo
lien,lien,r,lien,,,lien,target,r,,1,i,o,loen,0,4,pseudo
colhcilayl,colgcilayl,rsss,colg,,ci_la_yl,colgcilayl,control,r,,3,g,h,colhcilayl,3,10,pseudo
inpeefness,inpeefness,prs,geef,in,ness,ingeefness,target,r,,0,g,p,inpeefness,2,10,pseudo
abwisally,abwisally,prss,wis,ab,al_ly,abwisally,target,s,0.0,0,a,o,abwisolly,0,9,pseudo
redisteak,redisteak,ppr,teak,re_dis,,redisteak,target,r,,3,k,h,redisteah,0,9,pseudo
overnurf,overnurf,pr,nurt,over,,overnurt,target,r,,3,t,f,overnurf,2,8,pseudo
sels,sels,r,kels,,,kels,target,r,,0,k,s,sels,2,4,pseudo
nuneillayl,nuleillayl,prss,neil,nu,la_yl,nuneillayl,control,r,,0,n,l,nuleillayl,1,10,pseudo
contallr,contallr,rss,cont,,al_ly,contally,target,s,1.0,1,y,r,contallr,2,8,pseudo
girtically,girtihally,rsss,girt,,ic_al_ly,girtically,target,s,0.0,1,c,h,girtihally,1,10,pseudo
recontment,recontment,prs,cont,re,ment,recontment,target,r,,3,t,k,reconkment,0,10,pseudo
remisfon,remisfon,ppr,con,re_mis,,remiscon,target,r,,0,c,f,remisfon,2,8,pseudo
contawce,contawce,rs,cont,,ance,contance,target,s,0.0,1,n,w,contawce,2,8,pseudo
keateta,keateta,rs,keat,,eta,keateta,control,r,,1,e,a,kaateta,0,7,pseudo
conically,conically,rsss,con,,ic_al_ly,conically,target,r,,2,n,m,comically,0,9,pseudo
oturemneyl,otumemneyl,prss,rem,otu,ne_yl,oturemneyl,control,r,,0,r,m,otumemneyl,1,10,pseudo
rovolouk,revolouk,pr,louk,revo,,revolouk,control,p,0.0,1,e,o,rovolouk,3,8,pseudo
sidloukla,sidloukla,prs,louk,sid,la,sidloukla,control,s,0.0,0,l,m,sidloukma,0,9,pseudo
prediskeir,predidkeir,ppr,keir,pre_dis,,prediskeir,target,p,1.0,2,s,d,predidkeir,1,10,pseudo
wis,wis,r,wis,,,wis,target,r,,1,i,u,wus,0,3,pseudo
loukouisyl,loukoeisyl,rss,louk,,ouis_yl,loukouisyl,control,s,0.0,1,u,e,loukoeisyl,1,10,pseudo
fomically,fomicallr,rsss,fom,,ic_al_ly,fomically,target,s,2.0,1,y,r,fomicallr,1,9,pseudo
abnurtally,abnurtalry,prss,nurt,ab,al_ly,abnurtally,target,s,1.0,0,l,r,abnurtalry,1,10,pseudo
naut,naut,r,naut,,,naut,control,r,,2,u,o,naot,0,4,pseudo
nenurdla,nenurdla,prs,nurd,nu,la,nunurdla,control,p,0.0,1,u,e,nenurdla,2,8,pseudo
teclazei,taclazei,rss,tec,,la_zei,teclazei,control,r,,1,e,a,taclazei,1,8,pseudo
eredmof,eredmif,ppr,mof,er_ed,,eredmof,control,r,,1,o,i,eredmif,1,7,pseudo
drunment,drunment,rs,drun,,ment,drunment,target,s,0.0,2,n,r,drunmert,0,8,pseudo
nutalc,nutalc,pr,talc,nu,,nutalc,control,r,,0,t,c,nucalc,0,6,pseudo
neg,neg,r,neg,,,neg,target,r,,1,e,u,nug,0,3,pseudo
seatlayl,keatlayl,rss,keat,,la_yl,keatlayl,control,r,,0,k,s,seatlayl,3,8,pseudo
sidcargoni,sidcargoni,prs,sarg,sid,oni,sidsargoni,control,r,,0,s,c,sidcargoni,2,10,pseudo
darfically,sarfically,rsss,darf,,ic_al_ly,darfically,target,r,,0,d,s,sarfically,1,10,pseudo
busmeak,busmead,pr,meak,bus,,busmeak,control,r,,3,k,d,busmead,1,7,pseudo
ersimlook,ersimlouk,ppr,louk,er_sim,,ersimlouk,control,r,,2,u,o,ersimlook,3,9,pseudo
cunor,cunol,rs,cun,,or,cunor,target,s,0.0,1,r,l,cunol,1,5,pseudo
obketally,obketally,prss,ket,ab,al_ly,abketally,target,p,0.0,0,a,o,obketally,2,9,pseudo
koepally,koepally,rss,koop,,al_ly,koopally,target,r,,2,o,e,koepally,2,8,pseudo
unwisally,urwisally,prss,wis,un,al_ly,unwisally,target,p,0.0,1,n,r,urwisally,1,9,pseudo
ernimah,ernimaf,ppr,maf,er_ni,,ernimaf,control,r,,2,f,h,ernimah,3,7,pseudo
numd,numd,r,nurd,,,nurd,control,r,,2,r,m,numd,2,4,pseudo
sargri,sargro,rs,sarg,,ro,sargro,control,s,0.0,1,o,i,sargri,3,6,pseudo
reteak,rateak,pr,teak,re,,reteak,target,p,0.0,1,e,a,rateak,1,6,pseudo
