first,second,condition,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength,type
dissoomer,dihsoomer,prs,soom,dis,er,dissoomer,target,p,0.0,2,s,h,dihsoomer,1,9,pseudo
nuselkcila,niselkcila,prss,selk,nu,ci_la,nuselkcila,control,p,0.0,1,u,i,niselkcila,1,10,pseudo
colgcilayl,colgcileyl,rsss,colg,,ci_la_yl,colgcilayl,control,s,1.0,1,a,e,colgcileyl,1,10,pseudo
underf,undarf,pr,darf,un,,undarf,target,r,,1,a,e,underf,3,6,pseudo
feegulf,feegulf,rs,feeg,,ulf,feegulf,control,s,0.0,2,f,t,feegult,0,7,pseudo
remisgirt,remisgart,ppr,girt,re_mis,,remisgirt,target,r,,1,i,a,remisgart,1,9,pseudo
nautouisyl,nautouisyl,rss,naut,,ouis_yl,nautouisyl,control,r,,2,u,e,naetouisyl,0,10,pseudo
saun,taun,r,taun,,,taun,target,r,,0,t,s,saun,3,4,pseudo
ninoceviyl,ninoceviyl,prss,noc,ni,evi_yl,ninoceviyl,control,p,0.0,0,n,l,linoceviyl,0,10,pseudo
dikoulize,dikoulize,prs,koul,de,ize,dekoulize,target,p,0.0,1,e,i,dikoulize,2,9,pseudo
cetoc,cetic,rs,cet,,ic,cetic,target,s,0.0,0,i,o,cetoc,3,5,pseudo
taunally,taenally,rss,taun,,al_ly,taunally,target,r,,2,u,e,taenally,1,8,pseudo
reoutkoul,reoutkoul,ppr,koul,re_out,,reoutkoul,target,r,,3,l,n,reoutkoun,0,9,pseudo
drofam,drofam,pr,fam,pro,,profam,target,p,0.0,0,p,d,drofam,2,6,pseudo
sof,bof,r,bof,,,bof,control,r,,0,b,s,sof,3,3,pseudo
reetcilayl,reetcilayl,rsss,reet,,ci_la_yl,reetcilayl,control,s,1.0,1,a,o,reetciloyl,0,10,pseudo
unkesical,unkesical,prss,ket,un,ic_al,unketical,target,r,,2,t,s,unkesical,2,9,pseudo
nemoos,nemeos,pr,moos,ne,,nemoos,control,r,,1,o,e,nemeos,1,6,pseudo
nimofsens,numofsens,prs,mof,nu,sens,numofsens,control,p,0.0,1,u,i,nimofsens,3,9,pseudo
teakically,teakically,rsss,teak,,ic_al_ly,teakically,target,r,,2,a,e,teekically,0,10,pseudo
solg,colg,r,colg,,,colg,control,r,,0,c,s,solg,3,4,pseudo
famism,famism,rs,fam,,ism,famism,target,s,0.0,2,m,l,famisl,0,6,pseudo
reinneg,reinneg,ppr,neg,re_in,,reinneg,target,p,0.0,1,e,a,rainneg,0,7,pseudo
selkulfyl,selkulfyl,rss,selk,,ulf_yl,selkulfyl,control,r,,3,k,f,selfulfyl,0,9,pseudo
sew,siw,r,siw,,,siw,control,r,,1,i,e,sew,3,3,pseudo
untoomical,untoomical,prss,soom,un,ic_al,unsoomical,target,r,,0,s,t,untoomical,2,10,pseudo
enteer,enteer,pr,teer,en,,enteer,target,p,0.0,1,n,w,ewteer,0,6,pseudo
ersidlous,ersidlouk,ppr,louk,er_sid,,ersidlouk,control,r,,3,k,s,ersidlous,3,9,pseudo
talvlayl,talclayl,rss,talc,,la_yl,talclayl,control,r,,3,c,v,talvlayl,3,8,pseudo
mafsens,matsens,rs,maf,,sens,mafsens,control,r,,2,f,t,matsens,1,7,pseudo
boomically,soomically,rsss,soom,,ic_al_ly,soomically,target,r,,0,s,b,boomically,3,10,pseudo
disglocity,disglocitl,prs,gloc,dis,ity,disglocity,target,s,0.0,2,y,l,disglocitl,1,10,pseudo
nurdani,nurdoni,rs,nurd,,oni,nurdoni,control,s,0.0,0,o,a,nurdani,3,7,pseudo
unconly,unconly,prs,con,in,ly,inconly,target,p,0.0,0,i,u,unconly,2,7,pseudo
tonclaym,tonclaym,rss,tonc,,la_yl,tonclayl,control,s,1.0,1,l,m,tonclaym,2,8,pseudo
soom,soom,r,soom,,,soom,target,r,,0,s,p,poom,0,4,pseudo
erpseat,erpseat,pr,keat,erp,,erpkeat,control,r,,0,k,s,erpseat,2,7,pseudo
unfelsally,unfelsally,prss,kels,un,al_ly,unkelsally,target,r,,0,k,f,unfelsally,2,10,pseudo
lielically,lielically,rsss,lien,,ic_al_ly,lienically,target,r,,3,n,l,lielically,2,10,pseudo
reoutkeam,reoutkeam,ppr,keam,re_out,,reoutkeam,target,r,,2,a,e,reoutkeem,0,9,pseudo
unteenal,unteeral,prs,teer,un,al,unteeral,target,r,,3,r,n,unteenal,3,8,pseudo
cur,cur,r,cun,,,cun,target,r,,2,n,r,cur,2,3,pseudo
cetally,cetally,rss,cet,,al_ly,cetally,target,s,1.0,1,y,w,cetallw,0,7,pseudo
erpneir,erpneil,pr,neil,erp,,erpneil,control,r,,3,l,r,erpneir,3,7,pseudo
fradsit,fradsid,rs,frad,,sit,fradsit,control,s,0.0,2,t,d,fradsid,1,7,pseudo
uncetalmy,uncetalmy,prss,cet,un,al_ly,uncetally,target,s,1.0,0,l,m,uncetalmy,2,9,pseudo
orsimbof,orsimbof,ppr,bof,er_sim,,ersimbof,control,p,0.0,0,e,o,orsimbof,2,8,pseudo
kremically,kremically,rsss,krew,,ic_al_ly,krewically,target,r,,3,w,m,kremically,2,10,pseudo
orpnauboni,orpnautoni,prs,naut,orp,oni,orpnautoni,control,r,,3,t,b,orpnauboni,3,10,pseudo
nukeatlayl,nukeatlarl,prss,keat,nu,la_yl,nukeatlayl,control,s,1.0,0,y,r,nukeatlarl,1,10,pseudo
keet,keat,r,keat,,,keat,control,r,,2,a,e,keet,3,4,pseudo
leukcilayl,loukcilayl,rsss,louk,,ci_la_yl,loukcilayl,control,r,,1,o,e,leukcilayl,3,10,pseudo
remiskrer,remiskrew,ppr,krew,re_mis,,remiskrew,target,r,,3,w,r,remiskrer,3,9,pseudo
famalist,falalist,rss,fam,,al_ist,famalist,target,r,,2,m,l,falalist,1,8,pseudo
merism,merism,rs,mer,,ism,merism,target,s,0.0,2,m,n,merisn,0,6,pseudo
rentireet,rentiraet,pr,reet,renti,,rentireet,control,r,,1,e,a,rentiraet,1,9,pseudo
keamically,keamocally,rsss,keam,,ic_al_ly,keamically,target,s,0.0,0,i,o,keamocally,1,10,pseudo
orhmaf,orhmaf,pr,maf,orp,,orpmaf,control,p,0.0,2,p,h,orhmaf,2,6,pseudo
remlesit,remlasit,rss,rem,,la_sit,remlasit,control,s,0.0,1,a,e,remlesit,3,8,pseudo
nimafeviyl,nimafeviyl,prss,maf,ni,evi_yl,nimafeviyl,control,r,,1,a,o,nimofeviyl,0,10,pseudo
reeterba,reeterba,rs,reet,,elba,reetelba,control,s,0.0,1,l,r,reeterba,2,8,pseudo
riak,riek,r,riek,,,riek,control,r,,2,e,a,riak,3,4,pseudo
meoutteer,meoutteer,ppr,teer,re_out,,reoutteer,target,p,0.0,0,r,m,meoutteer,2,9,pseudo
errieknemt,ermieknemt,prs,riek,er,nemt,errieknemt,control,r,,0,r,m,ermieknemt,1,10,pseudo
