first,second,condition,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength,type
truncilayl,truncilayl,rsss,trun,,ci_la_yl,truncilayl,control,s,1.0,0,l,m,truncimayl,0,10,pseudo
gras,gras,r,gras,,,gras,target,r,,0,g,t,tras,0,4,pseudo
nebof,nubof,pr,bof,ne,,nebof,control,p,0.0,1,e,u,nubof,1,5,pseudo
ersiweviyl,ersiweviyl,prss,siw,er,evi_yl,ersiweviyl,control,p,0.0,1,r,n,ensiweviyl,0,10,pseudo
fidmemof,sidmemof,ppr,mof,sid_me,,sidmemof,control,p,0.0,0,s,f,fidmemof,3,8,pseudo
tarfalism,darfalism,rss,darf,,al_ism,darfalism,target,r,,0,d,t,tarfalism,3,9,pseudo
hobal,hobal,rs,fob,,al,fobal,target,r,,0,f,h,hobal,2,5,pseudo
mesargyti,mesargyti,prs,sarg,mi,yti,misargyti,control,p,0.0,1,i,e,mesargyti,2,9,pseudo
ungras,ungras,pr,gras,un,,ungras,target,p,0.0,1,n,l,ulgras,0,6,pseudo
yoc,yoc,r,noc,,,noc,control,r,,0,n,y,yoc,2,3,pseudo
riekoniya,riekonila,rss,riek,,oni_la,riekonila,control,s,1.0,0,l,y,riekoniya,3,9,pseudo
redisgeef,redisgeef,ppr,geef,re_dis,,redisgeef,target,p,0.0,1,e,i,ridisgeef,0,9,pseudo
meralistic,meralistic,rsss,mer,,al_ist_ic,meralistic,target,s,0.0,0,a,o,merolistic,0,10,pseudo
numifla,numofla,prs,mof,nu,la,numofla,control,r,,1,o,i,numifla,3,7,pseudo
nigenvueta,nigenvueta,prss,gen,ni,vi_eta,nigenvieta,control,s,0.0,1,i,u,nigenvueta,2,10,pseudo
twigla,trigla,rs,trig,,la,trigla,control,r,,1,r,w,twigla,3,6,pseudo
niremtanyl,niremtanym,prss,rem,ni,tan_yl,niremtanyl,control,s,1.0,1,l,m,niremtanym,1,10,pseudo
ensidnoc,ensidnoc,ppr,noc,er_sid,,ersidnoc,control,p,0.0,1,r,n,ensidnoc,2,8,pseudo
misgirtour,misgirtour,prs,girt,mis,our,misgirtour,target,r,,3,t,d,misgirdour,0,10,pseudo
trigeta,trigeta,rs,trig,,eta,trigeta,control,s,0.0,2,a,e,trigete,0,7,pseudo
nurt,nurt,r,nurt,,,nurt,target,r,,3,t,s,nurs,0,4,pseudo
drunmental,srunmental,rss,drun,,ment_al,drunmental,target,r,,0,d,s,srunmental,1,10,pseudo
famically,famically,rsss,fom,,ic_al_ly,fomically,target,r,,1,o,a,famically,2,9,pseudo
