first,second,condition,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength,type
meahcilayl,meakcilayl,rsss,meak,,ci_la_yl,meakcilayl,control,r,,3,k,h,meahcilayl,3,10,pseudo
soom,seom,r,soom,,,soom,target,r,,1,o,e,seom,1,4,pseudo
nutmunla,nutrunla,prs,trun,nu,la,nutrunla,control,r,,1,r,m,nutmunla,3,8,pseudo
ticlayit,teclayit,rss,tec,,la_yit,teclayit,control,r,,1,e,i,ticlayit,3,8,pseudo
erotusiw,orotusiw,ppr,siw,er_otu,,erotusiw,control,p,0.0,0,e,o,orotusiw,1,8,pseudo
intermer,intermem,pr,mer,inter,,intermer,target,r,,2,r,m,intermem,1,8,pseudo
nugenelfyl,nugenulfyl,prss,gen,nu,ulf_yl,nugenulfyl,control,s,0.0,0,u,e,nugenelfyl,3,10,pseudo
nuctan,nuctaw,rs,nuc,,tan,nuctan,control,s,0.0,2,n,w,nuctaw,1,6,pseudo
lurieklayl,lurieklayl,prss,riek,nu,la_yl,nurieklayl,control,p,0.0,0,n,l,lurieklayl,2,10,pseudo
subfim,subfim,pr,fam,sub,,subfam,target,r,,1,a,i,subfim,2,6,pseudo
cetically,cetically,rsss,cet,,ic_al_ly,cetically,target,s,1.0,0,a,o,ceticolly,0,9,pseudo
disgirtful,disgirtful,prs,girt,dis,ful,disgirtful,target,s,0.0,0,f,v,disgirtvul,0,10,pseudo
neg,yeg,r,neg,,,neg,target,r,,0,n,y,yeg,1,3,pseudo
emsimnoc,ersimnoc,ppr,noc,er_sim,,ersimnoc,control,p,0.0,1,r,m,emsimnoc,3,8,pseudo
famally,famally,rss,fam,,al_ly,famally,target,s,0.0,1,l,y,famayly,0,7,pseudo
talcro,talhro,rs,talc,,ro,talcro,control,r,,3,c,h,talhro,1,6,pseudo
wafcilayl,wafcilayl,rsss,maf,,ci_la_yl,mafcilayl,control,r,,0,m,w,wafcilayl,2,9,pseudo
karg,sarg,r,sarg,,,sarg,control,r,,0,s,k,karg,3,4,pseudo
lienal,mienal,rs,lien,,al,lienal,target,r,,0,l,m,mienal,1,6,pseudo
reinneg,reinneg,ppr,neg,re_in,,reinneg,target,r,,1,e,i,reinnig,0,7,pseudo
colglazei,colglahei,rss,colg,,la_zei,colglazei,control,s,1.0,0,z,h,colglahei,1,9,pseudo
sidmofulf,sibmofulf,prs,mof,sid,ulf,sidmofulf,control,p,0.0,2,d,b,sibmofulf,1,9,pseudo
simtrig,sirtrig,pr,trig,sim,,simtrig,control,p,0.0,2,m,r,sirtrig,1,7,pseudo
nunurdcila,nonurdcila,prss,nurd,nu,ci_la,nunurdcila,control,p,0.0,1,u,o,nonurdcila,1,10,pseudo
abfemally,abfemally,prss,fom,ab,al_ly,abfomally,target,r,,1,o,e,abfemally,2,9,pseudo
fayalistic,fayalistic,rsss,fam,,al_ist_ic,famalistic,target,r,,2,m,y,fayalistic,2,10,pseudo
rentigem,rentigem,pr,gen,renti,,rentigen,control,r,,2,n,m,rentigem,2,8,pseudo
rurdro,rurdro,rs,nurd,,ro,nurdro,control,r,,0,n,r,rurdro,2,6,pseudo
incetity,incetity,prs,cet,in,ity,incetity,target,r,,2,t,d,incedity,0,8,pseudo
murtalize,murtalize,rss,nurt,,al_ize,nurtalize,target,r,,0,n,m,murtalize,2,9,pseudo
erotumaf,eroturaf,ppr,maf,er_otu,,erotumaf,control,r,,0,m,r,eroturaf,1,8,pseudo
tran,tran,r,trun,,,trun,control,r,,2,u,a,tran,2,4,pseudo
reoutseak,reoutseak,ppr,teak,re_out,,reoutteak,target,r,,0,t,s,reoutseak,2,9,pseudo
erboftaoni,erbofhaoni,prss,bof,er,ta_oni,erboftaoni,control,s,0.0,0,t,h,erbofhaoni,1,10,pseudo
srig,trig,r,trig,,,trig,control,r,,0,t,s,srig,3,4,pseudo
nusiwelba,nusiwerba,prs,siw,nu,elba,nusiwelba,control,s,0.0,1,l,r,nusiwerba,1,9,pseudo
noccilayl,noccilayl,rsss,noc,,ci_la_yl,noccilayl,control,r,,2,c,b,nobcilayl,0,9,pseudo
emteak,emteak,pr,teak,en,,enteak,target,p,0.0,1,n,m,emteak,2,6,pseudo
soomisl,soomisl,rs,soom,,ism,soomism,target,s,0.0,2,m,l,soomisl,2,7,pseudo
negalosm,negalosm,rss,neg,,al_ism,negalism,target,s,1.0,0,i,o,negalosm,2,8,pseudo
redihclat,redihclat,ppr,clat,re_dis,,redisclat,target,p,1.0,2,s,h,redihclat,2,9,pseudo
tonf,tonc,r,tonc,,,tonc,control,r,,3,c,f,tonf,3,4,pseudo
tekulfsens,tekolfsens,rss,tek,,ulf_sens,tekulfsens,control,s,0.0,0,u,o,tekolfsens,1,10,pseudo
grasur,grasor,rs,gras,,or,grasor,target,s,0.0,0,o,u,grasur,3,6,pseudo
teericalwy,teericalwy,rsss,teer,,ic_al_ly,teerically,target,s,2.0,0,l,w,teericalwy,2,10,pseudo
recunation,recunation,prss,cun,re,at_ion,recunation,target,r,,1,u,o,reconation,0,10,pseudo
niloukelba,miloukelba,prs,louk,ni,elba,niloukelba,control,p,0.0,0,n,m,miloukelba,1,10,pseudo
butmeak,butmeak,pr,meak,bus,,busmeak,control,p,0.0,2,s,t,butmeak,2,7,pseudo
reouthaun,reouthaun,ppr,taun,re_out,,reouttaun,target,r,,0,t,h,reouthaun,2,9,pseudo
meil,neil,r,neil,,,neil,control,r,,0,n,m,meil,3,4,pseudo
otumoas,otumoos,pr,moos,otu,,otumoos,control,r,,2,o,a,otumoas,3,7,pseudo
negally,negally,rss,neg,,al_ly,negally,target,s,1.0,1,y,n,negalln,0,7,pseudo
keamicalmy,keamically,rsss,keam,,ic_al_ly,keamically,target,s,2.0,0,l,m,keamicalmy,3,10,pseudo
abfemally,abfamally,prss,fam,ab,al_ly,abfamally,target,r,,1,a,e,abfemally,3,9,pseudo
intamable,intamable,prs,fam,in,able,infamable,target,r,,0,f,t,intamable,2,9,pseudo
girtful,girtful,rs,girt,,ful,girtful,target,s,0.0,2,l,m,girtfum,0,7,pseudo
nautmo,nautmo,rs,naut,,ro,nautro,control,s,0.0,0,r,m,nautmo,2,6,pseudo
irednoc,erednoc,ppr,noc,er_ed,,erednoc,control,p,0.0,0,e,i,irednoc,3,7,pseudo
ennurtious,ennurtious,prs,nurt,un,ious,unnurtious,target,p,0.0,0,u,e,ennurtious,2,10,pseudo
reetcilayl,reetculayl,rsss,reet,,ci_la_yl,reetcilayl,control,s,0.0,1,i,u,reetculayl,1,10,pseudo
moov,moov,r,moos,,,moos,control,r,,3,s,v,moov,2,4,pseudo
ketalist,detalist,rss,ket,,al_ist,ketalist,target,r,,0,k,d,detalist,1,8,pseudo
bucneil,bucneil,pr,neil,bus,,busneil,control,p,0.0,2,s,c,bucneil,2,7,pseudo
unmerional,ulmerional,prss,mer,un,ion_al,unmerional,target,p,0.0,1,n,l,ulmerional,1,10,pseudo
eredsels,eredsels,ppr,selk,er_ed,,eredselk,control,r,,3,k,s,eredsels,2,8,pseudo
selhcilayl,selhcilayl,rsss,selk,,ci_la_yl,selkcilayl,control,r,,3,k,h,selhcilayl,2,10,pseudo
frad,frad,r,frad,,,frad,control,r,,3,d,p,frap,0,4,pseudo
urlien,urlien,pr,lien,un,,unlien,target,p,0.0,1,n,r,urlien,2,6,pseudo
uncecistic,uncecistic,prss,cet,un,ist_ic,uncetistic,target,r,,2,t,c,uncecistic,2,10,pseudo
bocsels,bofsels,rs,bof,,sels,bofsels,control,r,,2,f,c,bocsels,3,7,pseudo
cunfully,cunfully,rss,cun,,ful_ly,cunfully,target,r,,1,u,e,cenfully,0,8,pseudo
decleter,declater,prs,clat,de,er,declater,target,r,,2,a,e,decleter,3,8,pseudo
mooslazei,mooslazei,rss,moos,,la_zei,mooslazei,control,s,0.0,1,a,i,mooslizei,0,9,pseudo
outket,outbet,pr,ket,out,,outket,target,r,,0,k,b,outbet,1,6,pseudo
trigcilarl,trigcilayl,rsss,trig,,ci_la_yl,trigcilayl,control,s,2.0,0,y,r,trigcilarl,3,10,pseudo
unkrewical,unkrewical,prss,krew,un,ic_al,unkrewical,target,r,,1,r,m,unkmewical,0,10,pseudo
yienful,yienful,rs,lien,,ful,lienful,target,r,,0,l,y,yienful,2,7,pseudo
fam,fem,r,fam,,,fam,target,r,,1,a,e,fem,1,3,pseudo
sidtrunulf,sidtrunulf,prs,trun,sid,ulf,sidtrunulf,control,r,,3,n,m,sidtrumulf,0,10,pseudo
ersidwerk,ersidmerk,ppr,werk,er_sid,,ersidwerk,control,r,,0,w,m,ersidmerk,1,9,pseudo
moiscilayl,mooscilayl,rsss,moos,,ci_la_yl,mooscilayl,control,r,,2,o,i,moiscilayl,3,10,pseudo
krelious,krewious,rs,krew,,ious,krewious,target,r,,3,w,l,krelious,3,8,pseudo
nutoconila,nutoconila,prss,tec,nu,oni_la,nuteconila,control,r,,1,e,o,nutoconila,2,10,pseudo
tec,tec,r,tec,,,tec,control,r,,1,e,u,tuc,0,3,pseudo
nulouk,nulouk,pr,louk,nu,,nulouk,control,p,0.0,0,n,m,mulouk,0,6,pseudo
ersimpook,ersempook,ppr,pook,er_sim,,ersimpook,control,p,1.0,1,i,e,ersempook,1,9,pseudo
unnegal,unnigal,prs,neg,un,al,unnegal,target,r,,1,e,i,unnigal,1,7,pseudo
siwlasim,siwlasim,rss,siw,,la_sim,siwlasim,control,r,,2,w,r,sirlasim,0,8,pseudo
koulalist,koulalist,rss,koul,,al_ist,koulalist,target,s,1.0,1,s,t,koulalitt,0,9,pseudo
